Rank,Player,Rating
143,Elisha Owusu,6.83
144,Gabriel Gudmundsson,6.83
145,Tom Louchet,6.82
146,Ismaël Doukouré,6.82
147,Derek Cornelius,6.82
147,Jeremie Boga,6.82
149,Nicolas Pallois,6.81
149,André Gomes,6.81
149,Valentin Atangana Edoa,6.81
152,Zakaria Aboukhlal,6.81
153,Jordan James,6.81
153,Mamadou Sarr,6.81
155,Gautier Lloris,6.80
155,Mitchel Bakker,6.80
157,Jean-Eudes Aholou,6.80
158,Gautier Larsonneur,6.80
159,Jordan Lefort,6.80
160,Johann Lepenant,6.80
161,Osame Sahraoui,6.80
162,Breel Embolo,6.80
163,Gianluigi Donnarumma,6.80
164,Abdoulaye N'Diaye,6.79
164,Badredine Bouanani,6.79
164,Ki-Jana Hoever,6.79
167,Brendan Chardonnet,6.78
167,Tanner Tessmann,6.78
169,Mathias Fernandez-Pardo,6.77
170,Anthony Lopes,6.77
171,Farid El Melali,6.77
172,Aissa Mandi,6.76
172,Florian Sotoca,6.76
174,Mark McKenzie,6.76
175,Gabriel Osho,6.76
176,Joshua King,6.76
177,Massadio Haidara,6.76
178,Yassine Kechta,6.76
179,Ernest Nuamah,6.75
180,Moise Bombito,6.74
181,Matthis Abline,6.73
181,Sorba Thomas,6.73
183,Nicolas Cozza,6.73
183,Jordan Veretout,6.73
183,Ayyoub Bouaddi,6.73
186,Sergio Akieme,6.73
187,Loic Nego,6.72
188,Sinaly Diomandé,6.71
189,Angelo Fulgini,6.70
189,Kelvin Amian,6.70
189,Mickael Nade,6.70
192,Abdallah Sima,6.70
193,Léo Pétrot,6.70
193,Carlens Arcus,6.70
195,Mousa Tamari,6.69
196,Jonathan Rowe,6.69
197,Neal Maupay,6.68
198,Esteban Lepaul,6.67
199,Emmanuel Biumla,6.67
200,Aurelio Buta,6.66
201,Hugo Magnetti,6.64
201,Rabby Nzingoula,6.64
201,Jean-Charles Castelletto,6.64
201,Malang Sarr,6.64
201,Hans Hateboer,6.64
206,Christopher Wooh,6.62
206,Mamadou Diakhon,6.62
208,Ismael Kone,6.61
209,Arthur Desmas,6.60
210,Louis Mouton,6.59
210,Dennis Appiah,6.59
210,Rassoul Ndiaye,6.59
213,Mostafa Mohamed,6.57
214,Guillaume Restes,6.56
215,Edimilson Fernandes,6.56
216,Modibo Sagnan,6.56
217,Jordan Ferri,6.55
217,Ado Onaiwu,6.55
219,Saidou Sow,6.54
219,Antoine Joujou,6.54
219,Mama Baldé,6.54
219,Tanguy Coulibaly,6.54
223,Joris Chotard,6.53
223,Dylan Batubinsika,6.53
223,Jim Allevinah,6.53
226,Enzo Tchato,6.52
226,Lilian Rao-Lisoa,6.52
228,Yassin Belkhdim,6.50
228,Shavy Babicka,6.50
228,Khalil Fayad,6.50
231,M'Bala Nzola,6.49
231,Zinedine Ferhat,6.49
231,Steve Mandanda,6.49
234,Paul Joly,6.48
234,Junior Mwanga,6.48
234,Benjamin Lecomte,6.48
237,Aimen Moueffek,6.47
238,Nhoa Sangui,6.46
239,Ibrahima Niane,6.44
240,Becir Omeragic,6.42
240,Thelonius Bair,6.42
242,George Ilenikhena,6.41
243,Abdoulaye Bamba,6.40
244,Oumar Diakité,6.39
244,Abakar Sylla,6.39
246,André Ayew,6.38
247,Étienne Youté Kinkoué,6.33
248,Frank Magri,6.31
249,Wahbi Khazri,6.28
250,Florian Aye,6.21
