Rank,Player,Rating
94,Dimitri Payet,7.08
95,Benjamin Lecomte,7.08
96,Axel Disasi,7.07
96,Marquinhos,7.07
96,Ismaily,7.07
96,Leonardo Balerdi,7.07
100,Rafael Ratao,7.06
101,Adrien Thomasson,7.06
102,Junya Ito,7.06
103,Maximiliano Caufriez,7.05
103,Tiago Djalo,7.05
105,Matteo Guendouzi,7.04
106,Deiver Machado,7.04
107,Lovro Majer,7.04
108,Rony Lopes,7.03
108,Arthur Theate,7.03
110,Mohamed Youcef Belaili,7.02
111,Hamza Sakhi,7.02
112,Adam Ounas,7.01
113,Krepin Diatta,7.01
113,Nuno Tavares,7.01
113,Rasmus Nicolaisen,7.01
116,Angel Gomes,7.00
117,Brendan Chardonnet,7.00
118,Alexis Flips,7.00
119,André Gomes,7.00
120,Gédéon Kalulu,6.99
120,Bafodé Diakité,6.99
120,Yehvann Diouf,6.99
123,Thiago Mendes,6.98
123,Arnaud Nordin,6.98
125,Elye Wahi,6.97
126,Karl Toko Ekambi,6.97
127,Zakaria Aboukhlal,6.96
128,Sanjin Prcic,6.95
129,Joris Chotard,6.94
129,Thomas Foket,6.94
131,Pedro Chirivella,6.94
131,Thibault De Smet,6.94
133,Mory Diaw,6.93
134,Brice Samba,6.93
135,Ruslan Malinovsky,6.92
135,Maxime Le Marchand,6.92
135,Jean-Charles Castelletto,6.92
138,Nicolas Pallois,6.91
139,Vincent Le Goff,6.91
140,Flavien Tait,6.91
141,Jean-Kevin Duverne,6.91
142,Gianluigi Donnarumma,6.90
143,Ismaël Doukouré,6.90
144,Rayan Raveloson,6.90
144,Maxime Gonalons,6.90
144,Guillermo Maripan,6.90
144,Aaron Ramsey,6.90
148,Jordan Ferri,6.90
149,Pau Lopez,6.90
150,Lilian Brassier,6.89
151,Breel Embolo,6.89
151,Steve Mounie,6.89
153,José Fonte,6.88
154,Dimitri Liénard,6.88
155,Eliesse Ben Seghir,6.88
155,Mateusz Wieteska,6.88
157,Mahdi Camara,6.87
158,Lucas Perrin,6.87
159,Elbasan Rashani,6.87
160,Xavier Chavalerin,6.86
161,Juan Bernat,6.86
162,Alban Lafont,6.85
163,Fares Chaibi,6.85
163,Massadio Haidara,6.85
165,Montassar Talbi,6.85
166,Jérémy Le Douaron,6.85
166,Anthony Rouault,6.85
168,Maxime Dupé,6.84
169,Vincent Marchetti,6.84
170,Mathias Autret,6.84
170,Johann Lepenant,6.84
172,Haris Belkebla,6.84
173,Saël Kumbedi,6.83
174,Kasper Schmeichel,6.82
175,Faitout Maouassa,6.82
176,Jens-Lys Cajuste,6.82
177,Noah Fadiga,6.81
178,Timothy Weah,6.81
178,Birama Touré,6.81
178,Bradley Locko,6.81
178,Muhammed-Cham Saracevic,6.81
182,Souleymane Touré,6.81
183,Ross Barkley,6.81
184,Mama Baldé,6.80
185,Mouhamadou Diarra,6.80
186,Julien Ponceau,6.80
186,Steve Mandanda,6.80
188,Jubal,6.80
189,Thomas Mangani,6.79
189,Issa Kaboré,6.79
191,Kévin Gameiro,6.79
192,Falaye Sacko,6.79
193,Mathieu Coutadeur,6.78
193,David Costa,6.78
193,Hugo Magnetti,6.78
193,Christopher Jullien,6.78
197,Nuno Da Costa,6.77
198,Dion Lopy,6.77
199,Hugo Ekitike,6.77
200,Grejohn Kyei,6.77
201,Moussa Sissoko,6.77
201,Carlos Soler,6.77
203,Pablo Rosario,6.76
203,Mickaël Barreto,6.76
205,Arnaud Kalimuendo-Muinga,6.76
206,Yohann Magnin,6.76
207,Alexis Claude,6.75
208,Wahbi Khazri,6.75
209,Lesley Ugochukwu,6.74
210,Thijs Dallinga,6.74
211,Moses Simon,6.73
211,Ibrahima Koné,6.73
213,Désiré Doué,6.72
214,Stéphane Diarra,6.71
215,Theo Le Bris,6.71
215,Samuel Moutoussamy,6.71
217,Renaud Ripart,6.70
217,Thierno Baldé,6.70
219,Andy Delort,6.70
220,Brecht Dejaeghere,6.70
221,Jim Allevinah,6.69
221,Colin Dagba,6.69
223,Anthony Lopes,6.69
224,Batista Mendy,6.68
224,Julien Laporte,6.68
226,Léo Leroy,6.67
226,Akim Zedadka,6.67
228,Marco Bizot,6.66
228,Evann Guessand,6.66
228,Adrien Hunou,6.66
231,Kamory Doumbia,6.65
232,Jean Aholou,6.65
232,Jackson Porozo,6.65
234,Gerzino Nyamsi,6.64
235,Wilson Odobert,6.64
235,Birger Meling,6.64
237,Mostafa Mohamed,6.63
237,Mohamed Youssouf,6.63
239,Yan Valery,6.62
239,Florent Ogier,6.62
239,Yoann Salmier,6.62
242,Alexander Nübel,6.61
242,Ibrahima Sissoko,6.61
242,Maxime Estève,6.61
242,Ismaël Diallo,6.61
242,Lucas Chevalier,6.61
247,Renato Sanches,6.60
248,Cyrille Bayala,6.59
248,Moussa Diarra,6.59
248,Gauthier Hein,6.59
251,Stephy Mavididi,6.59
252,Abdu,6.59
253,Mathias Pereira-Lage,6.58
253,Matz Sels,6.58
253,Andreas Bruus,6.58
256,Souleyman Doumbia,6.57
257,Lassine Sinayoko,6.57
257,Billal Brahimi,6.57
259,Pierrick Capelle,6.56
259,Yasser Larouci,6.56
261,Gaëtan Perrin,6.56
262,Ignatius Ganago,6.56
263,Adil Rami,6.55
263,Eliot Matazo,6.55
265,Bonke Innocent,6.54
265,Miha Blazic,6.54
265,Yoann Cathline,6.54
268,Mickaël Alphonse,6.51
269,Youssouf M'Changama,6.50
269,Oumar Gonzalez,6.50
271,Ahmadou Bamba Dieng,6.49
272,Romain Hamouma,6.47
272,Yvon Mvogo,6.47
274,Gauthier Gallon,6.45
274,Julian Jeanvier,6.45
274,Mitchel van Bergen,6.45
277,Abdallah Sima,6.44
278,Ryad Nouri,6.43
279,Mounaim El Idrissy,6.43
279,Arbër Zeneli,6.43
281,M'Baye Niang,6.42
282,Komnen Andric,6.42
283,Ismail Jakobs,6.42
284,Benjamin Leroy,6.40
285,Cédric Avinel,6.40
286,Kevin Spadanuda,6.39
286,Sada Thioub,6.39
288,Amine Salama,6.37
289,Erik Palmer-Brown,6.36
290,Cédric Hountondji,6.35
291,Moussa Dembélé,6.32
292,Valère Germain,6.29
292,Abdoulaye Bamba,6.29
294,Clément Vidal,6.24
295,Ado Onaiwu,6.22
296,Paul Bernardoni,6.19
297,Ike Ugbo,6.15
298,Benoit Costil,6.14
