Rank,Player,Rating
1,Lionel Messi,8.18
2,Neymar,8.00
3,Kylian Mbappé,7.94
4,Rémy Cabella,7.78
5,Alexandre Lacazette,7.62
6,Téji Savanier,7.61
7,Enzo Le Fee,7.56
8,Jonathan David,7.55
9,Seko Fofana,7.53
10,Benjamin Bourigeaud,7.53
11,Benjamin André,7.50
12,Pierre Lees-Melou,7.48
13,Valentin Rongier,7.48
14,Florian Sotoca,7.46
15,Branco van den Boomen,7.45
16,Jean-Ricner Bellegarde,7.45
17,Nabil Bentaleb,7.41
18,Nuno Mendes,7.40
19,Aleksandr Golovin,7.39
20,Marco Verratti,7.38
21,Jonathan Clauss,7.38
22,Przemyslaw Frankowski,7.37
23,Stijn Spierings,7.36
24,Maxence Caqueret,7.36
25,Facundo Medina,7.35
26,Jordan Veretout,7.35
27,Jonathan Gradit,7.34
28,Johan Gastien,7.34
29,Achraf Hakimi,7.33
29,Azor Matusiwa,7.33
31,Wissam Ben Yedder,7.33
32,Fabián Ruiz,7.33
33,Kevin Danso,7.31
34,Dante,7.30
34,Jean-Clair Todibo,7.30
36,Jonathan Bamba,7.30
37,Caio Henrique,7.29
38,Neto Borges,7.28
39,Youssouf Fofana,7.28
40,Malo Gusto,7.27
41,Yunis Abdelhamid,7.27
42,Terem Moffi,7.27
43,Hichem Boudaoui,7.27
44,Fabien Centonze,7.26
44,Alidu Seidu,7.26
46,Chancel Mbemba,7.25
47,Mikkel Desler,7.24
47,Nicolás Tagliafico,7.24
49,Franck Honorat,7.23
49,Amine Gouiri,7.23
49,Bradley Barcola,7.23
52,Emmanuel Agbadou,7.22
53,Danilo Pereira,7.22
54,Gaëtan Laborde,7.21
55,Corentin Tolisso,7.21
56,Baptiste Santamaria,7.20
57,Sergio Ramos,7.20
58,Jérémy Doku,7.20
59,Alexander Djiku,7.19
60,Vanderson,7.19
60,Nicolas Pépé,7.19
62,Rominigue Kouamé,7.19
62,Rayan Cherki,7.19
64,Himad Abdelli,7.18
65,Adrien Truffert,7.18
66,Andrei Girotto,7.17
67,Sead Kolasinac,7.17
68,Alexis Sánchez,7.16
69,Romain Faivre,7.16
70,Ikoma Lois Openda,7.16
71,Samuel Gigot,7.16
72,Salis Abdul Samed,7.15
73,Hamari Traoré,7.14
74,Marshall Munetsi,7.14
75,Mohamed Camara,7.13
76,Castello Lukeba,7.13
77,Gideon Mensah,7.13
78,Laurent Abergel,7.13
79,Habibou Mouhamadou Diallo,7.12
80,Saif-Eddine Khaoui,7.12
81,Sinaly Diomandé,7.12
82,Cengiz Ünder,7.12
83,Khéphren Thuram-Ulien,7.12
84,Alexsandro Ribeiro,7.11
85,Romain Del Castillo,7.11
86,Melvin Bard,7.10
87,Ludovic Blas,7.10
88,Vitinha,7.10
89,Jordan Lotomba,7.10
90,Sofiane Diop,7.09
91,Quentin Merlin,7.09
92,Folarin Balogun,7.08
93,Issiaga Sylla,7.08
