Rank,Player,Rating
81,Steven Nzonzi,6.90
81,Damien Da Silva,6.90
83,Pierre Lees-Melou,6.90
84,Benoit Badiashile,6.89
84,Hassane Kamara,6.89
86,Leandro Paredes,6.89
87,Xavier Chavalerin,6.89
88,Romain Perraud,6.89
89,Renato Sanches,6.88
90,Flavien Tait,6.88
91,Seko Fofana,6.87
92,Mike Maignan,6.87
93,Armand Laurienté,6.87
94,Andrei Girotto,6.87
95,Jonathan David,6.87
96,Brendan Chardonnet,6.86
97,Yacine Adli,6.86
98,Abdou Diallo,6.85
99,Franck Honorat,6.85
100,Gaël Kakuta,6.85
101,Sébastien Corchia,6.84
101,Presnel Kimpembe,6.84
103,Álvaro González,6.84
103,Alexander Djiku,6.84
105,Hiroki Sakai,6.83
106,Morgan Schneiderlin,6.82
107,Imran Louza,6.82
108,Matthieu Udol,6.82
108,Jean Aholou,6.82
110,Konan,6.82
111,Harold Moukoudi,6.81
111,Cesc Fàbregas,6.81
113,Junior Sambia,6.81
114,Laurent Koscielny,6.81
115,Dennis Appiah,6.81
116,Axel Disasi,6.80
116,Yunis Abdelhamid,6.80
118,Alexis Claude,6.80
119,William Saliba,6.80
120,Boulaye Dia,6.79
121,Nicolas Pallois,6.78
121,Adil Aouchiche,6.78
121,Youssouf Sabaly,6.78
124,Birger Meling,6.78
124,Alexandre Oukidja,6.78
126,Thiago Mendes,6.77
126,Julien Laporte,6.77
128,Clément Grenier,6.77
129,Dimitri Liénard,6.77
130,Laurent Abergel,6.77
130,Rony Lopes,6.77
132,Randal Kolo Muani,6.77
133,Terem Moffi,6.76
134,Wahbi Khazri,6.75
135,Charles Traoré,6.75
135,Renaud Ripart,6.75
137,Hatem Ben Arfa,6.74
137,Romain Thomas,6.74
139,Moses Simon,6.74
140,Kasper Dolberg,6.73
141,Miguel Trauco,6.73
142,Denis Bouanga,6.73
142,Yusuf Yazici,6.73
144,Kenny Lala,6.73
145,Niclas Eliasson,6.73
146,Abdoulaye Touré,6.73
147,Colin Dagba,6.72
147,Maxence Caqueret,6.72
149,Thomas Delaine,6.72
150,Xeka,6.72
150,Toma Basic,6.72
150,Valon Berisha,6.72
150,Thilo Kehrer,6.72
150,John Boye,6.72
155,Duje Caleta-Car,6.71
156,Nathanaël Mbuku,6.71
156,Thomas Foket,6.71
158,Ui-Jo Hwang,6.71
159,Adrien Truffert,6.70
160,Florian Sotoca,6.70
161,Jason Denayer,6.70
162,Faitout Maouassa,6.70
163,Jérome Hergault,6.70
163,Enzo Le Fee,6.70
165,Hichem Boudaoui,6.70
166,Anthony Caci,6.69
166,Nicolas Cozza,6.69
168,Rémi Oudin,6.69
169,Marshall Munetsi,6.69
169,Ronaël Pierre-Gabriel,6.69
169,Dylan Bronn,6.69
172,Gaëtan Charbonnier,6.68
173,Paul Baysse,6.68
173,Fabio,6.68
175,Daniel Congré,6.67
175,Ngonda Muzinga,6.67
177,Mathieu Cafaro,6.67
177,Jean-Charles Castelletto,6.67
179,Jordan Lotomba,6.67
180,Arnaud Nordin,6.66
181,Paul Lasne,6.66
181,Moreto Cassamá,6.66
181,Stevan Jovetic,6.66
184,Fabien Lemoine,6.65
184,Jonathan Ikoné,6.65
184,Pierrick Capelle,6.65
187,Pape Gueye,6.65
187,Vincent Manceau,6.65
189,Stephy Mavididi,6.64
190,Ismaël Traoré,6.64
191,Facundo Medina,6.63
192,Sacha Boey,6.63
192,Wout Faes,6.63
192,Florent Mollet,6.63
195,Ibrahima Sissoko,6.62
195,Leonardo Balerdi,6.62
197,Ignatius Ganago,6.62
198,Romain Hamouma,6.61
199,Souleyman Doumbia,6.61
200,Yannick Cahuzac,6.60
201,Romain Del Castillo,6.60
201,Pedro Mendes,6.60
203,Jean-Ricner Bellegarde,6.59
203,Lamine Gueye,6.59
205,Anthony Lopes,6.59
205,Lassana Coulibaly,6.59
207,Clément Michelin,6.58
208,Mattia De Sciglio,6.58
208,Quentin Boisgard,6.58
208,Sofiane Alakouch,6.58
211,Habibou Mouhamadou Diallo,6.58
212,Benjamin Lecomte,6.58
213,Arnaud Souquet,6.57
214,Jean Lucas,6.56
215,Mihailo Ristic,6.55
215,Mohamed Simakan,6.55
217,Predrag Rajkovic,6.55
218,Andrew Gravillon,6.55
219,Alfred Gomis,6.55
220,Adrien Thomasson,6.55
221,Khéphren Thuram-Ulien,6.55
222,Rayan Cherki,6.54
223,Irvin Cardona,6.54
224,Abdoul Kader Bamba,6.53
225,Arnaud Kalimuendo-Muinga,6.53
226,Haris Belkebla,6.53
226,Yuto Nagatomo,6.53
226,Jordan Ferri,6.53
229,Bersant Celina,6.52
230,Pedro Chirivella,6.52
231,Walter Benitez,6.52
232,Victorien Angban,6.51
232,Moussa Koné,6.51
232,Vincent Le Goff,6.51
232,Lionel Carole,6.51
236,Bruno Ecuele Manga,6.50
237,Eric Ebimbe,6.49
237,Arbër Zeneli,6.49
237,Mathias Pereira-Lage,6.49
240,Flavius Daniliuc,6.47
240,Loris Benito,6.47
242,Alban Lafont,6.47
243,Moussa Doumbia,6.46
244,Jonathan Panzo,6.45
244,Zaydou Youssouf,6.45
244,Ibrahim Amadou,6.45
247,Sada Thioub,6.44
248,Lamine Fomba,6.44
249,Nicolas de Préville,6.43
249,Ibrahim Didier Ndong,6.43
251,Jean-Louis Leca,6.43
252,Timothée Kolodziejczak,6.43
253,Baptiste Reynet,6.42
254,Mehdi Chahiri,6.42
255,Jimmy Cabot,6.41
256,Stéphane Bahoken,6.41
257,Jonas Omlin,6.41
258,Papa Ndiaga Yade,6.41
259,Dario Benedetto,6.40
260,Thomas Monconduit,6.39
261,Benoit Costil,6.39
262,Jean-Kevin Duverne,6.39
262,Timothy Weah,6.39
264,Mounir Chouiar,6.38
264,Lucas Deaux,6.38
264,Marcus Regis Coco,6.38
267,Simon Banza,6.37
268,Pape Cheikh,6.35
268,Jordan Marie,6.35
268,Mehdi Zerkane,6.35
271,Jérémy Morel,6.34
272,Steve Mandanda,6.33
272,Andrés Cubas,6.33
272,Fouad Chafik,6.33
275,Florian Miguel,6.32
275,Yassine Benrahou,6.32
277,Lucas Gourna-Douath,6.31
277,Valère Germain,6.31
279,El Bilal Touré,6.31
280,Eiji Kawashima,6.30
281,Lois Diony,6.30
281,Aaron Leya Iseka,6.30
281,Hilton,6.30
284,Adrian Grbic,6.29
284,Paul Bernardoni,6.29
286,Joris Chotard,6.28
287,Stefan Mitrovic,6.28
288,Vagner,6.26
288,Mama Baldé,6.26
288,Jessy Moulin,6.26
291,Jérémy Le Douaron,6.26
292,Moussa Konaté,6.25
293,Frédéric Sammaritano,6.25
294,Senou Coulibaly,6.24
295,Gautier Larsonneur,6.23
296,Anthony Racioppi,6.22
297,Loick Landre,6.22
298,Charles Abi,6.20
299,Michaël Cuisance,6.19
300,Damien Le Tallec,6.18
301,Dan Ndoye,6.16
302,Thierry Ambrose,6.15
303,Jimmy Briand,6.10
304,Paul Nardi,6.07
305,Wesley Lautoa,6.06
