player_name,season_label,league,player_id,appearances,goals_conceded_total,clean_sheets,wins,minutes_total,yellow_cards,red_cards,goals_conceded_per90,clean_sheet_pct,win_rate
Djibril Sidibé,2021-2022,fr Ligue 1,161869,11,9.0,3,5,768.0,4.0,0.0,1.055,0.273,0.455
Djibril Sow,2020-2021,de Bundesliga,212723,14,24.0,2,7,1200.0,3.0,0.0,1.8,0.143,0.5
Djibril Sow,2021-2022,de Bundesliga,212723,20,30.0,3,8,1678.0,3.0,0.0,1.609,0.15,0.4
Djibril Sow,2022-2023,de Bundesliga,212723,9,16.0,1,5,757.0,3.0,0.0,1.902,0.111,0.556
Djibril Sow,2023-2024,es La Liga,212723,1,5.0,0,0,77.0,1.0,0.0,5.844,0.0,0.0
Dodô,2022-2023,it Serie A,401529,28,34.0,8,10,2194.0,4.0,0.0,1.395,0.286,0.357
Domagoj Bradaric,2020-2021,fr Ligue 1,357796,13,9.0,7,9,1033.0,3.0,0.0,0.784,0.538,0.692
Domagoj Bradaric,2021-2022,fr Ligue 1,357796,2,4.0,0,0,180.0,0.0,0.0,2.0,0.0,0.0
Domagoj Bradaric,2022-2023,it Serie A,357796,3,6.0,0,1,240.0,2.0,0.0,2.25,0.0,0.333
Domagoj Bradaric,2023-2024,it Serie A,357796,4,8.0,0,0,352.0,0.0,0.0,2.045,0.0,0.0
Domen Crnigoj,2021-2022,it Serie A,216599,1,2.0,0,0,64.0,0.0,0.0,2.812,0.0,0.0
Domen Crnigoj,2022-2023,it Serie A,216599,1,2.0,0,0,75.0,0.0,0.0,2.4,0.0,0.0
Domenico Criscito,2020-2021,it Serie A,44136,19,21.0,5,6,1625.0,6.0,0.0,1.163,0.263,0.316
Domenico Criscito,2021-2022,it Serie A,44136,17,35.0,1,2,1483.0,4.0,0.0,2.124,0.059,0.118
Domingos Duarte,2020-2021,es La Liga,257376,26,51.0,6,8,2260.0,5.0,1.0,2.031,0.231,0.308
Domingos Duarte,2021-2022,es La Liga,257376,19,31.0,5,3,1622.0,6.0,1.0,1.72,0.263,0.158
Domingos Duarte,2022-2023,es La Liga,257376,30,41.0,9,6,2645.0,11.0,0.0,1.395,0.3,0.2
Domingos Duarte,2023-2024,es La Liga,257376,2,5.0,0,0,135.0,0.0,0.0,3.333,0.0,0.0
Dominik Kohr,2020-2021,de Bundesliga,118847,4,4.0,2,2,360.0,0.0,0.0,1.0,0.5,0.5
Dominik Kohr,2021-2022,de Bundesliga,118847,12,11.0,4,5,963.0,4.0,0.0,1.028,0.333,0.417
Dominik Kohr,2022-2023,de Bundesliga,118847,21,31.0,5,6,1747.0,7.0,0.0,1.597,0.238,0.286
Dominik Kohr,2023-2024,de Bundesliga,118847,6,7.0,2,2,452.0,5.0,0.0,1.394,0.333,0.333
Dominique Heintz,2020-2021,de Bundesliga,110036,14,25.0,2,3,1260.0,3.0,0.0,1.786,0.143,0.214
Dominique Heintz,2021-2022,de Bundesliga,110036,7,8.0,0,3,474.0,0.0,0.0,1.519,0.0,0.429
Dominique Heintz,2022-2023,de Bundesliga,110036,8,19.0,1,2,646.0,1.0,0.0,2.647,0.125,0.25
Donny van de Beek,2021-2022,eng Premier League,288255,1,0.0,1,1,90.0,0.0,0.0,0.0,1.0,1.0
Douglas Augusto,2023-2024,fr Ligue 1,393621,4,6.0,1,1,325.0,3.0,0.0,1.662,0.25,0.25
Douglas Luiz,2020-2021,eng Premier League,447661,30,39.0,12,12,2594.0,9.0,0.0,1.353,0.4,0.4
Douglas Luiz,2021-2022,eng Premier League,447661,25,35.0,9,8,2137.0,6.0,0.0,1.474,0.36,0.32
Douglas Luiz,2022-2023,eng Premier League,447661,14,14.0,5,6,1202.0,2.0,1.0,1.048,0.357,0.429
Douglas Luiz,2023-2024,eng Premier League,447661,1,4.0,0,0,90.0,0.0,0.0,4.0,0.0,0.0
Duje Caleta-Car,2020-2021,fr Ligue 1,238266,32,42.0,5,12,2815.0,8.0,1.0,1.343,0.156,0.375
Duje Caleta-Car,2021-2022,fr Ligue 1,238266,24,25.0,8,10,2030.0,6.0,0.0,1.108,0.333,0.417
Duje Caleta-Car,2022-2023,eng Premier League,238266,9,11.0,1,2,773.0,2.0,0.0,1.281,0.111,0.222
Duje Caleta-Car,2023-2024,fr Ligue 1,238266,7,7.0,3,6,630.0,0.0,0.0,1.0,0.429,0.857
Dwight McNeil,2022-2023,eng Premier League,584769,1,1.0,0,0,90.0,0.0,0.0,1.0,0.0,0.0
Dylan Bronn,2020-2021,fr Ligue 1,450417,38,48.0,8,12,3413.0,4.0,0.0,1.266,0.211,0.316
Dylan Bronn,2021-2022,fr Ligue 1,450417,28,55.0,6,3,2520.0,10.0,0.0,1.964,0.214,0.107
Dylan Bronn,2022-2023,it Serie A,450417,18,32.0,2,3,1515.0,4.0,1.0,1.901,0.111,0.167
Dylan Chambost,2021-2022,fr Ligue 1,508941,1,0.0,1,0,76.0,0.0,0.0,0.0,1.0,0.0
Dídac Vilà,2021-2022,es La Liga,67090,1,1.0,0,0,90.0,0.0,0.0,1.0,0.0,0.0
Eberechi Eze,2021-2022,eng Premier League,479999,1,1.0,0,0,78.0,0.0,0.0,1.154,0.0,0.0
Ebrima Darboe,2020-2021,it Serie A,647484,4,5.0,2,2,317.0,2.0,0.0,1.42,0.5,0.5
Ebrima Darboe,2021-2022,it Serie A,647484,1,0.0,1,1,64.0,0.0,0.0,0.0,1.0,1.0
Edgar González,2021-2022,es La Liga,401624,14,16.0,4,8,1260.0,5.0,0.0,1.143,0.286,0.571
Edgar González,2022-2023,es La Liga,401624,18,19.0,5,10,1588.0,5.0,0.0,1.077,0.278,0.556
Edgar González,2023-2024,es La Liga,401624,8,14.0,1,0,686.0,4.0,0.0,1.837,0.125,0.0
Edimilson Fernandes,2020-2021,de Bundesliga,247555,4,8.0,1,0,328.0,0.0,0.0,2.195,0.25,0.0
Edimilson Fernandes,2022-2023,de Bundesliga,247555,25,41.0,4,8,2099.0,4.0,0.0,1.758,0.16,0.32
Edimilson Fernandes,2023-2024,de Bundesliga,247555,1,1.0,0,0,90.0,0.0,0.0,1.0,0.0,0.0
Edmond Tapsoba,2020-2021,de Bundesliga,564545,29,35.0,6,11,2610.0,5.0,0.0,1.207,0.207,0.379
Edmond Tapsoba,2021-2022,de Bundesliga,564545,19,24.0,5,11,1710.0,1.0,0.0,1.263,0.263,0.579
Edmond Tapsoba,2022-2023,de Bundesliga,564545,32,47.0,8,12,2845.0,5.0,0.0,1.487,0.25,0.375
Edmond Tapsoba,2023-2024,de Bundesliga,564545,3,1.0,2,3,270.0,1.0,0.0,0.333,0.667,1.0
Edo Kayembe,2021-2022,eng Premier League,486477,6,12.0,1,0,531.0,0.0,0.0,2.034,0.167,0.0
Edoardo Bove,2022-2023,it Serie A,562049,2,3.0,0,0,174.0,0.0,0.0,1.552,0.0,0.0
Edoardo Goldaniga,2020-2021,it Serie A,242940,16,30.0,2,4,1380.0,4.0,0.0,1.957,0.125,0.25
Edoardo Goldaniga,2021-2022,it Serie A,242940,11,19.0,0,2,937.0,3.0,0.0,1.825,0.0,0.182
Edson Álvarez,2023-2024,eng Premier League,401356,7,16.0,0,2,585.0,3.0,0.0,2.462,0.0,0.286
Edu Expósito,2020-2021,es La Liga,506248,1,0.0,1,1,90.0,1.0,0.0,0.0,1.0,1.0
Eduard Löwen,2020-2021,de Bundesliga,260655,1,2.0,0,0,45.0,0.0,0.0,4.0,0.0,0.0
Eduard Sobol,2022-2023,fr Ligue 1,206717,2,4.0,0,1,178.0,0.0,0.0,2.022,0.0,0.5
Eduardo Camavinga,2020-2021,fr Ligue 1,640428,2,2.0,0,0,180.0,1.0,0.0,1.0,0.0,0.0
Eduardo Camavinga,2021-2022,es La Liga,640428,7,5.0,3,7,479.0,5.0,0.0,0.939,0.429,1.0
Eduardo Camavinga,2022-2023,es La Liga,640428,13,6.0,8,9,1114.0,3.0,0.0,0.485,0.615,0.692
Eduardo Camavinga,2023-2024,es La Liga,640428,4,4.0,1,3,311.0,3.0,0.0,1.158,0.25,0.75
Eduardo Henrique,2020-2021,it Serie A,216118,1,2.0,0,0,90.0,0.0,0.0,2.0,0.0,0.0
Eduardo Quaresma,2022-2023,de Bundesliga,504073,1,4.0,0,0,45.0,0.0,0.0,6.0,0.0,0.0
El Chadaille Bitshiabu,2022-2023,fr Ligue 1,787912,6,11.0,0,1,444.0,1.0,0.0,2.23,0.0,0.167
Eliaquim Mangala,2020-2021,es La Liga,90681,4,5.0,1,1,0.0,0.0,0.0,6.0,0.25,0.25
Eliaquim Mangala,2021-2022,fr Ligue 1,90681,14,32.0,1,4,1183.0,9.0,0.0,2.434,0.071,0.286
Elio Capradossi,2020-2021,it Serie A,238947,1,2.0,0,0,90.0,0.0,0.0,2.0,0.0,0.0
Eliot Matazo,2021-2022,fr Ligue 1,535834,3,2.0,1,2,224.0,1.0,0.0,0.804,0.333,0.667
Eliot Matazo,2022-2023,fr Ligue 1,535834,4,9.0,1,1,289.0,0.0,0.0,2.803,0.25,0.25
Ellyes Skhiri,2020-2021,de Bundesliga,290587,32,59.0,4,7,2791.0,5.0,0.0,1.903,0.125,0.219
Ellyes Skhiri,2021-2022,de Bundesliga,290587,20,24.0,2,10,1761.0,3.0,0.0,1.227,0.1,0.5
Ellyes Skhiri,2022-2023,de Bundesliga,290587,32,52.0,6,10,2857.0,5.0,0.0,1.638,0.188,0.312
Ellyes Skhiri,2023-2024,de Bundesliga,290587,5,10.0,0,1,446.0,0.0,0.0,2.018,0.0,0.2
Elseid Hysaj,2020-2021,it Serie A,200056,20,19.0,8,13,1684.0,2.0,0.0,1.015,0.4,0.65
Elseid Hysaj,2021-2022,it Serie A,200056,24,42.0,4,9,1962.0,2.0,0.0,1.927,0.167,0.375
Elseid Hysaj,2022-2023,it Serie A,200056,22,18.0,12,13,1819.0,2.0,0.0,0.891,0.545,0.591
Elseid Hysaj,2023-2024,it Serie A,200056,3,3.0,1,2,225.0,0.0,0.0,1.2,0.333,0.667
Elvis Rexhbecaj,2020-2021,de Bundesliga,280575,3,5.0,0,2,255.0,1.0,0.0,1.765,0.0,0.667
Elvis Rexhbecaj,2022-2023,de Bundesliga,280575,2,3.0,1,1,171.0,0.0,0.0,1.579,0.5,0.5
Elvis Rexhbecaj,2023-2024,de Bundesliga,280575,2,4.0,0,1,152.0,1.0,0.0,2.368,0.0,0.5
Emanuel Aiwu,2022-2023,it Serie A,394152,17,26.0,4,1,1482.0,3.0,0.0,1.579,0.235,0.059
Emanuele Valeri,2022-2023,it Serie A,445126,7,12.0,2,2,614.0,1.0,0.0,1.759,0.286,0.286
Emanuele Valeri,2023-2024,it Serie A,445126,4,10.0,0,0,279.0,0.0,0.0,3.226,0.0,0.0
Emerson Palmieri,2021-2022,fr Ligue 1,181778,22,34.0,5,10,1858.0,2.0,1.0,1.647,0.227,0.455
Emerson Palmieri,2022-2023,eng Premier League,181778,10,19.0,3,4,799.0,1.0,0.0,2.14,0.3,0.4
Emerson Palmieri,2023-2024,eng Premier League,181778,8,18.0,0,2,693.0,0.0,0.0,2.338,0.0,0.25
Emerson Royal,2020-2021,es La Liga,476344,34,42.0,12,16,2989.0,9.0,1.0,1.265,0.353,0.471
Emerson Royal,2021-2022,eng Premier League,476344,8,14.0,1,3,720.0,1.0,0.0,1.75,0.125,0.375
Emerson Royal,2021-2022,es La Liga,476344,1,1.0,0,1,63.0,0.0,0.0,1.429,0.0,1.0
Emerson Royal,2022-2023,eng Premier League,476344,4,6.0,1,2,345.0,0.0,0.0,1.565,0.25,0.5
Emerson Royal,2023-2024,eng Premier League,476344,2,3.0,0,1,175.0,0.0,0.0,1.543,0.0,0.5
Emil Bohinen,2021-2022,it Serie A,406806,7,10.0,1,4,578.0,4.0,0.0,1.557,0.143,0.571
Emil Bohinen,2022-2023,it Serie A,406806,7,13.0,0,1,421.0,0.0,0.0,2.779,0.0,0.143
Emil Krafth,2020-2021,eng Premier League,184528,14,24.0,3,5,1197.0,3.0,0.0,1.805,0.214,0.357
Emil Krafth,2021-2022,eng Premier League,184528,18,23.0,5,8,1588.0,5.0,0.0,1.304,0.278,0.444
Emir Karic,2023-2024,de Bundesliga,286596,1,2.0,0,0,90.0,0.0,0.0,2.0,0.0,0.0
Emmanuel Agbadou,2022-2023,fr Ligue 1,683895,27,37.0,8,7,2351.0,4.0,3.0,1.416,0.296,0.259
Emmanuel Agbadou,2023-2024,fr Ligue 1,683895,7,9.0,1,2,630.0,0.0,0.0,1.286,0.143,0.286
Emmanuel Gyasi,2021-2022,it Serie A,241076,1,1.0,0,1,90.0,1.0,0.0,1.0,0.0,1.0
Emre Can,2020-2021,de Bundesliga,119296,23,34.0,8,11,1984.0,5.0,0.0,1.542,0.348,0.478
Emre Can,2021-2022,de Bundesliga,119296,19,25.0,4,12,1596.0,5.0,0.0,1.41,0.211,0.632
Emre Can,2022-2023,de Bundesliga,119296,20,27.0,6,12,1733.0,5.0,0.0,1.402,0.3,0.6
Emre Can,2023-2024,de Bundesliga,119296,6,6.0,2,4,538.0,1.0,0.0,1.004,0.333,0.667
Enda Stevens,2020-2021,eng Premier League,85706,10,16.0,2,2,900.0,1.0,0.0,1.6,0.2,0.2
Enis Bardhi,2021-2022,es La Liga,245014,1,0.0,1,1,62.0,0.0,0.0,0.0,1.0,1.0
Enock Kwateng,2020-2021,fr Ligue 1,288241,12,17.0,4,4,958.0,4.0,0.0,1.597,0.333,0.333
Enock Kwateng,2021-2022,fr Ligue 1,288241,17,35.0,1,2,1472.0,5.0,0.0,2.14,0.059,0.118
Enric Franquesa,2021-2022,es La Liga,282700,4,4.0,2,2,315.0,1.0,0.0,1.143,0.5,0.5
Enzo Barrenechea,2022-2023,it Serie A,671915,1,2.0,0,1,45.0,0.0,0.0,4.0,0.0,1.0
Enzo Barrenechea,2023-2024,it Serie A,671915,6,14.0,0,1,514.0,1.0,0.0,2.451,0.0,0.167
Enzo Ebosse,2020-2021,fr Ligue 1,342877,3,11.0,0,1,181.0,1.0,0.0,5.47,0.0,0.333
Enzo Ebosse,2021-2022,fr Ligue 1,342877,18,27.0,2,4,1600.0,1.0,0.0,1.519,0.111,0.222
Enzo Ebosse,2022-2023,it Serie A,342877,8,13.0,1,1,602.0,3.0,0.0,1.944,0.125,0.125
Enzo Fernández,2022-2023,eng Premier League,648195,14,23.0,1,1,1197.0,3.0,0.0,1.729,0.071,0.071
Enzo Fernández,2023-2024,eng Premier League,648195,2,3.0,0,1,180.0,0.0,0.0,1.5,0.0,0.5
Enzo Le Fée,2022-2023,fr Ligue 1,633992,3,6.0,0,1,256.0,0.0,0.0,2.109,0.0,0.333
Enzo Loiodice,2023-2024,es La Liga,581781,1,1.0,0,0,77.0,0.0,0.0,1.169,0.0,0.0
Enzo Roco,2021-2022,es La Liga,186862,29,40.0,5,8,2523.0,10.0,0.0,1.427,0.172,0.276
Enzo Roco,2022-2023,es La Liga,186862,19,38.0,0,1,1532.0,5.0,0.0,2.232,0.0,0.053
Enzo Tchato,2022-2023,fr Ligue 1,842338,11,23.0,1,3,902.0,1.0,0.0,2.295,0.091,0.273
Enzo Tchato,2023-2024,fr Ligue 1,842338,3,10.0,0,0,248.0,0.0,0.0,3.629,0.0,0.0
Eray Cömert,2021-2022,es La Liga,298583,4,5.0,1,1,330.0,2.0,0.0,1.364,0.25,0.25
Eray Cömert,2022-2023,es La Liga,298583,19,21.0,4,6,1597.0,5.0,1.0,1.183,0.211,0.316
Eray Cömert,2023-2024,fr Ligue 1,298583,4,5.0,2,1,309.0,1.0,0.0,1.456,0.5,0.25
Erhan Masovic,2021-2022,de Bundesliga,343959,17,22.0,4,8,1509.0,7.0,0.0,1.312,0.235,0.471
Erhan Masovic,2022-2023,de Bundesliga,343959,23,41.0,4,7,2040.0,3.0,0.0,1.809,0.174,0.304
Erhan Masovic,2023-2024,de Bundesliga,343959,7,15.0,1,2,593.0,2.0,0.0,2.277,0.143,0.286
Eric Bailly,2020-2021,eng Premier League,286384,10,17.0,3,5,896.0,3.0,0.0,1.708,0.3,0.5
Eric Bailly,2021-2022,eng Premier League,286384,3,4.0,0,1,201.0,1.0,0.0,1.791,0.0,0.333
Eric Bailly,2022-2023,fr Ligue 1,286384,5,7.0,1,2,324.0,1.0,0.0,1.944,0.2,0.4
Eric Bailly,2023-2024,es La Liga,286384,5,8.0,0,4,405.0,1.0,0.0,1.778,0.0,0.8
Eric Dier,2020-2021,eng Premier League,175722,28,34.0,8,12,2520.0,3.0,0.0,1.214,0.286,0.429
Eric Dier,2021-2022,eng Premier League,175722,35,33.0,16,21,3072.0,1.0,0.0,0.967,0.457,0.6
Eric Dier,2022-2023,eng Premier League,175722,31,52.0,9,15,2782.0,4.0,0.0,1.682,0.29,0.484
Eric Dier,2023-2024,de Bundesliga,175722,7,12.0,0,5,615.0,0.0,0.0,1.756,0.0,0.714
Eric García,2020-2021,eng Premier League,466794,3,9.0,0,1,270.0,0.0,0.0,3.0,0.0,0.333
Eric García,2021-2022,es La Liga,466794,23,24.0,5,13,1900.0,4.0,1.0,1.137,0.217,0.565
Eric García,2022-2023,es La Liga,466794,15,10.0,10,9,1195.0,3.0,0.0,0.753,0.667,0.6
Eric García,2023-2024,es La Liga,466794,7,9.0,3,2,630.0,1.0,0.0,1.286,0.429,0.286
Eric Martel,2022-2023,de Bundesliga,597000,22,32.0,4,6,1787.0,6.0,0.0,1.612,0.182,0.273
Eric Martel,2023-2024,de Bundesliga,597000,9,18.0,1,1,787.0,2.0,0.0,2.058,0.111,0.111
Erick Cabaco,2020-2021,es La Liga,302991,15,19.0,3,4,1232.0,6.0,0.0,1.388,0.2,0.267
Erick Cabaco,2021-2022,es La Liga,302991,5,6.0,1,1,353.0,3.0,0.0,1.53,0.2,0.2
Erick Pulgar,2020-2021,it Serie A,215616,20,28.0,6,4,1688.0,7.0,0.0,1.493,0.3,0.2
Erick Pulgar,2021-2022,it Serie A,215616,4,7.0,0,2,323.0,2.0,0.0,1.95,0.0,0.5
Erik Durm,2021-2022,de Bundesliga,93922,6,5.0,1,0,432.0,1.0,0.0,1.042,0.167,0.0
Erik Palmer-Brown,2021-2022,fr Ligue 1,282199,19,27.0,5,4,1671.0,1.0,0.0,1.454,0.263,0.211
Erik Palmer-Brown,2022-2023,fr Ligue 1,282199,35,74.0,1,4,3050.0,5.0,0.0,2.184,0.029,0.114
Erik Pieters,2020-2021,eng Premier League,43763,11,15.0,2,3,930.0,0.0,0.0,1.452,0.182,0.273
Erik Pieters,2021-2022,eng Premier League,43763,8,5.0,4,2,690.0,1.0,0.0,0.652,0.5,0.25
Ermin Bicakcic,2020-2021,de Bundesliga,51676,2,3.0,0,2,129.0,1.0,0.0,2.093,0.0,1.0
Esteban Burgos,2020-2021,es La Liga,337922,12,16.0,4,3,1026.0,4.0,0.0,1.404,0.333,0.25
Esteban Saveljich,2021-2022,es La Liga,240360,21,24.0,5,8,1709.0,4.0,0.0,1.264,0.238,0.381
Ethan Ampadu,2020-2021,eng Premier League,392771,23,39.0,2,4,1987.0,3.0,0.0,1.766,0.087,0.174
Ethan Ampadu,2021-2022,it Serie A,392771,19,32.0,1,2,1575.0,8.0,0.0,1.829,0.053,0.105
Ethan Ampadu,2022-2023,it Serie A,392771,31,50.0,5,5,2648.0,11.0,0.0,1.699,0.161,0.161
Ethan Pinnock,2021-2022,eng Premier League,442248,32,48.0,7,10,2697.0,1.0,0.0,1.602,0.219,0.312
Ethan Pinnock,2022-2023,eng Premier League,442248,30,34.0,10,13,2700.0,0.0,0.0,1.133,0.333,0.433
Ethan Pinnock,2023-2024,eng Premier League,442248,4,8.0,1,2,360.0,0.0,0.0,2.0,0.25,0.5
Evan Ndicka,2020-2021,de Bundesliga,371149,23,35.0,3,13,2045.0,10.0,0.0,1.54,0.13,0.565
Evan Ndicka,2021-2022,de Bundesliga,371149,32,46.0,5,9,2858.0,3.0,0.0,1.449,0.156,0.281
Evan Ndicka,2022-2023,de Bundesliga,371149,30,44.0,6,13,2693.0,4.0,0.0,1.47,0.2,0.433
Evan Ndicka,2023-2024,it Serie A,371149,3,5.0,0,2,270.0,2.0,0.0,1.667,0.0,0.667
Exequiel Palacios,2020-2021,de Bundesliga,401578,3,3.0,1,1,270.0,0.0,0.0,1.0,0.333,0.333
Exequiel Palacios,2021-2022,de Bundesliga,401578,5,6.0,1,1,352.0,2.0,0.0,1.534,0.2,0.2
Exequiel Palacios,2022-2023,de Bundesliga,401578,2,5.0,0,0,153.0,1.0,0.0,2.941,0.0,0.0
Exequiel Palacios,2023-2024,de Bundesliga,401578,1,0.0,1,1,90.0,0.0,0.0,0.0,1.0,1.0
Ezgjan Alioski,2020-2021,eng Premier League,129604,25,37.0,7,12,0.0,0.0,0.0,6.0,0.28,0.48
Ezri Konsa,2020-2021,eng Premier League,413403,35,46.0,12,14,3150.0,3.0,0.0,1.314,0.343,0.4
Ezri Konsa,2021-2022,eng Premier League,413403,29,45.0,8,10,2481.0,6.0,1.0,1.632,0.276,0.345
Ezri Konsa,2022-2023,eng Premier League,413403,37,45.0,12,17,3322.0,6.0,0.0,1.219,0.324,0.459
Ezri Konsa,2023-2024,eng Premier League,413403,5,10.0,1,2,414.0,0.0,0.0,2.174,0.2,0.4
Fabian Delph,2021-2022,eng Premier League,50362,5,7.0,2,1,355.0,1.0,0.0,1.775,0.4,0.2
Fabian Holland,2023-2024,de Bundesliga,54846,8,19.0,1,0,605.0,1.0,0.0,2.826,0.125,0.0
Fabian Kunze,2020-2021,de Bundesliga,334186,11,24.0,3,2,940.0,4.0,0.0,2.298,0.273,0.182
Fabian Kunze,2021-2022,de Bundesliga,334186,12,18.0,1,1,961.0,6.0,0.0,1.686,0.083,0.083
Fabian Schär,2020-2021,eng Premier League,135343,13,18.0,2,4,1123.0,4.0,0.0,1.443,0.154,0.308
Fabian Schär,2021-2022,eng Premier League,135343,25,32.0,7,11,2161.0,4.0,0.0,1.333,0.28,0.44
Fabian Schär,2022-2023,eng Premier League,135343,36,29.0,14,19,3210.0,7.0,0.0,0.813,0.389,0.528
Fabian Schär,2023-2024,eng Premier League,135343,7,16.0,1,3,630.0,1.0,0.0,2.286,0.143,0.429
Fabiano Parisi,2021-2022,it Serie A,547985,16,25.0,4,4,1287.0,4.0,0.0,1.748,0.25,0.25
Fabiano Parisi,2022-2023,it Serie A,547985,33,41.0,9,10,2834.0,10.0,1.0,1.302,0.273,0.303
Fabiano Parisi,2023-2024,it Serie A,547985,1,1.0,0,0,89.0,0.0,0.0,1.011,0.0,0.0
Fabien Centonze,2020-2021,fr Ligue 1,384859,25,35.0,4,7,2232.0,5.0,0.0,1.411,0.16,0.28
Fabien Centonze,2021-2022,fr Ligue 1,384859,9,20.0,0,2,810.0,2.0,0.0,2.222,0.0,0.222
Fabien Centonze,2022-2023,fr Ligue 1,384859,16,18.0,6,4,1323.0,3.0,0.0,1.224,0.375,0.25
Fabien Centonze,2023-2024,it Serie A,384859,2,5.0,0,0,148.0,0.0,0.0,3.041,0.0,0.0
Fabien Lemoine,2020-2021,fr Ligue 1,56794,18,37.0,2,4,1353.0,2.0,0.0,2.461,0.111,0.222
Fabien Lemoine,2021-2022,fr Ligue 1,56794,12,16.0,3,2,955.0,5.0,0.0,1.508,0.25,0.167
Fabinho,2020-2021,eng Premier League,225693,28,28.0,11,15,2520.0,6.0,0.0,1.0,0.393,0.536
Fabinho,2021-2022,eng Premier League,225693,26,18.0,15,18,2238.0,7.0,0.0,0.724,0.577,0.692
Fabinho,2022-2023,eng Premier League,225693,31,38.0,11,17,2566.0,10.0,0.0,1.333,0.355,0.548
Fabio Chiarodia,2022-2023,de Bundesliga,724104,1,2.0,0,0,63.0,0.0,0.0,2.857,0.0,0.0
Fabio Depaoli,2020-2021,it Serie A,324282,9,18.0,1,0,692.0,1.0,0.0,2.341,0.111,0.0
Fabio Depaoli,2022-2023,it Serie A,324282,2,5.0,0,0,131.0,1.0,0.0,3.435,0.0,0.0
Fabio Pisacane,2020-2021,it Serie A,101922,2,3.0,0,0,170.0,0.0,0.0,1.588,0.0,0.0
Fabián Balbuena,2020-2021,eng Premier League,285548,13,17.0,4,6,1161.0,1.0,1.0,1.318,0.308,0.462
Fabián Ruiz,2020-2021,it Serie A,350219,3,3.0,1,2,261.0,1.0,0.0,1.034,0.333,0.667
Fabián Ruiz,2021-2022,it Serie A,350219,13,11.0,6,8,1081.0,0.0,0.0,0.916,0.462,0.615
Fabián Ruiz,2022-2023,fr Ligue 1,350219,3,2.0,2,1,203.0,0.0,0.0,0.887,0.667,0.333
Fabián Ruiz,2023-2024,fr Ligue 1,350219,2,3.0,0,0,180.0,1.0,0.0,1.5,0.0,0.0
Fabrizio Angileri,2022-2023,es La Liga,268506,5,10.0,1,0,354.0,2.0,1.0,2.542,0.2,0.0
Facundo Medina,2020-2021,fr Ligue 1,474800,23,30.0,7,10,2002.0,11.0,0.0,1.349,0.304,0.435
Facundo Medina,2021-2022,fr Ligue 1,474800,30,38.0,7,15,2585.0,11.0,0.0,1.323,0.233,0.5
Facundo Medina,2022-2023,fr Ligue 1,474800,32,26.0,12,21,2785.0,7.0,0.0,0.84,0.375,0.656
Facundo Medina,2023-2024,fr Ligue 1,474800,7,8.0,3,4,628.0,3.0,0.0,1.146,0.429,0.571
Facundo Roncaglia,2020-2021,es La Liga,61546,14,20.0,3,3,1214.0,2.0,0.0,1.483,0.214,0.214
Faitout Maouassa,2020-2021,fr Ligue 1,357072,13,13.0,2,6,952.0,2.0,0.0,1.229,0.154,0.462
Faitout Maouassa,2022-2023,fr Ligue 1,357072,7,15.0,2,2,566.0,0.0,0.0,2.385,0.286,0.286
Faitout Maouassa,2023-2024,es La Liga,357072,1,3.0,0,0,90.0,0.0,0.0,3.0,0.0,0.0
Falaye Sacko,2021-2022,fr Ligue 1,364857,8,9.0,2,3,641.0,0.0,0.0,1.264,0.25,0.375
Falaye Sacko,2022-2023,fr Ligue 1,364857,27,42.0,10,13,2319.0,3.0,0.0,1.63,0.37,0.481
Falaye Sacko,2023-2024,fr Ligue 1,364857,1,4.0,0,0,90.0,0.0,0.0,4.0,0.0,0.0
Fali,2020-2021,es La Liga,252667,28,43.0,8,8,2434.0,8.0,0.0,1.59,0.286,0.286
Fali,2021-2022,es La Liga,252667,23,24.0,8,5,1702.0,6.0,0.0,1.269,0.348,0.217
Fali,2022-2023,es La Liga,252667,22,27.0,8,6,1625.0,5.0,0.0,1.495,0.364,0.273
Fali,2023-2024,es La Liga,252667,4,5.0,1,0,360.0,2.0,0.0,1.25,0.25,0.0
Fali Candé,2021-2022,fr Ligue 1,520530,5,5.0,3,0,443.0,0.0,0.0,1.016,0.6,0.0
Fali Candé,2023-2024,fr Ligue 1,520530,5,5.0,2,2,435.0,1.0,0.0,1.034,0.4,0.4
Faouzi Ghoulam,2020-2021,it Serie A,126656,3,2.0,1,3,171.0,0.0,0.0,1.053,0.333,1.0
Faouzi Ghoulam,2021-2022,it Serie A,126656,3,1.0,2,2,260.0,1.0,0.0,0.346,0.667,0.667
Faouzi Ghoulam,2022-2023,fr Ligue 1,126656,6,9.0,1,1,459.0,0.0,0.0,1.765,0.167,0.167
Farid El Melali,2022-2023,fr Ligue 1,425400,6,9.0,1,1,473.0,0.0,0.0,1.712,0.167,0.167
Fede San Emeterio,2020-2021,es La Liga,307519,6,7.0,1,2,480.0,2.0,0.0,1.312,0.167,0.333
Fede San Emeterio,2021-2022,es La Liga,307519,1,2.0,0,0,73.0,0.0,0.0,2.466,0.0,0.0
Fede San Emeterio,2022-2023,es La Liga,307519,4,7.0,1,1,266.0,2.0,0.0,2.368,0.25,0.25
Federico Barba,2020-2021,it Serie A,165873,31,57.0,6,5,2647.0,8.0,0.0,1.938,0.194,0.161
