Rank,Player,Rating
206,Daniel Rodriguez,6.76
207,Alejandro Pozo,6.75
208,Miguel Gutiérrez,6.75
208,Rui Silva,6.75
208,Rubén Pena,6.75
211,Oscar Plano,6.74
211,Iván Balliu,6.74
211,Luiz Felipe,6.74
214,Carles Pérez,6.73
215,Edu Exposito,6.73
216,Nemanja Maksimovic,6.72
216,Alberto Moreno,6.72
216,Luis Hernández,6.72
219,Pere Milla,6.72
220,Ezequiel Ávila,6.71
221,Unai Garcia,6.71
221,Fidel Chaves,6.71
221,Roque Mesa,6.71
224,Dimitri Foulquier,6.71
225,Andoni Gorosabel,6.71
226,Yunus Musah,6.70
226,Oscar Trejo,6.70
228,José Luis Morales,6.70
229,Sergio Camello,6.70
230,Javi Sánchez,6.69
231,José Ángel Carmona,6.69
232,Monchu,6.69
233,Erik Lamela,6.69
234,Ante Budimir,6.69
235,Luis Suárez,6.68
236,Samuel Castillejo,6.68
236,César Montes,6.68
236,Stefan Mitrovic,6.68
236,Juan Cruz,6.68
240,Giorgi Mamardashvili,6.68
241,Pepe Reina,6.68
242,Luiz Henrique,6.67
243,Joaquin Fernández,6.67
243,César de la Hoz,6.67
245,Ángel Correa,6.67
246,Fernando Calero,6.66
246,Tanguy Nianzou,6.66
248,Agustin Marchesin,6.66
249,Edgar Badia,6.65
250,Renato Tapia,6.65
251,Fernando Martinez,6.64
251,Toni Villa,6.64
253,Srdjan Babic,6.64
254,Fali,6.63
254,Rodrigo Ely,6.63
254,Lucas Olaza,6.63
257,Domingos Duarte,6.63
258,Juan Iglesias,6.63
258,Leandro Cabrera,6.63
258,Josan,6.63
258,Youssef En-Nesyri,6.63
262,Unai Simon,6.62
263,Juan Brandariz,6.62
263,Luca de la Torre,6.62
263,Nico Ribaudo,6.62
263,Idrissu Baba,6.62
267,Borja Mayoral,6.61
268,Gorka Guruzeta,6.61
269,Stole Dimitrievski,6.61
270,Édinson Cavani,6.60
270,Helibelton Palacios,6.60
270,Pedro Bigas,6.60
270,Unai Lopez,6.60
274,Nacho Vidal,6.60
275,Aritz Elustondo,6.59
276,Darko Brasanac,6.59
277,Gonzalo Montiel,6.58
278,Sergio Akieme,6.58
279,Cristian Portu,6.57
280,Yangel Herrera,6.56
280,Toni Lato,6.56
280,Valery Fernández,6.56
283,Álex Fernández,6.55
284,Rubén Garcia,6.55
285,Rafa Mir,6.54
285,Mikel Oyarzabal,6.54
285,Franck Kessié,6.54
285,Munir El Haddadi,6.54
289,Pablo Barrios,6.53
290,Oscar Gil,6.52
291,Pathé Ciss,6.51
291,Juanmi,6.51
293,Sergi Gomez,6.50
294,Ilaix Moriba,6.50
295,Aleix Vidal,6.50
296,Jørgen Strand Larsen,6.48
297,Carles Alena,6.48
298,Francisco Portillo,6.48
299,Raul Garcia,6.46
300,Sergi Guardiola,6.45
301,Cristhian Stuani,6.45
302,Inigo Eguaras,6.44
303,Yassine Bounou,6.43
304,Oier Zarraga,6.42
305,Sergio Leon,6.41
306,Álvaro Negredo,6.41
306,Federico San Emeterio,6.41
308,Enzo Roco,6.38
309,Iván Alejo,6.37
310,Amath Ndiaye,6.36
310,Largie Ramazani,6.36
312,Iván Villar,6.36
313,Roger,6.36
314,Antonio Sánchez,6.34
314,Kike Garcia,6.34
316,Ángel Algobia,6.30
317,Raul Guti,6.28
318,Randy Nteka,6.26
319,Hugo Duro,6.25
320,Goncalo Paciencia,6.24
321,Anthony Lozano,6.22
321,Radamel Falcao,6.22
323,Ezequiel Ponce,6.18
