Rank,Player,Rating
1,Lionel Messi,8.35
2,Karim Benzema,7.74
3,Gerard Moreno,7.68
4,Toni Kroos,7.54
5,Frenkie de Jong,7.48
6,Iago Aspas,7.48
7,Antoine Griezmann,7.47
8,Kieran Trippier,7.46
9,Lucas Vázquez,7.43
10,Casemiro,7.41
11,Luis Suárez,7.41
12,Carlos Soler,7.40
13,Jordi Alba,7.40
14,Sergio Canales,7.39
15,Luka Modric,7.39
16,Marcos Llorente,7.36
17,Daniel Parejo,7.32
18,Yannick Carrasco,7.23
19,Sergio Busquets,7.22
20,Jesus Navas,7.18
21,Joselu,7.17
21,Ousmane Dembélé,7.17
23,Mikel Oyarzabal,7.16
24,Mikel Merino,7.15
25,Javi Galán,7.15
26,Lucas Ocampos,7.13
27,Koke,7.13
28,David Silva,7.11
29,Jules Koundé,7.11
30,Emerson Royal,7.09
31,Ferland Mendy,7.08
32,Federico Valverde,7.07
33,Oscar Mingueza,7.06
34,Fernando,7.05
35,Suso,7.03
36,Mario Hermoso,7.03
37,Joan Jordán,7.02
38,Stefan Savic,7.02
39,Jan Oblak,7.02
40,Nabil Fekir,7.01
41,Alexander Isak,7.00
42,Pedri,7.00
43,Bryan Gil,6.99
44,Mario Gaspar,6.98
45,Nacho Fernandez,6.97
46,Sergio Herrera,6.97
47,Raphaël Varane,6.96
48,Marcos Acuna,6.96
49,Guido Rodriguez,6.96
50,Daniel Wass,6.96
51,Felipe,6.96
51,Thomas Lemar,6.96
53,Ángel Correa,6.95
54,Iker Muniain,6.95
55,Aritz Elustondo,6.95
56,Renan Lodi,6.95
57,Denis Suárez,6.93
58,Ronald Araujo,6.91
59,Youssef En-Nesyri,6.91
60,Fidel Chaves,6.91
61,Adnan Januzaj,6.90
61,Pau Torres,6.90
63,José Giménez,6.89
64,Thibaut Courtois,6.89
65,Mauro Arambarri,6.88
66,Yuri Berchiche,6.87
67,Alex Berenguer,6.87
68,Nolito,6.86
68,Álex Moreno,6.86
70,Vinicius Junior,6.86
71,Yeray Álvarez,6.85
71,Mathias Olivera,6.85
73,Joaquin,6.85
74,Gabriel Paulista,6.85
75,Maximiliano Gomez,6.84
75,Hugo Mallo,6.84
77,Marco Asensio,6.84
77,José Gayà,6.84
79,Nacho Monreal,6.84
80,Saul Niguez,6.84
81,Sandro Ramirez,6.83
82,Gonzalo Melero,6.82
82,Unai Nunez,6.82
84,Pablo Maffeo,6.82
85,Lucas Pérez,6.82
86,David Garcia,6.82
87,Manuel Trigueros,6.82
88,Jorge de Frutos,6.81
89,José Mari,6.81
90,Brais Méndez,6.80
91,Rubén Garcia,6.80
92,Goncalo Guedes,6.80
93,Uros Racic,6.80
93,Djené,6.80
93,Sergino Dest,6.80
96,Clément Lenglet,6.79
96,Andoni Gorosabel,6.79
98,Renato Tapia,6.79
99,Kike Garcia,6.78
99,Ander Guevara,6.78
101,Álvaro Negredo,6.78
102,Thierry Correia,6.78
103,Álex Fernández,6.78
104,Samuel Chukwueze,6.77
105,Aissa Mandi,6.77
106,Carlos Clerc,6.77
107,David Ferreiro,6.77
108,Ante Budimir,6.77
109,Alberto Perea,6.77
110,Oscar Plano,6.76
111,Lucas Olaza,6.76
112,Santi Mina,6.76
113,Isaac Carcelén,6.76
114,Diego Carlos,6.75
114,Alfonso Espino,6.75
114,Lucas Torro,6.75
117,Yassine Bounou,6.75
118,Ivan Rakitic,6.74
119,Darwin Machis,6.74
120,Borja Iglesias,6.74
121,Moi Gomez,6.74
121,Juan Miranda,6.74
123,José Luis Morales,6.74
124,Marc Cucurella,6.73
125,Aridane Hernández,6.73
126,Florian Lejeune,6.72
126,Inigo Martinez,6.72
128,Joao Félix,6.72
129,Anaitz Arbilla,6.72
130,Oliver Torres,6.72
131,Alfonso Pedraza,6.71
132,Rafa Mir,6.71
133,Marc Bartra,6.71
134,Paco Alcácer,6.70
135,Roger,6.70
136,Jorge Miramon,6.70
137,Edu Exposito,6.69
137,Robin Le Normand,6.69
137,Ander Capa,6.69
137,Rodrygo,6.69
137,Dimitris Siovas,6.69
142,Kang-In Lee,6.69
143,Claudio Bravo,6.68
144,Enis Bardhi,6.68
144,Victor Ruiz,6.68
146,Yangel Herrera,6.67
146,Martin Zubimendi,6.67
148,Cristian Portu,6.67
149,Luis Rioja,6.66
149,Ximo Navarro,6.66
149,Mickaël Malsa,6.66
149,Nacho Vidal,6.66
153,Rubén Duarte,6.65
153,Hugo Guillamon,6.65
155,Javi Ontiveros,6.65
156,Paulo Oliveira,6.64
156,Joseph Aidoo,6.64
156,Aitor Ruibal,6.64
159,Ruben Vezo,6.63
160,Mikel Balenziaga,6.63
160,Isco,6.63
160,Rubén Rochina,6.63
160,Diego Lainez,6.63
164,Oscar de Marcos,6.63
165,Jens Jønsson,6.62
165,Nacho Martinez,6.62
165,Raul Albiol,6.62
165,Pablo Hervias,6.62
169,Iván Villar,6.62
170,Carles Alena,6.62
170,Unai Lopez,6.62
172,Geoffrey Kondogbia,6.61
173,Damian Suarez,6.61
174,Raul Guti,6.61
175,Saidy Janko,6.61
176,Andrés Guardado,6.61
177,Nemanja Maksimovic,6.61
177,Inaki Williams,6.61
179,Juan Cala,6.60
179,Roque Mesa,6.60
179,Josema,6.60
182,Pedro Lopez,6.60
183,Cristian Tello,6.59
184,Fran Beltrán,6.59
185,Rubén Alcaraz,6.58
185,Tete Morente,6.58
187,Raul Garcia,6.58
187,Dani Garcia,6.58
189,Enrique Barja,6.58
190,Fali,6.58
191,Roberto Torres,6.57
191,Jaume Domenech,6.57
193,Josan,6.57
194,Ángel Montoro,6.56
194,Antonio Barragan,6.56
196,Oscar Duarte,6.56
196,Sergio Postigo,6.56
196,Mikel Rico,6.56
199,Luis Suárez,6.56
200,Bruno González,6.55
200,Luuk de Jong,6.55
202,Tomas Pina,6.55
202,Pervis Estupinán,6.55
204,Pere Milla,6.54
205,Gonzalo Verdu,6.54
205,Maxime Gonalons,6.54
205,Néstor Araujo,6.54
205,Martin Braithwaite,6.54
205,Jaime Seoane,6.54
210,David Soria,6.54
211,Joaquin Fernández,6.53
211,Trincao,6.53
213,Fabián Orellana,6.53
213,Jorge Molina,6.53
215,Denis Cheryshev,6.53
215,Igor Zubeldia,6.53
217,Francis Coquelin,6.52
217,Jorge Pulido,6.52
217,Edgar Méndez,6.52
220,Jon Moncayola,6.51
220,Mikel Vesga,6.51
220,Sergio Gomez,6.51
220,Unai Vencedor,6.51
220,Oier,6.51
220,Dani Calvo,6.51
220,Sergio Asenjo,6.51
227,Marc-Andre ter Stegen,6.50
227,Pablo Insua,6.50
227,Son,6.50
230,Rodrigo Andrés Battaglia,6.50
231,Juan Cruz,6.50
231,Mouctar Diakhaby,6.50
231,Kenedy,6.50
234,Antonio Puertas,6.49
235,Pedro Mosquera,6.49
236,Pape Kouli Diop,6.49
237,Iván Marcone,6.48
238,Enes Ünal,6.48
239,Toni Villa,6.46
239,Martin Aguirregabiria,6.46
241,Shon Weissman,6.45
242,Alejandro Pozo,6.45
243,Sergi Enrich,6.45
244,David Timor Copovi,6.45
245,Lucas Boye,6.44
246,Alex Remiro,6.44
247,Álvaro Fernández,6.44
248,Jeison Murillo,6.43
248,Germán Sánchez,6.43
250,Jon Morcillo,6.43
250,Yunus Musah,6.43
252,Jeremias Ledesma,6.43
253,Edgar Badia,6.42
254,Marcos Mauro,6.42
255,Juan Hernández,6.42
256,Jonathan Calleri,6.42
257,Jota,6.41
258,Rober,6.40
259,Oihan Sancet,6.40
260,Carlos Neva,6.40
261,Rui Silva,6.40
261,William Carvalho,6.40
263,Takefusa Kubo,6.40
263,Ander Barrenetxea,6.40
265,Roberto Soldado,6.39
266,Allan Nyom,6.39
267,Asier Villalibre,6.38
267,Federico San Emeterio,6.38
267,Victor Laguardia,6.38
270,Michel Herrero,6.37
270,Pere Pons,6.37
272,Luis Pérez,6.36
273,Marcos de Sousa,6.36
273,Dimitri Foulquier,6.36
275,Salvi Sánchez,6.36
276,Kike Pérez,6.35
277,Iván Alejo,6.34
278,Takashi Inui,6.33
278,Sergio Álvarez,6.33
280,Inigo Pérez,6.32
281,Marko Dmitrovic,6.32
282,Jony,6.31
282,Manuel Vallejo,6.31
282,Emiliano Ariel Rigoni,6.31
285,Pedro Bigas,6.30
285,Domingos Duarte,6.30
287,Anthony Lozano,6.29
288,Manu Garcia,6.28
289,Daniel Escriche,6.28
290,Unai Simon,6.27
291,Kévin Gameiro,6.25
292,Jairo,6.24
293,Fernando Pacheco,6.23
294,Jordi Masip,6.23
295,Jaime Mata,6.22
296,Daniel Gomez,6.21
297,Aitor Fernández,6.21
298,Yoshinori Muto,6.20
299,Loren Moron,6.19
299,Sergi Guardiola,6.19
301,Kevin Rodrigues,6.16
301,Yan Brice Eteki,6.16
303,Shinji Okazaki,6.15
304,Sergio Leon,6.11
305,Ángel Rodriguez,6.10
306,Filip Malbasic,6.04
307,Rubén Blanco,5.96
