Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90
820,Jeff Ekhator,it ITA,"FW,MF",Genoa,it Serie A,17,2006,24,6,769,8.5,1,1,2,1,0,0,1,0,0.12,0.12,0.23,0.12,0.23
821,Hugo Ekitike,fr FRA,FW,Eintracht Frankfurt,de Bundesliga,22,2002,33,31,"2,563",28.5,15,8,23,14,1,3,1,0,0.53,0.28,0.81,0.49,0.77
822,Jurgen Ekkelenkamp,nl NED,MF,Udinese,it Serie A,24,2000,34,20,"1,892",21,3,2,5,3,0,0,2,0,0.14,0.1,0.24,0.14,0.24
823,Jacques Ekomie,ga GAB,"DF,MF",Angers,fr Ligue 1,20,2003,18,7,697,7.7,0,0,0,0,0,0,1,0,0,0,0,0,0
824,Emmanuel Ekong,se SWE,FW,Empoli,it Serie A,22,2002,15,0,186,2.1,0,0,0,0,0,0,1,0,0,0,0,0,0
825,Caleb Ekuban,gh GHA,FW,Genoa,it Serie A,30,1994,18,3,555,6.2,1,3,4,1,0,0,1,0,0.16,0.49,0.65,0.16,0.65
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
826,Pierre Ekwah Elimby,fr FRA,MF,Saint-Étienne,fr Ligue 1,22,2002,29,29,"2,575",28.6,1,0,1,1,0,0,3,0,0.03,0,0.03,0.03,0.03
827,Anthony Elanga,se SWE,"MF,FW",Nottingham Forest,eng Premier League,22,2002,38,31,"2,501",27.8,6,11,17,6,0,0,1,0,0.22,0.4,0.61,0.22,0.61
828,Meschak Elia,cd COD,FW,Nantes,fr Ligue 1,26,1997,8,1,170,1.9,1,0,1,1,0,0,0,0,0.53,0,0.53,0.53,0.53
829,Mikael Ellertsson,is ISL,MF,Venezia,it Serie A,22,2002,36,29,"2,470",27.4,2,2,4,2,0,0,2,0,0.07,0.07,0.15,0.07,0.15
830,Harvey Elliott,eng ENG,MF,Liverpool,eng Premier League,21,2003,18,2,371,4.1,1,2,3,1,0,0,1,0,0.24,0.49,0.73,0.24,0.73
831,Elif Elmas,mk MKD,"MF,FW",Torino,it Serie A,24,1999,13,12,"1,021",11.3,4,0,4,4,0,0,0,0,0.35,0,0.35,0.35,0.35
832,Elif Elmas,mk MKD,"FW,MF",RB Leipzig,de Bundesliga,24,1999,2,0,44,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0
833,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,30,1994,22,16,"1,457",16.2,0,0,0,0,0,0,2,1,0,0,0,0,0
834,Nico Elvedi,ch SUI,DF,Gladbach,de Bundesliga,27,1996,25,25,"2,135",23.7,1,1,2,1,0,0,1,0,0.04,0.04,0.08,0.04,0.08
835,Adri Embarba,es ESP,"MF,FW",Rayo Vallecano,es La Liga,32,1992,35,18,"1,607",17.9,1,1,2,1,0,0,4,0,0.06,0.06,0.11,0.06,0.11
836,Breel Embolo,ch SUI,"FW,MF",Monaco,fr Ligue 1,27,1997,29,19,"1,841",20.5,6,4,10,6,0,0,5,0,0.29,0.2,0.49,0.29,0.49
837,Emanuel Emegha,nl NED,FW,Strasbourg,fr Ligue 1,21,2003,27,27,"2,293",25.5,14,3,17,14,0,0,5,0,0.55,0.12,0.67,0.55,0.67
838,Emerson,br BRA,DF,Milan,it Serie A,25,1999,17,16,"1,377",15.3,0,0,0,0,0,0,5,0,0,0,0,0,0
839,Yunus Emre Konak,tr TUR,MF,Brentford,eng Premier League,18,2006,10,0,42,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
840,Julio Enciso,py PAR,MF,Ipswich Town,eng Premier League,20,2004,13,12,869,9.7,2,3,5,2,0,0,3,0,0.21,0.31,0.52,0.21,0.52
841,Julio Enciso,py PAR,MF,Brighton,eng Premier League,20,2004,12,2,294,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0
842,Wataru Endo,jp JPN,MF,Liverpool,eng Premier League,31,1993,20,1,273,3,0,0,0,0,0,0,0,0,0,0,0,0,0
843,Endrick,br BRA,FW,Real Madrid,es La Liga,18,2006,22,3,363,4,1,0,1,1,0,0,1,0,0.25,0,0.25,0.25,0.25
844,Yannik Engelhardt,de GER,"MF,DF",Como,it Serie A,23,2001,26,11,"1,164",12.9,1,1,2,1,0,0,4,0,0.08,0.08,0.15,0.08,0.15
845,Arne Engels,be BEL,FW,Augsburg,de Bundesliga,20,2003,1,1,79,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0
846,Christian Eriksen,dk DEN,MF,Manchester Utd,eng Premier League,32,1992,23,11,"1,061",11.8,1,2,3,0,1,1,4,0,0.08,0.17,0.25,0,0.17
847,Martin Erlic,hr CRO,DF,Bologna,it Serie A,26,1998,8,5,334,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0
848,Patrick Erras,de GER,DF,Holstein Kiel,de Bundesliga,29,1995,10,10,832,9.2,1,0,1,1,0,0,2,0,0.11,0,0.11,0.11,0.11
849,Alfonso Espino,uy URU,DF,Rayo Vallecano,es La Liga,32,1992,16,9,833,9.3,0,1,1,0,0,0,4,0,0,0.11,0.11,0,0.11
850,Sebastiano Esposito,it ITA,"FW,MF",Empoli,it Serie A,22,2002,33,27,"2,331",25.9,8,0,8,7,1,2,1,0,0.31,0,0.31,0.27,0.27
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
851,Romain Esse,eng ENG,MF,Crystal Palace,eng Premier League,19,2005,7,1,138,1.5,1,1,2,1,0,0,0,0,0.65,0.65,1.3,0.65,1.3
852,Samuel Essende,cd COD,FW,Augsburg,de Bundesliga,26,1998,30,21,"1,636",18.2,7,2,9,7,0,0,4,2,0.39,0.11,0.5,0.39,0.5
853,Dario Essugo,pt POR,MF,Las Palmas,es La Liga,19,2005,27,25,"1,938",21.5,1,0,1,1,0,0,11,2,0.05,0,0.05,0.05,0.05
854,Estanis,es ESP,FW,Bologna,it Serie A,20,2003,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
855,Nahuel Estévez,ar ARG,MF,Parma,it Serie A,28,1995,14,7,657,7.3,0,0,0,0,0,0,3,0,0,0,0,0,0
856,Pervis Estupiñán,ec ECU,DF,Brighton,eng Premier League,26,1998,30,26,"2,402",26.7,1,1,2,1,0,0,5,0,0.04,0.04,0.07,0.04,0.07
857,Etienne Eto'o,cm CMR,FW,Rayo Vallecano,es La Liga,21,2002,2,0,40,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
858,Karl Etta Eyong,cm CMR,FW,Villarreal,es La Liga,20,2003,4,0,37,0.4,1,0,1,1,0,0,0,0,2.43,0,2.43,2.43,2.43
859,Evanilson,br BRA,FW,Bournemouth,eng Premier League,24,1999,31,28,"2,319",25.8,10,1,11,10,0,1,1,1,0.39,0.04,0.43,0.39,0.43
860,Jake Evans,eng ENG,MF,Leicester City,eng Premier League,15,2008,4,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
861,Jonny Evans,nir NIR,DF,Manchester Utd,eng Premier League,36,1988,7,3,315,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0
862,Edu Expósito,es ESP,MF,Espanyol,es La Liga,27,1996,19,12,"1,045",11.6,0,2,2,0,0,0,3,0,0,0.17,0.17,0,0.17
863,Eberechi Eze,eng ENG,MF,Crystal Palace,eng Premier League,26,1998,34,31,"2,588",28.8,8,8,16,7,1,2,1,0,0.28,0.28,0.56,0.24,0.52
864,Abde Ezzalzouli,ma MAR,MF,Real Betis,es La Liga,22,2001,32,23,"1,984",22,2,2,4,2,0,1,2,0,0.09,0.09,0.18,0.09,0.18
865,Giovanni Fabbian,it ITA,MF,Bologna,it Serie A,21,2003,30,9,"1,023",11.4,3,1,4,3,0,0,2,0,0.26,0.09,0.35,0.26,0.35
866,Łukasz Fabiański,pl POL,GK,West Ham United,eng Premier League,39,1985,14,13,"1,160",12.9,0,0,0,0,0,0,2,0,0,0,0,0,0
867,Alieu Fadera,gm GAM,MF,Como,it Serie A,22,2001,28,20,"1,644",18.3,1,3,4,1,0,0,2,1,0.05,0.16,0.22,0.05,0.22
868,Wout Faes,be BEL,DF,Leicester City,eng Premier League,26,1998,34,30,"2,815",31.3,1,0,1,1,0,0,4,0,0.03,0,0.03,0.03,0.03
869,Nicolò Fagioli,it ITA,MF,Fiorentina,it Serie A,23,2001,15,10,962,10.7,1,2,3,1,0,0,0,0,0.09,0.19,0.28,0.09,0.28
870,Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,23,2001,17,5,571,6.3,0,0,0,0,0,0,4,0,0,0,0,0,0
871,Romain Faivre,fr FRA,"MF,FW",Brest,fr Ligue 1,26,1998,20,10,899,10,3,2,5,2,1,1,2,0,0.3,0.2,0.5,0.2,0.4
872,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,29,1995,38,38,"3,420",38,0,0,0,0,0,0,2,0,0,0,0,0,0
873,Davide Faraoni,it ITA,"MF,DF",Hellas Verona,it Serie A,32,1991,8,3,260,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0
874,Abdul Fatawu Issahaku,gh GHA,"MF,FW",Leicester City,eng Premier League,20,2004,11,6,579,6.4,0,2,2,0,0,0,0,0,0,0.31,0.31,0,0.31
875,Ansu Fati,es ESP,MF,Barcelona,es La Liga,21,2002,6,3,233,2.6,0,0,0,0,0,0,1,0,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
876,Khalil Fayad,fr FRA,"MF,FW",Montpellier,fr Ligue 1,20,2004,20,10,"1,028",11.4,0,0,0,0,0,0,5,0,0,0,0,0,0
877,Jacopo Fazzini,it ITA,MF,Empoli,it Serie A,21,2003,20,16,"1,383",15.4,4,1,5,4,0,0,1,1,0.26,0.07,0.33,0.26,0.33
878,Nabil Fekir,fr FRA,MF,Real Betis,es La Liga,31,1993,2,2,180,2,0,1,1,0,0,0,0,0,0,0.5,0.5,0,0.5
879,Mattia Felici,it ITA,MF,Cagliari,it Serie A,23,2001,20,9,925,10.3,0,3,3,0,0,0,1,0,0,0.29,0.29,0,0.29
880,Luiz Felipe,it ITA,DF,Marseille,fr Ligue 1,27,1997,4,2,122,1.4,0,0,0,0,0,0,1,0,0,0,0,0,0
881,João Félix,pt POR,MF,Chelsea,eng Premier League,24,1999,12,3,369,4.1,1,1,2,1,0,0,2,0,0.24,0.24,0.49,0.24,0.49
882,João Félix,pt POR,MF,Milan,it Serie A,24,1999,15,8,760,8.4,2,0,2,2,0,0,3,0,0.24,0,0.24,0.24,0.24
883,Frank Feller,de GER,GK,Heidenheim,de Bundesliga,20,2004,2,1,121,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0
884,Kiko Femenía,es ESP,DF,Villarreal,es La Liga,33,1991,28,27,"2,227",24.7,0,1,1,0,0,0,7,0,0,0.04,0.04,0,0.04
885,Evan Ferguson,ie IRL,FW,West Ham United,eng Premier League,19,2004,8,1,156,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0
886,Evan Ferguson,ie IRL,FW,Brighton,eng Premier League,19,2004,13,2,246,2.7,1,0,1,1,0,0,0,0,0.37,0,0.37,0.37,0.37
887,Lewis Ferguson,sct SCO,MF,Bologna,it Serie A,24,1999,16,10,983,10.9,1,1,2,0,1,1,0,0,0.09,0.09,0.18,0,0.09
888,Zinedine Ferhat,dz ALG,MF,Angers,fr Ligue 1,31,1993,24,8,849,9.4,2,0,2,2,0,0,1,0,0.21,0,0.21,0.21,0.21
889,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,29,1994,36,35,"3,018",33.5,8,10,18,5,3,3,5,2,0.24,0.3,0.54,0.15,0.45
890,Edimilson Fernandes,ch SUI,"MF,DF",Brest,fr Ligue 1,28,1996,19,12,"1,105",12.3,0,1,1,0,0,0,1,0,0,0.08,0.08,0,0.08
891,Mateus Fernandes,pt POR,MF,Southampton,eng Premier League,20,2004,36,34,"2,909",32.3,2,4,6,2,0,0,8,0,0.06,0.12,0.19,0.06,0.19
892,Aitor Fernández,es ESP,GK,Osasuna,es La Liga,33,1991,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
893,Álvaro Fernández,es ESP,GK,Sevilla,es La Liga,26,1998,9,8,747,8.3,0,0,0,0,0,0,2,0,0,0,0,0,0
894,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,23,2001,36,32,"2,947",32.7,6,7,13,6,0,0,8,0,0.18,0.21,0.4,0.18,0.4
895,Pelayo Fernandez,es ESP,DF,Rayo Vallecano,es La Liga,21,2003,2,1,98,1.1,0,0,0,0,0,0,1,0,0,0,0,0,0
896,Roberto Férnandez,es ESP,FW,Espanyol,es La Liga,22,2002,19,18,"1,497",16.6,6,0,6,6,0,0,1,0,0.36,0,0.36,0.36,0.36
897,Valery Fernández,es ESP,MF,Mallorca,es La Liga,24,1999,18,1,309,3.4,2,0,2,2,0,0,1,0,0.58,0,0.58,0.58,0.58
898,Matias Fernandez-Pardo,be BEL,"MF,FW",Lille,fr Ligue 1,19,2005,22,12,"1,065",11.8,4,2,6,4,0,0,4,0,0.34,0.17,0.51,0.34,0.51
899,André Ferreira,pt POR,GK,Valladolid,es La Liga,28,1996,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0
900,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,32,1992,25,21,"1,773",19.7,0,2,2,0,0,0,6,1,0,0.1,0.1,0,0.1
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
901,Daniel Fila,cz CZE,FW,Venezia,it Serie A,21,2002,10,6,492,5.5,2,0,2,2,0,0,3,1,0.37,0,0.37,0.37,0.37
902,Karol Fila,pl POL,DF,Strasbourg,fr Ligue 1,26,1998,1,0,5,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0
903,Kilian Fischer,de GER,DF,Wolfsburg,de Bundesliga,23,2000,32,29,"2,297",25.5,1,0,1,1,0,0,7,0,0.04,0,0.04,0.04,0.04
904,Mark Flekken,nl NED,GK,Brentford,eng Premier League,31,1993,37,37,"3,275",36.4,0,2,2,0,0,0,1,0,0,0.05,0.05,0,0.05
905,Alessandro Florenzi,it ITA,"DF,FW",Milan,it Serie A,33,1991,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
906,Mateo Flores,es ESP,MF,Real Betis,es La Liga,20,2004,6,1,153,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0
907,Phil Foden,eng ENG,"MF,FW",Manchester City,eng Premier League,24,2000,28,20,"1,777",19.7,7,2,9,7,0,0,2,0,0.35,0.1,0.46,0.35,0.46
908,Malick Fofana,be BEL,"FW,MF",Lyon,fr Ligue 1,19,2005,29,16,"1,589",17.7,5,4,9,5,0,0,2,0,0.28,0.23,0.51,0.28,0.51
909,Rayan Fofana,fr FRA,MF,Lens,fr Ligue 1,18,2006,2,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
910,Seko Fofana,ci CIV,MF,Rennes,fr Ligue 1,29,1995,16,9,844,9.4,1,1,2,1,0,0,3,0,0.11,0.11,0.21,0.11,0.21
911,Wesley Fofana,fr FRA,DF,Chelsea,eng Premier League,23,2000,14,14,"1,172",13,0,0,0,0,0,0,7,0,0,0,0,0,0
912,Yahia Fofana,ci CIV,GK,Angers,fr Ligue 1,23,2000,33,33,"2,970",33,0,0,0,0,0,0,4,0,0,0,0,0,0
913,Youssouf Fofana,fr FRA,MF,Milan,it Serie A,25,1999,35,29,"2,504",27.8,1,6,7,1,0,0,5,0,0.04,0.22,0.25,0.04,0.25
914,Jonas Föhrenbach,de GER,"DF,MF",Heidenheim,de Bundesliga,28,1996,27,22,"1,832",20.4,0,1,1,0,0,0,3,0,0,0.05,0.05,0,0.05
915,Michael Folorunsho,it ITA,MF,Fiorentina,it Serie A,26,1998,14,6,650,7.2,0,0,0,0,0,0,5,0,0,0,0,0,0
916,Michael Folorunsho,it ITA,"FW,MF",Napoli,it Serie A,26,1998,6,0,35,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
917,Lamine Fomba,fr FRA,MF,Saint-Étienne,fr Ligue 1,26,1998,7,3,217,2.4,0,0,0,0,0,0,2,0,0,0,0,0,0
918,Carlos Forbs,pt POR,MF,Wolves,eng Premier League,20,2004,10,1,239,2.7,0,0,0,0,0,0,2,0,0,0,0,0,0
919,Pablo Fornals,es ESP,MF,Real Betis,es La Liga,28,1996,26,22,"1,827",20.3,2,0,2,2,0,0,2,0,0.1,0,0.1,0.1,0.1
920,Omari Forson,eng ENG,FW,Monza,it Serie A,20,2004,9,1,223,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
921,Fraser Forster,eng ENG,GK,Tottenham Hotspur,eng Premier League,36,1988,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0
922,Héctor Fort,es ESP,DF,Barcelona,es La Liga,17,2006,17,5,585,6.5,0,0,0,0,0,0,2,0,0,0,0,0,0
923,Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,31,1993,32,25,"2,299",25.5,0,1,1,0,0,0,6,0,0,0.04,0.04,0,0.04
924,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,26,1998,19,17,"1,517",16.9,1,0,1,1,0,0,4,0,0.06,0,0.06,0.06,0.06
925,Fran,es ESP,GK,Real Madrid,es La Liga,19,2005,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
926,Matheus França,br BRA,FW,Crystal Palace,eng Premier League,20,2004,4,0,55,0.6,1,0,1,1,0,0,0,0,1.64,0,1.64,1.64,1.64
927,Alejandro Francés,es ESP,DF,Girona,es La Liga,21,2002,18,13,"1,173",13,0,0,0,0,0,0,2,0,0,0,0,0,0
928,Przemysław Frankowski,pl POL,"MF,DF",Lens,fr Ligue 1,29,1995,18,16,"1,387",15.4,4,2,6,2,2,2,3,0,0.26,0.13,0.39,0.13,0.26
929,Enric Franquesa,es ESP,"MF,DF",Leganés,es La Liga,27,1997,12,7,616,6.8,1,0,1,1,0,0,1,0,0.15,0,0.15,0.15,0.15
930,Ryan Fraser,sct SCO,"MF,DF",Southampton,eng Premier League,30,1994,8,4,306,3.4,0,0,0,0,0,0,0,1,0,0,0,0,0
931,Davide Frattesi,it ITA,MF,Inter,it Serie A,24,1999,28,9,"1,225",13.6,5,1,6,5,0,0,1,0,0.37,0.07,0.44,0.37,0.44
932,Tyler Fredricson,eng ENG,DF,Manchester Utd,eng Premier League,19,2005,2,2,165,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0
933,Morten Frendrup,dk DEN,MF,Genoa,it Serie A,23,2001,35,35,"3,103",34.5,2,0,2,2,0,0,5,0,0.06,0,0.06,0.06,0.06
934,Martin Frese,dk DEN,"DF,MF",Hellas Verona,it Serie A,26,1998,11,5,549,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0
935,Remo Freuler,ch SUI,MF,Bologna,it Serie A,32,1992,37,37,"3,204",35.6,1,2,3,1,0,0,6,0,0.03,0.06,0.08,0.03,0.08
936,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,26,1998,26,25,"2,161",24,0,0,0,0,0,0,10,2,0,0,0,0,0
937,Marvin Friedrich,de GER,DF,Gladbach,de Bundesliga,28,1995,22,9,989,11,0,1,1,0,0,0,0,0,0,0.09,0.09,0,0.09
938,Jeremie Frimpong,nl NED,MF,Leverkusen,de Bundesliga,23,2000,33,25,"2,314",25.7,5,5,10,5,0,0,4,0,0.19,0.19,0.39,0.19,0.39
939,Jorge de Frutos,es ESP,"MF,FW",Rayo Vallecano,es La Liga,27,1997,36,30,"2,495",27.7,6,3,9,6,0,0,3,1,0.22,0.11,0.32,0.22,0.32
940,Darío Fuentes,es ESP,DF,Sevilla,es La Liga,21,2003,1,0,5,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0
941,Chris Führich,de GER,MF,Stuttgart,de Bundesliga,26,1998,33,23,"1,981",22,2,3,5,2,0,0,1,0,0.09,0.14,0.23,0.09,0.23
942,Shiō Fukuda,jp JPN,FW,Gladbach,de Bundesliga,20,2004,6,0,60,0.7,1,0,1,1,0,0,0,0,1.5,0,1.5,1.5,1.5
943,Angelo Fulgini,fr FRA,MF,Lens,fr Ligue 1,27,1996,23,11,"1,045",11.6,1,1,2,1,0,0,3,0,0.09,0.09,0.17,0.09,0.17
944,Niclas Füllkrug,de GER,FW,West Ham United,eng Premier League,31,1993,18,6,790,8.8,3,2,5,3,0,0,2,0,0.34,0.23,0.57,0.34,0.57
945,Kyogo Furuhashi,jp JPN,FW,Rennes,fr Ligue 1,29,1995,6,1,123,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0
946,Manuel Fuster,es ESP,"MF,FW",Las Palmas,es La Liga,26,1997,28,8,"1,003",11.1,2,1,3,2,0,0,2,0,0.18,0.09,0.27,0.18,0.27
947,Matteo Gabbia,it ITA,DF,Milan,it Serie A,24,1999,26,24,"2,152",23.9,2,0,2,2,0,0,4,0,0.08,0,0.08,0.08,0.08
948,Tommaso Gabellini,it ITA,FW,Torino,it Serie A,17,2006,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
949,Tiago Gabriel,pt POR,DF,Lecce,it Serie A,19,2004,2,0,96,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0
950,Alessandro Gabrielloni,it ITA,FW,Como,it Serie A,30,1994,15,0,142,1.6,1,1,2,1,0,0,1,0,0.63,0.63,1.27,0.63,1.27
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
951,Gianluca Gaetano,it ITA,"MF,FW",Cagliari,it Serie A,24,2000,28,8,"1,009",11.2,2,4,6,2,0,0,0,0,0.18,0.36,0.54,0.18,0.54
952,Roberto Gagliardini,it ITA,MF,Monza,it Serie A,30,1994,8,0,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0
953,Cody Gakpo,nl NED,MF,Liverpool,eng Premier League,25,1999,35,23,"1,935",21.5,10,4,14,10,0,0,5,0,0.47,0.19,0.65,0.47,0.65
954,Javi Galán,es ESP,DF,Atlético Madrid,es La Liga,29,1994,25,21,"1,784",19.8,0,3,3,0,0,0,8,0,0,0.15,0.15,0,0.15
955,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,es La Liga,30,1993,26,18,"1,477",16.4,0,4,4,0,0,0,5,0,0,0.24,0.24,0,0.24
956,Conor Gallagher,eng ENG,MF,Atlético Madrid,es La Liga,24,2000,32,19,"1,633",18.1,3,3,6,3,0,0,2,0,0.17,0.17,0.33,0.17,0.33
957,Antonino Gallo,it ITA,DF,Lecce,it Serie A,24,2000,31,31,"2,609",29,0,2,2,0,0,0,3,1,0,0.07,0.07,0,0.07
958,Gauthier Gallon,fr FRA,GK,Rennes,fr Ligue 1,31,1993,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
959,Cristian Gamboa,cr CRC,MF,Bochum,de Bundesliga,34,1989,12,1,226,2.5,1,0,1,1,0,0,1,0,0.4,0,0.4,0.4,0.4
960,Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,34,1989,37,35,"3,063",34,0,3,3,0,0,0,9,0,0,0.09,0.09,0,0.09
961,Ignatius Ganago,cm CMR,MF,Nantes,fr Ligue 1,25,1999,11,1,241,2.7,0,0,0,0,0,0,1,0,0,0,0,0,0
962,Silvère Ganvoula M'Boussy,cg CGO,FW,Monza,it Serie A,28,1996,7,4,326,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0
963,Facundo Garcés,my MAS,DF,Alavés,es La Liga,24,1999,10,7,678,7.5,0,0,0,0,0,0,2,0,0,0,0,0,0
964,Aleix García,es ESP,MF,Leverkusen,de Bundesliga,27,1997,28,17,"1,455",16.2,3,4,7,3,0,0,3,0,0.19,0.25,0.43,0.19,0.43
965,Álvaro García,es ESP,"MF,FW",Rayo Vallecano,es La Liga,31,1992,36,28,"2,559",28.4,4,5,9,4,0,0,4,0,0.14,0.18,0.32,0.14,0.32
966,Andrés García,es ESP,"DF,MF",Aston Villa,eng Premier League,21,2003,7,5,318,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
967,Eric García,es ESP,"DF,MF",Barcelona,es La Liga,23,2001,29,14,"1,566",17.4,2,3,5,2,0,0,4,0,0.11,0.17,0.29,0.11,0.29
968,Fran Garcia,es ESP,DF,Real Madrid,es La Liga,24,1999,31,24,"2,171",24.1,0,2,2,0,0,0,0,0,0,0.08,0.08,0,0.08
969,Gonzalo García,es ESP,MF,Real Madrid,es La Liga,20,2004,3,0,56,0.6,0,1,1,0,0,0,0,0,0,1.61,1.61,0,1.61
970,Joan García,es ESP,GK,Espanyol,es La Liga,23,2001,38,38,"3,420",38,0,0,0,0,0,0,2,0,0,0,0,0,0
971,Pablo Garcia,es ESP,FW,Real Betis,es La Liga,18,2006,3,0,38,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
972,Rubén García,es ESP,"FW,MF",Osasuna,es La Liga,31,1993,36,30,"2,413",26.8,5,5,10,5,0,0,2,0,0.19,0.19,0.37,0.19,0.37
973,Ulisses Garcia,ch SUI,"DF,MF",Marseille,fr Ligue 1,28,1996,20,10,930,10.3,2,2,4,2,0,0,2,0,0.19,0.19,0.39,0.19,0.39
974,Unai García,es ESP,DF,Osasuna,es La Liga,32,1992,3,1,65,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
975,Alejandro Garnacho,ar ARG,MF,Manchester Utd,eng Premier League,20,2004,36,23,"2,199",24.4,6,2,8,6,0,0,3,0,0.25,0.08,0.33,0.25,0.33
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
976,James Garner,eng ENG,"MF,DF",Everton,eng Premier League,23,2001,21,17,"1,594",17.7,0,1,1,0,0,0,5,0,0,0.06,0.06,0,0.06
977,Yarek Gasiorowski,es ESP,DF,Valencia,es La Liga,19,2005,15,9,947,10.5,0,0,0,0,0,0,1,0,0,0,0,0,0
978,Federico Gatti,it ITA,DF,Juventus,it Serie A,26,1998,30,26,"2,195",24.4,1,0,1,1,0,0,2,0,0.04,0,0.04,0.04,0.04
979,Gavi,es ESP,MF,Barcelona,es La Liga,19,2004,26,14,"1,085",12.1,1,1,2,1,0,0,4,0,0.08,0.08,0.17,0.08,0.17
980,Paulo Gazzaniga,ar ARG,GK,Girona,es La Liga,32,1992,36,36,"3,195",35.5,0,0,0,0,0,0,4,0,0,0,0,0,0
981,Jean-Philippe Gbamin,ci CIV,MF,Nantes,fr Ligue 1,28,1995,14,2,216,2.4,0,0,0,0,0,0,1,0,0,0,0,0,0
982,Mory Gbane,ci CIV,"DF,MF",Reims,fr Ligue 1,23,2000,13,13,"1,125",12.5,0,1,1,0,0,0,2,0,0,0.08,0.08,0,0.08
