Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90
1547,Diego Llorente,es ESP,DF,Roma,it Serie A,29,1993,29,27,"2,170",24.1,1,1,2,1,0,0,5,0,0.04,0.04,0.08,0.04,0.08
1548,Marcos Llorente,es ESP,"MF,DF",Atlético Madrid,es La Liga,28,1995,37,29,"2,565",28.5,6,4,10,6,0,0,5,0,0.21,0.14,0.35,0.21,0.35
1549,Gautier Lloris,fr FRA,DF,Le Havre,fr Ligue 1,28,1995,31,31,"2,778",30.9,2,0,2,2,0,0,2,0,0.06,0.00,0.06,0.06,0.06
1550,Abou Lô,sn SEN,"MF,DF",Metz,fr Ligue 1,23,2000,6,2,197,2.2,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00
1551,Giovani Lo Celso,ar ARG,MF,Tottenham Hotspur,eng Premier League,27,1996,22,4,506,5.6,2,2,4,2,0,0,2,0,0.36,0.36,0.71,0.36,0.71
1552,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,28,1994,38,38,"3,282",36.5,0,1,1,0,0,0,4,0,0.00,0.03,0.03,0.00,0.03
1553,Manuel Locatelli,it ITA,MF,Juventus,it Serie A,25,1998,36,34,"3,008",33.4,1,4,5,1,0,0,6,0,0.03,0.12,0.15,0.03,0.15
1554,Bradley Locko,fr FRA,DF,Brest,fr Ligue 1,21,2002,33,33,"2,959",32.9,0,3,3,0,0,0,5,0,0.00,0.09,0.09,0.00,0.09
1555,Tom Lockyer,wls WAL,DF,Luton Town,eng Premier League,28,1994,14,14,"1,169",13.0,1,1,2,1,0,0,4,0,0.08,0.08,0.15,0.08,0.15
1556,Renan Lodi,br BRA,"DF,MF",Marseille,fr Ligue 1,25,1998,14,14,"1,235",13.7,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00
1557,Ruben Loftus-Cheek,eng ENG,MF,Milan,it Serie A,27,1996,29,26,"2,068",23.0,6,1,7,6,0,0,5,0,0.26,0.04,0.30,0.26,0.30
1558,Elysée Logbo,fr FRA,FW,Le Havre,fr Ligue 1,19,2004,10,2,248,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
1559,Enzo Loiodice,fr FRA,MF,Las Palmas,es La Liga,22,2000,34,19,"1,790",19.9,0,1,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05
1560,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
1561,Sean Longstaff,eng ENG,MF,Newcastle United,eng Premier League,25,1997,35,30,"2,747",30.5,6,2,8,6,0,0,7,0,0.20,0.07,0.26,0.20,0.26
1562,Ademola Lookman,ng NGA,"FW,MF",Atalanta,it Serie A,25,1997,31,22,"1,894",21.0,11,7,18,11,0,0,4,0,0.52,0.33,0.86,0.52,0.86
1563,Noah Loosli,ch SUI,DF,Bochum,de Bundesliga,26,1997,10,2,346,3.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
1564,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,32,1990,31,31,"2,790",31.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
1565,David López,es ESP,DF,Girona,es La Liga,33,1989,25,25,"1,965",21.8,3,0,3,3,0,0,4,0,0.14,0.00,0.14,0.14,0.14
1566,Diego López,es ESP,"MF,FW",Valencia,es La Liga,21,2002,36,30,"2,656",29.5,3,6,9,3,0,0,2,0,0.10,0.20,0.30,0.10,0.30
1567,Fermin López,es ESP,"MF,FW",Barcelona,es La Liga,20,2003,31,14,"1,446",16.1,8,0,8,8,0,0,2,0,0.50,0.00,0.50,0.50,0.50
1568,Javi López,es ESP,DF,Alavés,es La Liga,21,2002,32,25,"2,386",26.5,1,3,4,1,0,0,3,0,0.04,0.11,0.15,0.04,0.15
1569,Maxime Lopez,fr FRA,MF,Fiorentina,it Serie A,25,1997,19,7,800,8.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
1570,Maxime Lopez,fr FRA,MF,Sassuolo,it Serie A,25,1997,2,2,140,1.6,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00
1571,Pau López,es ESP,GK,Marseille,fr Ligue 1,28,1994,33,33,"2,939",32.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
1572,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,27,1995,35,28,"2,108",23.4,1,2,3,1,0,0,8,0,0.04,0.09,0.13,0.04,0.13
1573,Dion Lopy,sn SEN,MF,Almería,es La Liga,21,2002,30,23,"1,916",21.3,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
1574,Anthony Losilla,fr FRA,MF,Bochum,de Bundesliga,37,1986,31,31,"2,576",28.6,1,2,3,1,0,0,10,0,0.03,0.07,0.10,0.03,0.10
1575,Jordan Lotomba,ch SUI,"DF,MF",Nice,fr Ligue 1,24,1998,28,21,"1,804",20.0,1,0,1,1,0,0,4,0,0.05,0.00,0.05,0.05,0.05
1576,Tom Louchet,fr FRA,"MF,FW",Nice,fr Ligue 1,20,2003,13,3,409,4.5,1,1,2,1,0,0,1,0,0.22,0.22,0.44,0.22,0.44
1577,Imran Louza,ma MAR,MF,Lorient,fr Ligue 1,24,1999,14,10,863,9.6,1,3,4,1,0,0,1,0,0.10,0.31,0.42,0.10,0.42
1578,Matteo Lovato,it ITA,DF,Torino,it Serie A,23,2000,13,6,544,6.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
1579,Matteo Lovato,it ITA,DF,Salernitana,it Serie A,23,2000,13,11,947,10.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
1580,Dejan Lovren,hr CRO,DF,Lyon,fr Ligue 1,34,1989,10,8,718,8.0,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00
1581,Sandi Lovrić,si SVN,MF,Udinese,it Serie A,25,1998,29,21,"1,987",22.1,1,3,4,1,0,0,1,1,0.05,0.14,0.18,0.05,0.18
1582,Max Lowe,eng ENG,"MF,DF",Sheffield United,eng Premier League,26,1997,10,4,503,5.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
1583,Anthony Lozano,hn HON,FW,Getafe,es La Liga,30,1993,6,0,92,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
1584,Anthony Lozano,hn HON,FW,Almería,es La Liga,30,1993,13,10,772,8.6,3,0,3,3,0,0,1,0,0.35,0.00,0.35,0.35,0.35
1585,Lucas,br BRA,DF,Cádiz,es La Liga,22,2001,28,15,"1,539",17.1,1,0,1,1,0,0,6,0,0.06,0.00,0.06,0.06,0.06
1586,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
1587,Lorenzo Lucca,it ITA,FW,Udinese,it Serie A,22,2000,37,30,"2,592",28.8,8,4,12,8,0,0,6,0,0.28,0.14,0.42,0.28,0.42
1588,Jhon Lucumí,co COL,DF,Bologna,it Serie A,25,1998,29,23,"2,217",24.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
1589,José Luis Gayà,es ESP,DF,Valencia,es La Liga,28,1995,24,22,"1,791",19.9,1,2,3,1,0,0,2,0,0.05,0.10,0.15,0.05,0.15
1590,José Luis Morales,es ESP,"FW,MF",Villarreal,es La Liga,36,1987,29,8,"1,048",11.6,7,0,7,7,0,0,0,0,0.60,0.00,0.60,0.60,0.60
1591,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,33,1990,4,0,27,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
1592,Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,25,1998,35,35,"2,993",33.3,9,5,14,5,4,4,12,0,0.27,0.15,0.42,0.15,0.30
1593,Romelu Lukaku,be BEL,FW,Roma,it Serie A,30,1993,32,30,"2,641",29.3,13,3,16,13,0,1,5,1,0.44,0.10,0.55,0.44,0.55
1594,Castello Lukeba,fr FRA,DF,RB Leipzig,de Bundesliga,20,2002,32,24,"2,191",24.3,1,0,1,1,0,0,3,0,0.04,0.00,0.04,0.04,0.04
1595,Dodi Lukebakio,be BEL,"MF,FW",Sevilla,es La Liga,25,1997,23,12,"1,125",12.5,5,1,6,5,0,0,0,0,0.40,0.08,0.48,0.40,0.48
1596,Saša Lukić,rs SRB,MF,Fulham,eng Premier League,26,1996,24,13,"1,122",12.5,1,0,1,1,0,0,3,0,0.08,0.00,0.08,0.08,0.08
1597,Karlo Lulić,hr CRO,MF,Frosinone,it Serie A,27,1996,1,0,19,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
1598,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,24,1999,21,21,"1,890",21.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
1599,Sebastiano Luperto,it ITA,DF,Empoli,it Serie A,26,1996,38,38,"3,406",37.8,1,1,2,1,0,0,4,0,0.03,0.03,0.05,0.03,0.05
1600,Mateus Lusuardi,br BRA,DF,Frosinone,it Serie A,19,2004,4,3,219,2.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
1601,Andreas Luthe,de GER,GK,Bochum,de Bundesliga,36,1987,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
1602,Zito Luvumbo,ao ANG,"MF,FW",Cagliari,it Serie A,21,2002,30,19,"1,946",21.6,4,5,9,4,0,0,5,0,0.18,0.23,0.42,0.18,0.42
1603,Babis Lykogiannis,gr GRE,DF,Bologna,it Serie A,29,1993,22,10,904,10.0,2,1,3,2,0,0,2,0,0.20,0.10,0.30,0.20,0.30
1604,Senne Lynen,be BEL,MF,Werder Bremen,de Bundesliga,24,1999,32,20,"1,797",20.0,0,3,3,0,0,0,6,0,0.00,0.15,0.15,0.00,0.15
1605,Joshua M'Bahia,ci CIV,DF,Clermont Foot,fr Ligue 1,18,2005,1,0,14,0.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
1606,Othmane Maamma,ma MAR,FW,Montpellier,fr Ligue 1,17,2005,2,1,88,1.0,1,0,1,1,0,0,0,0,1.02,0.00,1.02,1.02,1.02
1607,Ian Maatsen,nl NED,MF,Chelsea,eng Premier League,21,2002,12,1,209,2.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
1608,Ian Maatsen,nl NED,DF,Dortmund,de Bundesliga,21,2002,16,15,"1,264",14.0,2,2,4,2,0,0,5,0,0.14,0.14,0.28,0.14,0.28
1609,Alexis Mac Allister,ar ARG,MF,Liverpool,eng Premier League,24,1998,33,31,"2,599",28.9,5,5,10,4,1,1,7,1,0.17,0.17,0.35,0.14,0.31
1610,Deiver Machado,co COL,MF,Lens,fr Ligue 1,29,1993,19,13,"1,124",12.5,4,0,4,4,0,0,4,0,0.32,0.00,0.32,0.32,0.32
1611,Darwin Machís,ve VEN,MF,Cádiz,es La Liga,30,1993,21,10,785,8.7,4,0,4,3,1,1,0,1,0.46,0.00,0.46,0.34,0.34
1612,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
1613,James Maddison,eng ENG,MF,Tottenham Hotspur,eng Premier League,26,1996,28,26,"2,135",23.7,4,9,13,4,0,0,5,0,0.17,0.38,0.55,0.17,0.55
1614,Noni Madueke,eng ENG,MF,Chelsea,eng Premier League,21,2002,23,13,"1,053",11.7,5,2,7,4,1,1,2,0,0.43,0.17,0.60,0.34,0.51
1615,Pablo Maffeo,es ESP,"DF,MF",Mallorca,es La Liga,26,1997,22,17,"1,454",16.2,1,2,3,1,0,0,3,1,0.06,0.12,0.19,0.06,0.19
1616,Gabriel Magalhães,br BRA,DF,Arsenal,eng Premier League,25,1997,36,34,"3,044",33.8,4,0,4,4,0,0,4,0,0.12,0.00,0.12,0.12,0.12
1617,Soungoutou Magassa,fr FRA,DF,Monaco,fr Ligue 1,19,2003,21,15,"1,346",15.0,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00
1618,Giulio Maggiore,it ITA,MF,Salernitana,it Serie A,25,1998,27,20,"1,800",20.0,4,2,6,4,0,0,9,1,0.20,0.10,0.30,0.20,0.30
1619,Matej Maglica,hr CRO,DF,Darmstadt 98,de Bundesliga,24,1998,26,21,"1,698",18.9,1,0,1,1,0,0,7,2,0.05,0.00,0.05,0.05,0.05
1620,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,27,1995,33,27,"2,444",27.2,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00
1621,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,25,1998,33,30,"2,340",26.0,2,0,2,2,0,0,6,0,0.08,0.00,0.08,0.08,0.08
1622,Yohann Magnin,fr FRA,MF,Clermont Foot,fr Ligue 1,26,1997,31,17,"1,687",18.7,1,0,1,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05
1623,Frank Magri,cm CMR,"FW,MF",Toulouse,fr Ligue 1,23,1999,29,14,"1,438",16.0,5,2,7,5,0,0,5,0,0.31,0.13,0.44,0.31,0.44
1624,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,30,1993,22,18,"1,653",18.4,2,2,4,2,0,0,4,0,0.11,0.11,0.22,0.11,0.22
1625,Jon Magunazelaia,es ESP,FW,Real Sociedad,es La Liga,22,2001,5,1,121,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
1626,Adel Mahamoud,km COM,FW,Nantes,fr Ligue 1,20,2003,1,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
1627,Arne Maier,de GER,"MF,FW",Augsburg,de Bundesliga,24,1999,22,10,"1,003",11.1,2,4,6,2,0,0,0,0,0.18,0.36,0.54,0.18,0.54
1628,Habib Maïga,ci CIV,MF,Metz,fr Ligue 1,27,1996,7,1,147,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
1629,Mike Maignan,fr FRA,GK,Milan,it Serie A,28,1995,29,29,"2,609",29.0,0,1,1,0,0,0,1,1,0.00,0.03,0.03,0.00,0.03
1630,Linton Maina,de GER,MF,Köln,de Bundesliga,24,1999,31,21,"1,901",21.1,1,3,4,1,0,0,4,0,0.05,0.14,0.19,0.05,0.19
1631,Patrick Mainka,de GER,DF,Heidenheim,de Bundesliga,28,1994,34,34,"3,060",34.0,2,0,2,2,0,0,1,0,0.06,0.00,0.06,0.06,0.06
1632,Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,18,2005,24,24,"1,924",21.4,3,1,4,3,0,0,3,0,0.14,0.05,0.19,0.14,0.19
1633,Ainsley Maitland-Niles,eng ENG,"DF,MF",Lyon,fr Ligue 1,25,1997,23,16,"1,432",15.9,1,4,5,0,1,1,1,1,0.06,0.25,0.31,0.00,0.25
1634,Radosław Majecki,pl POL,GK,Monaco,fr Ligue 1,23,1999,12,12,"1,080",12.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
1635,Lovro Majer,hr CRO,"FW,MF",Rennes,fr Ligue 1,25,1998,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
1636,Lovro Majer,hr CRO,"MF,FW",Wolfsburg,de Bundesliga,25,1998,32,25,"2,106",23.4,5,5,10,3,2,2,5,0,0.21,0.21,0.43,0.13,0.34
1637,Jean-Victor Makengo,fr FRA,"MF,FW",Lorient,fr Ligue 1,25,1998,11,5,479,5.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
1638,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
1639,Jordy Makengo,fr FRA,"DF,MF",Freiburg,de Bundesliga,21,2001,20,10,"1,026",11.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
1640,Antoine Makoumbou,cg CGO,MF,Cagliari,it Serie A,25,1998,32,32,"2,702",30.0,1,0,1,1,0,0,5,2,0.03,0.00,0.03,0.03,0.03
1641,Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,28,1995,37,37,"3,265",36.3,4,0,4,4,0,0,4,0,0.11,0.00,0.11,0.11,0.11
1642,Julián Malatini,ar ARG,DF,Werder Bremen,de Bundesliga,22,2001,11,6,602,6.7,1,0,1,1,0,0,1,0,0.15,0.00,0.15,0.15,0.15
1643,Daniel Maldini,it ITA,MF,Monza,it Serie A,21,2001,11,2,333,3.7,4,1,5,4,0,0,0,0,1.08,0.27,1.35,1.08,1.35
1644,Daniel Maldini,it ITA,"FW,MF",Empoli,it Serie A,21,2001,7,3,263,2.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
1645,Youssef Maleh,ma MAR,MF,Empoli,it Serie A,24,1998,34,30,"2,602",28.9,0,1,1,0,0,0,11,0,0.00,0.03,0.03,0.00,0.03
1646,Donyell Malen,nl NED,"MF,FW",Dortmund,de Bundesliga,24,1999,27,21,"1,781",19.8,13,1,14,13,0,0,5,0,0.66,0.05,0.71,0.66,0.71
1647,Ruslan Malinovskyi,ua UKR,"MF,FW",Genoa,it Serie A,30,1993,28,18,"1,544",17.2,4,1,5,4,0,0,7,0,0.23,0.06,0.29,0.23,0.29
1648,Lennard Maloney,us USA,MF,Heidenheim,de Bundesliga,23,1999,29,27,"2,284",25.4,1,1,2,1,0,0,1,0,0.04,0.04,0.08,0.04,0.08
1649,Aaron Malouda,fr FRA,FW,Lille,fr Ligue 1,17,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
1650,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,22,2000,37,37,"3,284",36.5,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00
1651,David Mamutovic,de GER,MF,Mainz 05,de Bundesliga,22,2000,2,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
1652,Wilson Manafá,pt POR,"DF,MF",Granada,es La Liga,29,1994,4,3,240,2.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
1653,Gianluca Mancini,it ITA,DF,Roma,it Serie A,27,1996,36,34,"2,869",31.9,4,1,5,4,0,0,9,0,0.13,0.03,0.16,0.13,0.16
1654,Marco Mancosu,it ITA,"MF,FW",Cagliari,it Serie A,34,1988,6,3,156,1.7,0,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00
1655,Steve Mandanda,fr FRA,GK,Rennes,fr Ligue 1,38,1985,34,34,"3,060",34.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
1656,Christos Mandas,gr GRE,GK,Lazio,it Serie A,21,2001,9,8,721,8.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
1657,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,29,1994,16,7,731,8.1,2,1,3,2,0,0,2,0,0.25,0.12,0.37,0.25,0.37
1658,Aïssa Mandi,dz ALG,DF,Villarreal,es La Liga,31,1991,16,12,"1,113",12.4,1,0,1,1,0,0,3,0,0.08,0.00,0.08,0.08,0.08
1659,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,26,1997,33,16,"1,588",17.6,3,3,6,3,0,0,5,0,0.17,0.17,0.34,0.17,0.34
1660,Orel Mangala,be BEL,MF,Nottingham Forest,eng Premier League,25,1998,20,19,"1,563",17.4,1,0,1,1,0,0,6,0,0.06,0.00,0.06,0.06,0.06
1661,Orel Mangala,be BEL,MF,Lyon,fr Ligue 1,25,1998,8,4,398,4.4,2,0,2,2,0,0,0,0,0.45,0.00,0.45,0.45,0.45
1662,Vito Mannone,it ITA,GK,Lille,fr Ligue 1,35,1988,2,1,91,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
1663,Kostas Manolas,gr GRE,DF,Salernitana,it Serie A,32,1991,8,6,488,5.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
1664,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
1665,Javier Manquillo,es ESP,"DF,MF",Celta Vigo,es La Liga,29,1994,12,10,744,8.3,0,1,1,0,0,0,3,0,0.00,0.12,0.12,0.00,0.12
1666,Braydon Manu,gh GHA,MF,Darmstadt 98,de Bundesliga,26,1997,4,3,171,1.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
1667,Benson Manuel,ao ANG,MF,Burnley,eng Premier League,26,1997,8,1,116,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
1668,Faitout Maouassa,fr FRA,DF,Granada,es La Liga,25,1998,6,2,229,2.5,0,1,1,0,0,0,0,0,0.00,0.39,0.39,0.00,0.39
1669,Faitout Maouassa,fr FRA,MF,Lens,fr Ligue 1,25,1998,3,1,76,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
1670,Marcão,br BRA,DF,Sevilla,es La Liga,27,1996,7,3,355,3.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
1671,Solly March,eng ENG,"MF,DF",Brighton,eng Premier League,29,1994,7,7,554,6.2,3,1,4,3,0,0,1,0,0.49,0.16,0.65,0.49,0.65
1672,Riccardo Marchizza,it ITA,DF,Frosinone,it Serie A,25,1998,13,13,"1,148",12.8,0,4,4,0,0,0,1,0,0.00,0.31,0.31,0.00,0.31
1673,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,31,1992,31,25,"2,272",25.2,1,0,1,1,0,0,4,0,0.04,0.00,0.04,0.04,0.04
1674,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,34,1989,28,26,"2,258",25.1,1,5,6,1,0,0,5,0,0.04,0.20,0.24,0.04,0.24
1675,Alberto Marí,es ESP,FW,Valencia,es La Liga,22,2001,16,2,276,3.1,1,1,2,0,1,1,0,0,0.33,0.33,0.65,0.00,0.33
1676,José Mari,es ESP,MF,Cádiz,es La Liga,35,1987,3,0,14,0.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
1677,Pablo Marí,es ESP,DF,Monza,it Serie A,29,1993,34,30,"2,615",29.1,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00
1678,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,28,1995,22,14,"1,326",14.7,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
1679,Mariano,do DOM,FW,Sevilla,es La Liga,29,1993,9,2,244,2.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
1680,Mirko Marić,hr CRO,FW,Monza,it Serie A,28,1995,10,1,287,3.2,1,0,1,1,0,0,0,1,0.31,0.00,0.31,0.31,0.31
1681,Rafa Marín,es ESP,DF,Alavés,es La Liga,21,2002,33,27,"2,443",27.1,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00
1682,Răzvan Marin,ro ROU,MF,Empoli,it Serie A,27,1996,30,20,"1,818",20.2,0,3,3,0,0,0,3,0,0.00,0.15,0.15,0.00,0.15
1683,Diego Mariño,es ESP,GK,Almería,es La Liga,33,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
1684,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,29,1994,23,21,"1,767",19.6,1,0,1,1,0,0,0,1,0.05,0.00,0.05,0.05,0.05
1685,Mika Mármol,es ESP,DF,Las Palmas,es La Liga,22,2001,36,36,"3,178",35.3,0,1,1,0,0,0,6,1,0.00,0.03,0.03,0.00,0.03
1686,Omar Marmoush,eg EGY,"FW,MF",Eintracht Frankfurt,de Bundesliga,24,1999,29,27,"2,301",25.6,12,6,18,10,2,2,7,0,0.47,0.23,0.70,0.39,0.63
1687,Marquinhos,br BRA,MF,Nantes,fr Ligue 1,20,2003,7,1,154,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
1688,Marquinhos,br BRA,DF,Paris Saint-Germain,fr Ligue 1,29,1994,21,18,"1,537",17.1,0,1,1,0,0,0,1,0,0.00,0.06,0.06,0.00,0.06
1689,Unai Marrero,es ESP,GK,Real Sociedad,es La Liga,21,2001,2,1,142,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
1690,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
1691,Agustín Martegani,ar ARG,MF,Salernitana,it Serie A,23,2000,18,6,731,8.1,1,0,1,1,0,0,1,0,0.12,0.00,0.12,0.12,0.12
1692,Eric Martel,de GER,MF,Köln,de Bundesliga,21,2002,30,29,"2,457",27.3,1,1,2,1,0,0,6,0,0.04,0.04,0.07,0.04,0.07
1693,Roger Martí,es ESP,FW,Cádiz,es La Liga,32,1991,23,18,"1,359",15.1,2,3,5,2,0,0,3,0,0.13,0.20,0.33,0.13,0.33
1694,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,27,1995,13,5,448,5.0,1,0,1,1,0,0,0,0,0.20,0.00,0.20,0.20,0.20
1695,Aarón Martín,es ESP,"MF,DF",Genoa,it Serie A,26,1997,22,17,"1,376",15.3,0,1,1,0,0,0,4,1,0.00,0.07,0.07,0.00,0.07
1696,Iván Martín,es ESP,MF,Girona,es La Liga,24,1999,36,33,"2,729",30.3,5,4,9,5,0,0,5,0,0.16,0.13,0.30,0.16,0.30
1697,Jon Martin,es ESP,DF,Real Sociedad,es La Liga,17,2006,1,0,24,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
1698,Jonas Martin,fr FRA,MF,Brest,fr Ligue 1,33,1990,31,9,"1,208",13.4,0,1,1,0,0,0,5,0,0.00,0.07,0.07,0.00,0.07
1699,Mario Martín,es ESP,MF,Real Madrid,es La Liga,19,2004,2,0,18,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
1700,Gabriel Martinelli,br BRA,FW,Arsenal,eng Premier League,22,2001,35,24,"2,019",22.4,6,4,10,6,0,0,1,0,0.27,0.18,0.45,0.27,0.45
1701,Tommaso Martinelli,it ITA,GK,Fiorentina,it Serie A,17,2006,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
1702,Arnau Martinez,es ESP,DF,Girona,es La Liga,20,2003,21,14,"1,241",13.8,0,2,2,0,0,0,5,0,0.00,0.15,0.15,0.00,0.15
1703,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,30,1992,34,34,"3,015",33.5,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
1704,Iñigo Martínez,es ESP,DF,Barcelona,es La Liga,32,1991,20,13,"1,296",14.4,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
1705,Josep Martinez,es ESP,GK,Genoa,it Serie A,25,1998,36,36,"3,239",36.0,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00
