Rank,Player,Rating
229,Valentin Mihaila,6.63
229,Lassana Coulibaly,6.63
229,Ange-Yoan Bonny,6.63
233,Devis Vásquez,6.62
234,Santiago Castro,6.62
235,Tomas Suslov,6.62
235,Yunus Musah,6.62
235,Casper Tengstedt,6.62
238,Nicola Zalewski,6.61
239,Christian Kouamé,6.61
240,Mattia Felici,6.61
241,Stefano Turati,6.61
242,Ivan Provedel,6.61
243,Gianluca Caprari,6.60
244,Fabiano Parisi,6.60
245,Alessandro Zanoli,6.60
246,Andrea Carboni,6.60
247,Matteo Cancellieri,6.59
247,Ridgeciano Haps,6.59
247,Niccolo Pisilli,6.59
247,Tammy Abraham,6.59
247,Tommaso Baldanzi,6.59
247,Razvan Marin,6.59
247,Mehdi Taremi,6.59
254,Liam Henderson,6.57
254,Amir Richardson,6.57
256,Botond Balogh,6.56
256,Emmanuel Quartsin Gyasi,6.56
256,Arthur Atta,6.56
259,Roberto Piccoli,6.56
260,Santiago Pierotti,6.55
261,Karol Linetty,6.54
262,Sebastian Walukiewicz,6.53
262,Vitor Oliveira,6.53
264,Antoine Makoumbou,6.52
264,Francesco Zampano,6.52
264,Warren Bondo,6.52
267,Dany Mota,6.52
268,Armando Izzo,6.51
269,Thijs Dallinga,6.50
270,Gaetano Oristanio,6.48
270,Pontus Almqvist,6.48
270,Zito Luvumbo,6.48
273,Daniel Mosquera,6.46
273,Morten Thorsby,6.46
275,Gianluca Gaetano,6.45
276,Alessandro Deiola,6.43
276,Alessandro Vogliacco,6.43
276,Pedro Pereira,6.43
279,Amin Sarr,6.43
280,Lorenzo Montipo,6.41
281,Lorenzo Colombo,6.40
282,Tijjani Noslin,6.40
282,Saba Goglichidze,6.40
284,Grigoris Kastanos,6.39
285,John Yeboah,6.38
286,Oier Zarraga,6.37
286,Jonathan Ikoné,6.37
288,Issa Doumbia,6.36
288,Pawel Dawidowicz,6.36
290,Iker Bravo,6.30
290,Marcus Holmgren Pedersen,6.30
292,Nicolo Zaniolo,6.29
292,Jeff Ekhator,6.29
292,Giovanni Fabbian,6.29
295,Ante Rebic,6.28
296,Antonio Sanabria,6.24
297,Loum Tchaouna,6.21
298,Yann Karamoh,6.18
299,Christian Gytkjær,6.17
300,Dailon Rocha Livramento,6.16
