Rank,Player,Rating
155,Rémi Oudin,6.81
155,Dan Ndoye,6.81
157,Lorenzo Montipo,6.80
158,Riccardo Sottil,6.79
159,Youssef Maleh,6.79
160,Adam Marusic,6.79
161,Matias Vecino,6.79
162,Danilo D'Ambrosio,6.78
163,Carlos Augusto,6.78
164,Florian Thauvin,6.78
165,Mergim Vojvoda,6.78
165,Alberto Grassi,6.78
167,Adrien Tamèze,6.78
168,Isak Hien,6.78
169,Nikola Krstovic,6.77
169,Giovanni Fabbian,6.77
171,Matteo Guendouzi,6.76
171,Samuel Chukwueze,6.76
173,Pietro Terracciano,6.76
174,Giacomo Raspadori,6.76
174,Diego Llorente,6.76
176,Andrea Belotti,6.76
177,Domagoj Bradaric,6.75
177,Koni De Winter,6.75
177,Armando Izzo,6.75
180,Thomas Kristensen,6.75
181,Matteo Prati,6.74
181,Fabio Miretti,6.74
183,Michael Folorunsho,6.74
184,Ruslan Malinovsky,6.74
184,Edoardo Bove,6.74
186,Kristian Thorstvedt,6.74
187,Martin Payero,6.74
188,Manuel Lazzari,6.74
188,Mario Rui,6.74
190,Daniel Boloca,6.74
191,Razvan Marin,6.73
192,Matheus Henrique,6.73
192,Davide Zappacosta,6.73
192,Danilo Cataldi,6.73
195,Gabriel Strefezza,6.72
196,Ardian Ismajli,6.72
197,Ciro Immobile,6.71
198,Valentin Carboni,6.71
199,Joao Ferreira,6.71
200,Sebastiano Luperto,6.71
201,Jonathan Ikoné,6.71
202,Pontus Almqvist,6.71
203,Nicolo Cambiaghi,6.71
204,Nicolas Viola,6.71
205,Ivan Provedel,6.70
206,Bartosz Bereszynski,6.70
207,Maduka Okoye,6.69
208,Francesco Gelli,6.69
209,Giorgos Kyriakopoulos,6.69
209,Patrick Dorgu,6.69
209,Dany Mota,6.69
209,Rasmus Kristensen,6.69
209,Kenan Yildiz,6.69
214,Yunus Musah,6.68
215,Lorenzo Lucca,6.68
216,Samuele Birindelli,6.68
216,Pablo Mari,6.68
216,Liberato Cacace,6.68
219,Mattia Bani,6.67
220,Kacper Urbanski,6.67
220,Jeremy Toljan,6.67
220,Martin Erlic,6.67
223,Jackson Tchatchoua,6.66
224,Lassana Coulibaly,6.66
224,Karol Linetty,6.66
226,Jens-Lys Cajuste,6.65
226,Stefano Sabelli,6.65
228,Ilario Monterisi,6.65
228,Mateo Retegui,6.65
228,Aaron Caricol,6.65
231,Memeh Caleb Okoli,6.65
232,Samuel Iling-Junior,6.64
232,Sebastian Walukiewicz,6.64
234,Marko Arnautovic,6.64
235,Wladimiro Falcone,6.63
236,Lucas Beltran,6.63
237,Antoine Makoumbou,6.62
237,Nicolo Casale,6.62
237,Pasquale Mazzocchi,6.62
237,Joan Gonzalez,6.62
237,Pol Lirola,6.62
237,Andrea Pinamonti,6.62
243,Mohamed Kaba,6.61
243,Elseid Hysaj,6.61
243,Hans Hateboer,6.61
246,Luka Jovic,6.61
246,Rolando Mandragora,6.61
248,Caleb Ekuban,6.60
249,Christian Kouamé,6.60
249,Timothy Weah,6.60
251,Davide Frattesi,6.60
252,Walid Cheddira,6.60
253,Simone Romagnoli,6.60
253,Jacopo Fazzini,6.60
255,Kevin Strootman,6.59
255,Antonio Sanabria,6.59
255,Nicola Zalewski,6.59
255,Zito Luvumbo,6.59
259,Valentin Castellanos,6.58
260,Noah Okafor,6.58
260,Gabriele Zappa,6.58
260,Ibrahim Sulemana,6.58
263,Morten Thorsby,6.57
264,Darko Lazovic,6.56
265,Kingsley Ehizibue,6.55
266,Nedim Bajrami,6.55
266,Loum Tchaouna,6.55
268,Alexis Blin,6.55
269,Jordan Zemura,6.54
269,Cristian Volpato,6.54
271,Alessandro Deiola,6.53
272,Gian Marco Ferrari,6.53
273,Warren Bondo,6.52
274,Nikola Moro,6.52
275,Josh Doig,6.52
276,Rui Patricio,6.51
277,Norbert Gyömbér,6.51
278,Marco Brescianini,6.51
279,Federico Baschirotto,6.50
279,Festy Ebosele,6.50
281,Gianluca Lapadula,6.50
282,Hamza Rafia,6.49
282,Matteo Cancellieri,6.49
284,Paulo Azzi,6.49
284,Gustav Isaksen,6.49
286,Alex Meret,6.49
287,Tommaso Baldanzi,6.49
288,Luca Caldirola,6.47
289,Pedro Pereira,6.47
290,Pedro Rodriguez,6.46
291,Arkadiusz Milik,6.45
291,M'Bala Nzola,6.45
293,Gaetano Oristanio,6.44
293,Lorenzo Pirola,6.44
295,Lorenzo Colombo,6.43
295,Marcus Holmgren Pedersen,6.43
297,Nicola Sansone,6.42
298,Eldor Shomurodov,6.41
299,Isaac Success,6.41
299,Matteo Lovato,6.41
301,Andrea Consigli,6.40
302,Federico Bonazzoli,6.40
303,Simone Scuffet,6.39
304,Emmanuel Quartsin Gyasi,6.36
305,Roberto Piccoli,6.30
306,Francesco Caputo,6.29
307,Stefano Turati,6.29
308,Ruan Tressoldi,6.28
309,Guillermo Ochoa,6.21
310,Mateusz Legowski,6.20
311,Chukwubuikem Ikwuemesi,6.11
