Rank,Player,Rating
246,Kelvin Amian,6.57
246,Charalambos Lykogiannis,6.57
248,Bosko Sutalo,6.56
248,Luca Ceppitelli,6.56
248,Youssef Maleh,6.56
248,Matheus Henrique,6.56
252,Kaan Ayhan,6.55
253,Guglielmo Vicario,6.55
254,Norbert Gyömbér,6.55
255,Nicola Sansone,6.55
256,Patric,6.53
257,Leonardo Pavoletti,6.53
257,Daniel Bessa,6.53
257,Federico Di Francesco,6.53
257,Álvaro Odriozola,6.53
261,Sofian Kiyine,6.53
262,José Maria Callejon,6.52
263,Domen Crnigoj,6.52
264,Franck Ribéry,6.52
265,Filippo Melegoni,6.51
266,Juan Musso,6.51
267,Toma Basic,6.50
267,Andrea Carboni,6.50
269,Fabio Quagliarella,6.50
270,Mattia Destro,6.49
271,Pietro Terracciano,6.48
271,Riccardo Marchizza,6.48
271,Stefano Sturaro,6.48
274,Eldor Shomurodov,6.45
275,Thomas Strakosha,6.44
275,Tyronne Ebuehi,6.44
275,Patrick Cutrone,6.44
275,Rui Patricio,6.44
279,Emanuel Vignato,6.43
280,Keita Baldé,6.42
280,Kevin Lasagna,6.42
280,Lorenzo Montipo,6.42
283,Gregoire Defrel,6.40
284,Emil Audero,6.40
285,Caleb Ekuban,6.40
285,Brandon Soppy,6.40
287,Joel Chukwuma Obi,6.39
288,Dennis Tørset Johnsen,6.38
289,Rey Manaj,6.37
290,Salvatore Sirigu,6.36
291,Andrea Consigli,6.35
292,Gabriele Zappa,6.34
293,Alessio Cragno,6.33
293,Marco Silvestri,6.33
295,Tanner Tessmann,6.33
296,M'Bala Nzola,6.30
297,Goran Pandev,6.24
298,Nicola Murru,6.23
299,Vanja Milinkovic-Savic,6.19
300,Simy,6.11
301,Vid Belec,6.05
