"number;""player"";""team"";""apps"";""min"";""goals"";""a"";""xG"";""xA"";""xG90"";""xA90"";""xG90xA90"";""NPxG90xA90"";""xGChain90"";""xGBuildup90""",
"210;""Jules Koundé"";""Barcelona"";29;2437;1;3;1.69;2.67;0.06;0.1;0.16;0.16;0.69;0.62",
"211;""Anthony Lozano"";""Cadiz"";28;1444;1;1;2.94;0.6;0.18;0.04;0.22;0.22;0.27;0.07",
"212;""Jawad El Yamiq"";""Real Valladolid"";25;1611;1;0;1.57;0.29;0.09;0.02;0.1;0.1;0.19;0.14",
"213;""Manuel Morlanes"";""Mallorca","Villarreal"";16;883;1;0;0.28;0.52;0.03;0.05;0.08;0.08;0.18;0.15"
"214;""Hugo Duro"";""Valencia"";30;1345;1;1;5.36;0.99;0.36;0.07;0.43;0.38;0.44;0.13",
"215;""Juan Cruz"";""Real Betis"";6;168;1;0;0.39;0.06;0.21;0.03;0.24;0.24;0.26;0.01",
"216;""Dani Vivian"";""Athletic Club"";29;2368;1;0;0.81;1;0.03;0.04;0.07;0.07;0.19;0.17",
"217;""Anuar Mohamed"";""Real Valladolid"";3;221;1;0;0.46;0.51;0.19;0.21;0.4;0.4;0.41;0.03",
"218;""Toni Villa"";""Girona","Real Valladolid"";26;975;1;3;0.99;1.43;0.09;0.13;0.22;0.22;0.63;0.45"
"219;""Chris Ramos"";""Cadiz"";15;705;1;0;3.68;0.2;0.47;0.03;0.5;0.5;0.54;0.14",
"220;""Óscar Plano"";""Real Valladolid"";33;2044;1;1;2.75;1.96;0.12;0.09;0.21;0.21;0.33;0.22",
"221;""Jaime Mata"";""Getafe"";18;427;1;1;2.1;1.12;0.44;0.24;0.68;0.68;0.73;0.07",
"222;""Lucas Torró"";""Osasuna"";33;2522;1;0;1.46;0.22;0.05;0.01;0.06;0.06;0.29;0.26",
"223;""Chumi"";""Almeria"";21;1481;1;0;0.62;0.04;0.04;0;0.04;0.04;0.18;0.18",
"224;""Joaquín Fernández"";""Real Valladolid"";27;2155;1;0;0.91;0.07;0.04;0;0.04;0.04;0.14;0.14",
"225;""Javi Sánchez"";""Real Valladolid"";32;2403;1;0;0.73;0.11;0.03;0;0.03;0.03;0.16;0.15",
"226;""Martín Zubimendi"";""Real Sociedad"";36;3111;1;3;2.15;2.54;0.06;0.07;0.14;0.14;0.37;0.31",
"227;""Álex Collado"";""Elche"";16;728;1;1;0.92;1.72;0.11;0.21;0.33;0.33;0.48;0.28",
"228;""Alejandro Catena"";""Rayo Vallecano"";35;3113;1;1;1.12;1.41;0.03;0.04;0.07;0.07;0.16;0.14",
"229;""Jon Moncayola"";""Osasuna"";37;2443;1;3;1.79;1.56;0.07;0.06;0.12;0.12;0.39;0.29",
"230;""Nianzou Kouassi"";""Sevilla"";19;1370;1;0;0.35;0.02;0.02;0;0.02;0.02;0.1;0.1",
"231;""Abdón Prats"";""Mallorca"";26;359;1;1;1.04;1.7;0.26;0.43;0.69;0.69;0.43;0.03",
"232;""Eric Garcia"";""Barcelona"";24;1411;1;0;1.06;0.27;0.07;0.02;0.08;0.08;0.56;0.54",
"233;""Guido Rodríguez"";""Real Betis"";34;2884;1;0;1.45;0.4;0.05;0.01;0.06;0.06;0.23;0.21",
"234;""Hugo Guillamón"";""Valencia"";25;1646;1;4;0.96;1.91;0.05;0.1;0.16;0.12;0.33;0.3",
"235;""Javi Hernández"";""Girona"";25;1120;1;2;0.94;0.97;0.08;0.08;0.15;0.15;0.37;0.23",
"236;""Nicolás Melamed"";""Espanyol"";32;1254;1;2;2.85;2.24;0.2;0.16;0.36;0.36;0.44;0.12",
"237;""Kike Pérez"";""Real Valladolid"";36;2356;1;2;1.59;2.5;0.06;0.1;0.16;0.16;0.27;0.16",
"238;""Loic Bade"";""Sevilla"";19;1444;1;0;0.9;0.12;0.06;0.01;0.06;0.06;0.24;0.23",
"239;""Mohamed Ali-Cho"";""Real Sociedad"";19;567;1;2;2.39;2.29;0.38;0.36;0.74;0.74;0.91;0.17",
"240;""Pape Alassane Gueye"";""Sevilla"";16;1186;1;3;1.72;1.38;0.13;0.1;0.24;0.24;0.42;0.29",
"241;""Tinotenda Kadewere"";""Mallorca"";15;535;1;0;1.51;0.55;0.25;0.09;0.35;0.35;0.41;0.1",
"242;""Miguel Rodriguez"";""Celta Vigo"";7;248;1;1;0.15;0.05;0.05;0.02;0.07;0.07;0.33;0.25",
"243;""Shon Weissman"";""Real Valladolid"";15;741;1;0;2.77;0.15;0.34;0.02;0.35;0.35;0.31;0.02",
"244;""Álex Centelles"";""Almeria"";15;1118;1;2;0.81;1.12;0.07;0.09;0.16;0.16;0.36;0.28",
"245;""Gonzalo Verdú"";""Elche"";16;687;1;0;0.79;0;0.1;0;0.1;0.1;0.03;0.03",
"246;""Josan"";""Elche"";26;1023;1;3;0.26;1.55;0.02;0.14;0.16;0.16;0.36;0.29",
"247;""Marcos de Sousa"";""Valencia"";17;416;1;0;1.18;0.45;0.26;0.1;0.35;0.35;0.32;0.03",
"248;""Victor Chust"";""Cadiz"";14;957;1;0;0.86;0.05;0.08;0.01;0.09;0.09;0.12;0.05",
"249;""Omar Alderete"";""Getafe"";25;2055;1;1;0.62;1.08;0.03;0.05;0.07;0.07;0.14;0.11",
"250;""Juan Iglesias"";""Getafe"";32;2127;1;0;0.98;1.29;0.04;0.05;0.1;0.1;0.19;0.13",
"251;""Brian Oliván"";""Espanyol"";30;2442;1;7;0.68;4.29;0.03;0.16;0.18;0.18;0.21;0.11",
"252;""Nico González"";""Valencia"";26;1429;1;1;1.91;1.1;0.12;0.07;0.19;0.19;0.35;0.24",
"253;""Álex Balde"";""Barcelona"";33;2484;1;6;1.73;4.63;0.06;0.17;0.23;0.23;0.66;0.54",
"254;""Pathé Ciss"";""Rayo Vallecano"";32;1238;1;0;2.41;0.27;0.18;0.02;0.19;0.19;0.24;0.17",
"255;""Javier Guerra"";""Valencia"";10;593;1;0;1.02;1.06;0.16;0.16;0.32;0.32;0.44;0.17",
"256;""Jesús Corona"";""Sevilla"";4;105;1;0;0.42;0.14;0.36;0.12;0.48;0.48;1.02;0.54",
"257;""Kike Salas"";""Sevilla"";6;364;1;1;0.11;0.46;0.03;0.11;0.14;0.14;0.04;0.04",
"258;""Eray Cömert"";""Valencia"";23;1674;1;0;0.38;0.04;0.02;0;0.02;0.02;0.24;0.23",
"259;""Juan Latasa"";""Getafe"";18;405;1;0;0.79;0.76;0.18;0.17;0.34;0.34;0.37;0.14",
"260;""Luca Koleosho"";""Espanyol"";4;40;1;0;0.03;0;0.06;0;0.06;0.06;0.26;0.2",
"261;""Vinicius Souza"";""Espanyol"";34;2431;1;1;0.92;0.48;0.03;0.02;0.05;0.05;0.15;0.12",
"262;""Gonzalo Plata"";""Real Valladolid"";34;2323;1;5;4.74;2.53;0.18;0.1;0.28;0.28;0.44;0.21",
"263;""Álvaro Aguado"";""Real Valladolid"";34;1861;1;2;0.83;1.99;0.04;0.1;0.14;0.14;0.31;0.23",
"264;""Yan Couto"";""Girona"";25;1146;1;2;0.39;2.75;0.03;0.22;0.25;0.25;0.37;0.17",
"265;""Ramón Terrats"";""Girona","Villarreal"";24;1048;1;1;1.39;1.31;0.12;0.11;0.23;0.23;0.66;0.51"
"266;""Íñigo Eguaras"";""Almeria"";25;936;1;1;0.82;0.65;0.08;0.06;0.14;0.14;0.33;0.27",
"267;""Samú Costa"";""Almeria"";32;1986;1;2;1.99;0.96;0.09;0.04;0.13;0.13;0.25;0.23",
"268;""Arnau Puigmal"";""Almeria"";22;750;1;0;1.31;0.42;0.16;0.05;0.21;0.21;0.31;0.14",
"269;""Copete"";""Mallorca"";28;2245;1;0;0.78;0.2;0.03;0.01;0.04;0.04;0.17;0.16",
"270;""Luiz Henrique"";""Real Betis"";33;1815;1;3;2.78;2.83;0.14;0.14;0.28;0.28;0.4;0.16",
"271;""César De la Hoz"";""Almeria"";25;1673;1;0;0.34;1.21;0.02;0.07;0.08;0.08;0.25;0.2",
"272;""Brian Ocampo"";""Cadiz"";18;1153;1;1;0.56;2.09;0.04;0.16;0.21;0.21;0.32;0.13",
"273;""Alvaro Rodríguez"";""Real Madrid"";6;69;1;1;0.45;0.34;0.58;0.44;1.02;1.02;0.52;0.08",
"274;""José Gragera"";""Espanyol"";9;457;1;0;1.05;0;0.21;0;0.21;0.21;0.27;0.27",
"275;""Alberto Mari"";""Valencia"";5;67;1;0;0.35;0;0.47;0;0.47;0.47;0.49;0.02",
"276;""Jorge Pascual"";""Villarreal"";2;5;1;0;0.38;0;6.76;0;6.76;6.76;6.76;0",
"277;""Pierre-Emerick Aubameyang"";""Barcelona"";1;3;0;0;0.03;0;0.81;0;0.81;0.81;0.81;0",
"278;""Adnan Januzaj"";""Sevilla"";2;48;0;0;0;0;0;0;0;0;0;0",
"279;""Héctor Bellerín"";""Barcelona"";3;135;0;0;0;0.13;0;0.09;0.09;0.09;1.43;1.43",
"280;""Ander Herrera"";""Athletic Club"";17;698;0;1;0.5;1.23;0.07;0.16;0.22;0.22;0.63;0.51",
"281;""Mario Suárez"";""Rayo Vallecano"";2;6;0;0;0;0;0;0;0;0;0;0",
"282;""Alberto Moreno"";""Villarreal"";24;1291;0;1;0.93;1.61;0.06;0.11;0.18;0.18;0.41;0.34",
"283;""Fernando"";""Sevilla"";22;1590;0;1;0.22;0.64;0.01;0.04;0.05;0.05;0.19;0.15",
"284;""Jesús Navas"";""Sevilla"";32;1978;0;0;0.23;2.02;0.01;0.09;0.1;0.1;0.31;0.24",
"285;""Thibaut Courtois"";""Real Madrid"";31;2790;0;0;0;0.27;0;0.01;0.01;0.01;0.29;0.28",
"286;""Kenedy"";""Real Valladolid"";12;243;0;1;0.49;0.54;0.18;0.2;0.38;0.38;0.37;0.04",
"287;""Eden Hazard"";""Real Madrid"";6;192;0;1;1.16;0.53;0.55;0.25;0.79;0.44;0.68;0.24",
"288;""Federico Fernández"";""Elche"";1;90;0;0;0;0;0;0;0;0;0;0",
"289;""Jordan Amavi"";""Getafe"";5;204;0;0;0;0;0;0;0;0;0.09;0.09",
"290;""Paulo Gazzaniga"";""Girona"";28;2520;0;0;0;0.06;0;0;0;0;0.16;0.16",
"291;""Rodrigo Ely"";""Almeria"";36;3162;0;1;0.81;0.63;0.02;0.02;0.04;0.04;0.19;0.18",
"292;""José Reina"";""Villarreal"";22;1980;0;0;0;0;0;0;0;0;0.15;0.15",
"293;""Geoffrey Kondogbia"";""Atletico Madrid"";20;995;0;2;0.43;0.85;0.04;0.08;0.12;0.12;0.33;0.29",
"294;""Raúl Albiol"";""Villarreal"";25;2122;0;0;0.08;0.04;0;0;0.01;0.01;0.41;0.41",
"295;""Diego López"";""Rayo Vallecano"";2;95;0;0;0;0;0;0;0;0;0;0",
"296;""Luis Hernández"";""Cadiz"";35;3150;0;0;0.34;0.74;0.01;0.02;0.03;0.03;0.15;0.13",
"297;""Claudio Bravo"";""Real Betis"";12;1080;0;0;0;0;0;0;0;0;0.1;0.1",
"298;""Alex Telles"";""Sevilla"";27;1417;0;2;0.38;1.49;0.02;0.09;0.12;0.12;0.22;0.12",
"299;""Martín Montoya"";""Real Betis"";6;466;0;0;0.04;0.39;0.01;0.08;0.08;0.08;0.28;0.25",
"300;""Curro"";""Almeria"";2;35;0;0;0.07;0.17;0.19;0.44;0.63;0.63;0.19;0",
"301;""Diego González"";""Elche"";16;935;0;0;0.76;0;0.07;0;0.07;0.07;0.12;0.11",
"302;""Marc-André ter Stegen"";""Barcelona"";38;3352;0;0;0;0.23;0;0.01;0.01;0.01;0.32;0.32",
"303;""Gerard Piqué"";""Barcelona"";6;382;0;0;0.33;0.03;0.08;0.01;0.08;0.08;0.78;0.78",
"304;""Sergio Busquets"";""Barcelona"";30;2359;0;4;0.35;2.58;0.01;0.1;0.11;0.11;0.69;0.65",
"305;""Aleix Vidal"";""Espanyol"";25;1017;0;3;0.09;2.31;0.01;0.2;0.21;0.21;0.22;0.03",
"306;""Jordi Masip"";""Real Valladolid"";28;2512;0;0;0;0;0;0;0;0;0.05;0.05",
"307;""Enzo Roco"";""Elche"";22;1683;0;0;0.67;0.04;0.04;0;0.04;0.04;0.12;0.12",
"308;""Joan Jordán"";""Sevilla"";23;1607;0;1;0.64;0.32;0.04;0.02;0.05;0.05;0.3;0.27",
"309;""Ander Capa"";""Athletic Club"";7;99;0;0;0;0.05;0;0.04;0.04;0.04;0.24;0.24",
"310;""Dani García"";""Athletic Club"";25;1515;0;2;0.5;0.57;0.03;0.03;0.06;0.06;0.26;0.23",
"311;""Germán Pezzella"";""Real Betis"";31;2527;0;0;0.86;0.22;0.03;0.01;0.04;0.04;0.17;0.17",
"312;""Joaquín"";""Real Betis"";22;437;0;2;1.21;1.72;0.25;0.36;0.6;0.6;0.95;0.54",
"313;""Bebé"";""Rayo Vallecano"";4;51;0;0;0.05;0.07;0.09;0.11;0.2;0.2;0.34;0.27",
"314;""Juan Carlos"";""Girona"";10;900;0;0;0;0;0;0;0;0;0.14;0.14",
"315;""Diego Mariño"";""Almeria"";1;41;0;0;0;0;0;0;0;0;0;0",
"316;""Cala"";""Cadiz"";3;133;0;0;0.03;0;0.02;0;0.02;0.02;0.02;0",
"317;""Jorge Meré"";""Cadiz"";10;596;0;0;0.22;0;0.03;0;0.03;0.03;0.13;0.12",
"318;""Gerónimo Rulli"";""Villarreal"";14;1260;0;0;0;0;0;0;0;0;0.2;0.2",
"319;""Zaldúa"";""Cadiz"";10;638;0;1;0.01;0.33;0;0.05;0.05;0.05;0.11;0.06",
"320;""Aritz Elustondo"";""Real Sociedad"";25;1423;0;1;0.79;1.04;0.05;0.07;0.12;0.12;0.19;0.18",
"321;""Casemiro"";""Real Madrid"";1;3;0;0;0;0;0;0;0;0;0.91;0.91",
"322;""Isco"";""Sevilla"";12;813;0;2;0.14;1.42;0.02;0.16;0.17;0.17;0.2;0.04",
"323;""Daniel Carvajal"";""Real Madrid"";27;1800;0;2;0.97;1.46;0.05;0.07;0.12;0.12;0.52;0.43",
"324;""Jan Oblak"";""Atletico Madrid"";28;2501;0;0;0;0;0;0;0;0;0.15;0.15",
"325;""Stefan Savic"";""Atletico Madrid"";22;1951;0;0;0.43;0.05;0.02;0;0.02;0.02;0.19;0.19",
"326;""Koke"";""Atletico Madrid"";33;2581;0;3;0.99;1.58;0.03;0.06;0.09;0.09;0.59;0.53",
"327;""Hugo Mallo"";""Celta Vigo"";26;2188;0;1;1.85;2.29;0.08;0.09;0.17;0.17;0.33;0.26",
"328;""Sergi Gómez"";""Espanyol"";29;2352;0;0;1.18;0.26;0.05;0.01;0.06;0.06;0.21;0.21",
"329;""Pape Cheikh"";""Elche"";2;31;0;0;0;0;0;0;0;0;0.22;0.22",
"330;""Víctor Ruiz"";""Real Betis"";10;546;0;0;0.04;0.28;0.01;0.05;0.05;0.05;0.09;0.09",
"331;""Manu Trigueros"";""Villarreal"";23;798;0;1;0.32;0.88;0.04;0.1;0.14;0.14;0.39;0.34",
"332;""Denis Suárez"";""Espanyol"";18;953;0;0;0.68;1.31;0.06;0.12;0.19;0.19;0.35;0.27",
"333;""Pedro Bigas"";""Elche"";28;2019;0;0;1.84;0;0.08;0;0.08;0.08;0.14;0.13",
"334;""Zouhair Feddal"";""Real Valladolid"";8;364;0;0;0.1;0.14;0.03;0.04;0.06;0.06;0.08;0.06",
"335;""José Mari"";""Cadiz"";18;352;0;0;0.12;0.35;0.03;0.09;0.12;0.12;0.38;0.27",
"336;""Balenziaga"";""Athletic Club"";3;119;0;0;0.02;0;0.02;0;0.02;0.02;0.29;0.29",
"337;""Muniain"";""Athletic Club"";30;1704;0;3;3.28;3.83;0.17;0.2;0.38;0.38;0.61;0.41",
"338;""Íñigo Lekue"";""Athletic Club"";20;1326;0;1;0.25;0.61;0.02;0.04;0.06;0.06;0.35;0.31",
"339;""David Soria"";""Getafe"";38;3420;0;0;0;0.29;0;0.01;0.01;0.01;0.04;0.03",
"340;""Álvaro Odriozola"";""Real Madrid"";3;33;0;0;0.13;0.32;0.36;0.88;1.24;1.24;1.54;0.3",
"341;""Dani Ceballos"";""Real Madrid"";30;1571;0;4;0.88;1.58;0.05;0.09;0.14;0.14;0.57;0.5",
"342;""Omar Mascarell"";""Elche"";28;2455;0;1;0.28;1.21;0.01;0.04;0.05;0.05;0.13;0.12",
"343;""Sergio Asenjo"";""Real Valladolid"";10;900;0;0;0;0;0;0;0;0;0.08;0.08",
"344;""Dimitri Foulquier"";""Valencia"";30;1697;0;2;0.1;1.42;0.01;0.08;0.08;0.08;0.21;0.16",
"345;""Alfonso"";""Villarreal"";26;1645;0;3;1.17;2.1;0.06;0.11;0.18;0.18;0.34;0.23",
"346;""Jaume Costa"";""Mallorca"";32;2619;0;1;1.97;2.52;0.07;0.09;0.15;0.15;0.32;0.21",
"347;""Remiro"";""Real Sociedad"";38;3420;0;0;0;0.05;0;0;0;0;0.07;0.07",
"348;""Stole Dimitrievski"";""Rayo Vallecano"";37;3325;0;0;0;0.01;0;0;0;0;0.04;0.04",
"349;""Axel Witsel"";""Atletico Madrid"";33;2248;0;0;0.65;0.6;0.03;0.02;0.05;0.05;0.24;0.22",
"350;""Aissa Mandi"";""Villarreal"";21;1452;0;0;0.3;0.31;0.02;0.02;0.04;0.04;0.36;0.32",
"351;""Mauro Arambarri"";""Getafe"";13;1014;0;1;0.28;1.58;0.03;0.14;0.17;0.17;0.18;0.15",
"352;""Javier Pastore"";""Elche"";1;1;0;0;0;0;0;0;0;0;0;0",
"353;""Benjamin Lecomte"";""Espanyol"";10;900;0;0;0;0.03;0;0;0;0;0.05;0.05",
"354;""Clément Grenier"";""Mallorca"";21;703;0;0;0.42;1.3;0.05;0.17;0.22;0.22;0.21;0.11",
"355;""Álex Moreno"";""Real Betis"";15;1350;0;3;1.54;1.73;0.1;0.12;0.22;0.22;0.37;0.18",
"356;""Álvaro"";""Cadiz"";1;15;0;0;0;0;0;0;0;0;0;0",
"357;""Aitor Fernández"";""Osasuna"";21;1890;0;0;0;0;0;0;0;0;0.1;0.1",
"358;""Kevin"";""Celta Vigo"";10;437;0;0;0;0.14;0;0.03;0.03;0.03;0.09;0.06",
"359;""Darwin Machís"";""Real Valladolid"";11;601;0;1;1.13;2;0.17;0.3;0.47;0.47;0.51;0.15",
"360;""Stefan Mitrovic"";""Getafe"";22;1679;0;0;0.04;0;0;0;0;0;0.1;0.1",
"361;""José Pozo"";""Rayo Vallecano"";8;69;0;0;0.05;0.1;0.06;0.13;0.19;0.19;0.46;0.28",
"362;""Iván Villar"";""Celta Vigo"";19;1710;0;0;0;0.04;0;0;0;0;0.15;0.15",
"363;""Fernando Pacheco"";""Almeria","Espanyol"";17;1530;0;0;0;0.13;0;0.01;0.01;0.01;0.08;0.07"
"364;""Kiko Femenía"";""Villarreal"";20;1138;0;0;0.06;0.61;0.01;0.05;0.05;0.05;0.37;0.35",
"365;""Diego Rico"";""Real Sociedad"";20;1651;0;0;0.18;1.57;0.01;0.09;0.1;0.1;0.28;0.25",
"366;""Rubén Peña"";""Osasuna"";20;1284;0;1;1.08;1.37;0.08;0.1;0.17;0.17;0.32;0.15",
"367;""Roberto Torres"";""Osasuna"";2;5;0;0;0;0.17;0;3.05;3.05;3.05;0.8;0.8",
"368;""Carlos Clerc"";""Elche"";32;2674;0;1;0.57;2.01;0.02;0.07;0.09;0.09;0.14;0.12",
"369;""Martin Hongla"";""Real Valladolid"";16;1321;0;0;0.01;0.11;0;0.01;0.01;0.01;0.13;0.13",
"370;""Rui Silva"";""Real Betis"";26;2340;0;0;0;0;0;0;0;0;0.11;0.11",
"371;""Mariano"";""Real Madrid"";9;138;0;0;0.34;0.81;0.22;0.53;0.75;0.75;1.2;0.51",
"372;""Alejandro Pozo"";""Almeria"";30;1875;0;3;0.4;3;0.02;0.14;0.16;0.16;0.33;0.22",
"373;""Unai García"";""Osasuna"";21;1729;0;1;0.21;0.09;0.01;0;0.02;0.02;0.18;0.17",
"374;""Keidi Bare"";""Espanyol"";18;460;0;1;0.53;0.11;0.1;0.02;0.13;0.13;0.34;0.26",
"375;""Nacho Vidal"";""Osasuna"";20;1257;0;0;0.78;0.52;0.06;0.04;0.09;0.09;0.28;0.19",
"376;""Asier Villalibre"";""Athletic Club"";5;91;0;0;0.24;0.11;0.23;0.11;0.34;0.34;0.41;0.11",
"377;""Unai Simón"";""Athletic Club"";31;2748;0;0;0;0;0;0;0;0;0.07;0.07",
"378;""Álvaro Fernández"";""Espanyol"";11;990;0;0;0;0.15;0;0.01;0.01;0.01;0.09;0.07",
"379;""Thomas Delaney"";""Sevilla"";8;292;0;0;0.16;0.09;0.05;0.03;0.08;0.08;0.09;0.07",
"380;""Jesús Vallejo"";""Real Madrid"";1;21;0;0;0.76;0;3.24;0;3.24;3.24;1.05;1.05",
"381;""Domingos Quina"";""Elche"";10;234;0;0;0.13;0.43;0.05;0.17;0.21;0.21;0.21;0.17",
"382;""Iván Balliu"";""Rayo Vallecano"";37;3248;0;0;0.18;2.59;0.01;0.07;0.08;0.08;0.21;0.17",
"383;""Nemanja Maksimovic"";""Getafe"";29;2099;0;0;2.2;0.45;0.09;0.02;0.11;0.11;0.24;0.13",
"384;""Ludwig Augustinsson"";""Mallorca"";4;127;0;0;0;0.01;0;0.01;0.01;0.01;0.02;0.01",
"385;""Portu"";""Getafe"";34;1731;0;3;1.59;1.74;0.08;0.09;0.17;0.17;0.25;0.11",
"386;""Bono"";""Sevilla"";25;2155;0;0;0;0;0;0;0;0;0.1;0.1",
"387;""Maxi Gómez"";""Valencia"";3;97;0;0;0.24;0.18;0.22;0.17;0.39;0.39;0.34;0",
"388;""Ander Guevara"";""Real Sociedad"";8;204;0;0;0.04;0.51;0.02;0.22;0.24;0.24;0.8;0.6",
"389;""Unai Núñez"";""Celta Vigo"";36;3151;0;0;0.76;0.1;0.02;0;0.02;0.02;0.23;0.22",
"390;""Djené Dakonam"";""Getafe"";33;2850;0;1;0.47;0.5;0.01;0.02;0.03;0.03;0.11;0.1",
"391;""Juanjo Narváez"";""Real Valladolid"";5;137;0;0;0.17;0;0.11;0;0.11;0.11;0.17;0.06",
"392;""Leandro Cabrera"";""Espanyol"";32;2673;0;1;2.78;1.46;0.09;0.05;0.14;0.14;0.16;0.15",
"393;""Luiz Felipe"";""Real Betis"";23;1771;0;0;0.17;0.7;0.01;0.04;0.04;0.04;0.2;0.2",
"394;""Marko Dmitrovic"";""Sevilla"";15;1265;0;0;0;0;0;0;0;0;0.04;0.04",
"395;""Iván Alejo"";""Cadiz"";31;1278;0;1;1.02;2.44;0.07;0.17;0.24;0.24;0.34;0.13",
"396;""Ferland Mendy"";""Real Madrid"";18;1382;0;1;0.15;0.57;0.01;0.04;0.05;0.05;0.35;0.32",
"397;""Johan Mojica"";""Elche","Villarreal"";20;891;0;0;0.15;1.1;0.02;0.11;0.13;0.13;0.26;0.17"
"398;""Andoni Gorosabel"";""Real Sociedad"";27;1722;0;0;0.5;1.5;0.03;0.08;0.1;0.1;0.38;0.34",
"399;""Aitor Ruibal"";""Real Betis"";26;1448;0;0;0.56;2.35;0.03;0.15;0.18;0.18;0.32;0.18",
"400;""Loren Morón"";""Real Betis"";2;9;0;0;0;0;0;0;0;0;0;0",
"401;""Aurelien Tchouameni"";""Real Madrid"";33;2119;0;4;1.81;2.25;0.08;0.1;0.17;0.17;0.71;0.65",
"402;""Axel Werner"";""Elche"";2;180;0;0;0;0;0;0;0;0;0;0",
"403;""Gonzalo Villar"";""Getafe"";16;430;0;0;0.12;0.42;0.02;0.09;0.11;0.11;0.24;0.22",
"404;""Matt Doherty"";""Atletico Madrid"";2;15;0;0;0;0;0;0;0;0;0.77;0.77",
"405;""Fernando Calero"";""Espanyol"";27;1642;0;1;0.47;0.36;0.03;0.02;0.05;0.05;0.27;0.26",
"406;""Fran Beltrán"";""Celta Vigo"";36;2867;0;2;0.62;1.7;0.02;0.05;0.07;0.07;0.27;0.25",
"407;""Dennis Hadzikadunic"";""Mallorca"";8;619;0;0;0.26;0;0.04;0;0.04;0.04;0.14;0.13",
"408;""Matheus Cunha"";""Atletico Madrid"";11;352;0;2;1.87;0.67;0.48;0.17;0.65;0.65;0.9;0.26",
"409;""Adrià Pedrosa"";""Espanyol"";7;215;0;0;0.05;0.99;0.02;0.42;0.44;0.44;0.58;0.52",
"410;""Sergio Reguilón"";""Atletico Madrid"";11;291;0;0;0.2;0.3;0.06;0.09;0.15;0.15;0.9;0.78",
"411;""Andriy Lunin"";""Real Madrid"";7;630;0;0;0;0;0;0;0;0;0.26;0.26",
"412;""Valery Fernández"";""Girona"";25;940;0;2;0.89;1.27;0.09;0.12;0.21;0.21;0.36;0.17",
"413;""Robert"";""Real Betis"";2;44;0;0;0;0.47;0;0.95;0.95;0.95;0.26;0.26",
"414;""Robin Le Normand"";""Real Sociedad"";33;2794;0;0;0.43;0.16;0.01;0.01;0.02;0.02;0.18;0.18",
"415;""Iñaki Peña"";""Barcelona"";2;68;0;0;0;0;0;0;0;0;0;0",
"416;""Aihen Muñoz"";""Real Sociedad"";23;1756;0;1;0.14;1.18;0.01;0.06;0.07;0.07;0.38;0.36",
"417;""Paul Akouokou"";""Real Betis"";12;417;0;0;0.09;0;0.02;0;0.02;0.02;0.13;0.12",
"418;""Eduardo Camavinga"";""Real Madrid"";37;1991;0;1;0.68;1.79;0.03;0.08;0.11;0.11;0.76;0.71",
"419;""Javi Galán"";""Celta Vigo"";37;3171;0;3;0.6;4;0.02;0.11;0.13;0.13;0.27;0.18",
"420;""Alex Sola"";""Real Sociedad"";10;346;0;0;0.08;0.06;0.02;0.02;0.04;0.04;0.31;0.29",
"421;""Reinildo"";""Atletico Madrid"";22;1865;0;0;0.62;0.3;0.03;0.01;0.04;0.04;0.23;0.21",
"422;""Jaime Seoane"";""Getafe"";16;297;0;0;0.09;0.38;0.03;0.12;0.14;0.14;0.2;0.12",
"423;""Lucas Olaza"";""Real Valladolid"";23;1490;0;1;0.17;1;0.01;0.06;0.07;0.07;0.16;0.12",
"424;""Luca De La Torre"";""Celta Vigo"";28;1474;0;2;1.53;1.24;0.09;0.08;0.17;0.17;0.25;0.1",
"425;""Manuel Sánchez"";""Osasuna"";31;2100;0;2;0.87;1.63;0.04;0.07;0.11;0.11;0.25;0.17",
"426;""Predrag Rajkovic"";""Mallorca"";36;3240;0;0;0;0.18;0;0.01;0.01;0.01;0.08;0.07",
"427;""Manu Vallejo"";""Girona"";7;191;0;1;0.05;0.24;0.02;0.11;0.14;0.14;0.22;0.08",
"428;""Martin Valjent"";""Mallorca"";30;2663;0;0;0.23;0.62;0.01;0.02;0.03;0.03;0.15;0.14",
"429;""Iddrisu Baba"";""Mallorca"";29;1742;0;0;0.61;0.16;0.03;0.01;0.04;0.04;0.15;0.14",
"430;""Lago Junior"";""Mallorca"";5;38;0;0;0.03;0;0.07;0;0.07;0.07;0.28;0.27",
"431;""Aridane Hernández"";""Osasuna"";23;1786;0;1;0.15;0.59;0.01;0.03;0.04;0.04;0.16;0.16",
"432;""Sergio Herrera"";""Osasuna"";17;1530;0;0;0;0.03;0;0;0;0;0.13;0.13",
"433;""Domingos Duarte"";""Getafe"";31;2659;0;2;1.5;1.04;0.05;0.04;0.09;0.09;0.06;0.06",
"434;""Fede San Emeterio"";""Cadiz"";33;1881;0;1;0.26;0.68;0.01;0.03;0.05;0.05;0.12;0.11",
"435;""Pol Lozano"";""Espanyol"";4;7;0;0;0;0;0;0;0;0;0.39;0.39",
"436;""Felipe"";""Atletico Madrid"";3;190;0;0;0.08;0.04;0.04;0.02;0.06;0.06;0.03;0.03",
"437;""Kasper Dolberg"";""Sevilla"";4;187;0;1;0.06;0.54;0.03;0.26;0.29;0.29;0.29;0",
