"number;""player"";""team"";""apps"";""min"";""goals"";""a"";""xG"";""xA"";""xG90"";""xA90"";""xG90xA90"";""NPxG90xA90"";""xGChain90"";""xGBuildup90""",
"26;""Sergi Guardiola"";""Rayo Vallecano"";32;1710;8;2;7.72;2.5;0.41;0.13;0.54;0.5;0.54;0.15",
"27;""João Félix"";""Atletico Madrid"";24;1259;8;4;6.42;4.14;0.46;0.3;0.76;0.76;0.73;0.17",
"28;""Luis Suárez"";""Granada"";37;2887;8;4;9.46;3.42;0.3;0.11;0.4;0.38;0.36;0.1",
"29;""Lucas Boyé"";""Elche"";24;1731;7;3;4.71;2.71;0.24;0.14;0.39;0.39;0.4;0.14",
"30;""Álvaro Negredo"";""Cadiz"";34;2167;7;2;8.65;2.31;0.36;0.1;0.46;0.36;0.36;0.06",
"31;""Santi Mina"";""Celta Vigo"";33;2389;7;3;9.25;2.11;0.35;0.08;0.43;0.4;0.43;0.09",
"32;""Roger"";""Levante"";29;2152;7;3;8.28;3.13;0.35;0.13;0.48;0.38;0.45;0.15",
"33;""Hugo Duro"";""Getafe","Valencia"";31;1873;7;1;4.48;0.7;0.22;0.03;0.25;0.25;0.31;0.12"
"34;""Gonzalo Melero"";""Levante"";29;1710;7;2;4.19;0.97;0.22;0.05;0.27;0.19;0.31;0.14",
"35;""Álvaro García"";""Rayo Vallecano"";36;3007;7;4;6.17;6.4;0.18;0.19;0.38;0.38;0.46;0.16",
"36;""Falcao"";""Rayo Vallecano"";22;812;6;0;5.83;0.51;0.65;0.06;0.7;0.7;0.61;0.07",
"37;""Lucas Ocampos"";""Sevilla"";30;2129;6;4;6.68;2.01;0.28;0.08;0.37;0.37;0.45;0.16",
"38;""Borja Mayoral"";""Getafe"";18;1051;6;1;3.01;1.06;0.26;0.09;0.35;0.28;0.35;0.09",
"39;""Yannick Carrasco"";""Atletico Madrid"";34;2604;6;6;5.4;7.22;0.19;0.25;0.44;0.38;0.47;0.2",
"40;""Manu Trigueros"";""Villarreal"";35;2237;6;4;6.29;3;0.25;0.12;0.37;0.37;0.73;0.46",
"41;""Raúl García"";""Athletic Club"";35;1845;6;2;6.79;3.42;0.33;0.17;0.5;0.46;0.53;0.18",
"42;""Nabil Fekir"";""Real Betis"";34;2839;6;9;5.3;7.9;0.17;0.25;0.42;0.42;0.47;0.21",
"43;""Alexander Isak"";""Real Sociedad"";32;2168;6;2;10.8;3.97;0.45;0.16;0.61;0.55;0.62;0.15",
"44;""Anthony Lozano"";""Cadiz"";31;1701;6;2;5.69;0.79;0.3;0.04;0.34;0.34;0.34;0.07",
"45;""Ezequiel Ávila"";""Osasuna"";36;1900;6;1;5;2.38;0.24;0.11;0.35;0.31;0.32;0.07",
"46;""Matheus Cunha"";""Atletico Madrid"";29;1026;6;4;7.31;2.12;0.64;0.19;0.83;0.83;0.92;0.27",
"47;""Oihan Sancet"";""Athletic Club"";27;1430;6;4;4.58;3.68;0.29;0.23;0.52;0.52;0.7;0.29",
"48;""Antonio Puertas"";""Granada"";33;2289;6;1;4.83;0.94;0.19;0.04;0.23;0.23;0.26;0.13",
"49;""Luuk de Jong"";""Barcelona"";21;623;6;0;5.14;0.29;0.74;0.04;0.78;0.78;0.74;0.17",
"50;""Yeremi Pino"";""Villarreal"";31;1717;6;4;7.21;3.57;0.38;0.19;0.57;0.57;0.65;0.21",
"51;""Erik Lamela"";""Sevilla"";20;1008;5;2;2.84;2.22;0.25;0.2;0.45;0.45;0.79;0.45",
"52;""Alejandro Gomez"";""Sevilla"";29;1790;5;1;2.69;3.01;0.14;0.15;0.29;0.29;0.52;0.31",
"53;""Lucas Pérez"";""Cadiz","Elche"";33;2355;5;3;5.85;5.23;0.22;0.2;0.42;0.42;0.48;0.2"
"54;""Salva Sevilla"";""Mallorca"";28;1531;5;3;4.48;2.52;0.26;0.15;0.41;0.24;0.31;0.21",
"55;""Gonzalo Escalante"";""Alaves"";17;1325;5;0;3.46;0.2;0.24;0.01;0.25;0.25;0.3;0.13",
"56;""Sergio Canales"";""Real Betis"";34;2830;5;8;3.96;5.7;0.13;0.18;0.31;0.31;0.48;0.28",
"57;""Álex Moreno"";""Real Betis"";30;2407;5;3;3.6;2.34;0.13;0.09;0.22;0.22;0.39;0.24",
"58;""Fidel"";""Elche"";33;2323;5;6;3.31;4.75;0.13;0.18;0.31;0.28;0.44;0.29",
"59;""Kike García"";""Osasuna"";33;1835;5;1;6.86;2.26;0.34;0.11;0.45;0.41;0.44;0.12",
"60;""Youssef En-Nesyri"";""Sevilla"";23;1305;5;1;6.82;1.17;0.47;0.08;0.55;0.5;0.57;0.2",
"61;""Maxi Gómez"";""Valencia"";29;1967;5;1;4.92;1.82;0.22;0.08;0.31;0.31;0.35;0.12",
"62;""Pau Torres"";""Villarreal"";33;2862;5;1;4.81;2.17;0.15;0.07;0.22;0.22;0.38;0.38",
"63;""Boulaye Dia"";""Villarreal"";25;1264;5;5;5.26;2.46;0.37;0.18;0.55;0.55;0.71;0.19",
"64;""Vedat Muriqi"";""Mallorca"";16;1440;5;3;4.59;0.99;0.29;0.06;0.35;0.26;0.29;0.1",
"65;""Ivan Rakitic"";""Sevilla"";35;2190;4;6;2.81;3.51;0.12;0.14;0.26;0.2;0.42;0.34",
"66;""Aritz Elustondo"";""Real Sociedad"";30;2100;4;1;2.19;0.26;0.09;0.01;0.1;0.1;0.23;0.23",
"67;""Denis Suárez"";""Celta Vigo"";38;2860;4;5;2.37;3.7;0.07;0.12;0.19;0.19;0.36;0.24",
"68;""Muniain"";""Athletic Club"";35;2839;4;10;7.36;10.63;0.23;0.34;0.57;0.5;0.49;0.29",
"69;""Alfonso"";""Villarreal"";28;1710;4;4;1.61;4.7;0.08;0.25;0.33;0.33;0.48;0.31",
"70;""Thomas Lemar"";""Atletico Madrid"";24;1458;4;5;4.05;3.57;0.25;0.22;0.47;0.47;0.63;0.35",
"71;""Rubén Sobrino"";""Cadiz","Valencia"";34;1844;4;1;5.24;1.54;0.26;0.07;0.33;0.33;0.38;0.11"
"72;""David García"";""Osasuna"";35;3106;4;0;1.68;0.92;0.05;0.03;0.08;0.08;0.14;0.13",
"73;""Brais Méndez"";""Celta Vigo"";37;3053;4;5;4.33;3.49;0.13;0.1;0.23;0.23;0.4;0.24",
"74;""Ferrán Torres"";""Barcelona"";18;1427;4;4;7.61;3.75;0.48;0.24;0.72;0.67;0.86;0.41",
"75;""Alexander Sørloth"";""Real Sociedad"";33;1762;4;0;6.84;3.69;0.35;0.19;0.54;0.54;0.58;0.16",
"76;""Javi Puado"";""Espanyol"";30;2278;4;1;5.65;1.13;0.22;0.04;0.27;0.27;0.3;0.12",
"77;""Anssumane Fati"";""Barcelona"";10;323;4;0;1.33;0.47;0.37;0.13;0.5;0.5;0.64;0.24",
"78;""Rodrygo"";""Real Madrid"";33;1509;4;4;4.44;3.11;0.26;0.19;0.45;0.45;0.75;0.33",
"79;""Ronald Araújo"";""Barcelona"";30;2269;4;0;1.79;1.48;0.07;0.06;0.13;0.13;0.37;0.34",
"80;""Jorge De Frutos"";""Levante"";25;1778;4;7;5.77;3.83;0.29;0.19;0.49;0.49;0.52;0.16",
"81;""Luis Milla"";""Granada"";34;2793;4;3;3.36;3.74;0.11;0.12;0.23;0.16;0.22;0.14",
"82;""Dani Gómez"";""Levante"";28;1046;4;2;4.41;2.06;0.38;0.18;0.56;0.56;0.78;0.3",
"83;""Pedri"";""Barcelona"";12;891;4;0;1.21;0.89;0.12;0.09;0.21;0.21;0.97;0.84",
"84;""Adnan Januzaj"";""Real Sociedad"";33;1625;3;0;4.26;3;0.24;0.17;0.4;0.32;0.37;0.2",
"85;""Alberto Moreno"";""Villarreal"";24;1222;3;2;2.45;2.82;0.18;0.21;0.39;0.39;0.45;0.17",
"86;""Rodrigo de Paul"";""Atletico Madrid"";36;2155;3;1;1.53;4.64;0.06;0.19;0.26;0.26;0.44;0.31",
"87;""Nacho"";""Real Madrid"";28;1531;3;0;1.96;0.3;0.12;0.02;0.13;0.13;0.54;0.5",
"88;""Lucas Vázquez"";""Real Madrid"";29;1849;3;0;2.09;2.91;0.1;0.14;0.24;0.24;0.66;0.51",
"89;""Antoine Griezmann"";""Atletico Madrid","Barcelona"";29;1994;3;4;6.08;3.18;0.27;0.14;0.42;0.42;0.57;0.27"
"90;""Roberto Soldado"";""Levante"";18;651;3;2;3.74;0.95;0.52;0.13;0.65;0.65;0.65;0.03",
"91;""Iñigo Martínez"";""Athletic Club"";27;2345;3;0;2.25;0.62;0.09;0.02;0.11;0.11;0.19;0.17",
"92;""Sandro Ramírez"";""Getafe"";29;1487;3;0;2.62;1.02;0.16;0.06;0.22;0.22;0.22;0.07",
"93;""Sergi Darder"";""Espanyol"";36;3143;3;9;2.45;4.09;0.07;0.12;0.19;0.19;0.36;0.23",
"94;""Óscar Trejo"";""Rayo Vallecano"";32;2060;3;9;3.59;4.64;0.16;0.2;0.36;0.26;0.34;0.18",
"95;""Ángel"";""Mallorca"";29;1564;3;2;4.24;1.22;0.24;0.07;0.31;0.31;0.3;0.05",
"96;""Álex Fernández"";""Cadiz"";32;2043;3;2;2.91;1.59;0.13;0.07;0.2;0.13;0.25;0.15",
"97;""Darwin Machís"";""Granada"";25;1389;3;3;1.43;1.97;0.09;0.13;0.22;0.22;0.34;0.18",
"98;""Víctor Laguardia"";""Alaves"";34;3049;3;2;2.4;0.9;0.07;0.03;0.1;0.1;0.16;0.15",
"99;""Alex Berenguer"";""Athletic Club"";34;2189;3;6;5.94;6.9;0.24;0.28;0.53;0.5;0.59;0.26",
"100;""Mikel Merino"";""Real Sociedad"";34;2905;3;2;5.03;4.43;0.16;0.14;0.29;0.29;0.46;0.29",
"101;""Diego Carlos"";""Sevilla"";34;2973;3;0;2.5;0.38;0.08;0.01;0.09;0.09;0.33;0.33",
"102;""Enis Bardhi"";""Levante"";30;1699;3;3;3.85;3.23;0.2;0.17;0.37;0.3;0.29;0.08",
"103;""Samuel Chukwueze"";""Villarreal"";27;1308;3;3;4.85;4.7;0.33;0.32;0.66;0.66;0.93;0.32",
"104;""Frenkie de Jong"";""Barcelona"";32;2496;3;3;4.65;3.32;0.17;0.12;0.29;0.29;0.7;0.46",
"105;""Dani Rodríguez"";""Mallorca"";36;2857;3;3;3.37;3.66;0.11;0.12;0.22;0.22;0.23;0.06",
"106;""Abdón Prats"";""Mallorca"";23;625;3;0;1.43;0.63;0.21;0.09;0.3;0.3;0.29;0.04",
"107;""Tete Morente"";""Elche"";32;1624;3;3;2.81;2.14;0.16;0.12;0.27;0.27;0.35;0.11",
"108;""Franco Cervi"";""Celta Vigo"";33;1811;3;3;2.95;0.84;0.15;0.04;0.19;0.19;0.37;0.19",
"109;""Randy Nteka"";""Rayo Vallecano"";34;1488;3;0;3.13;1.6;0.19;0.1;0.29;0.29;0.27;0.05",
"110;""David Alaba"";""Real Madrid"";30;2648;2;3;2.16;2.48;0.07;0.08;0.16;0.16;0.42;0.37",
"111;""Philippe Coutinho"";""Barcelona"";12;501;2;0;3.23;0.59;0.58;0.11;0.69;0.55;0.82;0.42",
"112;""Gabriel"";""Valencia"";19;1603;2;1;1.12;0.12;0.06;0.01;0.07;0.07;0.19;0.19",
"113;""Francis Coquelin"";""Villarreal"";20;805;2;1;0.26;0.68;0.03;0.08;0.1;0.1;0.54;0.47",
"114;""David Silva"";""Real Sociedad"";25;1753;2;4;2.55;4.74;0.13;0.24;0.37;0.37;0.63;0.36",
"115;""Cristian Tello"";""Real Betis"";23;778;2;2;1.85;1.98;0.21;0.23;0.44;0.44;0.6;0.28",
"116;""Nolito"";""Celta Vigo"";32;1374;2;0;2.78;2.25;0.18;0.15;0.33;0.33;0.45;0.16",
"117;""Sergio Escudero"";""Granada"";27;1424;2;1;1.38;1.47;0.09;0.09;0.18;0.18;0.27;0.21",
"118;""Jordi Alba"";""Barcelona"";30;2653;2;10;1.19;7.62;0.04;0.26;0.3;0.3;0.89;0.7",
"119;""Sergio Busquets"";""Barcelona"";36;3212;2;0;0.57;1.7;0.02;0.05;0.06;0.06;0.62;0.57",
"120;""Aleix Vidal"";""Espanyol"";31;1910;2;0;0.89;2.68;0.04;0.13;0.17;0.17;0.39;0.28",
"121;""Sergi Roberto"";""Barcelona"";9;398;2;1;1.34;0.32;0.3;0.07;0.38;0.38;0.44;0.08",
"122;""Munir"";""Sevilla"";16;448;2;0;1.41;0.68;0.28;0.14;0.42;0.42;0.5;0.14",
"123;""Moi Gómez"";""Villarreal"";29;1258;2;2;3.26;2.42;0.23;0.17;0.41;0.41;0.6;0.27",
"124;""Luka Modric"";""Real Madrid"";28;2070;2;8;2.07;5.68;0.09;0.25;0.34;0.3;0.75;0.57",
"125;""Daniel Parejo"";""Villarreal"";33;2718;2;10;1.49;7.37;0.05;0.24;0.29;0.27;0.62;0.54",
"126;""Óliver Torres"";""Sevilla"";26;989;2;3;0.66;2.2;0.06;0.2;0.26;0.26;0.53;0.44",
"127;""Óscar Duarte"";""Levante"";23;1777;2;0;1.21;0.6;0.06;0.03;0.09;0.09;0.18;0.17",
"128;""José Gayá"";""Valencia"";24;1884;2;4;1.24;2.78;0.06;0.13;0.19;0.19;0.31;0.18",
"129;""Raíllo"";""Mallorca"";17;1530;2;0;1.2;0;0.07;0;0.07;0.07;0.15;0.14",
"130;""Martin Braithwaite"";""Barcelona"";4;242;2;1;1.65;1.54;0.61;0.57;1.18;1.18;1.03;0.2",
"131;""Guido Carrillo"";""Elche"";29;1130;2;0;4.04;0.21;0.32;0.02;0.34;0.34;0.46;0.2",
"132;""José Campaña"";""Levante"";20;1440;2;2;1.79;1.45;0.11;0.09;0.2;0.16;0.33;0.24",
"133;""Mikel Vesga"";""Athletic Club"";32;1360;2;0;1.4;0.93;0.09;0.06;0.15;0.15;0.33;0.23",
"134;""Roberto Torres"";""Osasuna"";28;768;2;2;1.94;2.58;0.23;0.3;0.53;0.36;0.4;0.2",
"135;""Kike Barja"";""Osasuna"";21;848;2;0;2.23;0.87;0.24;0.09;0.33;0.33;0.58;0.27",
"136;""Asier Villalibre"";""Athletic Club"";19;505;2;0;2.66;0.19;0.47;0.03;0.51;0.51;0.46;0.02",
"137;""Thomas Delaney"";""Sevilla"";26;1533;2;1;1.33;0.98;0.08;0.06;0.14;0.14;0.23;0.14",
"138;""Mario Hermoso"";""Atletico Madrid"";26;1874;2;1;2.07;0.61;0.1;0.03;0.13;0.13;0.42;0.35",
"139;""Leandro Cabrera"";""Espanyol"";37;3330;2;0;0.97;1.17;0.03;0.03;0.06;0.06;0.18;0.17",
"140;""Iván Alejo"";""Cadiz"";20;1072;2;2;1.24;1.93;0.1;0.16;0.27;0.27;0.41;0.16",
"141;""Ferland Mendy"";""Real Madrid"";22;1742;2;1;1.37;1.15;0.07;0.06;0.13;0.13;0.62;0.55",
"142;""Johan Mojica"";""Elche"";33;2860;2;5;0.6;6.04;0.02;0.19;0.21;0.21;0.29;0.19",
"143;""Jules Koundé"";""Sevilla"";32;2743;2;1;1.55;2.49;0.05;0.08;0.13;0.13;0.34;0.31",
"144;""Manuel Morlanes"";""Espanyol"";27;1130;2;0;0.74;0.55;0.06;0.04;0.1;0.1;0.46;0.4",
"145;""Dani Vivian"";""Athletic Club"";24;1981;2;1;1.96;1;0.09;0.05;0.13;0.13;0.28;0.28",
"146;""Rubén Alcaraz"";""Cadiz"";14;1103;2;0;1.24;0.76;0.1;0.06;0.16;0.16;0.29;0.21",
"147;""William Carvalho"";""Real Betis"";33;1813;2;3;3.06;1.71;0.15;0.08;0.24;0.24;0.57;0.41",
"148;""Eduardo Camavinga"";""Real Madrid"";26;1221;2;1;1.03;1.41;0.08;0.1;0.18;0.18;0.77;0.6",
"149;""Martín Zubimendi"";""Real Sociedad"";36;2562;2;1;2.62;0.59;0.09;0.02;0.11;0.11;0.24;0.19",
"150;""Álex Collado"";""Granada"";17;1042;2;1;1;0.95;0.09;0.08;0.17;0.17;0.3;0.2",
"151;""Alejandro Catena"";""Rayo Vallecano"";36;3240;2;2;1.24;1.07;0.03;0.03;0.06;0.06;0.16;0.15",
"152;""Darío Benedetto"";""Elche"";14;587;2;1;2.68;0.48;0.41;0.07;0.48;0.48;0.52;0.05",
"153;""Iddrisu Baba"";""Mallorca"";26;1952;2;0;1.85;0.39;0.09;0.02;0.1;0.1;0.16;0.12",
"154;""Jon Moncayola"";""Osasuna"";36;2933;2;3;2.44;2.03;0.07;0.06;0.14;0.14;0.25;0.16",
"155;""Germán Sánchez"";""Granada"";32;2291;2;1;1.53;0.53;0.06;0.02;0.08;0.08;0.12;0.11",
"156;""Renan Lodi"";""Atletico Madrid"";29;1172;2;2;0.98;2.4;0.08;0.18;0.26;0.26;0.59;0.4",
"157;""Felipe"";""Atletico Madrid"";26;1488;2;1;1.28;0.65;0.08;0.04;0.12;0.12;0.23;0.23",
"158;""Fernando Niño"";""Mallorca"";23;875;2;0;4.59;0.41;0.47;0.04;0.51;0.51;0.45;0.02",
"159;""Julen Lobete"";""Real Sociedad"";13;262;2;0;1.07;0.02;0.37;0.01;0.37;0.37;0.38;0.02",
"160;""Nicolás Melamed"";""Espanyol"";31;1058;2;0;0.94;1.09;0.08;0.09;0.17;0.17;0.25;0.1",
"161;""Kike Pérez"";""Elche"";12;512;2;0;1.16;0.9;0.2;0.16;0.36;0.36;0.58;0.23",
"162;""Alfonso Espino"";""Cadiz"";37;3330;2;2;2.04;2.93;0.06;0.08;0.13;0.13;0.23;0.14",
"163;""Salvi Sánchez"";""Cadiz"";23;1399;2;1;2.59;1.13;0.17;0.07;0.24;0.19;0.17;0.01",
"164;""Josan"";""Elche"";31;1169;2;3;0.86;3.07;0.07;0.24;0.3;0.3;0.41;0.17",
"165;""Omar Alderete"";""Valencia"";29;2428;2;0;0.98;0.15;0.04;0.01;0.04;0.04;0.09;0.08",
"166;""Mamadou Loum"";""Alaves"";32;2334;2;0;3.18;0.59;0.12;0.02;0.15;0.15;0.17;0.12",
"167;""Nico González"";""Barcelona"";27;1107;2;1;1.42;0.82;0.12;0.07;0.18;0.18;0.64;0.47",
"168;""Gavi"";""Barcelona"";34;2345;2;5;4.45;4.29;0.17;0.16;0.34;0.34;0.63;0.36",
"169;""Isi Palazón"";""Rayo Vallecano"";34;2330;2;4;3.37;2.73;0.13;0.11;0.24;0.24;0.3;0.2",
"170;""Pathé Ciss"";""Rayo Vallecano"";31;1061;2;1;1.85;0.3;0.16;0.03;0.18;0.18;0.26;0.21",
"171;""Thiago Galhardo"";""Celta Vigo"";31;1115;2;2;4.18;2.92;0.34;0.24;0.57;0.57;0.66;0.13",
"172;""Jesús Corona"";""Sevilla"";18;1175;2;4;1.97;3.3;0.15;0.25;0.4;0.4;0.54;0.21",
"173;""Etienne Capoue"";""Villarreal"";30;2312;1;1;0.65;1.04;0.03;0.04;0.07;0.07;0.39;0.36",
"174;""Fernando"";""Sevilla"";24;1846;1;1;0.8;0.28;0.04;0.01;0.05;0.05;0.32;0.29",
"175;""Sergio Agüero"";""Barcelona"";4;148;1;0;1.16;0.33;0.7;0.2;0.9;0.9;0.91;0.01",
"176;""Pablo Maffeo"";""Mallorca"";35;2963;1;4;1.81;2.58;0.06;0.08;0.13;0.13;0.22;0.15",
"177;""Dani Alves"";""Barcelona"";14;1111;1;3;0.15;2.39;0.01;0.19;0.21;0.21;0.58;0.52",
"178;""Geoffrey Kondogbia"";""Atletico Madrid"";28;1883;1;2;0.38;1.24;0.02;0.06;0.08;0.08;0.41;0.34",
"179;""Shkodran Mustafi"";""Levante"";11;652;1;0;0.09;0;0.01;0;0.01;0.01;0.13;0.12",
"180;""Sime Vrsaljko"";""Atletico Madrid"";21;904;1;2;1.08;0.85;0.11;0.08;0.19;0.19;0.33;0.28",
"181;""Ezequiel Ponce"";""Elche"";13;665;1;0;2.92;0.27;0.4;0.04;0.43;0.43;0.47;0.11",
"182;""Coke"";""Levante"";6;106;1;0;0.84;0.04;0.71;0.04;0.75;0.75;0.87;0.84",
"183;""Rubén Rochina"";""Granada"";15;735;1;3;0.65;1.06;0.08;0.13;0.21;0.21;0.26;0.18",
"184;""Edgar Méndez"";""Alaves"";32;1626;1;1;1.43;3.06;0.08;0.17;0.25;0.25;0.25;0.02",
"185;""Gerard Piqué"";""Barcelona"";27;2092;1;0;1.77;0.34;0.08;0.01;0.09;0.09;0.54;0.53",
"186;""Rafinha"";""Real Sociedad"";17;1073;1;0;2.73;0.83;0.23;0.07;0.3;0.3;0.54;0.29",
"187;""Enzo Roco"";""Elche"";30;2566;1;0;1.16;0.14;0.04;0;0.05;0.05;0.14;0.13",
"188;""Germán Pezzella"";""Real Betis"";23;2001;1;0;1.63;0;0.07;0;0.07;0.07;0.15;0.15",
"189;""Bebé"";""Rayo Vallecano"";29;808;1;2;1.86;2.22;0.21;0.25;0.45;0.45;0.53;0.27",
"190;""Rubén García"";""Osasuna"";37;2412;1;6;3.71;3.64;0.14;0.14;0.27;0.22;0.31;0.18",
"191;""Yuri"";""Athletic Club"";14;1012;1;2;0.65;1.23;0.06;0.11;0.17;0.17;0.38;0.27",
"192;""Casemiro"";""Real Madrid"";32;2596;1;3;2.56;3.79;0.09;0.13;0.22;0.22;0.68;0.58",
"193;""Gareth Bale"";""Real Madrid"";5;293;1;0;1.59;0.11;0.49;0.04;0.52;0.52;0.55;0.12",
"194;""Isco"";""Real Madrid"";14;308;1;0;0.53;1.56;0.16;0.46;0.61;0.61;1.26;0.81",
"195;""Daniel Carvajal"";""Real Madrid"";24;1544;1;3;0.75;2.55;0.04;0.15;0.19;0.19;0.63;0.55",
"196;""Koke"";""Atletico Madrid"";31;2516;1;2;0.71;1.73;0.03;0.06;0.09;0.09;0.44;0.38",
"197;""Giménez"";""Atletico Madrid"";24;2054;1;1;1.34;0.73;0.06;0.03;0.09;0.09;0.19;0.19",
"198;""Hugo Mallo"";""Celta Vigo"";21;1832;1;1;1.6;3.07;0.08;0.15;0.23;0.23;0.41;0.23",
"199;""Sergi Gómez"";""Espanyol"";31;2731;1;2;0.46;1;0.02;0.03;0.05;0.05;0.18;0.17",
"200;""Daniel Wass"";""Atletico Madrid","Valencia"";20;1665;1;1;2;0.57;0.11;0.03;0.14;0.14;0.26;0.19"
"201;""Rober"";""Levante"";27;2012;1;0;1.91;0.19;0.09;0.01;0.09;0.09;0.16;0.15",
"202;""Pedro Bigas"";""Elche"";19;1566;1;0;0.77;0.22;0.04;0.01;0.06;0.06;0.17;0.15",
"203;""Montoro"";""Granada"";24;1327;1;1;1.72;1.5;0.12;0.1;0.22;0.22;0.24;0.1",
"204;""Toni Kroos"";""Real Madrid"";28;2119;1;3;2.18;4.18;0.09;0.18;0.27;0.27;0.76;0.63",
"205;""Paco Alcácer"";""Villarreal"";18;791;1;3;3.4;1.68;0.39;0.19;0.58;0.58;0.67;0.29",
"206;""De Marcos"";""Athletic Club"";22;1700;1;2;0.45;2.26;0.02;0.12;0.14;0.14;0.49;0.39",
"207;""Marc Bartra"";""Real Betis"";23;1993;1;0;1.47;0.1;0.07;0;0.07;0.07;0.24;0.23",
"208;""Cristiano Piccini"";""Valencia"";6;323;1;0;0.15;0.19;0.04;0.05;0.1;0.1;0.18;0.13",
"209;""Ousmane Dembélé"";""Barcelona"";21;1405;1;13;3.17;8.72;0.2;0.56;0.76;0.76;1;0.41",
"210;""Aissa Mandi"";""Villarreal"";17;1368;1;0;1.82;0.02;0.12;0;0.12;0.12;0.46;0.46",
"211;""Clément Grenier"";""Mallorca"";5;48;1;0;0.61;0.02;1.14;0.03;1.18;1.18;1.39;0.22",
"212;""Stefan Mitrovic"";""Getafe"";32;2688;1;0;0.24;0.08;0.01;0;0.01;0.01;0.06;0.06",
"213;""Darko Brasanac"";""Osasuna"";35;2436;1;2;1.62;1.77;0.06;0.07;0.13;0.13;0.3;0.19",
"214;""Carles Aleñá"";""Getafe"";33;2381;1;2;1.97;1.21;0.07;0.05;0.12;0.12;0.19;0.11",
"215;""Mariano"";""Real Madrid"";9;340;1;1;2.67;1.35;0.71;0.36;1.06;1.06;1.01;0.12",
"216;""Víctor Díaz"";""Granada"";22;1501;1;0;0.79;0.13;0.05;0.01;0.06;0.06;0.06;0.05",
"217;""José Ángel"";""Osasuna"";23;1085;1;1;0.2;1.94;0.02;0.16;0.18;0.18;0.33;0.24",
"218;""Oier"";""Osasuna"";25;738;1;0;1.06;0.15;0.13;0.02;0.15;0.15;0.2;0.16",
