"number;""player"";""team"";""apps"";""min"";""goals"";""a"";""xG"";""xA"";""xG90"";""xA90"";""xG90xA90"";""NPxG90xA90"";""xGChain90"";""xGBuildup90""",
"90;""Willian José"";""Real Sociedad"";13;685;3;1;3.4;1.16;0.45;0.15;0.6;0.5;0.51;0.12",
"91;""Toni Kroos"";""Real Madrid"";28;2116;3;9;2.31;7.47;0.1;0.32;0.42;0.42;0.53;0.38",
"92;""Daniel Parejo"";""Villarreal"";36;3135;3;5;1.45;5.41;0.04;0.16;0.2;0.2;0.57;0.49",
"93;""Aissa Mandi"";""Real Betis"";28;2399;3;1;2.49;1.02;0.09;0.04;0.13;0.13;0.15;0.14",
"94;""Mauro Arambarri"";""Getafe"";34;2993;3;0;1.99;2.04;0.06;0.06;0.12;0.12;0.15;0.1",
"95;""Guido Carrillo"";""Elche"";21;1002;3;2;2.39;0.96;0.21;0.09;0.3;0.3;0.37;0.1",
"96;""Unai López"";""Athletic Club"";26;1427;3;0;1.16;1.57;0.07;0.1;0.17;0.17;0.41;0.29",
"97;""Federico Valverde"";""Real Madrid"";24;1345;3;1;2.59;3.19;0.17;0.21;0.39;0.39;0.71;0.43",
"98;""Anthony Lozano"";""Cadiz"";29;1540;3;1;5.77;1.12;0.34;0.07;0.4;0.4;0.34;0.02",
"99;""Fran Beltrán"";""Celta Vigo"";32;1385;3;0;1.49;0.43;0.1;0.03;0.13;0.13;0.4;0.29",
"100;""Vinícius Júnior"";""Real Madrid"";35;1972;3;3;6.82;5.3;0.31;0.24;0.55;0.55;0.68;0.21",
"101;""Marc Cucurella"";""Getafe"";37;3255;3;2;2.2;3.6;0.06;0.1;0.16;0.16;0.26;0.14",
"102;""Roberto López"";""Real Sociedad"";17;490;3;0;0.6;0.81;0.11;0.15;0.26;0.26;0.24;0.03",
"103;""Ander Barrenetxea"";""Real Sociedad"";31;1296;3;0;2.12;1.62;0.15;0.11;0.26;0.26;0.36;0.14",
"104;""Yangel Herrera"";""Granada"";32;2311;3;1;3.56;0.8;0.14;0.03;0.17;0.17;0.23;0.15",
"105;""Frenkie de Jong"";""Barcelona"";37;3159;3;4;5.63;5.81;0.16;0.17;0.33;0.33;0.87;0.66",
"106;""Germán Sánchez"";""Granada"";34;2629;3;1;2.57;0.17;0.09;0.01;0.09;0.09;0.05;0.04",
"107;""Antonio Puertas"";""Granada"";35;2157;3;5;3.47;1.94;0.14;0.08;0.23;0.23;0.2;0.05",
"108;""Esteban Burgos"";""Eibar"";14;1120;3;1;3.4;0.78;0.27;0.06;0.34;0.16;0.06;0.05",
"109;""Fernando Niño"";""Villarreal"";17;598;3;0;4.1;0.21;0.62;0.03;0.65;0.65;0.76;0.21",
"110;""Raúl Guti"";""Elche"";36;2886;3;1;1.6;0.67;0.05;0.02;0.07;0.07;0.17;0.12",
"111;""Trincão"";""Barcelona"";28;636;3;2;3.13;0.48;0.44;0.07;0.51;0.51;1.12;0.75",
"112;""Pedri"";""Barcelona"";37;2441;3;3;5.03;3.64;0.19;0.13;0.32;0.32;0.91;0.69",
"113;""Yeremi Pino"";""Villarreal"";24;763;3;1;1;1.52;0.12;0.18;0.3;0.3;0.47;0.22",
"114;""Philippe Coutinho"";""Barcelona"";12;667;2;2;4.29;0.68;0.58;0.09;0.67;0.67;0.92;0.3",
"115;""David Silva"";""Real Sociedad"";21;1411;2;5;2.67;3.38;0.17;0.22;0.39;0.39;0.74;0.48",
"116;""Eden Hazard"";""Real Madrid"";14;530;2;2;1.34;0.74;0.23;0.13;0.35;0.35;0.45;0.17",
"117;""Diego Costa"";""Atletico Madrid"";7;203;2;0;1.5;0.51;0.66;0.23;0.89;0.56;0.86;0.36",
"118;""Juanmi"";""Real Betis"";16;600;2;0;3.08;0.05;0.46;0.01;0.47;0.47;0.39;0.13",
"119;""Jeison Murillo"";""Celta Vigo"";31;2708;2;0;0.7;0.19;0.02;0.01;0.03;0.03;0.22;0.22",
"120;""Ander Capa"";""Athletic Club"";28;2145;2;1;1.12;1.31;0.05;0.05;0.1;0.1;0.22;0.15",
"121;""Joaquín"";""Real Betis"";27;1310;2;5;0.59;2.58;0.04;0.18;0.22;0.22;0.34;0.23",
"122;""Raphael Varane"";""Real Madrid"";31;2718;2;0;2.73;0.17;0.09;0.01;0.1;0.1;0.31;0.3",
"123;""Sergio Ramos"";""Real Madrid"";15;1280;2;0;3.95;0.4;0.28;0.03;0.31;0.2;0.64;0.51",
"124;""Lucas Vázquez"";""Real Madrid"";24;1860;2;5;1.99;4.36;0.1;0.21;0.31;0.31;0.55;0.37",
"125;""Saúl Ñíguez"";""Atletico Madrid"";33;2041;2;1;3.29;1.45;0.15;0.06;0.21;0.18;0.45;0.36",
"126;""Víctor Ruiz"";""Real Betis"";27;2148;2;0;1.53;0.05;0.06;0;0.07;0.07;0.21;0.21",
"127;""Álvaro Odriozola"";""Real Madrid"";13;828;2;0;0.71;0.57;0.08;0.06;0.14;0.14;0.22;0.11",
"128;""Javi Ontiveros"";""SD Huesca"";20;905;2;1;1.82;1.95;0.18;0.19;0.38;0.3;0.35;0.15",
"129;""Dani Calvo"";""Elche"";23;1771;2;0;1.3;0;0.07;0;0.07;0.07;0.01;0.01",
"130;""Martin Braithwaite"";""Barcelona"";29;1142;2;2;6;2.51;0.47;0.2;0.67;0.61;0.8;0.25",
"131;""Álvaro"";""Cadiz"";11;393;2;1;1.49;0.1;0.34;0.02;0.36;0.36;0.16;0.02",
"132;""Míchel"";""Real Valladolid"";22;944;2;0;0.85;0.48;0.08;0.05;0.13;0.13;0.21;0.12",
"133;""Darko Brasanac"";""Osasuna"";16;902;2;0;0.92;0.15;0.09;0.02;0.11;0.11;0.37;0.26",
"134;""Carles Aleñá"";""Barcelona","Getafe"";24;1421;2;2;1.8;2.35;0.11;0.15;0.26;0.26;0.39;0.17"
"135;""Dimitrios Siovas"";""SD Huesca"";36;3072;2;0;2.65;0.31;0.08;0.01;0.09;0.09;0.19;0.18",
"136;""Sergio León"";""Levante"";28;716;2;0;2.59;0.31;0.33;0.04;0.36;0.36;0.59;0.24",
"137;""Kike Barja"";""Osasuna"";33;1438;2;3;2.15;2.3;0.13;0.14;0.28;0.28;0.37;0.12",
"138;""Mikel Merino"";""Real Sociedad"";26;2162;2;4;4.32;3.28;0.18;0.14;0.32;0.32;0.6;0.38",
"139;""Domingos Quina"";""Granada"";8;344;2;0;0.3;0.15;0.08;0.04;0.12;0.12;0.13;0.01",
"140;""Pere Pons"";""Alaves"";22;1168;2;0;0.47;1.14;0.04;0.09;0.12;0.12;0.19;0.08",
"141;""Pau Torres"";""Villarreal"";33;2970;2;2;1.08;0.8;0.03;0.02;0.06;0.06;0.35;0.34",
"142;""Aitor Ruibal"";""Real Betis"";28;1617;2;2;2.74;2.05;0.15;0.11;0.27;0.27;0.36;0.15",
"143;""Jules Koundé"";""Sevilla"";34;2973;2;1;2.14;0.94;0.06;0.03;0.09;0.09;0.26;0.25",
"144;""Toni Villa"";""Real Valladolid"";21;961;2;0;0.79;1.04;0.07;0.1;0.17;0.17;0.3;0.17",
"145;""William Carvalho"";""Real Betis"";27;1215;2;0;1.41;0.59;0.1;0.04;0.15;0.15;0.24;0.17",
"146;""Juan Camilo Hernández"";""Getafe"";23;1479;2;3;2.52;1.24;0.15;0.08;0.23;0.23;0.29;0.08",
"147;""David Ferreiro"";""SD Huesca"";37;2554;2;4;1.74;5.59;0.06;0.2;0.26;0.26;0.35;0.23",
"148;""Oihan Sancet"";""Athletic Club"";24;1031;2;2;2.89;1.22;0.25;0.11;0.36;0.36;0.42;0.07",
"149;""Jon Moncayola"";""Osasuna"";36;2660;2;0;1.17;1.02;0.04;0.03;0.07;0.07;0.2;0.15",
"150;""Ronald Araújo"";""Barcelona"";24;1498;2;1;2.39;0.19;0.14;0.01;0.16;0.16;0.5;0.47",
"151;""Jon Morcillo"";""Athletic Club"";30;1362;2;2;0.99;2.7;0.07;0.18;0.24;0.24;0.24;0.14",
"152;""Marcos Mauro"";""Cadiz"";24;1827;2;0;1.38;0.04;0.07;0;0.07;0.07;0.08;0.08",
"153;""Salvi Sánchez"";""Cadiz"";28;1980;2;0;1.94;1.44;0.09;0.07;0.15;0.15;0.19;0.08",
"154;""Dani Gómez"";""Levante"";34;1671;2;2;3.17;0.74;0.17;0.04;0.21;0.21;0.26;0.11",
"155;""Alberto Perea"";""Cadiz"";27;1554;2;3;1.82;2.78;0.11;0.16;0.27;0.27;0.27;0.11",
"156;""Tete Morente"";""Elche"";30;2039;2;5;1.82;2.05;0.08;0.09;0.17;0.17;0.17;0.06",
"157;""Sergiño Dest"";""Barcelona"";30;1934;2;1;1.94;2.07;0.09;0.1;0.19;0.19;0.57;0.42",
"158;""Óscar Mingueza"";""Barcelona"";27;1915;2;2;0.97;1.06;0.05;0.05;0.1;0.1;0.51;0.48",
"159;""Augusto Solari"";""Celta Vigo"";16;466;2;2;1.19;1.74;0.23;0.34;0.57;0.57;0.59;0.24",
"160;""Yoshinori Muto"";""Eibar"";26;1118;1;1;2.48;1.09;0.2;0.09;0.29;0.29;0.3;0.09",
"161;""Takashi Inui"";""Eibar"";28;1844;1;0;2.32;1.49;0.11;0.07;0.19;0.19;0.22;0.08",
"162;""Nacho Monreal"";""Real Sociedad"";26;2080;1;1;1.55;1.69;0.07;0.07;0.14;0.14;0.42;0.41",
"163;""Etienne Capoue"";""Villarreal"";16;1221;1;0;0.3;0.17;0.02;0.01;0.03;0.03;0.21;0.18",
"164;""Shinji Okazaki"";""SD Huesca"";25;1131;1;1;1.51;0.19;0.12;0.02;0.14;0.14;0.18;0.05",
"165;""Pablo Maffeo"";""SD Huesca"";25;1996;1;4;0.74;3;0.03;0.14;0.17;0.17;0.32;0.22",
"166;""Rodrigo Ely"";""Alaves"";8;469;1;0;0.41;0.49;0.08;0.09;0.17;0.17;0.06;0.02",
"167;""Lucas Torreira"";""Atletico Madrid"";19;492;1;0;0.1;0.64;0.02;0.12;0.14;0.14;0.54;0.41",
"168;""Franco Vázquez"";""Sevilla"";15;136;1;0;0.18;0.14;0.12;0.09;0.21;0.21;0.96;0.84",
"169;""Facundo Roncaglia"";""Osasuna"";17;1238;1;1;0.43;0.55;0.03;0.04;0.07;0.07;0.19;0.14",
"170;""Sergio Escudero"";""Sevilla"";9;571;1;0;0.21;0.25;0.03;0.04;0.07;0.07;0.22;0.18",
"171;""Carlos Fernández"";""Real Sociedad","Sevilla"";16;534;1;2;1.44;1.57;0.24;0.27;0.51;0.51;0.44;0.13"
"172;""Diego González"";""Elche"";19;1281;1;0;0.51;0.04;0.04;0;0.04;0.04;0.14;0.14",
"173;""Sergi Roberto"";""Barcelona"";15;939;1;2;0.42;2.11;0.04;0.2;0.24;0.24;0.63;0.53",
"174;""Rubén Duarte"";""Alaves"";31;2554;1;1;1.33;2.72;0.05;0.1;0.14;0.14;0.21;0.13",
"175;""Papakouly Diop"";""Eibar"";33;2343;1;1;1.84;0.98;0.07;0.04;0.11;0.11;0.12;0.07",
"176;""Joan Jordán"";""Sevilla"";35;2436;1;6;2.08;3.09;0.08;0.11;0.19;0.19;0.4;0.29",
"177;""Quini"";""Granada"";19;1172;1;0;0.26;0.19;0.02;0.01;0.03;0.03;0.14;0.11",
"178;""Deyverson"";""Alaves"";27;869;1;3;1.33;1.82;0.14;0.19;0.33;0.33;0.41;0.11",
"179;""Damián Suárez"";""Getafe"";31;2440;1;0;0.3;1.07;0.01;0.04;0.05;0.05;0.11;0.09",
"180;""Pedro León"";""Eibar"";24;932;1;2;1.08;2.41;0.1;0.23;0.34;0.34;0.26;0.05",
"181;""Aritz Elustondo"";""Real Sociedad"";23;1893;1;0;0.58;0.23;0.03;0.01;0.04;0.04;0.36;0.36",
"182;""Yuri"";""Athletic Club"";23;1684;1;3;0.7;1.83;0.04;0.1;0.14;0.14;0.44;0.34",
"183;""Nacho"";""Real Madrid"";24;1998;1;0;1.3;0.21;0.06;0.01;0.07;0.07;0.27;0.26",
"184;""Stefan Savic"";""Atletico Madrid"";33;2954;1;0;0.65;0.11;0.02;0;0.02;0.02;0.41;0.4",
"185;""Koke"";""Atletico Madrid"";37;3026;1;2;2.11;2.8;0.06;0.08;0.15;0.15;0.5;0.42",
"186;""John Guidetti"";""Alaves"";10;190;1;0;0.7;0.02;0.33;0.01;0.34;0.34;0.14;0.07",
"187;""Manu Trigueros"";""Villarreal"";35;2558;1;6;2.23;4.77;0.08;0.17;0.25;0.25;0.59;0.4",
"188;""Adrián"";""Osasuna"";17;468;1;1;1.44;0.14;0.28;0.03;0.3;0.3;0.36;0.11",
"189;""Recio"";""Eibar"";17;724;1;0;1.3;0.73;0.16;0.09;0.25;0.16;0.33;0.29",
"190;""Roque Mesa"";""Real Valladolid"";25;1777;1;0;1.52;0.83;0.08;0.04;0.12;0.08;0.28;0.23",
"191;""Montoro"";""Granada"";22;1387;1;1;1.16;2.68;0.08;0.17;0.25;0.2;0.16;0.1",
"192;""Rúben Vezo"";""Levante"";32;2306;1;0;0.26;0.17;0.01;0.01;0.02;0.02;0.29;0.28",
"193;""José Mari"";""Cadiz"";22;1479;1;0;1.16;0.55;0.07;0.03;0.1;0.06;0.13;0.09",
"194;""Mikel Rico"";""SD Huesca"";32;2228;1;4;2.73;1.43;0.11;0.06;0.17;0.17;0.28;0.15",
"195;""Igor Zubeldia"";""Real Sociedad"";24;1962;1;1;1.5;0.77;0.07;0.04;0.1;0.1;0.29;0.29",
"196;""Óscar Duarte"";""Levante"";29;2060;1;0;0.81;0.13;0.04;0.01;0.04;0.04;0.21;0.21",
"197;""Bruno"";""Real Valladolid"";27;2261;1;0;0.23;0.01;0.01;0;0.01;0.01;0.09;0.09",
"198;""De Marcos"";""Athletic Club"";25;1525;1;2;1.42;1.88;0.08;0.11;0.19;0.19;0.45;0.32",
"199;""Toni Lato"";""Valencia"";15;719;1;0;0.79;0.29;0.1;0.04;0.14;0.14;0.15;0.13",
"200;""Tomás Pina"";""Alaves"";33;2614;1;1;0.73;0.91;0.03;0.03;0.06;0.06;0.16;0.14",
"201;""Iñigo Martínez"";""Athletic Club"";28;2520;1;0;1.4;0.51;0.05;0.02;0.07;0.07;0.22;0.2",
"202;""José Gayá"";""Valencia"";33;2850;1;7;1.94;4.32;0.06;0.14;0.2;0.2;0.28;0.13",
"203;""Alfonso"";""Villarreal"";29;2118;1;2;1.51;4.14;0.06;0.18;0.24;0.24;0.39;0.23",
"204;""Thomas Lemar"";""Atletico Madrid"";27;1396;1;3;1.77;2;0.11;0.13;0.24;0.24;0.59;0.47",
"205;""José Campaña"";""Levante"";9;747;1;2;1.45;2.18;0.17;0.26;0.44;0.35;0.39;0.24",
"206;""Ximo Navarro"";""Alaves"";31;2387;1;1;0.37;0.55;0.01;0.02;0.03;0.03;0.12;0.1",
"207;""Borja"";""SD Huesca"";21;1117;1;0;1.17;1.17;0.09;0.09;0.19;0.19;0.35;0.25",
"208;""Facundo Ferreyra"";""Celta Vigo"";13;272;1;0;1.41;0;0.47;0;0.47;0.47;0.42;0",
"209;""Rubén Sobrino"";""Cadiz","Valencia"";21;1149;1;0;2.14;0.84;0.17;0.07;0.23;0.23;0.26;0.04"
"210;""Clement Lenglet"";""Barcelona"";33;2477;1;0;2.4;0.79;0.09;0.03;0.12;0.12;0.7;0.69",
"211;""Yeray Álvarez"";""Athletic Club"";23;1947;1;0;0.46;0.4;0.02;0.02;0.04;0.04;0.2;0.19",
"212;""Florian Lejeune"";""Alaves"";34;3018;1;1;2.4;0.87;0.07;0.03;0.1;0.1;0.09;0.09",
"213;""Rubén Peña"";""Villarreal"";19;1113;1;1;0.73;0.63;0.06;0.05;0.11;0.11;0.27;0.2",
"214;""David García"";""Osasuna"";35;3150;1;0;1.58;0.57;0.05;0.02;0.06;0.06;0.09;0.08",
"215;""Mariano"";""Real Madrid"";16;497;1;0;1.82;0.13;0.33;0.02;0.35;0.35;0.4;0.08",
"216;""Raúl García"";""Real Valladolid"";8;503;1;0;0.13;0.29;0.02;0.05;0.07;0.07;0.17;0.14",
"217;""Kenan Kodro"";""Athletic Club","Real Valladolid"";17;492;1;0;1.93;0.21;0.35;0.04;0.39;0.26;0.29;0.04"
"218;""Kévin Rodrigues"";""Eibar"";22;1076;1;1;0.77;0.51;0.06;0.04;0.11;0.11;0.2;0.11",
"219;""Sergi Guardiola"";""Real Valladolid"";29;1794;1;2;4.74;2.19;0.24;0.11;0.35;0.27;0.36;0.1",
