"number;""player"";""team"";""apps"";""min"";""goals"";""a"";""xG"";""xA"";""xG90"";""xA90"";""xG90xA90"";""NPxG90xA90"";""xGChain90"";""xGBuildup90""",
"51;""Marco Richter"";""Hertha Berlin"";30;1706;5;1;3.81;2.73;0.2;0.14;0.34;0.34;0.44;0.2",
"52;""Woo-Yeong Jeong"";""Freiburg"";32;1811;5;2;6.65;1.93;0.33;0.1;0.43;0.43;0.51;0.15",
"53;""Jamal Musiala"";""Bayern Munich"";30;1447;5;5;5.82;4.99;0.36;0.31;0.67;0.67;1.08;0.47",
"54;""Jamie Leweling"";""Greuther Fuerth"";33;1962;5;1;3.85;1.6;0.18;0.07;0.25;0.25;0.29;0.07",
"55;""Donyell Malen"";""Borussia Dortmund"";27;1710;5;3;6.35;3.63;0.33;0.19;0.52;0.52;0.53;0.19",
"56;""Jesper Lindstrom"";""Eintracht Frankfurt"";29;2006;5;4;7.23;5.84;0.32;0.26;0.59;0.59;0.6;0.12",
"57;""Jonas Wind"";""Wolfsburg"";14;1196;5;1;4.85;2.45;0.37;0.18;0.55;0.55;0.71;0.29",
"58;""Filip Kostic"";""Eintracht Frankfurt"";31;2527;4;9;2.99;10.05;0.11;0.36;0.46;0.46;0.37;0.16",
"59;""Maximilian Arnold"";""Wolfsburg"";34;3004;4;2;1.37;4.53;0.04;0.14;0.18;0.18;0.31;0.26",
"60;""Daniel Caligiuri"";""Augsburg"";28;2027;4;2;3.85;2.25;0.17;0.1;0.27;0.17;0.22;0.14",
"61;""Lars Stindl"";""Borussia M.Gladbach"";26;1646;4;5;6.08;3.88;0.33;0.21;0.54;0.46;0.6;0.28",
"62;""Thorgan Hazard"";""Borussia Dortmund"";23;1347;4;1;2.96;2.72;0.2;0.18;0.38;0.38;0.56;0.3",
"63;""Eric Maxim Choupo-Moting"";""Bayern Munich"";20;332;4;2;4.47;1.15;1.21;0.31;1.52;1.52;1.53;0.46",
"64;""Milos Pantovic"";""Bochum"";28;1545;4;3;5.29;4.96;0.31;0.29;0.6;0.55;0.59;0.13",
"65;""Silvan Widmer"";""Mainz 05"";33;2932;4;5;2.85;2.72;0.09;0.08;0.17;0.17;0.34;0.22",
"66;""Roland Sallai"";""Freiburg"";31;1571;4;4;5.91;4.64;0.34;0.27;0.6;0.6;0.58;0.15",
"67;""Ellyes Skhiri"";""FC Cologne"";22;1812;4;1;3.44;0.87;0.17;0.04;0.21;0.21;0.29;0.18",
"68;""Ramy Bensebaini"";""Borussia M.Gladbach"";23;2021;4;1;3.77;1.05;0.17;0.05;0.21;0.15;0.34;0.29",
"69;""Raphael Guerreiro"";""Borussia Dortmund"";23;1820;4;2;2.92;2.18;0.14;0.11;0.25;0.21;0.5;0.38",
"70;""Davie Selke"";""Hertha Berlin"";25;992;4;0;4.57;0.59;0.42;0.05;0.47;0.4;0.43;0.09",
"71;""Florian Kainz"";""FC Cologne"";32;2406;4;4;3.38;6.04;0.13;0.23;0.35;0.35;0.59;0.38",
"72;""Jacob Bruun Larsen"";""Hoffenheim"";25;791;4;0;2.5;1.82;0.28;0.21;0.49;0.49;0.79;0.45",
"73;""Moussa Niakhate"";""Mainz 05"";30;2564;4;0;4.05;0.53;0.14;0.02;0.16;0.11;0.16;0.15",
"74;""Konrad Laimer"";""RasenBallsport Leipzig"";26;1253;4;4;2.65;3.02;0.19;0.22;0.41;0.41;0.91;0.61",
"75;""Daichi Kamada"";""Eintracht Frankfurt"";32;2143;4;3;4.56;2.58;0.19;0.11;0.3;0.3;0.52;0.24",
"76;""Konstantinos Mavropanos"";""VfB Stuttgart"";31;2714;4;0;3.19;0.47;0.11;0.02;0.12;0.12;0.3;0.26",
"77;""Evan Ndicka"";""Eintracht Frankfurt"";32;2860;4;4;2.49;1.69;0.08;0.05;0.13;0.13;0.17;0.15",
"78;""Florian Neuhaus"";""Borussia M.Gladbach"";29;2139;4;4;4.65;2.2;0.2;0.09;0.29;0.29;0.61;0.41",
"79;""Paulinho"";""Bayer Leverkusen"";24;1227;4;1;4.26;1.63;0.31;0.12;0.43;0.43;0.61;0.25",
"80;""Nico Schlotterbeck"";""Freiburg"";32;2795;4;1;4.53;1.59;0.15;0.05;0.2;0.2;0.26;0.22",
"81;""Tuta"";""Eintracht Frankfurt"";26;2197;4;0;2.71;0.14;0.11;0.01;0.12;0.12;0.15;0.14",
"82;""Robert Andrich"";""Bayer Leverkusen"";26;1824;4;2;2.58;2.04;0.13;0.1;0.23;0.23;0.53;0.42",
"83;""Sheraldo Becker"";""Union Berlin"";28;1773;4;6;2.78;8.29;0.14;0.42;0.56;0.56;0.64;0.2",
"84;""Wataru Endo"";""VfB Stuttgart"";33;2908;4;2;5.18;1.78;0.16;0.05;0.22;0.22;0.43;0.33",
"85;""Kevin Schade"";""Freiburg"";21;813;4;1;2.6;1.14;0.29;0.13;0.41;0.41;0.3;0.03",
"86;""Jae-Sung Lee"";""Mainz 05"";27;1477;4;3;3.1;2.17;0.19;0.13;0.32;0.32;0.51;0.24",
"87;""Tiago Tomás"";""VfB Stuttgart"";14;1091;4;0;4.45;1.48;0.37;0.12;0.49;0.49;0.48;0.07",
"88;""Alexander Hack"";""Mainz 05"";28;2085;3;1;2.9;0.97;0.13;0.04;0.17;0.17;0.17;0.16",
"89;""Sebastian Rudy"";""Hoffenheim"";21;748;3;1;2.1;0.28;0.25;0.03;0.29;0.29;0.63;0.38",
"90;""Simon Zoller"";""Bochum"";10;591;3;2;1.78;1.07;0.27;0.16;0.44;0.44;0.48;0.05",
"91;""Karim Bellarabi"";""Bayer Leverkusen"";16;685;3;2;2.36;1.24;0.31;0.16;0.47;0.47;0.66;0.27",
"92;""Joshua Kimmich"";""Bayern Munich"";28;2480;3;11;2.24;9.71;0.08;0.35;0.43;0.43;0.92;0.71",
"93;""Suat Serdar"";""Hertha Berlin"";30;2265;3;0;2.81;2.18;0.11;0.09;0.2;0.2;0.31;0.15",
"94;""Leon Goretzka"";""Bayern Munich"";19;1418;3;3;5.07;2.98;0.32;0.19;0.51;0.51;0.89;0.52",
"95;""Benjamin Henrichs"";""RasenBallsport Leipzig"";22;1125;3;3;1.26;2.89;0.1;0.23;0.33;0.33;0.73;0.44",
"96;""Marius Wolf"";""Borussia Dortmund"";27;1321;3;1;2.18;1.19;0.15;0.08;0.23;0.23;0.5;0.34",
"97;""Janik Haberer"";""Freiburg"";26;789;3;0;0.82;0.08;0.09;0.01;0.1;0.1;0.24;0.17",
"98;""Marc-Oliver Kempf"";""Hertha Berlin","VfB Stuttgart"";24;1892;3;1;2.06;1.39;0.1;0.07;0.16;0.16;0.21;0.18"
"99;""Marcus Thuram"";""Borussia M.Gladbach"";21;965;3;0;5.36;1.36;0.5;0.13;0.63;0.63;0.79;0.26",
"100;""Takuma Asano"";""Bochum"";27;1629;3;4;3.96;2.3;0.22;0.13;0.35;0.35;0.41;0.09",
"101;""Chris Führich"";""VfB Stuttgart"";25;1745;3;2;3.05;5.54;0.16;0.29;0.44;0.44;0.48;0.22",
"102;""Bote Baku"";""Wolfsburg"";34;2457;3;5;1.84;5.97;0.07;0.22;0.29;0.29;0.49;0.38",
"103;""Gonçalo Paciência"";""Eintracht Frankfurt"";18;487;3;0;3.21;0.11;0.59;0.02;0.61;0.33;0.44;0.19",
"104;""Niko Gießelmann"";""Union Berlin"";28;2102;3;6;4.02;1.85;0.17;0.08;0.25;0.25;0.36;0.18",
"105;""Amadou Haidara"";""RasenBallsport Leipzig"";20;1322;3;1;1.31;0.6;0.09;0.04;0.13;0.13;0.51;0.47",
"106;""Sven Michel"";""Union Berlin"";13;320;3;1;1.38;1.11;0.39;0.31;0.7;0.7;0.83;0.23",
"107;""Sebastian Andersson"";""FC Cologne"";26;1247;3;1;5.12;1.03;0.37;0.07;0.44;0.44;0.48;0.06",
"108;""Munas Dabbur"";""Hoffenheim"";27;1323;3;4;3.83;2.34;0.26;0.16;0.42;0.42;0.62;0.32",
"109;""Jan Thielmann"";""FC Cologne"";29;1152;3;3;1.92;2.11;0.15;0.17;0.32;0.32;0.46;0.17",
"110;""Amine Adli"";""Bayer Leverkusen"";25;1255;3;2;4.8;2.18;0.34;0.16;0.5;0.5;0.71;0.27",
"111;""Dani Olmo"";""RasenBallsport Leipzig"";19;732;3;3;2.53;2.32;0.31;0.29;0.6;0.6;0.68;0.11",
"112;""Omar Marmoush"";""VfB Stuttgart","Wolfsburg"";23;1626;3;5;5.14;2.21;0.28;0.12;0.41;0.36;0.46;0.2"
"113;""Fabian Klos"";""Arminia Bielefeld"";25;1424;3;1;4.44;1.26;0.28;0.08;0.36;0.26;0.32;0.1",
"114;""Jude Bellingham"";""Borussia Dortmund"";32;2803;3;8;4.91;5.93;0.16;0.19;0.35;0.35;0.65;0.45",
"115;""Steffen Tigges"";""Borussia Dortmund"";9;90;3;0;0.99;0.51;0.99;0.51;1.51;1.51;1.6;0.2",
"116;""David Raum"";""Hoffenheim"";32;2769;3;11;1.81;12.22;0.06;0.4;0.46;0.46;0.64;0.36",
"117;""Janni Serra"";""Arminia Bielefeld"";26;1142;3;2;3.79;0.98;0.3;0.08;0.38;0.38;0.52;0.16",
"118;""Patrick Wimmer"";""Arminia Bielefeld"";31;2082;3;6;4.11;3.45;0.18;0.15;0.33;0.33;0.35;0.13",
"119;""Dejan Ljubicic"";""FC Cologne"";30;1986;3;1;2.07;2.68;0.09;0.12;0.22;0.22;0.4;0.22",
"120;""Jurgen Ekkelenkamp"";""Hertha Berlin"";21;691;3;0;2.26;0.7;0.29;0.09;0.39;0.39;0.37;0.14",
"121;""Vladimir Darida"";""Hertha Berlin"";25;1813;2;5;1.66;3.18;0.08;0.16;0.24;0.24;0.31;0.14",
"122;""Genki Haraguchi"";""Union Berlin"";30;1793;2;6;2.54;1.92;0.13;0.1;0.22;0.22;0.35;0.16",
"123;""Stefan Bell"";""Mainz 05"";33;2881;2;0;1.82;2.25;0.06;0.07;0.13;0.13;0.3;0.28",
"124;""Waldemar Anton"";""VfB Stuttgart"";29;2599;2;1;2.12;1.74;0.07;0.06;0.13;0.13;0.35;0.31",
"125;""Jonathan Tah"";""Bayer Leverkusen"";33;2882;2;2;1.67;1.56;0.05;0.05;0.1;0.1;0.41;0.39",
"126;""Mahmoud Dahoud"";""Borussia Dortmund"";22;1663;2;3;1.38;3.43;0.07;0.19;0.26;0.26;0.76;0.57",
"127;""Reece Oxford"";""Augsburg"";30;2697;2;1;2.68;1.48;0.09;0.05;0.14;0.14;0.11;0.11",
"128;""Angelino"";""RasenBallsport Leipzig"";29;2302;2;5;1.21;6.13;0.05;0.24;0.29;0.29;0.42;0.27",
"129;""Djibril Sow"";""Eintracht Frankfurt"";31;2432;2;3;0.67;0.86;0.02;0.03;0.06;0.06;0.33;0.29",
"130;""Alfred Finnbogason"";""Augsburg"";10;283;2;1;0.96;1.09;0.3;0.35;0.65;0.65;0.6;0.13",
"131;""Jeffrey Gouweleeuw"";""Augsburg"";29;2584;2;0;2.58;1.13;0.09;0.04;0.13;0.1;0.14;0.13",
"132;""Axel Witsel"";""Borussia Dortmund"";29;1956;2;0;1.15;0.64;0.05;0.03;0.08;0.08;0.42;0.37",
"133;""Corentin Tolisso"";""Bayern Munich"";15;699;2;1;1.6;2.39;0.21;0.31;0.51;0.51;1.18;0.78",
"134;""Lucas Tousart"";""Hertha Berlin"";30;1951;2;0;1.45;0.95;0.07;0.04;0.11;0.11;0.16;0.12",
"135;""Jeremy Dudziak"";""Greuther Fuerth"";22;1150;2;0;2.37;1.16;0.19;0.09;0.28;0.28;0.34;0.08",
"136;""Christian Günter"";""Freiburg"";34;3060;2;9;0.93;7.63;0.03;0.22;0.25;0.25;0.28;0.17",
"137;""Nicolas Höfler"";""Freiburg"";30;2609;2;4;2.02;2.38;0.07;0.08;0.15;0.15;0.34;0.31",
"138;""Danny Blum"";""Bochum"";13;325;2;0;0.81;1.03;0.22;0.29;0.51;0.51;0.51;0.08",
"139;""Ondrej Duda"";""FC Cologne"";31;1640;2;0;3.41;1.79;0.19;0.1;0.29;0.29;0.45;0.2",
"140;""Willi Orban"";""RasenBallsport Leipzig"";30;2651;2;1;2.55;1.16;0.09;0.04;0.13;0.13;0.37;0.32",
"141;""Lukas Kübler"";""Freiburg"";29;2358;2;0;1.8;0.8;0.07;0.03;0.1;0.1;0.18;0.1",
"142;""Håvard Nielsen"";""Greuther Fuerth"";26;1364;2;0;2.31;0.2;0.15;0.01;0.17;0.17;0.21;0.1",
"143;""Salih Özcan"";""FC Cologne"";31;2307;2;0;2.1;1.38;0.08;0.05;0.14;0.14;0.34;0.26",
"144;""Stefan Posch"";""Hoffenheim"";28;2207;2;0;1.08;0.55;0.04;0.02;0.07;0.07;0.2;0.18",
"145;""Thomas Meunier"";""Borussia Dortmund"";17;1414;2;4;0.89;3.48;0.06;0.22;0.28;0.28;0.57;0.43",
"146;""Dodi Lukebakio"";""Hertha Berlin","Wolfsburg"";22;1035;2;2;4.17;2.49;0.36;0.22;0.58;0.51;0.63;0.25"
"147;""Dennis Geiger"";""Hoffenheim"";20;1403;2;2;1.07;1.95;0.07;0.13;0.19;0.19;0.39;0.3",
"148;""Denis Zakaria"";""Borussia M.Gladbach"";16;1393;2;1;1.22;1.24;0.08;0.08;0.16;0.16;0.35;0.25",
"149;""Kevin Akpoguma"";""Hoffenheim"";26;1544;2;3;1.52;3.25;0.09;0.19;0.28;0.28;0.52;0.34",
"150;""Ermedin Demirovic"";""Freiburg"";31;852;2;3;3.75;1.82;0.4;0.19;0.59;0.59;0.65;0.11",
"151;""Jürgen Locadia"";""Bochum"";11;438;2;1;1.8;0.82;0.37;0.17;0.54;0.38;0.5;0.12",
"152;""Eduard Löwen"";""Bochum"";26;1413;2;2;3.22;4.04;0.2;0.26;0.46;0.41;0.32;0.11",
"153;""Jean-Paul Boëtius"";""Mainz 05"";33;1793;2;2;1.5;2.9;0.08;0.15;0.22;0.22;0.38;0.31",
"154;""Kouadio Kone"";""Borussia M.Gladbach"";27;2216;2;0;1.85;0.48;0.08;0.02;0.09;0.09;0.42;0.35",
"155;""Mads Pedersen"";""Augsburg"";29;1386;2;1;1.31;1.69;0.08;0.11;0.19;0.19;0.2;0.08",
"156;""Diadie Samassékou"";""Hoffenheim"";24;1685;2;0;0.71;1.14;0.04;0.06;0.1;0.1;0.46;0.41",
"157;""Christopher Trimmel"";""Union Berlin"";25;2006;2;0;1.81;2.69;0.08;0.12;0.2;0.2;0.42;0.26",
"158;""Julian Ryerson"";""Union Berlin"";28;1407;2;0;1.29;1.93;0.08;0.12;0.21;0.21;0.42;0.25",
"159;""Iago"";""Augsburg"";28;2185;2;5;0.94;2.74;0.04;0.11;0.15;0.15;0.26;0.15",
"160;""Giovanni Reyna"";""Borussia Dortmund"";10;434;2;1;1.71;1.98;0.35;0.41;0.76;0.76;0.71;0.21",
"161;""Exequiel Palacios"";""Bayer Leverkusen"";23;1090;2;2;0.26;2.09;0.02;0.17;0.19;0.19;0.71;0.52",
"162;""Jessic Ngankam"";""Greuther Fuerth"";6;345;2;1;1.79;0.37;0.47;0.1;0.56;0.56;0.4;0.01",
"163;""Tim Lemperle"";""FC Cologne"";13;119;2;0;2.04;0.53;1.54;0.4;1.94;1.94;2.04;0.32",
"164;""Jacob Laursen"";""Arminia Bielefeld"";24;1652;2;0;0.19;0.58;0.01;0.03;0.04;0.04;0.13;0.1",
"165;""Joakim Nilsson"";""Arminia Bielefeld"";31;2741;2;0;0.58;0.19;0.02;0.01;0.03;0.03;0.1;0.09",
"166;""Roberto Massimo"";""VfB Stuttgart"";19;874;2;0;2.47;1.35;0.25;0.14;0.39;0.39;0.46;0.11",
"167;""Hamadi Al Ghaddioui"";""VfB Stuttgart"";10;500;2;2;2.13;0.97;0.38;0.17;0.56;0.56;0.7;0.17",
"168;""Jens Petter Hauge"";""Eintracht Frankfurt"";26;1023;2;2;2.23;0.8;0.2;0.07;0.27;0.27;0.42;0.24",
"169;""Ajdin Hrustic"";""Eintracht Frankfurt"";23;937;2;0;1.02;0.94;0.1;0.09;0.19;0.19;0.35;0.28",
"170;""Philipp Förster"";""VfB Stuttgart"";20;973;2;1;3.3;0.83;0.31;0.08;0.38;0.38;0.75;0.46",
"171;""Andi Zeqiri"";""Augsburg"";22;1024;2;1;3.12;0.48;0.27;0.04;0.32;0.32;0.37;0.06",
"172;""Andreas Voglsammer"";""Union Berlin"";32;852;2;1;2.55;1.45;0.27;0.15;0.42;0.42;0.5;0.11",
"173;""Youssoufa Moukoko"";""Borussia Dortmund"";16;185;2;0;1.93;0.12;0.94;0.06;1;1;1.45;0.48",
"174;""Anthony Losilla"";""Bochum"";33;2941;2;0;2.18;0.91;0.07;0.03;0.09;0.09;0.17;0.14",
"175;""Kevin Behrens"";""Union Berlin"";24;456;2;2;3.36;1.62;0.66;0.32;0.98;0.98;0.95;0.21",
"176;""Angelo Stiller"";""Hoffenheim"";26;1680;2;1;0.86;1.58;0.05;0.08;0.13;0.13;0.56;0.47",
"177;""Bryan Lasme"";""Arminia Bielefeld"";23;851;2;0;0.81;0.4;0.09;0.04;0.13;0.13;0.17;0.07",
"178;""Josko Gvardiol"";""RasenBallsport Leipzig"";29;2416;2;2;2.28;2.25;0.08;0.08;0.17;0.17;0.46;0.4",
"179;""Aster Vranckx"";""Wolfsburg"";24;1129;2;0;2.53;1.33;0.2;0.11;0.31;0.31;0.29;0.09",
"180;""Cedric Itten"";""Greuther Fuerth"";12;635;2;0;2.66;0.1;0.38;0.01;0.39;0.39;0.19;0.01",
"181;""John Brooks"";""Wolfsburg"";31;2619;1;0;0.65;1.06;0.02;0.04;0.06;0.06;0.24;0.23",
"182;""Timo Baumgartl"";""Union Berlin"";25;2169;1;2;1.77;1.38;0.07;0.06;0.13;0.13;0.23;0.21",
"183;""Pavel Kaderábek"";""Hoffenheim"";19;1197;1;2;2.4;2.92;0.18;0.22;0.4;0.4;0.5;0.4",
"184;""Niklas Süle"";""Bayern Munich"";28;1822;1;2;1.14;1.29;0.06;0.06;0.12;0.12;0.54;0.52",
"185;""Nadiem Amiri"";""Bayer Leverkusen"";13;349;1;0;0.49;0.18;0.13;0.05;0.17;0.17;0.41;0.32",
"186;""Maximilian Eggestein"";""Freiburg"";31;2212;1;2;1;1.4;0.04;0.06;0.1;0.1;0.28;0.2",
"187;""Yannick Gerhardt"";""Wolfsburg"";27;1571;1;3;1.91;1.75;0.11;0.1;0.21;0.21;0.34;0.18",
"188;""Nico Elvedi"";""Borussia M.Gladbach"";28;2433;1;0;1.33;0.36;0.05;0.01;0.06;0.06;0.23;0.23",
"189;""Sebastian Rode"";""Eintracht Frankfurt"";17;776;1;0;0.9;1.19;0.1;0.14;0.24;0.24;0.63;0.46",
"190;""Benjamin Hübner"";""Hoffenheim"";5;381;1;0;1.03;0;0.24;0;0.24;0.24;0.38;0.37",
"191;""Gian-Luca Waldschmidt"";""Wolfsburg"";14;721;1;0;1.6;0.54;0.2;0.07;0.27;0.27;0.27;0.07",
"192;""Matthias Ginter"";""Borussia M.Gladbach"";28;2359;1;0;2.31;1.84;0.09;0.07;0.16;0.16;0.33;0.27",
"193;""Gonzalo Castro"";""Arminia Bielefeld"";12;418;1;1;0.46;0.43;0.1;0.09;0.19;0.19;0.15;0.07",
"194;""Ádám Szalai"";""Mainz 05"";12;230;1;0;1;0.33;0.39;0.13;0.52;0.52;0.47;0.14",
"195;""Mats Hummels"";""Borussia Dortmund"";23;1766;1;2;0.84;0.61;0.04;0.03;0.07;0.07;0.4;0.37",
"196;""Philipp Klement"";""VfB Stuttgart"";6;338;1;0;0.24;1.05;0.06;0.28;0.34;0.34;0.72;0.55",
"197;""Niklas Stark"";""Hertha Berlin"";26;2028;1;0;0.92;0.43;0.04;0.02;0.06;0.06;0.17;0.15",
"198;""Charles Aránguiz"";""Bayer Leverkusen"";26;1568;1;4;1.36;2.22;0.08;0.13;0.21;0.21;0.6;0.48",
"199;""Cristian Gamboa"";""Bochum"";23;1737;1;0;0.1;1.1;0.01;0.06;0.06;0.06;0.27;0.24",
"200;""Alessandro Schöpf"";""Arminia Bielefeld"";31;2427;1;0;2.04;2.71;0.08;0.1;0.18;0.18;0.23;0.11",
"201;""Noah Joel Sarenren Bazee"";""Augsburg"";14;221;1;0;0.99;0.16;0.4;0.06;0.47;0.47;0.62;0.19",
"202;""Felix Passlack"";""Borussia Dortmund"";10;472;1;0;0.18;0.13;0.03;0.02;0.06;0.06;0.34;0.29",
"203;""Martin Hinteregger"";""Eintracht Frankfurt"";27;2218;1;0;1.4;0.35;0.06;0.01;0.07;0.07;0.15;0.13",
"204;""Sardar Azmoun"";""Bayer Leverkusen"";9;352;1;1;2.88;0.61;0.74;0.16;0.89;0.89;1.12;0.26",
"205;""Jérôme Roussillon"";""Wolfsburg"";26;1780;1;0;1.1;1.63;0.06;0.08;0.14;0.14;0.32;0.19",
