Rank,Player,Rating
1,Omar Marmoush,8.23
2,Michael Olise,7.99
3,Joshua Kimmich,7.93
4,Harry Kane,7.86
5,Jamal Musiala,7.77
6,Florian Wirtz,7.69
7,Xavi Simons,7.64
8,Dayot Upamecano,7.62
9,Nadiem Amiri,7.60
10,Alphonso Davies,7.56
11,Maximilian Mittelstaedt,7.53
12,Granit Xhaka,7.49
12,Raphaël Guerreiro,7.49
14,Alejandro Grimaldo,7.48
15,Hugo Ekitike,7.47
15,Finn Dahmen,7.47
17,Franck Honorat,7.45
18,Jens Stage,7.42
19,Serhou Guirassy,7.41
20,Vincenzo Grifo,7.40
21,Nathaniel Brown,7.38
22,Min-Jae Kim,7.37
23,Leroy Sané,7.36
24,Exequiel Palacios,7.34
25,Ritsu Doan,7.34
26,Mohamed Amoura,7.33
27,Eric Dier,7.32
28,Romano Schmid,7.31
29,Aleksandar Pavlovic,7.31
30,Robin Zentner,7.28
31,David Raum,7.27
31,Aleix Garcia,7.27
33,Angelo Stiller,7.26
34,Anton Stach,7.26
35,Tim Kleindienst,7.26
36,Nico Schlotterbeck,7.25
37,Anthony Caci,7.25
38,Mitchell Weiser,7.24
39,Waldemar Anton,7.24
40,Kaishu Sano,7.23
41,Tom Bischof,7.23
42,Julian Brandt,7.23
43,Moritz Nicolas,7.23
44,Jae-Sung Lee,7.22
45,Moritz Jenz,7.22
46,Jonathan Tah,7.22
47,Leon Goretzka,7.21
47,Kingsley Coman,7.21
49,Jonathan Burkardt,7.21
50,Dimitrios Giannoulis,7.20
51,Andrej Kramaric,7.20
52,Marvin Ducksch,7.19
53,Maximilian Arnold,7.19
54,Patrik Schick,7.19
55,Serge Gnabry,7.19
56,Frederik Rønnow,7.19
57,Jamie Gittens,7.18
58,Rasmus Kristensen,7.16
58,Piero Hincapié,7.16
60,Willi Orban,7.16
61,Paul Nebel,7.15
62,Ramy Bensebaini,7.15
62,Karim Adeyemi,7.15
64,Stefan Bell,7.13
64,Senne Lynen,7.13
66,Manuel Neuer,7.12
66,Diogo Leite,7.12
68,Atakan Karazor,7.12
69,Frans Krätzig,7.10
70,Matus Bero,7.10
71,Robert Andrich,7.10
72,Jackson Irvine,7.09
73,Nikola Vasilj,7.09
74,Péter Gulácsi,7.08
75,Chrislain Matsima,7.08
76,Dominik Kohr,7.08
77,Alexis Claude,7.06
78,Pascal Gross,7.06
79,Kevin Stöger,7.06
80,Felix Agu,7.05
81,Ikoma Lois Openda,7.05
82,Julian Ryerson,7.04
83,Jeffrey Gouweleeuw,7.03
84,Nick Woltemade,7.03
85,Patrick Wimmer,7.02
86,Marco Friedl,7.02
87,Arthur Theate,7.01
87,Adam Hlozek,7.01
89,Ansgar Knauff,7.01
