Rank,Player,Rating
184,Benno Schmitz,6.75
184,Mitchel Bakker,6.75
189,Yann Sommer,6.75
190,Paul Seguin,6.74
191,Jonas Wind,6.74
191,Niko Giesselmann,6.74
193,Jonjoe Kenny,6.74
194,Jeffrey Gouweleeuw,6.74
195,Chidera Ejuke,6.72
196,Arne Engels,6.71
197,Jens Stage,6.71
197,Konstantinos Stafylidis,6.71
199,Makoto Hasebe,6.70
200,Erhan Masovic,6.70
201,Joseph Scally,6.70
202,Linton Maina,6.69
203,Silas Katompa Mvumpa,6.69
204,Elvis Rexhbecaj,6.68
204,Florian Neuhaus,6.68
206,Danny da Costa,6.67
207,Marvin Plattenhardt,6.67
208,Josuha Guilavogui,6.67
208,Niklas Stark,6.67
210,Romano Schmid,6.66
210,Enzo Millot,6.66
212,Josha Vagnoman,6.66
213,Rafal Gikiewicz,6.65
214,Florian Niederlechner,6.65
214,Mads Valentin Pedersen,6.65
216,Pavel Kaderabek,6.64
217,Dominick Drexler,6.63
217,Milos Veljkovic,6.63
219,Manuel Riemann,6.62
220,Takuma Asano,6.61
221,Tiago Tomás,6.61
222,Adam Hlozek,6.60
222,Christoph Kramer,6.60
222,Marcus Ingvartsen,6.60
222,Iago,6.60
226,Ilia Gruev,6.59
227,Jean-Paul Boëtius,6.58
227,Kilian Sildillia,6.58
227,Oliver Baumann,6.58
227,Sardar Azmoun,6.58
227,Cédric Brunner,6.58
232,Davie Selke,6.57
233,Steffen Tigges,6.55
233,Omar Marmoush,6.55
235,Kevin Paredes,6.55
236,Jan Thielmann,6.54
237,Jordan Pefok,6.54
238,Henning Matriciani,6.54
239,Dion Drena Beljo,6.52
240,Ryan Gravenberch,6.52
240,Cristian Gamboa,6.52
242,Lukas Hradecky,6.51
242,Rafael Santos Borre,6.51
244,Felix Uduokhai,6.50
245,Sebastian Rudy,6.49
246,Gerrit Holtmann,6.48
246,Jordi Osei-Tutu,6.48
246,Denis Huseinbasic,6.48
246,Kenan Karaman,6.48
250,Mathys Tel,6.47
251,Simon Zoller,6.47
252,Kingsley Schindler,6.46
253,Jiri Pavlenka,6.46
253,Simon Terodde,6.46
255,Filip Uremovic,6.45
256,Alex Kral,6.44
257,Robert Gumny,6.42
257,Woo-Yeong Jeong,6.42
259,Sven Michel,6.40
259,Anthony Modeste,6.40
261,Aymen Barkok,6.39
261,Wilfried Kanga,6.39
263,Patrick Osterhage,6.38
264,Sargis Adamyan,6.37
265,Morten Thorsby,6.36
266,Maximilian Bauer,6.35
266,Fredrik Jensen,6.35
268,Oliver Christensen,6.33
269,Kevin Trapp,6.32
269,Jessic Ngankam,6.32
271,Agustin Rogel,6.29
272,Marvin Schwäbe,6.22
273,Alexander Schwolow,6.10
274,Florian Müller,6.07
275,Danny Latza,6.06
