Rank,Player,Rating
125,Kerem Demirbay,6.76
127,Amos Pieper,6.76
128,Alexander Hack,6.76
129,Felix Uduokhai,6.76
130,Tuta,6.76
131,Roland Sallai,6.76
132,Joshua Sargent,6.75
133,Julian Brandt,6.75
133,Daley Sinkgraven,6.75
135,Pavel Kaderabek,6.75
136,Jonathan Schmid,6.75
137,Philipp Förster,6.74
138,Aymen Barkok,6.74
139,Charles Aránguiz,6.74
140,Daniel Didavi,6.73
141,Rafael Czichos,6.73
141,Jude Bellingham,6.73
141,Jerry St. Juste,6.73
144,Cédric Brunner,6.72
145,Breel Embolo,6.71
145,Elvis Rexhbecaj,6.71
147,Jonathan Tah,6.71
148,Ruben Vargas,6.70
149,Denis Zakaria,6.70
150,Marius Wolf,6.70
151,Joakim Nilsson,6.70
152,Wendell,6.69
153,Moussa Niakhaté,6.68
154,Dodi Lukebakio,6.68
155,Joel Pohjanpalo,6.68
156,Koen Casteels,6.67
157,Kingsley Ehizibue,6.67
158,Robin Knoche,6.66
159,Theodor Gebre Selassie,6.65
160,Jeffrey Gouweleeuw,6.64
161,Valentino Lazaro,6.63
162,Andre Hahn,6.63
163,Fabian Klos,6.63
164,Anderson Lucoqui,6.62
165,Robin Quaison,6.62
166,Lucas Tousart,6.62
166,Manuel Gulde,6.62
168,Philipp Lienhart,6.61
168,Stefan Ilsanker,6.61
168,Munas Dabbur,6.61
168,Justin Kluivert,6.61
172,Peter Pekarik,6.60
172,Mark Uth,6.60
174,Ermedin Demirovic,6.59
174,Milot Rashica,6.59
176,Keven Schlotterbeck,6.59
177,Florian Niederlechner,6.58
178,Manuel Prietl,6.58
178,Ismail Jakobs,6.58
180,Stefan Posch,6.58
181,Robert Skov,6.58
181,Waldemar Anton,6.58
181,Sebastiaan Bornauw,6.58
184,Milos Veljkovic,6.56
185,Manuel Neuer,6.56
186,Christian Gross,6.56
187,Marco Friedl,6.55
188,Sebastian Rudy,6.54
188,Julian Ryerson,6.54
190,Rani Khedira,6.54
191,Dominick Drexler,6.54
192,Marco Richter,6.54
193,Dedryck Boyata,6.53
194,Marcus Ingvartsen,6.53
194,Niklas Stark,6.53
196,Patrick Herrmann,6.52
197,Ömer Toprak,6.52
197,Niclas Füllkrug,6.52
199,Deyovaisio Zeefuik,6.52
200,Kevin Möhwald,6.51
201,Péter Gulácsi,6.50
201,Woo-Yeong Jeong,6.50
203,Jannes-Kilian Horn,6.49
204,Stefan Ortega,6.49
205,Marcel Hartel,6.49
205,Matthew Hoppe,6.49
205,Raphael Framberger,6.49
208,Andreas Luthe,6.48
209,Karim Onisiwo,6.48
210,Rafal Gikiewicz,6.48
211,Reece Oxford,6.47
211,Jonathan Burkardt,6.47
213,Taiwo Awoniyi,6.47
214,Karim Bellarabi,6.47
214,Christian Gentner,6.47
214,Pascal Stenzel,6.47
214,Mateo Klimowicz,6.47
218,Mijat Gacinovic,6.45
219,Kevin Vogt,6.44
219,Oscar Wendt,6.44
221,Alexander Schwolow,6.44
222,Daniel Brosinski,6.44
223,Dominique Heintz,6.44
223,Romano Schmid,6.44
225,Suat Serdar,6.43
225,Lukas Hradecky,6.43
227,Krzysztof Piatek,6.43
228,Danny Latza,6.42
228,Tanguy Coulibaly,6.42
230,Carlos Gruezo,6.41
231,Robin Zentner,6.40
232,Sead Kolasinac,6.40
233,Florian Müller,6.38
234,Tobias Strobl,6.38
235,Luka Jovic,6.38
236,Nils Petersen,6.38
237,Jean-Manuel Mbom,6.37
238,Michael Gregoritsch,6.35
239,Gregor Kobel,6.34
240,Benjamin Stambouli,6.34
241,Salih Özcan,6.33
241,Omar Mascarell,6.33
243,Marius Bülter,6.33
244,Oliver Baumann,6.32
245,Davie Selke,6.31
246,Fabian Kunze,6.30
247,Hannes Wolf,6.29
247,Robert Gumny,6.29
249,Ralf Fährmann,6.28
249,Kevin Trapp,6.28
251,Sergio Cordova,6.28
252,Jan Thielmann,6.25
253,Bastian Oczipka,6.23
254,Jiri Pavlenka,6.21
255,Benito Raman,6.21
256,Roman Bürki,6.19
256,Cedric Teuchert,6.19
258,Sebastian Griesbeck,6.16
259,Sven Schipplock,6.14
260,Timo Horn,6.11
261,Yann Sommer,6.08
262,Timo Becker,6.08
263,Malick Thiaw,6.07
264,Alessandro Schöpf,6.03
