"number;""player"";""team"";""apps"";""min"";""goals"";""a"";""xG"";""xA"";""xG90"";""xA90"";""xG90xA90"";""NPxG90xA90"";""xGChain90"";""xGBuildup90""",
"68;""Jeremy Le Douaron"";""Brest"";32;1434;5;3;3.68;2.69;0.23;0.17;0.4;0.4;0.32;0.06",
"69;""Jonathan Clauss"";""Lens"";37;3072;5;11;2.95;6.64;0.09;0.19;0.28;0.28;0.43;0.27",
"70;""Danilo Pereira"";""Paris Saint Germain"";27;2035;5;0;3.13;0.46;0.14;0.02;0.16;0.16;0.62;0.57",
"71;""Ibrahima Koné"";""Lorient"";16;716;5;1;3.19;1.46;0.4;0.18;0.58;0.58;0.65;0.08",
"72;""Iké Ugbo"";""Troyes"";14;838;5;0;3.45;0.22;0.37;0.02;0.39;0.31;0.34;0.15",
"73;""Mauro Icardi"";""Paris Saint Germain"";24;1008;4;0;7.2;0.6;0.64;0.05;0.7;0.7;0.68;0.08",
"74;""Cédric Bakambu"";""Marseille"";12;352;4;0;3.25;0.84;0.83;0.21;1.05;1.05;0.93;0.43",
"75;""Valère Germain"";""Montpellier"";34;1969;4;3;4.7;2.81;0.21;0.13;0.34;0.34;0.29;0.08",
"76;""Ismael Traoré"";""Angers"";37;3215;4;1;4.02;1.16;0.11;0.03;0.15;0.15;0.17;0.15",
"77;""Yoann Touzghar"";""Troyes"";28;1463;4;0;4.51;0.83;0.28;0.05;0.33;0.33;0.4;0.09",
"78;""Achraf Hakimi"";""Paris Saint Germain"";32;2488;4;6;2.72;5.37;0.1;0.19;0.29;0.29;0.57;0.37",
"79;""Arnaud Nordin"";""Saint-Etienne"";36;1892;4;4;4.08;2.8;0.19;0.13;0.33;0.33;0.37;0.14",
"80;""Amine Harit"";""Marseille"";23;1158;4;4;2.76;2.5;0.21;0.19;0.41;0.41;0.63;0.3",
"81;""Irvin Cardona"";""Brest"";32;1326;4;2;2.66;1.81;0.18;0.12;0.3;0.3;0.38;0.11",
"82;""Farid Boulaya"";""Metz"";24;1531;4;2;1.13;3.58;0.07;0.21;0.28;0.28;0.25;0.11",
"83;""Remi Oudin"";""Bordeaux"";33;1757;4;5;3.68;3.92;0.19;0.2;0.39;0.39;0.41;0.12",
"84;""Justin Kluivert"";""Nice"";27;1907;4;5;2.84;5.13;0.13;0.24;0.38;0.38;0.4;0.13",
"85;""Gelson Martins"";""Monaco"";32;1928;4;3;6.7;2.91;0.31;0.14;0.45;0.45;0.57;0.16",
"86;""Kephren Thuram"";""Nice"";36;1882;4;2;3.18;2.44;0.15;0.12;0.27;0.27;0.44;0.26",
"87;""Pereira Lage"";""Angers"";24;1029;4;2;2.94;1.56;0.26;0.14;0.39;0.39;0.51;0.27",
"88;""Fabien Centonze"";""Metz"";19;1584;4;1;0.81;0.63;0.05;0.04;0.08;0.08;0.14;0.08",
"89;""Wout Faes"";""Reims"";37;3330;4;0;1.93;0.12;0.05;0;0.06;0.06;0.12;0.12",
"90;""Mohamed Ali-Cho"";""Angers"";32;1864;4;1;5.57;2.79;0.27;0.13;0.4;0.4;0.48;0.14",
"91;""Martín Satriano"";""Brest"";15;957;4;0;3.14;0.11;0.29;0.01;0.31;0.31;0.28;0.01",
"92;""Myron Boadu"";""Monaco"";31;922;4;1;6.51;0.77;0.64;0.08;0.71;0.71;0.76;0.14",
"93;""Florian Tardieu"";""Troyes"";30;2629;4;2;3.69;3.9;0.13;0.13;0.26;0.16;0.26;0.23",
"94;""Kamaldeen Sulemana"";""Rennes"";20;1019;4;2;2.21;2.27;0.2;0.2;0.4;0.4;0.59;0.23",
"95;""Ander Herrera"";""Paris Saint Germain"";19;1095;3;2;1.01;1.54;0.08;0.13;0.21;0.21;0.69;0.58",
"96;""Idrissa Gueye"";""Paris Saint Germain"";26;1656;3;1;1.3;1.98;0.07;0.11;0.18;0.18;0.62;0.48",
"97;""Pedro Chirivella"";""Nantes"";31;2661;3;1;0.91;1.19;0.03;0.04;0.07;0.07;0.27;0.23",
"98;""Jason Denayer"";""Lyon"";15;991;3;0;1.68;0.03;0.15;0;0.16;0.16;0.41;0.4",
"99;""M&#039;Baye Niang"";""Bordeaux"";22;745;3;1;2.91;1.34;0.35;0.16;0.51;0.51;0.5;0.05",
"100;""Adil Rami"";""Troyes"";17;1180;3;0;0.99;0.12;0.08;0.01;0.08;0.08;0.07;0.07",
"101;""Gaël Kakuta"";""Lens"";29;1690;3;2;3.71;2.7;0.2;0.14;0.34;0.3;0.48;0.22",
"102;""Aleksandr Golovin"";""Monaco"";27;1518;3;4;3.53;3.05;0.21;0.18;0.39;0.39;0.52;0.24",
"103;""Hamari Traore"";""Rennes"";33;2909;3;10;1.99;5.23;0.06;0.16;0.22;0.22;0.55;0.49",
"104;""Ryad Boudebouz"";""Saint-Etienne"";30;2289;3;4;2.05;3.6;0.08;0.14;0.22;0.19;0.26;0.13",
"105;""Xeka"";""Lille"";23;1627;3;0;1.7;1.35;0.09;0.07;0.17;0.17;0.29;0.17",
"106;""Thomas Monconduit"";""Lorient"";34;2255;3;2;1.03;3.05;0.04;0.12;0.16;0.16;0.36;0.28",
"107;""Stéphane Bahoken"";""Angers"";29;1089;3;1;3.87;1.03;0.32;0.09;0.4;0.4;0.39;0.08",
"108;""Ibrahima Niane"";""Metz"";26;1598;3;1;4.08;1.74;0.23;0.1;0.33;0.29;0.26;0.06",
"109;""Mahdi Camara"";""Saint-Etienne"";35;3079;3;0;2.97;1.25;0.09;0.04;0.12;0.12;0.23;0.17",
"110;""Mohamed Youcef Belaïli"";""Brest"";13;840;3;2;2.75;2.72;0.29;0.29;0.59;0.5;0.6;0.19",
"111;""Aurelien Tchouameni"";""Monaco"";35;2933;3;2;2.02;3.24;0.06;0.1;0.16;0.16;0.36;0.3",
"112;""Timothy Weah"";""Lille"";29;1617;3;4;4.34;3.78;0.24;0.21;0.45;0.45;0.55;0.18",
"113;""Brendan Chardonnet"";""Brest"";32;2681;3;0;1.96;0.32;0.07;0.01;0.08;0.08;0.16;0.15",
"114;""Mama Baldé"";""Troyes"";30;1740;3;2;7.05;1.73;0.36;0.09;0.45;0.41;0.46;0.11",
"115;""Hichem Boudaoui"";""Nice"";29;1641;3;2;1.52;2.46;0.08;0.13;0.22;0.22;0.37;0.22",
"116;""Jean Onana"";""Bordeaux"";23;1862;3;2;2.01;1.42;0.1;0.07;0.17;0.17;0.36;0.24",
"117;""Sven Botman"";""Lille"";25;2250;3;1;1.9;0.21;0.08;0.01;0.08;0.08;0.19;0.18",
"118;""Adrien Truffert"";""Rennes"";30;1639;3;2;2.36;1.75;0.13;0.1;0.23;0.23;0.55;0.34",
"119;""David Pereira Da Costa"";""Lens"";33;1467;3;5;2.19;2.74;0.13;0.17;0.3;0.3;0.42;0.17",
"120;""Jodel Dossou"";""Clermont Foot"";35;2043;3;1;4.65;2.15;0.2;0.09;0.3;0.3;0.34;0.06",
"121;""Ricardo Mangas"";""Bordeaux"";29;2367;3;1;1.76;0.65;0.07;0.02;0.09;0.09;0.29;0.22",
"122;""Sambou Soumano"";""Lorient"";21;408;3;0;3.14;0.18;0.69;0.04;0.73;0.73;0.8;0.11",
"123;""Didier Lamkel Zé"";""Metz"";9;613;3;0;2.5;0.23;0.37;0.03;0.4;0.4;0.5;0.12",
"124;""Julian Draxler"";""Paris Saint Germain"";18;538;2;2;1.74;1.61;0.29;0.27;0.56;0.56;1.09;0.66",
"125;""Xherdan Shaqiri"";""Lyon"";11;694;2;3;0.78;2.03;0.1;0.26;0.36;0.36;0.43;0.19",
"126;""Mario Lemina"";""Nice"";32;1997;2;0;2.7;0.39;0.12;0.02;0.14;0.14;0.37;0.32",
"127;""Timothée Kolodziejczak"";""Saint-Etienne"";30;2580;2;3;1.89;1.47;0.07;0.05;0.12;0.12;0.18;0.14",
"128;""Sergio Ramos"";""Paris Saint Germain"";12;790;2;0;2.32;0.08;0.26;0.01;0.27;0.27;0.82;0.78",
"129;""Thilo Kehrer"";""Paris Saint Germain"";27;1497;2;0;1.04;0.12;0.06;0.01;0.07;0.07;0.45;0.4",
"130;""Benjamin André"";""Lille"";33;2781;2;1;1.79;1.24;0.06;0.04;0.1;0.1;0.32;0.26",
"131;""Majeed Waris"";""Strasbourg"";15;300;2;0;0.84;0.76;0.25;0.23;0.48;0.48;0.58;0.1",
"132;""Jimmy Briand"";""Bordeaux"";17;190;2;1;2.49;0.89;1.18;0.42;1.6;0.88;1;0.41",
"133;""Romain Thomas"";""Angers"";30;2573;2;0;2.09;0.07;0.07;0;0.08;0.08;0.21;0.18",
"134;""Romain Hamouma"";""Saint-Etienne"";22;857;2;1;3.11;1.25;0.33;0.13;0.46;0.46;0.66;0.26",
"135;""Wylan Cyprien"";""Nantes"";24;1503;2;3;0.77;3.29;0.05;0.2;0.24;0.24;0.38;0.27",
"136;""Caio Henrique"";""Monaco"";34;2685;2;8;0.88;7.41;0.03;0.25;0.28;0.28;0.49;0.38",
"137;""Renato Sanches"";""Lille"";25;1663;2;5;0.86;3.82;0.05;0.21;0.25;0.25;0.5;0.35",
"138;""Kevin Danso"";""Lens"";33;2794;2;2;1.43;0.4;0.05;0.01;0.06;0.06;0.35;0.34",
"139;""Yunis Abdelhamid"";""Reims"";34;2983;2;0;1.63;0.81;0.05;0.02;0.07;0.07;0.14;0.13",
"140;""Baptiste Santamaria"";""Rennes"";34;2521;2;1;1.98;0.67;0.07;0.02;0.09;0.09;0.45;0.41",
"141;""Opa Nguette"";""Metz"";26;1031;2;2;2.21;0.3;0.19;0.03;0.22;0.22;0.23;0.09",
"142;""Digbo Maiga"";""Metz"";17;1282;2;0;0.97;0.6;0.07;0.04;0.11;0.11;0.15;0.06",
"143;""Lebo Mothiba"";""Strasbourg","Troyes"";14;525;2;0;2;0.36;0.34;0.06;0.4;0.27;0.31;0.1"
"144;""Dmitri Lienard"";""Strasbourg"";33;2051;2;3;1.52;3.91;0.07;0.17;0.24;0.24;0.39;0.28",
"145;""Tristan Dingome"";""Troyes"";25;1067;2;4;1.22;3.06;0.1;0.26;0.36;0.36;0.32;0.09",
"146;""Nicolas Cozza"";""Montpellier"";34;2791;2;2;1.32;0.99;0.04;0.03;0.07;0.07;0.13;0.12",
"147;""Thiago Mendes"";""Lyon"";29;1860;2;1;0.57;1.65;0.03;0.08;0.11;0.11;0.48;0.43",
"148;""Willem Geubbels"";""Nantes"";22;508;2;1;1.62;1.08;0.29;0.19;0.48;0.48;0.53;0.07",
"149;""Renaud Ripart"";""Troyes"";28;1925;2;2;3.91;2.52;0.18;0.12;0.3;0.3;0.36;0.14",
"150;""Mehmet Zeki Çelik"";""Lille"";32;2704;2;3;1.01;2.06;0.03;0.07;0.1;0.1;0.38;0.32",
"151;""Youcef Atal"";""Nice"";17;1142;2;1;0.71;1.02;0.06;0.08;0.14;0.14;0.37;0.27",
"152;""Ibrahima Sissoko"";""Strasbourg"";35;2315;2;5;2.18;4.63;0.08;0.18;0.26;0.26;0.42;0.25",
"153;""Naif Aguerd"";""Rennes"";31;2744;2;2;2.11;0.29;0.07;0.01;0.08;0.08;0.4;0.4",
"154;""Duje Caleta-Car"";""Marseille"";26;2065;2;0;1.21;0.26;0.05;0.01;0.06;0.06;0.27;0.27",
"155;""Javairo Dilrosun"";""Bordeaux"";32;1732;2;6;2.5;3.46;0.13;0.18;0.31;0.31;0.36;0.23",
"156;""Arbër Zeneli"";""Reims"";9;406;2;3;1.39;2.2;0.31;0.49;0.79;0.79;0.71;0.28",
"157;""Moreto Cassamã"";""Reims"";17;811;2;0;0.65;0.47;0.07;0.05;0.12;0.12;0.38;0.3",
"158;""Nathanael Mbuku"";""Reims"";31;1421;2;1;2.86;0.84;0.18;0.05;0.23;0.23;0.28;0.08",
"159;""Jean-Ricner Bellegarde"";""Strasbourg"";36;2326;2;3;2.4;3.56;0.09;0.14;0.23;0.23;0.44;0.28",
"160;""Lucas Da Cunha"";""Clermont Foot","Nice"";25;1248;2;1;2.15;2.36;0.16;0.17;0.33;0.33;0.43;0.18"
"161;""Melvin Bard"";""Nice"";33;2610;2;2;0.74;2.53;0.03;0.09;0.11;0.11;0.34;0.26",
"162;""El Bilal Touré"";""Reims"";21;1206;2;4;4.75;1.56;0.35;0.12;0.47;0.41;0.45;0.12",
"163;""Azz-Eddine Ounahi"";""Angers"";32;1605;2;1;2.33;0.98;0.13;0.06;0.19;0.19;0.33;0.24",
"164;""Julien Laporte"";""Lorient"";33;2896;2;0;2.05;0.21;0.06;0.01;0.07;0.07;0.13;0.13",
"165;""Saidou Sow"";""Saint-Etienne"";13;993;2;1;0.61;0.86;0.06;0.08;0.13;0.13;0.1;0.09",
"166;""Alexis Flips"";""Reims"";25;1064;2;4;1.81;3.72;0.15;0.31;0.47;0.4;0.4;0.15",
"167;""Quentin Merlin"";""Nantes"";28;1916;2;3;0.39;2.86;0.02;0.13;0.15;0.15;0.34;0.26",
"168;""Castello Lukeba"";""Lyon"";24;2099;2;0;2.07;0.17;0.09;0.01;0.1;0.1;0.4;0.4",
"169;""Osman Bukari"";""Nantes"";24;1001;2;4;2.12;3.07;0.19;0.28;0.47;0.47;0.51;0.1",
"170;""Kamory Doumbia"";""Reims"";8;339;2;1;0.71;1.01;0.19;0.27;0.46;0.46;0.6;0.23",
"171;""Vanderson"";""Monaco"";17;1123;2;1;0.96;1.7;0.08;0.14;0.21;0.21;0.51;0.36",
"172;""Jens Cajuste"";""Reims"";8;365;2;0;1.78;0.08;0.44;0.02;0.46;0.27;0.18;0.07",
"173;""Edon Zhegrova"";""Lille"";13;469;2;1;0.51;0.5;0.1;0.1;0.19;0.19;0.41;0.3",
"174;""Louis Mafouta"";""Metz"";15;514;2;0;1.57;0.21;0.28;0.04;0.31;0.31;0.35;0.04",
"175;""Tetê"";""Lyon"";9;596;2;5;2.9;2.43;0.44;0.37;0.81;0.81;1.09;0.39",
"176;""Josuha Guilavogui"";""Bordeaux"";15;1339;1;1;1.59;1.12;0.11;0.08;0.18;0.18;0.34;0.24",
"177;""Eliaquim Mangala"";""Saint-Etienne"";14;1188;1;0;0.55;0.03;0.04;0;0.04;0.04;0.08;0.08",
"178;""Georginio Wijnaldum"";""Paris Saint Germain"";31;1652;1;3;2.48;2.33;0.14;0.13;0.26;0.26;0.65;0.44",
"179;""Nabil Bentaleb"";""Angers"";18;1530;1;0;0.5;0.07;0.03;0;0.03;0.03;0.18;0.16",
"180;""Massadio Haidara"";""Lens"";20;1066;1;1;0.34;0.15;0.03;0.01;0.04;0.04;0.26;0.24",
"181;""Emerson"";""Lyon"";29;2271;1;2;0.76;4.39;0.03;0.17;0.2;0.2;0.51;0.46",
"182;""Leandro Paredes"";""Paris Saint Germain"";15;833;1;2;0.57;0.37;0.06;0.04;0.1;0.1;0.82;0.73",
"183;""Pol Lirola"";""Marseille"";34;1755;1;2;1.06;3.24;0.05;0.17;0.22;0.22;0.44;0.27",
"184;""Islam Slimani"";""Lyon"";12;578;1;1;2.18;0.88;0.34;0.14;0.48;0.48;0.77;0.34",
"185;""Sanjin Prcic"";""Strasbourg"";32;2209;1;0;1.46;1.37;0.06;0.06;0.12;0.12;0.41;0.35",
"186;""Pablo Sarabia"";""Paris Saint Germain"";2;19;1;0;0.77;0;3.65;0;3.65;3.65;3.65;0",
"187;""Maxime Le Marchand"";""Strasbourg"";12;854;1;1;0.44;0.06;0.05;0.01;0.05;0.05;0.32;0.31",
"188;""Alexander Djiku"";""Strasbourg"";31;2699;1;0;2.55;0.54;0.08;0.02;0.1;0.1;0.25;0.24",
"189;""Jonas Martin"";""Rennes"";29;2113;1;1;1.1;1.33;0.05;0.06;0.1;0.1;0.55;0.52",
"190;""Ibrahim Amadou"";""Metz"";10;822;1;0;0.46;0.06;0.05;0.01;0.06;0.06;0.06;0.06",
"191;""Corentin Jean"";""Lens"";17;233;1;0;1.13;0.4;0.43;0.15;0.59;0.59;1.02;0.47",
"192;""Vincent Le Goff"";""Lorient"";34;3060;1;1;1.06;2.17;0.03;0.06;0.09;0.09;0.26;0.21",
"193;""Marcus Coco"";""Nantes"";24;924;1;1;0.57;0.97;0.06;0.09;0.15;0.15;0.3;0.16",
"194;""Vincent Pajot"";""Metz"";30;2334;1;0;0.86;0.31;0.03;0.01;0.04;0.04;0.14;0.12",
"195;""Marco Verratti"";""Paris Saint Germain"";24;1959;1;2;0.61;2.64;0.03;0.12;0.15;0.15;0.78;0.7",
"196;""Presnel Kimpembe"";""Paris Saint Germain"";30;2583;1;0;1.19;0.07;0.04;0;0.04;0.04;0.6;0.6",
"197;""Mexer"";""Bordeaux"";16;1230;1;0;0.23;0;0.02;0;0.02;0.02;0.24;0.24",
"198;""Enock Kwateng"";""Bordeaux"";29;2005;1;0;0.25;1.52;0.01;0.07;0.08;0.08;0.24;0.19",
"199;""Nicolas Pallois"";""Nantes"";30;2451;1;0;0.42;0.1;0.02;0;0.02;0.02;0.19;0.19",
"200;""Jonathan Bamba"";""Lille"";31;2462;1;2;3.5;3.86;0.13;0.14;0.27;0.27;0.33;0.14",
"201;""Jean Eudes Aholou"";""Strasbourg"";25;1008;1;1;1.29;0.76;0.11;0.07;0.18;0.18;0.38;0.25",
"202;""Cédric Hountondji"";""Clermont Foot"";23;2037;1;0;0.51;0.02;0.02;0;0.02;0.02;0.16;0.16",
"203;""Angel Gomes"";""Lille"";24;954;1;1;1.03;1.47;0.1;0.14;0.24;0.24;0.42;0.25",
"204;""Arnaud Souquet"";""Montpellier"";34;2355;1;3;0.47;1.29;0.02;0.05;0.07;0.07;0.19;0.15",
"205;""Jonathan Ikone"";""Lille"";18;1091;1;0;2.56;2.26;0.21;0.19;0.4;0.4;0.63;0.31",
"206;""Jordan Tell"";""Clermont Foot"";15;253;1;1;0.89;0.84;0.32;0.3;0.62;0.62;0.74;0.13",
"207;""Saif-Eddine Khaoui"";""Clermont Foot"";23;912;1;0;2.24;0.96;0.22;0.09;0.32;0.32;0.25;0.06",
"208;""Matthieu Udol"";""Metz"";12;1008;1;0;0.66;0.15;0.06;0.01;0.07;0.07;0.21;0.15",
"209;""Mickael Nade"";""Saint-Etienne"";30;2572;1;0;1.48;0.21;0.05;0.01;0.06;0.06;0.12;0.11",
"210;""Zaydou Youssef"";""Saint-Etienne"";30;1566;1;0;0.74;0.97;0.04;0.06;0.1;0.1;0.22;0.16",
"211;""Boubacar Kamara"";""Marseille"";34;2784;1;0;0.79;2.9;0.03;0.09;0.12;0.12;0.38;0.35",
"212;""Mihailo Ristic"";""Montpellier"";29;1796;1;3;0.39;1.63;0.02;0.08;0.1;0.1;0.23;0.16",
"213;""Oualid El Hajjam"";""Troyes"";19;1080;1;1;0.44;0.9;0.04;0.08;0.11;0.11;0.2;0.18",
"214;""Rominigue Kouame"";""Troyes"";34;2982;1;2;1.65;2.64;0.05;0.08;0.13;0.13;0.29;0.21",
"215;""Quentin Boisgard"";""Lorient"";25;934;1;1;1.05;1.24;0.1;0.12;0.22;0.22;0.44;0.3",
