"number;""player"";""team"";""apps"";""min"";""goals"";""a"";""xG"";""xA"";""xG90"";""xA90"";""xG90xA90"";""NPxG90xA90"";""xGChain90"";""xGBuildup90""",
"216;""Junior Sambia"";""Montpellier"";30;1522;1;0;1.5;0.59;0.09;0.03;0.12;0.12;0.19;0.08",
"217;""Anthony Caci"";""Strasbourg"";37;2399;1;3;1.14;3.88;0.04;0.15;0.19;0.19;0.37;0.25",
"218;""Ambroise Oyongo"";""Montpellier"";11;653;1;0;0.14;0.02;0.02;0;0.02;0.02;0.12;0.1",
"219;""Yacine Adli"";""Bordeaux"";36;2261;1;7;1.49;5.3;0.06;0.21;0.27;0.27;0.46;0.28",
"220;""Jean-Clair Todibo"";""Nice"";36;3122;1;0;2.74;0.76;0.08;0.02;0.1;0.1;0.35;0.33",
"221;""Ghislain Konan"";""Reims"";28;2427;1;3;0.58;3.56;0.02;0.13;0.15;0.15;0.23;0.15",
"222;""Axel Disasi"";""Monaco"";32;2732;1;0;2.5;0.37;0.08;0.01;0.09;0.09;0.28;0.27",
"223;""Samuel Kalu"";""Bordeaux"";11;316;1;1;1.16;0.5;0.33;0.14;0.47;0.47;0.36;0.04",
"224;""Thomas Foket"";""Reims"";29;2252;1;0;0.53;1.77;0.02;0.07;0.09;0.09;0.17;0.11",
"225;""Benoit Badiashile Mukinayi"";""Monaco"";24;1836;1;0;1.34;0.32;0.07;0.02;0.08;0.08;0.35;0.34",
"226;""Giulian Biancone"";""Troyes"";33;2286;1;2;2.12;1.19;0.08;0.05;0.13;0.13;0.2;0.14",
"227;""Reinildo"";""Lille"";18;1539;1;0;0.67;0.21;0.04;0.01;0.05;0.05;0.22;0.21",
"228;""Leo Petrot"";""Lorient"";22;1826;1;0;0.65;0.13;0.03;0.01;0.04;0.04;0.17;0.17",
"229;""Lucas Perrin"";""Strasbourg"";31;2516;1;1;0.55;0.65;0.02;0.02;0.04;0.04;0.32;0.3",
"230;""Jean Lucas"";""Monaco"";28;1455;1;1;3.49;1.47;0.22;0.09;0.31;0.31;0.56;0.29",
"231;""Isaac Lihadji"";""Lille"";13;215;1;4;0.96;1.9;0.4;0.79;1.2;1.2;1.26;0.14",
"232;""Jean-Charles Castelletto"";""Nantes"";28;2518;1;0;1.15;0.16;0.04;0.01;0.05;0.05;0.17;0.16",
"233;""Joris Chotard"";""Montpellier"";36;2956;1;1;0.72;0.38;0.02;0.01;0.03;0.03;0.18;0.16",
"234;""Miguel Trauco"";""Saint-Etienne"";17;1109;1;0;0.38;0.13;0.03;0.01;0.04;0.04;0.33;0.3",
"235;""Tiago Djaló"";""Lille"";28;2325;1;1;1.64;0.52;0.06;0.02;0.08;0.08;0.26;0.24",
"236;""Yusuf Yazici"";""Lille"";15;498;1;1;0.96;1.66;0.17;0.3;0.47;0.47;0.24;0.05",
"237;""Thomas Delaine"";""Metz"";29;2320;1;2;0.88;1.65;0.03;0.06;0.1;0.1;0.16;0.09",
"238;""Evann Guessand"";""Nice"";20;387;1;2;1.87;1.45;0.44;0.34;0.77;0.77;0.63;0.03",
"239;""Jean-Kevin Duverne"";""Brest"";37;3002;1;3;1.07;2.51;0.03;0.08;0.11;0.11;0.21;0.15",
"240;""Boubacar Traore"";""Metz"";27;1710;1;1;0.51;1.43;0.03;0.08;0.1;0.1;0.2;0.11",
"241;""Dylan Bronn"";""Metz"";30;2542;1;2;1.73;1.4;0.06;0.05;0.11;0.11;0.12;0.09",
"242;""Batista Mendy"";""Angers"";34;2434;1;1;0.88;0.65;0.03;0.02;0.06;0.06;0.12;0.1",
"243;""Lucas Gourna Douath"";""Saint-Etienne"";31;1797;1;0;1.13;0.17;0.06;0.01;0.07;0.07;0.12;0.08",
"244;""Enzo Le Fée"";""Lorient"";36;2211;1;3;1.74;2.83;0.07;0.12;0.19;0.19;0.27;0.15",
"245;""Adrian Grbic"";""Lorient"";16;501;1;0;1.32;0.51;0.24;0.09;0.33;0.33;0.28;0",
"246;""Facundo Medina"";""Lens"";31;2605;1;0;1.86;0.12;0.06;0;0.07;0.07;0.35;0.32",
"247;""Cheick Oumar Doucoure"";""Lens"";34;2956;1;4;1.16;3.58;0.04;0.11;0.14;0.14;0.48;0.37",
"248;""Simon Banza"";""Lens"";4;117;1;1;1.07;0.46;0.82;0.36;1.18;1.18;1.18;0",
"249;""Lilian Brassier"";""Brest"";31;2249;1;0;1.37;0.38;0.05;0.02;0.07;0.07;0.13;0.12",
"250;""Kiki Kouyate"";""Metz"";30;2668;1;0;1.87;0.06;0.06;0;0.06;0.06;0.11;0.09",
"251;""Jean-Phillipe Krasso"";""Saint-Etienne"";16;438;1;1;1.8;0.53;0.37;0.11;0.48;0.48;0.41;0.05",
"252;""Timothee Pembele"";""Bordeaux"";26;1416;1;1;1.39;2.91;0.09;0.18;0.27;0.27;0.33;0.15",
"253;""Tinotenda Kadewere"";""Lyon"";15;483;1;0;4.29;1.14;0.8;0.21;1.01;1.01;1.16;0.18",
"254;""Jéremy Doku"";""Rennes"";14;459;1;2;0.97;2.06;0.19;0.4;0.59;0.59;0.74;0.21",
"255;""Pape Sarr"";""Metz"";33;2128;1;3;1.8;1.6;0.08;0.07;0.14;0.14;0.23;0.13",
"256;""Maxime Busi"";""Reims"";18;1290;1;0;0.34;1.27;0.02;0.09;0.11;0.11;0.2;0.13",
"257;""Krépin Diatta"";""Monaco"";8;287;1;0;0.11;0.17;0.03;0.05;0.09;0.09;0.18;0.09",
"258;""Chimuanya Ugochukwu"";""Rennes"";18;385;1;0;0.26;0.14;0.06;0.03;0.09;0.09;0.54;0.48",
"259;""Brandon Domingues"";""Troyes"";11;205;1;0;0.93;0.22;0.41;0.1;0.51;0.51;0.59;0.16",
"260;""Florent Ogier"";""Clermont Foot"";30;2449;1;0;0.79;0.3;0.03;0.01;0.04;0.04;0.2;0.2",
"261;""Vital N&#039;Simba"";""Clermont Foot"";34;2788;1;3;0.47;3.29;0.02;0.11;0.12;0.12;0.26;0.19",
"262;""Salis Abdul Samed"";""Clermont Foot"";31;2475;1;0;0.71;1;0.03;0.04;0.06;0.06;0.26;0.21",
"263;""Jason Berthomier"";""Clermont Foot"";29;1777;1;5;1.88;3.19;0.1;0.16;0.26;0.26;0.44;0.32",
"264;""Jim Allevinah"";""Clermont Foot"";30;1471;1;2;2.42;1.62;0.15;0.1;0.25;0.25;0.46;0.28",
"265;""Ilan Kebbal"";""Reims"";31;1797;1;4;1.29;2.96;0.06;0.15;0.21;0.21;0.37;0.22",
"266;""Bradley Locko"";""Reims"";24;997;1;1;0.11;0.39;0.01;0.04;0.05;0.05;0.2;0.15",
"267;""Dango Ouattara"";""Lorient"";25;781;1;2;1.73;1.25;0.2;0.14;0.34;0.34;0.38;0.09",
"268;""Amadou Onana"";""Lille"";32;1316;1;0;3.22;0.98;0.22;0.07;0.29;0.29;0.37;0.24",
"269;""Calvin Stengs"";""Nice"";24;1076;1;1;3.54;2.62;0.3;0.22;0.51;0.51;0.73;0.27",
"270;""Moritz Jenz"";""Lorient"";17;1388;1;0;1.31;0.07;0.09;0;0.09;0.09;0.18;0.18",
"271;""Gabriel Gudmundsson"";""Lille"";30;1333;1;0;2.55;1.24;0.17;0.08;0.26;0.26;0.33;0.09",
"272;""Azor Matusiwa"";""Reims"";29;2482;1;1;0.45;0.89;0.02;0.03;0.05;0.05;0.22;0.2",
"273;""N&#039;Dri Koffi"";""Reims"";10;365;1;0;1.08;0.17;0.27;0.04;0.31;0.31;0.42;0.15",
"274;""Stian Rode Gregersen"";""Bordeaux"";24;1958;1;1;1.54;0.5;0.07;0.02;0.09;0.09;0.15;0.14",
"275;""Gerson Rodrigues"";""Troyes"";12;852;1;1;2.63;0.42;0.28;0.04;0.32;0.32;0.33;0.06",
"276;""Yohann Magnin"";""Clermont Foot"";24;1714;1;0;1.33;0.5;0.07;0.03;0.1;0.1;0.23;0.16",
"277;""Marcelo"";""Bordeaux","Lyon"";13;1093;0;0;0.26;0.28;0.02;0.02;0.04;0.04;0.23;0.22"
"278;""Dante"";""Nice"";34;2872;0;0;0.77;1.3;0.02;0.04;0.06;0.06;0.29;0.29",
"279;""Jérôme Boateng"";""Lyon"";24;1644;0;1;0.25;1.45;0.01;0.08;0.09;0.09;0.39;0.36",
"280;""Sead Kolasinac"";""Marseille"";14;434;0;1;0;0.24;0;0.05;0.05;0.05;0.23;0.2",
"281;""Juan Bernat"";""Paris Saint Germain"";15;980;0;0;0.31;1.03;0.03;0.09;0.12;0.12;0.67;0.59",
"282;""Mamadou Sakho"";""Montpellier"";29;2585;0;0;0.04;0.2;0;0.01;0.01;0.01;0.13;0.12",
"283;""Laurent Koscielny"";""Bordeaux"";11;938;0;1;0;0.16;0;0.02;0.02;0.02;0.18;0.16",
"284;""Bakary Sako"";""Saint-Etienne"";7;138;0;0;0.33;0.03;0.21;0.02;0.24;0.24;0.14;0",
"285;""Morgan Schneiderlin"";""Nice"";20;613;0;1;0.14;0.2;0.02;0.03;0.05;0.05;0.24;0.2",
"286;""Cesc Fàbregas"";""Monaco"";2;31;0;0;0;0.08;0;0.22;0.22;0.22;0.08;0",
"287;""José Fonte"";""Lille"";38;3420;0;2;1.47;1.3;0.04;0.03;0.07;0.07;0.25;0.25",
"288;""Patrick Roberts"";""Troyes"";1;11;0;0;0.1;0;0.78;0;0.78;0.78;0.78;0",
"289;""Jordan Amavi"";""Marseille","Nice"";10;533;0;0;0;0.11;0;0.02;0.02;0.02;0.26;0.24"
"290;""Jeff Reine-Adelaide"";""Lyon"";10;175;0;1;0.21;1.2;0.11;0.61;0.72;0.72;1.21;0.76",
"291;""Gianluigi Donnarumma"";""Paris Saint Germain"";17;1530;0;0;0;0;0;0;0;0;0.3;0.3",
"292;""Assane Diousse"";""Saint-Etienne"";4;20;0;0;0;0;0;0;0;0;0;0",
"293;""Alfred Gomis"";""Rennes"";25;2250;0;0;0;0;0;0;0;0;0.12;0.12",
"294;""Steve Mandanda"";""Marseille"";9;810;0;0;0;0.05;0;0.01;0.01;0.01;0.12;0.12",
"295;""Fabio"";""Nantes"";27;1695;0;2;0.59;0.98;0.03;0.05;0.08;0.08;0.32;0.27",
"296;""Jérémy Pied"";""Lille"";2;10;0;0;0;0.02;0;0.22;0.22;0.22;0.22;0",
"297;""Gabriel Silva"";""Saint-Etienne"";13;706;0;0;0.07;0.03;0.01;0;0.01;0.01;0.1;0.09",
"298;""Sergio Rico"";""Paris Saint Germain"";1;20;0;0;0;0;0;0;0;0;0;0",
"299;""Rafinha"";""Paris Saint Germain"";5;220;0;0;0.33;0.06;0.13;0.03;0.16;0.16;0.38;0.26",
"300;""Pau López"";""Marseille"";29;2610;0;1;0;0.44;0;0.02;0.02;0.02;0.21;0.2",
"301;""Rubén Pardo"";""Bordeaux"";1;2;0;0;0;0;0;0;0;0;0;0",
"302;""Keylor Navas"";""Paris Saint Germain"";21;1860;0;0;0;0;0;0;0;0;0.28;0.28",
"303;""Danilo"";""Nice"";1;90;0;0;0;0;0;0;0;0;0;0",
"304;""Álvaro González"";""Marseille"";6;451;0;0;0.1;0;0.02;0;0.02;0.02;0.28;0.28",
"305;""Alexander Nübel"";""Monaco"";38;3420;0;0;0;0;0;0;0;0;0.14;0.14",
"306;""Moussa Doumbia"";""Reims"";4;77;0;0;0.93;0;1.08;0;1.08;0.2;1.23;1.04",
"307;""Alban Lafont"";""Nantes"";38;3420;0;0;0;0;0;0;0;0;0.05;0.05",
"308;""Benoit Costil"";""Bordeaux"";25;2250;0;0;0;0.05;0;0;0;0;0.13;0.13",
"309;""Pedro Mendes"";""Montpellier"";1;14;0;0;0;0.02;0;0.13;0.13;0.13;0.13;0.13",
"310;""Paul Bernardoni"";""Angers","Saint-Etienne"";32;2880;0;0;0;0;0;0;0;0;0.06;0.06"
"311;""Frederic Guilbert"";""Strasbourg"";33;2518;0;4;0.95;4.73;0.03;0.17;0.2;0.2;0.37;0.31",
"312;""Enzo Crivelli"";""Saint-Etienne"";4;88;0;0;0.54;0;0.55;0;0.55;0.55;1.44;0.89",
"313;""Anthony Lopes"";""Lyon"";34;2986;0;0;0;0;0;0;0;0;0.16;0.16",
"314;""Jérémy Morel"";""Lorient"";9;598;0;0;0.05;0.07;0.01;0.01;0.02;0.02;0.23;0.22",
"315;""Jordan Ferri"";""Montpellier"";34;2933;0;2;0.27;3.59;0.01;0.11;0.12;0.12;0.27;0.21",
"316;""Maxwel Cornet"";""Lyon"";1;67;0;0;0;0.04;0;0.05;0.05;0.05;1.05;1",
"317;""Jean-Kevin Augustin"";""Nantes"";7;67;0;0;0.09;0;0.12;0;0.12;0.12;0.12;0",
"318;""Paul Baysse"";""Bordeaux"";2;6;0;0;0;0;0;0;0;0;0;0",
"319;""Jean-Louis Leca"";""Lens"";27;2315;0;0;0;0;0;0;0;0;0.12;0.12",
"320;""Yannick Cahuzac"";""Lens"";17;599;0;0;0.05;0;0.01;0;0.01;0.01;0.07;0.07",
"321;""Casimir Ninga"";""Angers"";16;388;0;0;0.63;0.02;0.15;0.01;0.15;0.15;0.16;0.04",
"322;""Sébastien Corchia"";""Nantes"";28;1296;0;3;0.43;0.64;0.03;0.04;0.07;0.07;0.19;0.16",
"323;""Djibril Sidibe"";""Monaco"";17;947;0;0;0.14;0.85;0.01;0.08;0.09;0.09;0.34;0.32",
"324;""Youssouf Kone"";""Troyes"";21;972;0;1;0.21;0.88;0.02;0.08;0.1;0.1;0.2;0.18",
"325;""Rémy Cabella"";""Montpellier"";5;314;0;0;0.11;0.28;0.03;0.08;0.11;0.11;0.44;0.36",
"326;""Léo Dubois"";""Lyon"";23;1746;0;0;0.75;1.62;0.04;0.08;0.12;0.12;0.37;0.31",
"327;""Paul Nardi"";""Lorient"";22;1980;0;0;0;0;0;0;0;0;0.06;0.06",
"328;""Matthieu Dreyer"";""Lorient"";16;1440;0;0;0;0;0;0;0;0;0.02;0.02",
"329;""Karim Azamoum"";""Troyes"";7;379;0;0;0.1;0;0.02;0;0.02;0.02;0.14;0.14",
"330;""Jimmy Cabot"";""Angers"";24;2015;0;5;0.58;2.49;0.03;0.11;0.14;0.14;0.21;0.14",
"331;""Romain Philippoteaux"";""Brest"";1;21;0;0;0;0;0;0;0;0;0;0",
"332;""Alexandre Letellier"";""Paris Saint Germain"";1;7;0;0;0;0;0;0;0;0;0;0",
"333;""Vincent Manceau"";""Angers"";28;2354;0;0;0.07;0.4;0;0.02;0.02;0.02;0.19;0.17",
"334;""Pierrick Capelle"";""Angers"";30;1180;0;1;0.76;2.42;0.06;0.18;0.24;0.24;0.28;0.2",
"335;""Fabien Lemoine"";""Lorient"";21;1126;0;1;0.13;1.04;0.01;0.08;0.09;0.09;0.32;0.3",
"336;""Ronael Pierre Gabriel"";""Brest"";30;2568;0;1;0.48;2.14;0.02;0.07;0.09;0.09;0.22;0.13",
"337;""Jessy Moulin"";""Troyes"";7;630;0;0;0;0;0;0;0;0;0.03;0.03",
"338;""Dennis Appiah"";""Nantes"";32;2083;0;0;0.05;0.22;0;0.01;0.01;0.01;0.14;0.13",
"339;""Jean-Armel Kana-Biyik"";""Metz"";10;667;0;0;0.07;0;0.01;0;0.01;0.01;0.04;0.04",
"340;""Damien Da Silva"";""Lyon"";17;1127;0;0;0.44;0.26;0.03;0.02;0.06;0.06;0.45;0.44",
"341;""Jemerson"";""Metz"";15;1210;0;0;0.26;0.61;0.02;0.05;0.07;0.07;0.09;0.08",
"342;""Dimitry Bertaud"";""Montpellier"";11;831;0;0;0;0;0;0;0;0;0.04;0.04",
"343;""Hatem Ben Arfa"";""Lille"";7;316;0;1;0.2;0.72;0.06;0.2;0.26;0.26;0.28;0.1",
"344;""Charles Traore"";""Nantes"";16;715;0;0;0;0;0;0;0;0;0.19;0.19",
"345;""Kevin N&#039;Doram"";""Metz"";19;1245;0;0;1.37;0.37;0.1;0.03;0.13;0.13;0.25;0.22",
"346;""Grejohn Kyei"";""Clermont Foot"";14;384;0;1;1.99;0.99;0.47;0.23;0.7;0.7;0.75;0.25",
"347;""Valentin Rongier"";""Marseille"";32;2213;0;1;2.65;1.6;0.11;0.07;0.17;0.17;0.52;0.39",
"348;""Romain Del Castillo"";""Brest","Rennes"";22;1018;0;6;1.2;1.73;0.11;0.15;0.26;0.26;0.35;0.22"
"349;""Hassane Kamara"";""Nice"";11;547;0;0;1;1.28;0.16;0.21;0.37;0.37;0.62;0.27",
"350;""Paul Lasne"";""Brest"";15;833;0;1;0.27;0.99;0.03;0.11;0.14;0.14;0.19;0.15",
"351;""Mathieu Cafaro"";""Reims"";4;198;0;0;0.26;0.06;0.12;0.03;0.15;0.15;0.17;0.08",
"352;""Anastasios Donis"";""Reims"";13;349;0;0;0.98;0.3;0.25;0.08;0.33;0.33;0.16;0.01",
"353;""Marc-Aurele Caillard"";""Metz"";19;1538;0;0;0;0;0;0;0;0;0.03;0.03",
"354;""Abdou Diallo"";""Paris Saint Germain"";12;875;0;1;0.1;0.67;0.01;0.07;0.08;0.08;0.46;0.43",
"355;""Sada Thioub"";""Angers","Saint-Etienne"";18;963;0;1;0.21;1.67;0.02;0.16;0.18;0.18;0.3;0.17"
"356;""Roli Pereira De Sa"";""Nantes"";17;562;0;0;0.46;0.49;0.07;0.08;0.15;0.15;0.33;0.24",
"357;""Laurent Abergel"";""Lorient"";34;2971;0;2;1.64;2.48;0.05;0.08;0.13;0.13;0.26;0.17",
"358;""Andrew Gravillon"";""Reims"";26;2142;0;0;0.78;0.67;0.03;0.03;0.06;0.06;0.13;0.1",
"359;""Josh Maja"";""Bordeaux"";2;7;0;0;0;0.06;0;0.83;0.83;0.83;0.83;0",
"360;""Walter Benítez"";""Nice"";37;3330;0;0;0;0;0;0;0;0;0.06;0.06",
"361;""Eiji Kawashima"";""Strasbourg"";1;90;0;0;0;0;0;0;0;0;0.08;0.08",
"362;""Lamine Ghezali"";""Saint-Etienne"";1;1;0;0;0;0.02;0;1.71;1.71;1.71;1.71;0",
"363;""Abdoulaye Bamba"";""Angers"";10;453;0;0;0.13;0.14;0.02;0.03;0.05;0.05;0.16;0.12",
"364;""Myziane Maolida"";""Nice"";1;29;0;0;0.04;0;0.13;0;0.13;0.13;0.3;0.17",
"365;""Amine Bassi"";""Metz"";5;181;0;0;0.09;0.48;0.04;0.24;0.28;0.28;0.18;0.14",
"366;""Hugo Magnetti"";""Brest"";28;1461;0;1;0.51;0.95;0.03;0.06;0.09;0.09;0.29;0.27",
"367;""Alexis Claude Maurice"";""Nice"";10;180;0;2;0.34;1.05;0.17;0.52;0.69;0.69;0.68;0.29",
"368;""Pierre-Yves Hamel"";""Clermont Foot","Lorient"";20;529;0;0;1.63;0.18;0.28;0.03;0.31;0.31;0.32;0.02"
"369;""Romain Salin"";""Rennes"";1;90;0;0;0;0;0;0;0;0;0.11;0.11",
"370;""Johan Gastien"";""Clermont Foot"";32;2760;0;1;0.73;1.73;0.02;0.06;0.08;0.08;0.38;0.34",
"371;""Anthony Mandrea"";""Angers"";10;900;0;0;0;0;0;0;0;0;0.07;0.07",
"372;""Tanguy NDombele Alvaro"";""Lyon"";11;704;0;2;0.19;1.49;0.02;0.19;0.21;0.21;0.62;0.48",
"373;""Yoann Salmier"";""Troyes"";31;2677;0;1;0.88;1.02;0.03;0.03;0.06;0.06;0.19;0.18",
"374;""Alexandre Oukidja"";""Metz"";21;1881;0;0;0;0;0;0;0;0;0.08;0.08",
"375;""Christophe Herelle"";""Brest"";23;1952;0;0;0.23;0.11;0.01;0.01;0.02;0.02;0.1;0.09",
"376;""Jimmy Giraudon"";""Troyes"";19;1617;0;0;0;0.32;0;0.02;0.02;0.02;0.16;0.15",
"377;""Ruben Aguilar"";""Monaco"";28;2138;0;2;0.3;1.5;0.01;0.06;0.08;0.08;0.38;0.32",
"378;""Samuel Moutoussamy"";""Nantes"";30;1492;0;1;1.94;0.4;0.12;0.02;0.14;0.14;0.28;0.17",
"379;""Otávio"";""Bordeaux"";16;1154;0;0;0.29;0.11;0.02;0.01;0.03;0.03;0.25;0.22",
"380;""Guillermo Maripán"";""Monaco"";26;1829;0;0;0.58;0.5;0.03;0.02;0.05;0.05;0.45;0.42",
"381;""Julian Pollersbeck"";""Lyon"";6;432;0;0;0;0;0;0;0;0;0.31;0.31",
"382;""Levi Lumeka"";""Troyes"";5;50;0;0;0;0;0;0;0;0;0.03;0.03",
"383;""Gerzino Nyamsi"";""Strasbourg"";34;2982;0;2;1.94;1.14;0.06;0.03;0.09;0.09;0.22;0.21",
"384;""Suk Hyun-Jun"";""Troyes"";9;126;0;0;0.44;0.46;0.32;0.33;0.64;0.64;0.6;0.39",
"385;""Oriol Busquets"";""Clermont Foot"";9;188;0;0;0.02;0;0.01;0;0.01;0.01;0.24;0.23",
"386;""Vágner"";""Metz"";3;77;0;0;0.35;0.07;0.41;0.09;0.5;0.5;0.44;0",
"387;""Jean-Claude Billong"";""Clermont Foot"";15;965;0;0;0.1;0.05;0.01;0;0.01;0.01;0.21;0.21",
"388;""Steven Fortes"";""Lens"";1;90;0;0;0;0;0;0;0;0;0.48;0.48",
"389;""Gaetan Poussin"";""Bordeaux"";13;1170;0;0;0;0;0;0;0;0;0.08;0.08",
"390;""Sofiane Alakouch"";""Metz"";4;150;0;0;0.02;0.01;0.01;0.01;0.02;0.02;0.01;0.01",
"391;""Antonin Bobichon"";""Angers"";4;27;0;0;0;0;0;0;0;0;0.05;0.05",
"392;""Thomas Fontaine"";""Lorient"";2;169;0;0;0;0;0;0;0;0;0.28;0.28",
"393;""William Saliba"";""Marseille"";36;3240;0;0;1.36;0.63;0.04;0.02;0.06;0.06;0.32;0.31",
"394;""Toma Basic"";""Bordeaux"";3;217;0;1;0.07;0.3;0.03;0.12;0.15;0.15;0.1;0.04",
"395;""Matz Sels"";""Strasbourg"";37;3330;0;0;0.08;0.02;0;0;0;0;0.08;0.08",
"396;""Colin Dagba"";""Paris Saint Germain"";3;165;0;0;0;0.06;0;0.03;0.03;0.03;0.1;0.1",
"397;""Youssouf Fofana"";""Monaco"";33;2181;0;4;0.95;2.07;0.04;0.09;0.12;0.12;0.41;0.31",
"398;""Farid El Melali"";""Angers"";2;8;0;0;0.03;0;0.38;0;0.38;0.38;0.38;0",
"399;""Wilson Isidor"";""Monaco"";4;42;0;0;0.14;0.12;0.3;0.25;0.55;0.55;0.55;0.25",
"400;""Nemanja Radonjic"";""Marseille"";1;14;0;0;0;0.13;0;0.81;0.81;0.81;1.12;1.12",
"401;""Valon Berisha"";""Reims"";13;438;0;1;0.23;0.69;0.05;0.14;0.19;0.19;0.08;0.02",
"402;""Jonathan Gradit"";""Lens"";35;3082;0;0;0.07;1.85;0;0.05;0.06;0.06;0.29;0.29",
"403;""Charles Nathan Abi"";""Saint-Etienne"";1;47;0;0;0;0;0;0;0;0;0.02;0.02",
"404;""Maxence Caqueret"";""Lyon"";31;2331;0;0;0.91;1.55;0.04;0.06;0.09;0.09;0.53;0.45",
"405;""Souleyman Doumbia"";""Angers"";27;2248;0;1;0.97;1.98;0.04;0.08;0.12;0.12;0.23;0.17",
"406;""Eduardo Camavinga"";""Rennes"";4;137;0;0;0;0.05;0;0.03;0.03;0.03;0.32;0.29",
"407;""Philippe Sandler"";""Troyes"";2;70;0;0;0;0;0;0;0;0;0;0",
"408;""Leonardo Balerdi"";""Marseille"";17;946;0;0;0.1;0.04;0.01;0;0.01;0.01;0.32;0.32",
"409;""Eric Junior Dina Ebimbe"";""Paris Saint Germain"";10;313;0;0;0.11;0.12;0.03;0.03;0.07;0.07;0.39;0.38",
"410;""Darío Benedetto"";""Marseille"";2;49;0;0;0.59;0.06;1.09;0.11;1.2;1.2;1.28;0.08",
"411;""Predrag Rajkovic"";""Reims"";38;3420;0;0;0;0.01;0;0;0;0;0.07;0.07",
"412;""Sambou Sissoko"";""Reims"";8;154;0;0;0.14;0.25;0.08;0.15;0.23;0.23;0.46;0.24",
"413;""Julien Faussurier"";""Brest"";16;464;0;1;0.27;1.05;0.05;0.2;0.26;0.26;0.3;0.13",
"414;""Denys Bain"";""Brest"";2;180;0;0;0;0;0;0;0;0;0.03;0.03",
"415;""Haris Belkebla"";""Brest"";31;2311;0;0;0.14;1.07;0.01;0.04;0.05;0.05;0.15;0.11",
"416;""Danijel Petkovic"";""Angers"";15;1350;0;0;0;0;0;0;0;0;0.09;0.09",
"417;""Loris Benito"";""Bordeaux"";1;63;0;0;0;0;0;0;0;0;0.09;0.09",
"418;""Harold Moukoudi"";""Saint-Etienne"";24;1649;0;0;0.84;0.1;0.05;0.01;0.05;0.05;0.17;0.14",
"419;""Domagoj Bradaric"";""Lille"";15;389;0;0;0.02;0.65;0.01;0.15;0.16;0.16;0.47;0.34",
"420;""Léo Jardim"";""Lille"";17;1530;0;0;0;0;0;0;0;0;0.04;0.04",
"421;""Cheikh Niasse"";""Lille"";4;36;0;0;0;0;0;0;0;0;0.22;0.22",
"422;""Mamadou Fofana"";""Metz"";1;30;0;0;0;0;0;0;0;0;0.33;0.33",
"423;""Marcin Bulka"";""Nice"";1;90;0;0;0;0;0;0;0;0;0;0",
"424;""Adil Aouchiche"";""Saint-Etienne"";35;1040;0;4;1.06;1.54;0.09;0.13;0.22;0.22;0.25;0.12",
"425;""Stefan Bajic"";""Saint-Etienne"";7;507;0;0;0.02;0;0;0;0;0;0.02;0.02",
"426;""Mathis Cherki"";""Lyon"";16;412;0;1;0.72;0.85;0.16;0.18;0.34;0.34;0.45;0.25",
"427;""Ismail Jakobs"";""Monaco"";28;1172;0;1;0.73;3.91;0.06;0.3;0.36;0.36;0.52;0.32",
"428;""Hianga&#039;a M&#039;Bock"";""Brest"";14;791;0;0;0.36;0.01;0.04;0;0.04;0.04;0.18;0.16",
"429;""Lucien Agoume"";""Brest"";27;1881;0;0;0.9;1.18;0.04;0.06;0.1;0.1;0.23;0.21",
"430;""Mehdi Zerkane"";""Bordeaux"";6;69;0;0;0.02;0.05;0.03;0.06;0.09;0.09;0.36;0.27",
"431;""Jason Mbock"";""Angers"";1;15;0;0;0;0;0;0;0;0;0;0",
"432;""Nelson Sissoko"";""Saint-Etienne"";1;49;0;0;0;0;0;0;0;0;0;0",
"433;""Georges Mikautadze"";""Metz"";1;1;0;0;0.17;0;14.91;0;14.91;14.91;14.91;0",
"434;""Lenny Lacroix"";""Metz"";3;201;0;1;0.06;0.49;0.03;0.22;0.25;0.25;0.07;0.07",
"435;""Maxence Rivera"";""Saint-Etienne"";1;4;0;0;0;0;0;0;0;0;0;0",
"436;""Renaud Emond"";""Nantes"";6;192;0;0;0.01;0.02;0;0.01;0.01;0.01;0.22;0.22",
"437;""Papa Ndiaga Yade"";""Metz"";18;662;0;1;0.27;0.73;0.04;0.1;0.14;0.14;0.24;0.19",
"438;""Kaj Sierhuis"";""Reims"";2;80;0;0;0.08;0.11;0.09;0.12;0.21;0.21;0.32;0.19",
"439;""Yvann Maçon"";""Saint-Etienne"";22;1558;0;0;0.36;1.42;0.02;0.08;0.1;0.1;0.15;0.07",
"440;""Bruno Guimarães"";""Lyon"";20;1650;0;3;0.85;3.94;0.05;0.21;0.26;0.26;0.58;0.39",
"441;""Enzo Ebosse"";""Angers"";27;1886;0;0;0.12;0.39;0.01;0.02;0.02;0.02;0.22;0.22",
"442;""Waniss Taibi"";""Angers"";7;120;0;0;0.07;0;0.06;0;0.06;0.06;0.12;0.12",
"443;""Strahinja Pavlovic"";""Monaco"";7;448;0;0;0.48;0.1;0.1;0.02;0.12;0.12;0.39;0.39",
"444;""Chrislain Matsima"";""Monaco"";7;126;0;0;0.08;0;0.05;0;0.05;0.05;0.72;0.72",
"445;""Eliot Matazo"";""Monaco"";18;780;0;0;0.08;0.13;0.01;0.02;0.02;0.02;0.13;0.11",
