"number;""player"";""team"";""apps"";""min"";""goals"";""a"";""xG"";""xA"";""xG90"";""xA90"";""xG90xA90"";""NPxG90xA90"";""xGChain90"";""xGBuildup90""",
"1;""Kylian Mbappe-Lottin"";""Paris Saint Germain"";34;2835;29;5;27.8;9.17;0.88;0.29;1.17;1.08;1.18;0.31",
"2;""Alexandre Lacazette"";""Lyon"";35;2944;27;5;27.38;5.37;0.84;0.16;1;0.82;0.85;0.17",
"3;""Jonathan Christian David"";""Lille"";37;3193;24;4;25.03;7.12;0.71;0.2;0.91;0.67;0.86;0.26",
"4;""Folarin Balogun"";""Reims"";37;3030;21;2;26.04;3.95;0.77;0.12;0.89;0.73;0.77;0.14",
"5;""Loïs Openda"";""Lens"";38;2564;21;4;18.99;5.77;0.67;0.2;0.87;0.84;0.84;0.13",
"6;""Habib Diallo"";""Strasbourg"";37;2891;20;1;21;3.68;0.65;0.11;0.77;0.67;0.69;0.13",
"7;""Wissam Ben Yedder"";""Monaco"";32;2147;19;7;18.68;4.12;0.78;0.17;0.96;0.76;0.83;0.15",
"8;""Sepe Elye Wahi"";""Montpellier"";33;2584;19;5;14.52;3.99;0.51;0.14;0.64;0.62;0.54;0.04",
"9;""Terem Igobor Moffi"";""Lorient","Nice"";34;2747;18;3;16.75;3.06;0.55;0.1;0.65;0.6;0.67;0.19"
"10;""Lionel Messi"";""Paris Saint Germain"";32;2855;16;16;17.66;15.24;0.56;0.48;1.04;1.04;1.23;0.5",
"11;""Gaetan Laborde"";""Nice","Rennes"";37;2774;15;3;14.42;6.24;0.47;0.2;0.67;0.65;0.73;0.23"
"12;""Amine Gouiri"";""Nice","Rennes"";36;2781;15;3;12.6;4.85;0.41;0.16;0.56;0.56;0.7;0.23"
"13;""Alexis Sánchez"";""Marseille"";35;2734;14;3;14.02;7.43;0.46;0.24;0.71;0.63;0.8;0.26",
"14;""Neymar"";""Paris Saint Germain"";20;1561;13;11;9.91;8.08;0.57;0.47;1.04;0.95;1.32;0.74",
"15;""Breel Embolo"";""Monaco"";32;1855;12;2;10.73;4.77;0.52;0.23;0.75;0.72;0.73;0.12",
"16;""Téji Savanier"";""Montpellier"";30;2581;12;4;7.74;5.89;0.27;0.21;0.48;0.32;0.33;0.22",
"17;""Mama Baldé"";""Troyes"";34;2686;12;3;10.58;2.05;0.35;0.07;0.42;0.37;0.41;0.09",
