"number;""player"";""team"";""apps"";""min"";""goals"";""a"";""xG"";""xA"";""xG90"";""xA90"";""xG90xA90"";""NPxG90xA90"";""xGChain90"";""xGBuildup90""",
"23;""Neymar"";""Paris Saint Germain"";18;1413;9;5;13.25;7.52;0.84;0.48;1.32;1.03;1.37;0.63",
"24;""Steve Mounie"";""Brest"";35;2704;9;4;11.39;2.56;0.38;0.09;0.46;0.41;0.47;0.13",
"25;""Martin Terrier"";""Rennes"";34;2490;9;7;5.97;3.87;0.22;0.14;0.36;0.33;0.45;0.15",
"26;""Randal Kolo Muani"";""Nantes"";37;3056;9;4;9.46;6.52;0.28;0.19;0.47;0.47;0.48;0.06",
"27;""Habib Diallo"";""Metz","Strasbourg"";36;2485;9;3;8.54;2.49;0.31;0.09;0.4;0.37;0.46;0.16"
"28;""Lucas Paquetá"";""Lyon"";30;2303;9;5;7.58;6.41;0.3;0.25;0.55;0.55;0.9;0.45",
"29;""Stephy Mavididi"";""Montpellier"";35;2038;9;0;5.8;1.19;0.26;0.05;0.31;0.31;0.37;0.09",
"30;""Moussa Koné"";""Nimes"";33;1777;9;0;5.99;1.13;0.3;0.06;0.36;0.36;0.43;0.1",
"31;""Florian Thauvin"";""Marseille"";36;2777;8;8;9.09;10.31;0.29;0.33;0.63;0.58;0.63;0.25",
"32;""Franck Honorat"";""Brest"";36;2477;8;4;3.73;7.63;0.14;0.28;0.41;0.41;0.46;0.19",
"33;""Florian Sotoca"";""Lens"";33;2445;8;3;10.59;3.65;0.39;0.13;0.52;0.47;0.5;0.16",
"34;""Dimitri Payet"";""Marseille"";33;2442;7;10;6.3;8;0.23;0.29;0.53;0.5;0.58;0.28",
"35;""Wahbi Khazri"";""Saint-Etienne"";22;1209;7;1;5.21;1.38;0.39;0.1;0.49;0.32;0.33;0.09",
"36;""Mauro Icardi"";""Paris Saint Germain"";20;1071;7;3;8.7;2.84;0.73;0.24;0.97;0.91;0.98;0.22",
"37;""Denis Bouanga"";""Saint-Etienne"";36;2753;7;4;12.28;3.56;0.4;0.12;0.52;0.42;0.43;0.1",
"38;""Irvin Cardona"";""Brest"";36;2046;7;1;6.86;1.13;0.3;0.05;0.35;0.35;0.4;0.09",
"39;""Houssem Aouar"";""Lyon"";30;1800;7;3;10.6;3.77;0.53;0.19;0.72;0.64;0.93;0.33",
"40;""Angelo Fulgini"";""Angers"";33;2756;7;3;5.08;4.77;0.17;0.16;0.32;0.3;0.41;0.22",
"41;""Ignatius Ganago"";""Lens"";24;1313;7;0;7.55;1.04;0.52;0.07;0.59;0.59;0.63;0.11",
"42;""Sofiane Diop"";""Monaco"";32;2044;7;1;4.43;2.73;0.2;0.12;0.32;0.32;0.6;0.35",
"43;""Imran Louza"";""Nantes"";33;2409;7;2;5.84;1.76;0.22;0.07;0.28;0.14;0.22;0.16",
"44;""Mama Baldé"";""Dijon"";29;2181;7;0;8.16;0.51;0.34;0.02;0.36;0.36;0.39;0.09",
"45;""Yusuf Yazici"";""Lille"";32;1069;7;4;4.71;3.52;0.4;0.3;0.69;0.69;0.71;0.19",
"46;""Arnaud Kalimuendo Muinga"";""Lens","Paris Saint Germain"";29;1288;7;3;6.37;2.46;0.45;0.17;0.62;0.62;0.68;0.14"
"47;""Stevan Jovetic"";""Monaco"";29;763;6;0;5.76;0.46;0.68;0.05;0.73;0.64;0.75;0.28",
"48;""Pablo Sarabia"";""Paris Saint Germain"";27;1301;6;4;6.45;6.23;0.45;0.43;0.88;0.88;1.09;0.36",
"49;""Gaëtan Charbonnier"";""Brest"";36;1564;6;1;5.05;2.62;0.29;0.15;0.44;0.4;0.51;0.24",
"50;""Romain Hamouma"";""Saint-Etienne"";29;1768;6;1;5.31;2.83;0.27;0.14;0.41;0.41;0.4;0.1",
"51;""Jonathan Bamba"";""Lille"";38;3006;6;9;4.19;4.29;0.13;0.13;0.25;0.25;0.47;0.28",
"52;""Benjamin Bourigeaud"";""Rennes"";37;2572;6;5;4.28;5.08;0.15;0.18;0.33;0.33;0.4;0.26",
"53;""Farid Boulaya"";""Metz"";33;2830;6;8;5.07;8.47;0.16;0.27;0.43;0.38;0.37;0.2",
"54;""Stéphane Bahoken"";""Angers"";30;1633;6;2;7.46;1.15;0.41;0.06;0.47;0.43;0.47;0.07",
"55;""Ibrahima Niane"";""Metz"";10;676;6;0;3.52;0.17;0.47;0.02;0.49;0.39;0.47;0.13",
"56;""Romain Faivre"";""Brest"";36;2915;6;5;6.05;6.22;0.19;0.19;0.38;0.36;0.45;0.23",
"57;""Moses Simon"";""Nantes"";33;2362;6;5;6.97;2.84;0.27;0.11;0.37;0.34;0.35;0.05",
"58;""Zinedine Ferhat"";""Nimes"";33;2960;6;10;5.5;6.41;0.17;0.19;0.36;0.34;0.51;0.25",
"59;""Kasper Dolberg"";""Nice"";25;1932;6;2;7.54;1.22;0.35;0.06;0.41;0.34;0.39;0.08",
"60;""Aleksandr Golovin"";""Monaco"";21;1073;5;9;2.83;6.02;0.24;0.5;0.74;0.74;0.65;0.19",
"61;""Adrien Thomasson"";""Strasbourg"";37;2651;5;1;6.34;4.8;0.22;0.16;0.38;0.38;0.45;0.16",
"62;""Ángel Di María"";""Paris Saint Germain"";27;1880;5;9;5.12;11.5;0.24;0.55;0.8;0.8;0.83;0.31",
"63;""Moussa Konate"";""Dijon"";27;1186;5;1;5.61;0.49;0.43;0.04;0.46;0.35;0.31;0.06",
"64;""Lois Diony"";""Angers"";36;1759;5;1;4.4;1.91;0.23;0.1;0.32;0.28;0.36;0.09",
"65;""Guillermo Maripán"";""Monaco"";28;2079;5;1;2.67;0.82;0.12;0.04;0.15;0.15;0.3;0.3",
"66;""Téji Savanier"";""Montpellier"";27;2187;5;5;5.72;6.88;0.24;0.28;0.52;0.39;0.37;0.23",
"67;""Darío Benedetto"";""Marseille"";32;1597;5;3;7.52;2.27;0.42;0.13;0.55;0.51;0.58;0.11",
"68;""Simon Banza"";""Lens"";34;1341;5;2;5.9;2.11;0.4;0.14;0.54;0.49;0.53;0.21",
"69;""Julian Draxler"";""Paris Saint Germain"";24;1063;4;3;1.81;3.94;0.15;0.33;0.49;0.49;0.9;0.61",
"70;""Romain Thomas"";""Angers"";34;3030;4;0;2.44;0.13;0.07;0;0.08;0.08;0.08;0.08",
"71;""Damien Da Silva"";""Rennes"";30;2670;4;0;1.34;0.33;0.05;0.01;0.06;0.06;0.29;0.29",
"72;""Clément Grenier"";""Rennes"";23;1069;4;3;2.72;2.17;0.23;0.18;0.41;0.35;0.37;0.22",
"73;""Mathieu Cafaro"";""Reims"";31;2118;4;2;2.67;2.87;0.11;0.12;0.24;0.24;0.27;0.13",
"74;""Adrien Hunou"";""Rennes"";20;560;4;0;4.33;0.84;0.7;0.14;0.83;0.83;0.8;0.17",
"75;""Pierre Lees-Melou"";""Nice"";29;2061;4;2;4.15;0.86;0.18;0.04;0.22;0.19;0.38;0.24",
"76;""Jonathan Ikone"";""Lille"";37;2198;4;5;4.52;2.62;0.19;0.11;0.29;0.26;0.33;0.12",
"77;""Arnaud Nordin"";""Saint-Etienne"";32;1780;4;4;4.38;2.72;0.22;0.14;0.36;0.36;0.4;0.17",
"78;""Alexis Claude Maurice"";""Nice"";30;1901;4;5;4.39;3.81;0.21;0.18;0.39;0.39;0.6;0.32",
"79;""Pierre-Yves Hamel"";""Lorient"";23;842;4;2;3.3;0.57;0.35;0.06;0.41;0.33;0.38;0.21",
"80;""Aaron Leya Iseka"";""Metz"";21;1015;4;0;4.4;0.61;0.39;0.05;0.44;0.24;0.26;0.04",
"81;""Luiz Araujo"";""Lille"";28;1506;4;2;3.37;2.4;0.2;0.14;0.34;0.34;0.54;0.26",
"82;""Vágner"";""Metz"";26;958;4;1;4.92;1.45;0.46;0.14;0.6;0.46;0.54;0.26",
"83;""Remi Oudin"";""Bordeaux"";38;2452;4;4;4.06;5.6;0.15;0.21;0.35;0.35;0.33;0.11",
"84;""Toma Basic"";""Bordeaux"";34;2614;4;1;4.14;1.68;0.14;0.06;0.2;0.2;0.24;0.16",
"85;""Samuel Kalu"";""Bordeaux"";20;980;4;1;1.76;0.53;0.16;0.05;0.21;0.21;0.34;0.19",
"86;""Nathanael Mbuku"";""Reims"";32;2246;4;1;2.78;2.19;0.11;0.09;0.2;0.2;0.29;0.15",
"87;""Pereira Lage"";""Angers"";28;1475;4;1;1.98;0.59;0.12;0.04;0.16;0.16;0.24;0.15",
"88;""El Bilal Touré"";""Reims"";33;1235;4;1;2.12;0.72;0.15;0.05;0.21;0.21;0.22;0.03",
"89;""Adrian Grbic"";""Lorient"";33;926;4;0;6.47;0.71;0.63;0.07;0.7;0.48;0.48;0.03",
"90;""Niclas Eliasson"";""Nimes"";30;1812;4;3;3.89;3.19;0.19;0.16;0.35;0.35;0.31;0.05",
"91;""Marcelo"";""Lyon"";34;2923;3;0;1.25;0.34;0.04;0.01;0.05;0.05;0.32;0.32",
"92;""José Fonte"";""Lille"";36;3190;3;0;1.6;0.42;0.05;0.01;0.06;0.06;0.2;0.19",
"93;""Islam Slimani"";""Lyon"";18;555;3;1;3.07;2.23;0.5;0.36;0.86;0.86;0.85;0.39",
"94;""Marquinhos"";""Paris Saint Germain"";25;2133;3;1;2.39;0.23;0.1;0.01;0.11;0.11;0.32;0.32",
"95;""Valère Germain"";""Marseille"";24;823;3;0;2.5;0.06;0.27;0.01;0.28;0.28;0.27;0.06",
"96;""Rony Lopes"";""Nice"";28;1815;3;1;3.38;3.69;0.17;0.18;0.35;0.35;0.42;0.17",
"97;""Ismael Traoré"";""Angers"";34;2993;3;3;1.34;0.74;0.04;0.02;0.06;0.06;0.16;0.15",
"98;""Thomas Mangani"";""Angers"";35;2725;3;3;3.09;2.82;0.1;0.09;0.2;0.12;0.28;0.22",
"99;""Pierrick Capelle"";""Angers"";35;2059;3;3;3.26;1.9;0.14;0.08;0.23;0.23;0.34;0.19",
"100;""Laurent Abergel"";""Lorient"";38;2977;3;1;1.31;1.77;0.04;0.05;0.09;0.09;0.25;0.19",
"101;""Yunis Abdelhamid"";""Reims"";33;2889;3;0;2.03;0.45;0.06;0.01;0.08;0.08;0.14;0.13",
"102;""Opa Nguette"";""Metz"";16;1144;3;1;3.26;0.63;0.26;0.05;0.31;0.25;0.31;0.08",
"103;""Florent Mollet"";""Montpellier"";34;2381;3;5;5.18;3.45;0.2;0.13;0.33;0.33;0.36;0.13",
"104;""Myziane Maolida"";""Nice"";19;1076;3;1;2.23;1.79;0.19;0.15;0.34;0.34;0.49;0.2",
"105;""Kenny Lala"";""Strasbourg"";21;1842;3;2;2.59;3.9;0.13;0.19;0.32;0.21;0.3;0.16",
"106;""Kalifa Coulibaly"";""Nantes"";17;983;3;1;2.58;1.21;0.24;0.11;0.35;0.28;0.24;0.04",
"107;""Mahdi Camara"";""Saint-Etienne"";37;3298;3;2;3.1;1;0.08;0.03;0.11;0.11;0.21;0.15",
"108;""Romain Perraud"";""Brest"";36;3140;3;7;2.71;3.13;0.08;0.09;0.17;0.17;0.36;0.26",
"109;""Timothy Weah"";""Lille"";28;850;3;0;3.06;1.37;0.32;0.14;0.47;0.47;0.52;0.09",
"110;""Armand Lauriente"";""Lorient"";29;1616;3;5;3.39;5.3;0.19;0.29;0.48;0.48;0.57;0.23",
"111;""Mehmet Zeki Çelik"";""Lille"";29;2394;3;2;0.5;2.25;0.02;0.08;0.1;0.1;0.33;0.24",
"112;""Axel Disasi"";""Monaco"";29;2025;3;0;2.23;0.6;0.1;0.03;0.13;0.13;0.35;0.34",
"113;""Naif Aguerd"";""Rennes"";35;3148;3;1;3.29;0.7;0.09;0.02;0.11;0.11;0.26;0.26",
"114;""Gelson Martins"";""Monaco"";23;1585;3;2;3.3;2.83;0.19;0.16;0.35;0.35;0.5;0.2",
"115;""Charles Nathan Abi"";""Saint-Etienne"";24;907;3;2;2.26;0.37;0.22;0.04;0.26;0.26;0.2;0.05",
"116;""Arbër Zeneli"";""Reims"";28;1286;3;3;1.58;1.95;0.11;0.14;0.25;0.25;0.27;0.12",
"117;""Brendan Chardonnet"";""Brest"";33;2711;3;1;3.17;0.65;0.11;0.02;0.13;0.13;0.2;0.19",
"118;""Harold Moukoudi"";""Saint-Etienne"";26;2276;3;1;1.8;1.35;0.07;0.05;0.12;0.12;0.11;0.11",
"119;""Abdoul Kader Bamba"";""Nantes"";29;881;3;1;1.97;1.46;0.2;0.15;0.35;0.27;0.38;0.27",
"120;""Thomas Delaine"";""Metz"";24;1780;3;2;1.37;1.12;0.07;0.06;0.13;0.13;0.25;0.15",
"121;""Hichem Boudaoui"";""Nice"";25;1763;3;2;1.96;1.84;0.1;0.09;0.19;0.19;0.33;0.18",
"122;""Papa Ndiaga Yade"";""Metz"";28;981;3;4;1.54;2.31;0.14;0.21;0.35;0.35;0.43;0.1",
"123;""Bruno Guimarães"";""Lyon"";33;1760;3;1;2.54;1.97;0.13;0.1;0.23;0.19;0.7;0.54",
"124;""Jonathan Clauss"";""Lens"";33;2560;3;6;1.67;6.75;0.06;0.24;0.3;0.3;0.39;0.25",
"125;""Lamine Gueye"";""Metz"";26;1476;3;2;4.39;2.1;0.27;0.13;0.4;0.4;0.41;0.04",
"126;""Pape Sarr"";""Metz"";22;1588;3;0;0.79;0.41;0.04;0.02;0.07;0.07;0.23;0.18",
"127;""Sepe Elye Wahi"";""Montpellier"";18;521;3;1;2.08;0.36;0.36;0.06;0.42;0.42;0.3;0.13",
"128;""Dante"";""Nice"";9;778;2;1;0.91;0.41;0.1;0.05;0.15;0.15;0.21;0.21",
"129;""Idrissa Gueye"";""Paris Saint Germain"";28;1580;2;1;0.89;0.82;0.05;0.05;0.1;0.1;0.7;0.63",
"130;""Cesc Fàbregas"";""Monaco"";21;865;2;3;3;2.5;0.31;0.26;0.57;0.41;0.85;0.51",
"131;""Massadio Haidara"";""Lens"";25;2141;2;1;2.19;1.69;0.09;0.07;0.16;0.16;0.27;0.2",
"132;""Mathieu Debuchy"";""Saint-Etienne"";26;2106;2;1;2.03;1.1;0.09;0.05;0.13;0.13;0.2;0.14",
"133;""Seko Fofana"";""Lens"";30;2309;2;3;2.74;2.58;0.11;0.1;0.21;0.21;0.48;0.35",
"134;""Alessandro Florenzi"";""Paris Saint Germain"";21;1551;2;1;2.48;2.4;0.14;0.14;0.28;0.28;0.53;0.33",
"135;""Pol Lirola"";""Marseille"";19;1555;2;2;1.32;2.43;0.08;0.14;0.22;0.22;0.41;0.25",
"136;""Álvaro González"";""Marseille"";32;2839;2;3;0.77;1.06;0.02;0.03;0.06;0.06;0.34;0.33",
"137;""Petar Skuletic"";""Montpellier"";19;197;2;0;1.53;0.61;0.7;0.28;0.98;0.98;0.64;0.06",
"138;""Pedro Mendes"";""Montpellier"";22;1633;2;0;1.28;0.2;0.07;0.01;0.08;0.08;0.21;0.21",
"139;""Maxwel Cornet"";""Lyon"";36;2477;2;5;1.95;3.61;0.07;0.13;0.2;0.2;0.55;0.44",
"140;""Paul Baysse"";""Bordeaux"";31;2615;2;2;2.05;0.52;0.07;0.02;0.09;0.09;0.22;0.22",
"141;""Daniel Congré"";""Montpellier"";38;3304;2;0;1.04;0.15;0.03;0;0.03;0.03;0.15;0.15",
"142;""Yassine Benzia"";""Dijon"";7;410;2;0;1.66;0.33;0.36;0.07;0.44;0.1;0.36;0.29",
"143;""Léo Dubois"";""Lyon"";37;2939;2;4;1.08;6.28;0.03;0.19;0.23;0.23;0.57;0.46",
"144;""Romain Philippoteaux"";""Brest","Nimes"";20;790;2;1;0.93;1.01;0.11;0.11;0.22;0.22;0.27;0.14"
"145;""Hatem Ben Arfa"";""Bordeaux"";24;1719;2;4;2.14;3.51;0.11;0.18;0.3;0.3;0.35;0.17",
"146;""Nicolas Pallois"";""Nantes"";32;2776;2;0;1.86;0.15;0.06;0;0.07;0.07;0.08;0.08",
"147;""Abdoulaye Touré"";""Nantes"";29;1685;2;2;2.37;1.69;0.13;0.09;0.22;0.18;0.23;0.15",
"148;""Morgan Sanson"";""Marseille"";12;837;2;3;0.89;3;0.1;0.32;0.42;0.42;0.45;0.21",
"149;""Hassane Kamara"";""Nice"";36;2966;2;1;1.53;2.47;0.05;0.07;0.12;0.12;0.31;0.23",
"150;""Stefan Mitrovic"";""Strasbourg"";32;2780;2;0;1;0.07;0.03;0;0.03;0.03;0.11;0.1",
"151;""Jean Eudes Aholou"";""Monaco","Strasbourg"";29;2208;2;2;2.06;0.99;0.08;0.04;0.12;0.12;0.29;0.21"
"152;""Bruno Ecuele Manga"";""Dijon"";38;3420;2;0;1.88;0.06;0.05;0;0.05;0.05;0.11;0.11",
"153;""Josh Maja"";""Bordeaux"";17;814;2;0;2.45;0.34;0.27;0.04;0.31;0.31;0.28;0.11",
"154;""Saif-Eddine Khaoui"";""Marseille"";17;594;2;1;0.85;0.55;0.13;0.08;0.21;0.21;0.3;0.17",
"155;""Matteo Ahlinvi"";""Nimes"";20;883;2;0;1.33;0.15;0.14;0.02;0.15;0.15;0.23;0.08",
"156;""Thomas Monconduit"";""Lorient"";27;1138;2;0;0.88;0.9;0.07;0.07;0.14;0.14;0.29;0.19",
"157;""Dmitri Lienard"";""Strasbourg"";34;1826;2;4;3.06;4.14;0.15;0.2;0.36;0.28;0.32;0.23",
"158;""Quentin Boisgard"";""Lorient"";24;1327;2;2;1.76;1.38;0.12;0.09;0.21;0.21;0.29;0.16",
"159;""Kévin Zohi"";""Strasbourg"";23;398;2;0;0.83;0.21;0.19;0.05;0.23;0.23;0.66;0.45",
"160;""Michaël Cuisance"";""Marseille"";23;1018;2;1;0.91;0.5;0.08;0.04;0.12;0.12;0.3;0.19",
"161;""Aurelien Tchouameni"";""Monaco"";36;3084;2;4;4.78;3.09;0.14;0.09;0.23;0.23;0.48;0.4",
"162;""Trevoh Chalobah"";""Lorient"";29;2239;2;2;2.35;0.75;0.09;0.03;0.12;0.12;0.25;0.22",
"163;""Yacine Adli"";""Bordeaux"";35;2421;2;5;1.78;4.4;0.07;0.16;0.23;0.23;0.41;0.26",
"164;""Senou Coulibaly"";""Dijon"";22;1939;2;0;0.82;0.09;0.04;0;0.04;0.04;0.06;0.06",
"165;""Ghislain Konan"";""Reims"";31;2614;2;1;0.25;0.93;0.01;0.03;0.04;0.04;0.21;0.18",
"166;""Duje Caleta-Car"";""Marseille"";33;2821;2;1;1.05;1.38;0.03;0.04;0.08;0.08;0.2;0.19",
"167;""Nemanja Radonjic"";""Marseille"";12;382;2;1;1.62;0.25;0.38;0.06;0.44;0.44;0.54;0.24",
"168;""Benoit Badiashile Mukinayi"";""Monaco"";35;2874;2;1;2.8;0.76;0.09;0.02;0.11;0.11;0.35;0.33",
"169;""Kephren Thuram"";""Nice"";29;1511;2;0;1.22;0.2;0.07;0.01;0.08;0.08;0.3;0.23",
"170;""Leonardo Balerdi"";""Marseille"";21;1638;2;0;3.1;0.03;0.17;0;0.17;0.17;0.21;0.21",
"171;""Adil Aouchiche"";""Saint-Etienne"";34;1770;2;5;3.04;5.37;0.15;0.27;0.43;0.43;0.44;0.11",
"172;""Ngonda Muzinga"";""Dijon"";30;2309;2;0;0.26;0.9;0.01;0.03;0.04;0.04;0.18;0.14",
"173;""Dylan Bronn"";""Metz"";38;3414;2;0;2.24;0.33;0.06;0.01;0.07;0.03;0.15;0.14",
"174;""Renaud Emond"";""Nantes"";22;307;2;0;1.64;0.12;0.48;0.04;0.51;0.51;0.33;0.21",
"175;""Mehdi Chahiri"";""Strasbourg"";23;788;2;0;1.57;1.13;0.18;0.13;0.31;0.31;0.33;0.04",
"176;""Birger Meling"";""Nimes"";26;2332;2;3;0.56;2.57;0.02;0.1;0.12;0.12;0.22;0.17",
"177;""Facundo Medina"";""Lens"";24;2009;2;0;1.17;0.64;0.05;0.03;0.08;0.08;0.29;0.27",
"178;""Cheick Oumar Doucoure"";""Lens"";33;2643;2;1;1.1;1.14;0.04;0.04;0.08;0.08;0.44;0.39",
"179;""Jerome Hergault"";""Lorient"";22;1625;2;0;0.43;0.29;0.02;0.02;0.04;0.04;0.21;0.17",
"180;""Pape Alassane Gueye"";""Marseille"";32;2049;2;0;1.16;0.84;0.05;0.04;0.09;0.09;0.54;0.5",
"181;""Jéremy Doku"";""Rennes"";30;2324;2;3;2.59;3.59;0.1;0.14;0.24;0.24;0.42;0.24",
"182;""Danilo Pereira"";""Paris Saint Germain"";23;1421;2;1;1.47;0.92;0.09;0.06;0.15;0.15;0.58;0.55",
"183;""Ander Herrera"";""Paris Saint Germain"";31;1845;1;3;1.38;2.16;0.07;0.11;0.17;0.17;0.8;0.7",
"184;""Lamine Koné"";""Strasbourg"";15;1046;1;0;0.91;0.03;0.08;0;0.08;0.08;0.1;0.1",
"185;""Jordan Amavi"";""Marseille"";13;813;1;0;0.19;0.22;0.02;0.02;0.05;0.05;0.25;0.24",
"186;""Jason Denayer"";""Lyon"";31;2620;1;0;0.55;0;0.02;0;0.02;0.02;0.34;0.34",
"187;""Jeff Reine-Adelaide"";""Lyon","Nice"";15;1083;1;2;1.57;2.09;0.13;0.17;0.3;0.3;0.35;0.08"
"188;""M&#039;Baye Niang"";""Rennes"";9;420;1;0;1.17;0.02;0.25;0;0.25;0.25;0.2;0.07",
"189;""Leandro Paredes"";""Paris Saint Germain"";21;1316;1;2;0.7;1.49;0.05;0.1;0.15;0.15;0.66;0.59",
"190;""Sofiane Boufal"";""Angers"";14;743;1;0;2.16;0.15;0.26;0.02;0.28;0.28;0.28;0.04",
"191;""Steven N&#039;Zonzi"";""Rennes"";34;2908;1;1;1.95;0.75;0.06;0.02;0.08;0.08;0.39;0.35",
"192;""Hamari Traore"";""Rennes"";35;3006;1;1;1.32;2.77;0.04;0.08;0.12;0.12;0.43;0.36",
"193;""Nicolas de Preville"";""Bordeaux"";33;1595;1;2;3.73;3.78;0.21;0.21;0.42;0.42;0.5;0.25",
"194;""Frederic Guilbert"";""Strasbourg"";13;1119;1;4;0.41;1.81;0.03;0.15;0.18;0.18;0.27;0.14",
"195;""Pablo"";""Bordeaux"";13;1074;1;0;0.97;0.13;0.08;0.01;0.09;0.09;0.19;0.19",
"196;""Layvin Kurzawa"";""Paris Saint Germain"";19;1291;1;1;0.93;2.02;0.06;0.14;0.21;0.21;0.42;0.38",
"197;""Yannick Cahuzac"";""Lens"";30;2268;1;0;1.51;0.61;0.06;0.02;0.08;0.08;0.22;0.16",
"198;""Lassana Coulibaly"";""Angers"";29;1677;1;1;0.87;0.75;0.05;0.04;0.09;0.09;0.24;0.17",
"199;""Issiaga Sylla"";""Lens"";20;1113;1;0;1.41;1.02;0.11;0.08;0.2;0.2;0.31;0.25",
"200;""Youssouf Sabaly"";""Bordeaux"";33;2920;1;2;0.54;1.57;0.02;0.05;0.06;0.06;0.25;0.21",
"201;""Corentin Jean"";""Lens"";23;547;1;1;1.64;0.47;0.27;0.08;0.35;0.35;0.46;0.17",
"202;""Jimmy Cabot"";""Angers"";22;923;1;1;0.85;1.16;0.08;0.11;0.2;0.2;0.39;0.21",
"203;""Majeed Waris"";""Strasbourg"";15;540;1;0;1.87;0.07;0.31;0.01;0.32;0.2;0.19;0",
"204;""Jimmy Briand"";""Bordeaux"";24;520;1;2;1.31;0.22;0.23;0.04;0.26;0.13;0.12;0.02",
"205;""Fabien Lemoine"";""Lorient"";30;1959;1;0;0.55;1.32;0.03;0.06;0.09;0.09;0.28;0.25",
"206;""Ronael Pierre Gabriel"";""Brest"";29;2325;1;0;0.44;1.16;0.02;0.05;0.06;0.06;0.25;0.21",
"207;""Enock Kwateng"";""Bordeaux"";18;1040;1;0;0.58;0.42;0.05;0.04;0.09;0.09;0.22;0.19",
"208;""Charles Traore"";""Nantes"";22;1701;1;0;0.24;0.22;0.01;0.01;0.02;0.02;0.07;0.05",
"209;""Valentin Rongier"";""Marseille"";26;1901;1;2;0.94;0.97;0.04;0.05;0.09;0.09;0.52;0.44",
"210;""Lucas Deaux"";""Nimes"";25;1760;1;2;0.85;1.5;0.04;0.08;0.12;0.12;0.3;0.21",
"211;""Loïck Landre"";""Nimes"";20;1627;1;0;2.15;0.02;0.12;0;0.12;0.12;0.31;0.3",
"212;""Sada Thioub"";""Angers"";27;1247;1;1;1.14;1.6;0.08;0.12;0.2;0.2;0.32;0.2",
"213;""Aboubakar Kamara"";""Dijon"";10;567;1;0;1.17;0.97;0.19;0.15;0.34;0.34;0.36;0.08",
"214;""Andrew Gravillon"";""Lorient"";26;2274;1;2;0.66;0.64;0.03;0.03;0.05;0.05;0.18;0.16",
"215;""Adrián Cubas"";""Nimes"";27;2270;1;0;0.35;0.52;0.01;0.02;0.03;0.03;0.23;0.21",
"216;""Pietro Pellegri"";""Monaco"";16;198;1;0;1.23;0.51;0.56;0.23;0.79;0.79;0.56;0.04",
