"number;""player"";""team"";""apps"";""min"";""goals"";""a"";""xG"";""xA"";""xG90"";""xA90"";""xG90xA90"";""NPxG90xA90"";""xGChain90"";""xGBuildup90""",
"72;""Nicola Sansone"";""Bologna"";18;719;4;2;3.46;1.05;0.43;0.13;0.56;0.56;0.56;0.1",
"73;""Theo Hernández"";""AC Milan"";32;2781;4;3;4.21;2.93;0.14;0.09;0.23;0.21;0.45;0.3",
"74;""Aleksey Miranchuk"";""Torino"";29;2122;4;5;2.4;3.61;0.1;0.15;0.25;0.25;0.43;0.27",
"75;""Ángel Di María"";""Juventus"";26;1375;4;4;2.91;5.5;0.19;0.36;0.55;0.5;0.46;0.26",
"76;""Jonathan Ikone"";""Fiorentina"";33;2013;4;4;5.15;4.88;0.23;0.22;0.45;0.45;0.57;0.21",
"77;""Yann Karamoh"";""Torino"";21;697;4;0;3.46;0.8;0.45;0.1;0.55;0.55;0.57;0.26",
"78;""Andrea Colpani"";""Monza"";27;920;4;1;2.06;2.35;0.2;0.23;0.43;0.43;0.42;0.21",
"79;""Bremer"";""Juventus"";30;2649;4;1;5.6;1.9;0.19;0.06;0.25;0.25;0.17;0.14",
"80;""Krzysztof Piatek"";""Salernitana"";33;2155;4;5;7.47;2.12;0.31;0.09;0.4;0.37;0.46;0.13",
"81;""Christian Kouamé"";""Fiorentina"";28;1882;4;4;5.89;3.91;0.28;0.19;0.47;0.47;0.54;0.18",
"82;""Tonny Vilhena"";""Salernitana"";33;2300;4;1;2.33;1.8;0.09;0.07;0.16;0.16;0.27;0.15",
"83;""Matheus Henrique"";""Sassuolo"";30;1958;4;1;3.8;1.54;0.17;0.07;0.25;0.25;0.38;0.15",
"84;""Tommaso Baldanzi"";""Empoli"";26;1809;4;0;2.29;1.85;0.11;0.09;0.21;0.21;0.24;0.09",
"85;""Luca Caldirola"";""Monza"";31;2376;3;0;1.36;0.64;0.05;0.02;0.08;0.08;0.25;0.23",
"86;""Filip Kostic"";""Juventus"";37;2618;3;8;2.67;7.51;0.09;0.26;0.35;0.35;0.43;0.11",
"87;""Hakan Calhanoglu"";""Inter"";33;2390;3;6;2.91;4.53;0.11;0.17;0.28;0.25;0.49;0.38",
"88;""Henrikh Mkhitaryan"";""Inter"";31;2003;3;2;2.82;2.48;0.13;0.11;0.24;0.24;0.65;0.48",
"89;""Chris Smalling"";""Roma"";32;2812;3;1;2.25;0.57;0.07;0.02;0.09;0.09;0.25;0.23",
"90;""Luis Muriel"";""Atalanta"";29;1047;3;3;2.59;3.92;0.22;0.34;0.56;0.49;0.65;0.27",
"91;""Filip Djuricic"";""Sampdoria"";32;2212;3;0;2.48;1.68;0.1;0.07;0.17;0.17;0.3;0.15",
"92;""Piotr Zielinski"";""Napoli"";37;2324;3;8;2.87;8.54;0.11;0.33;0.44;0.44;0.58;0.4",
"93;""Stefano Sensi"";""Monza"";28;1644;3;1;1.18;1.99;0.06;0.11;0.17;0.17;0.49;0.39",
"94;""Matteo Politano"";""Napoli"";27;1168;3;3;4.12;4.3;0.32;0.33;0.65;0.47;0.65;0.3",
"95;""Marcelo Brozovic"";""Inter"";28;1771;3;5;2.08;2.1;0.11;0.11;0.21;0.21;0.65;0.52",
"96;""Marten de Roon"";""Atalanta"";35;2972;3;1;1.27;1.87;0.04;0.06;0.1;0.1;0.42;0.34",
"97;""Joaquín Correa"";""Inter"";26;947;3;1;3.67;1.4;0.35;0.13;0.48;0.48;0.67;0.28",
"98;""Ante Rebic"";""AC Milan"";23;950;3;2;3.35;2.22;0.32;0.21;0.53;0.53;0.59;0.1",
"99;""Daniele Verde"";""Spezia"";25;998;3;0;2.67;1.29;0.24;0.12;0.36;0.29;0.37;0.17",
"100;""Danilo"";""Juventus"";37;3174;3;3;2.49;2.88;0.07;0.08;0.15;0.15;0.3;0.28",
"101;""Lassana Coulibaly"";""Salernitana"";35;2922;3;3;1.1;1.87;0.03;0.06;0.09;0.09;0.24;0.17",
"102;""Robin Gosens"";""Inter"";32;1158;3;0;2.41;2.26;0.19;0.18;0.36;0.36;0.65;0.36",
"103;""Franck Zambo"";""Napoli"";36;3077;3;5;4.41;2.45;0.13;0.07;0.2;0.2;0.52;0.41",
"104;""Musa Barrow"";""Bologna"";32;2003;3;8;2.83;4.83;0.13;0.22;0.34;0.34;0.39;0.14",
"105;""Frank Tsadjout"";""Cremonese"";20;1060;3;1;2.04;0.34;0.17;0.03;0.2;0.2;0.21;0.05",
"106;""Jaka Bijol"";""Udinese"";32;2732;3;2;2.51;1.85;0.08;0.06;0.14;0.14;0.18;0.15",
"107;""Remi Oudin"";""Lecce"";31;1296;3;0;1.77;1.53;0.12;0.11;0.23;0.23;0.26;0.14",
"108;""Giovanni Di Lorenzo"";""Napoli"";37;3257;3;4;2.7;5.27;0.07;0.15;0.22;0.22;0.44;0.35",
"109;""Nicolo Fagioli"";""Juventus"";26;1523;3;3;1.85;0.93;0.11;0.05;0.16;0.16;0.25;0.11",
"110;""Ibañez"";""Roma"";33;2800;3;0;4.27;0.71;0.14;0.02;0.16;0.16;0.24;0.22",
"111;""Hirving Lozano"";""Napoli"";32;1619;3;3;5.59;3.47;0.31;0.19;0.5;0.46;0.57;0.15",
"112;""Nicolás Domínguez"";""Bologna"";31;2317;3;2;2.11;3.47;0.08;0.13;0.22;0.22;0.42;0.25",
"113;""Iyenoma Destiny Udogie"";""Udinese"";33;2726;3;4;3.51;3.22;0.12;0.11;0.22;0.22;0.48;0.31",
"114;""Joakim Maehle"";""Atalanta"";34;2228;3;3;3.04;2.71;0.12;0.11;0.23;0.23;0.51;0.34",
"115;""Federico Baschirotto"";""Lecce"";37;3330;3;0;2.2;0.46;0.06;0.01;0.07;0.07;0.06;0.05",
"116;""Cyril Ngonge"";""Verona"";14;761;3;1;1.99;0.46;0.24;0.05;0.29;0.29;0.35;0.16",
"117;""Divock Origi"";""AC Milan"";27;981;2;1;3.56;1.02;0.33;0.09;0.42;0.42;0.45;0.05",
"118;""Gerard Deulofeu"";""Udinese"";16;1230;2;6;5.72;3.7;0.42;0.27;0.69;0.69;0.76;0.27",
"119;""Nemanja Matic"";""Roma"";35;1795;2;2;0.93;2.71;0.05;0.14;0.18;0.18;0.48;0.42",
"120;""Georginio Wijnaldum"";""Roma"";14;783;2;0;2.1;0.93;0.24;0.11;0.35;0.35;0.61;0.33",
"121;""Alessio Romagnoli"";""Lazio"";34;2926;2;0;0.73;0.32;0.02;0.01;0.03;0.03;0.2;0.2",
"122;""Duván Zapata"";""Atalanta"";25;1383;2;2;3.83;0.85;0.25;0.06;0.3;0.3;0.59;0.32",
"123;""Cristiano Biraghi"";""Fiorentina"";33;2572;2;4;1.86;5.17;0.06;0.18;0.25;0.22;0.3;0.23",
"124;""Ilija Nestorovski"";""Udinese"";21;599;2;1;1.45;0.64;0.22;0.1;0.31;0.31;0.42;0.13",
"125;""Federico Ceccherini"";""Verona"";22;1437;2;0;0.75;0.14;0.05;0.01;0.06;0.06;0.15;0.14",
"126;""Matías Vecino"";""Lazio"";32;1669;2;0;2.79;0.47;0.15;0.03;0.18;0.18;0.35;0.24",
"127;""Federico Chiesa"";""Juventus"";21;829;2;5;1.75;2.72;0.19;0.3;0.49;0.49;0.43;0.08",
"128;""Adam Masina"";""Udinese"";14;781;2;0;0.07;0.13;0.01;0.02;0.02;0.02;0.49;0.47",
"129;""Federico Di Francesco"";""Lecce"";36;2051;2;2;3.65;3.44;0.16;0.15;0.31;0.31;0.3;0.04",
"130;""Gregoire Defrel"";""Sassuolo"";27;1165;2;1;4.21;0.74;0.33;0.06;0.38;0.38;0.48;0.13",
"131;""Rafael Toloi"";""Atalanta"";32;2805;2;1;2.82;0.96;0.09;0.03;0.12;0.12;0.33;0.3",
"132;""Sasa Lukic"";""Torino"";16;1194;2;0;1.95;1.34;0.15;0.1;0.25;0.19;0.41;0.3",
"133;""Fabio Depaoli"";""Sampdoria","Verona"";34;2300;2;2;1.63;1.23;0.06;0.05;0.11;0.11;0.25;0.15"
"134;""Sebastiano Luperto"";""Empoli"";36;3144;2;0;1.66;0.33;0.05;0.01;0.06;0.06;0.11;0.11",
"135;""Federico Bonazzoli"";""Salernitana"";24;1094;2;1;2.29;0.97;0.19;0.08;0.27;0.27;0.4;0.16",
"136;""Jeremie Boga"";""Atalanta"";23;759;2;5;1.54;3.05;0.18;0.36;0.55;0.55;0.82;0.51",
"137;""Thomas Henry"";""Verona"";16;1047;2;0;2.11;1.17;0.18;0.1;0.28;0.28;0.39;0.15",
"138;""Marco Faraoni"";""Verona"";23;1496;2;3;3.02;1.48;0.18;0.09;0.27;0.27;0.22;0.06",
"139;""Pietro Pellegri"";""Torino"";18;448;2;0;1.2;0.66;0.24;0.13;0.37;0.37;0.26;0.15",
"140;""Grigoris Kastanos"";""Salernitana"";28;1266;2;1;1.43;0.63;0.1;0.04;0.15;0.15;0.28;0.16",
"141;""Nikola Milenkovic"";""Fiorentina"";27;2128;2;1;1.66;0.91;0.07;0.04;0.11;0.11;0.28;0.27",
"142;""Antonin Barak"";""Fiorentina","Verona"";31;1837;2;0;1.8;1.47;0.09;0.07;0.16;0.16;0.28;0.18"
"143;""Abdelhamid Sabiri"";""Sampdoria"";18;1064;2;0;3.43;1.5;0.29;0.13;0.42;0.29;0.27;0.17",
"144;""Mathías Olivera"";""Napoli"";30;1619;2;2;0.86;2.7;0.05;0.15;0.2;0.2;0.39;0.28",
"145;""Charalampos Lykogiannis"";""Bologna"";21;1101;2;0;0.83;1.05;0.07;0.09;0.15;0.15;0.29;0.22",
"146;""Rodrigo Becão"";""Udinese"";28;2493;2;1;0.96;0.9;0.03;0.03;0.07;0.07;0.23;0.21",
"147;""Ismael Bennacer"";""AC Milan"";28;2034;2;2;1.11;3.78;0.05;0.17;0.22;0.22;0.51;0.4",
"148;""Leonardo Sernicola"";""Cremonese"";32;2328;2;2;1.07;2.18;0.04;0.08;0.13;0.13;0.22;0.12",
"149;""Nemanja Radonjic"";""Torino"";28;1450;2;2;5.51;3.1;0.34;0.19;0.53;0.53;0.61;0.14",
"150;""Roberto Piccoli"";""Empoli","Verona"";20;684;2;0;1.96;0.31;0.26;0.04;0.3;0.3;0.31;0.02"
"151;""Wilfried Stephane Singo"";""Torino"";31;2072;2;1;3.65;1.94;0.16;0.08;0.24;0.24;0.35;0.21",
"152;""Giacomo Raspadori"";""Napoli","Sassuolo"";26;926;2;2;3.88;1.89;0.38;0.18;0.56;0.56;0.74;0.34"
"153;""Nehuén Pérez"";""Udinese"";34;2843;2;0;1.3;0.41;0.04;0.01;0.05;0.05;0.27;0.26",
"154;""Samuele Ricci"";""Torino"";28;2070;2;1;2.3;2.25;0.1;0.1;0.2;0.2;0.45;0.33",
"155;""Lameck Banda"";""Lecce"";36;1639;2;1;2.96;1.37;0.16;0.08;0.24;0.24;0.27;0.06",
"156;""Kingsley Ehizibue"";""Udinese"";27;1532;2;0;2.26;1.3;0.13;0.08;0.21;0.21;0.49;0.32",
"157;""Gaetano Castrovilli"";""Fiorentina"";15;713;2;1;1.21;0.73;0.15;0.09;0.24;0.24;0.28;0.09",
"158;""Amir Rrahmani"";""Napoli"";29;2446;2;1;1.63;1.13;0.06;0.04;0.1;0.1;0.33;0.3",
"159;""Tommaso Augello"";""Sampdoria"";37;3084;2;5;1.14;4.3;0.03;0.13;0.16;0.16;0.27;0.16",
"160;""Sandro Tonali"";""AC Milan"";34;2720;2;7;2.34;6.74;0.08;0.22;0.3;0.3;0.5;0.34",
"161;""Joshua Zirkzee"";""Bologna"";19;776;2;2;3.4;1.25;0.39;0.15;0.54;0.54;0.64;0.27",
"162;""Daniel Maldini"";""Spezia"";18;594;2;0;1.15;0.33;0.17;0.05;0.22;0.22;0.26;0.06",
"163;""Lorenzo Pirola"";""Salernitana"";26;1969;2;0;1.28;0.25;0.06;0.01;0.07;0.07;0.07;0.07",
"164;""Alexis Saelemaekers"";""AC Milan"";30;1382;2;3;3.15;4.6;0.21;0.3;0.5;0.5;0.77;0.32",
"165;""Adolfo Gaich"";""Verona"";16;733;2;0;2.93;0.28;0.36;0.03;0.39;0.39;0.4;0.04",
"166;""Ivan Ilic"";""Torino","Verona"";25;2050;2;3;0.61;2.35;0.03;0.1;0.13;0.13;0.37;0.32"
"167;""Razvan Marin"";""Empoli"";33;2544;2;4;1.07;4.68;0.04;0.17;0.2;0.2;0.23;0.16",
"168;""Sam Lammers"";""Empoli","Sampdoria"";33;2012;2;2;5.55;2.01;0.25;0.09;0.34;0.34;0.36;0.08"
"169;""Tommaso Pobega"";""AC Milan"";19;864;2;0;1.56;0.26;0.16;0.03;0.19;0.19;0.43;0.28",
"170;""Emmanuel Gyasi"";""Spezia"";35;2875;2;0;4.14;1.66;0.13;0.05;0.18;0.18;0.27;0.11",
"171;""Simone Bastoni"";""Spezia"";19;1219;2;4;0.95;1.81;0.07;0.13;0.2;0.2;0.31;0.16",
"172;""Martín Satriano"";""Empoli"";31;1716;2;1;4.59;1.26;0.24;0.07;0.31;0.31;0.36;0.1",
"173;""Nicola Zalewski"";""Roma"";33;2222;2;1;1.37;1.17;0.06;0.05;0.1;0.1;0.27;0.18",
"174;""Giorgio Scalvini"";""Atalanta"";32;2369;2;2;1.41;1.05;0.05;0.04;0.09;0.09;0.3;0.26",
"175;""Filippo Bandinelli"";""Empoli"";35;2316;2;0;1.43;2.51;0.06;0.1;0.15;0.15;0.22;0.1",
"176;""Nedim Bajrami"";""Empoli","Sassuolo"";37;1730;2;1;2.77;2.41;0.14;0.13;0.27;0.27;0.41;0.25"
"177;""Alessandro Zanoli"";""Napoli","Sampdoria"";23;1539;2;2;2.95;1.2;0.17;0.07;0.24;0.24;0.35;0.14"
"178;""Tyronne Ebuehi"";""Empoli"";26;1942;2;4;3.19;1.99;0.15;0.09;0.24;0.24;0.23;0.15",
"179;""Pasquale Mazzocchi"";""Salernitana"";27;1968;2;3;1.33;2.29;0.06;0.1;0.17;0.17;0.22;0.08",
"180;""Fabiano Parisi"";""Empoli"";33;2842;2;0;1.88;1.82;0.06;0.06;0.12;0.12;0.26;0.16",
"181;""Abdou Harroui"";""Sassuolo"";23;609;2;0;1.72;0.48;0.25;0.07;0.32;0.32;0.5;0.18",
"182;""Kim Min-Jae"";""Napoli"";35;3070;2;2;1.67;1.87;0.05;0.05;0.1;0.1;0.31;0.3",
"183;""Kristian Thorstvedt"";""Sassuolo"";31;1112;2;1;2.02;1.5;0.16;0.12;0.28;0.28;0.53;0.26",
"184;""Josh Doig"";""Verona"";22;1358;2;3;1.23;1.44;0.08;0.1;0.18;0.18;0.3;0.14",
"185;""Emanuele Valeri"";""Cremonese"";37;2796;2;3;2.53;4.34;0.08;0.14;0.22;0.22;0.27;0.11",
"186;""Giulio Donati"";""Monza"";8;414;1;0;0.57;0.08;0.12;0.02;0.14;0.14;0.34;0.21",
"187;""Matteo Darmian"";""Inter"";31;2048;1;2;1.19;2.81;0.05;0.12;0.18;0.18;0.5;0.44",
"188;""Fikayo Tomori"";""AC Milan"";33;2775;1;1;1.8;0.71;0.06;0.02;0.08;0.08;0.28;0.26",
"189;""Ola Aina"";""Torino"";19;867;1;1;0.82;2.07;0.08;0.22;0.3;0.3;0.51;0.4",
"190;""Federico Fazio"";""Salernitana"";14;1071;1;0;0.77;0.07;0.07;0.01;0.07;0.07;0.14;0.13",
"191;""Juan Cuadrado"";""Juventus"";31;2097;1;3;1.22;3.64;0.05;0.16;0.21;0.21;0.36;0.27",
"192;""Armando Izzo"";""Monza"";30;2490;1;0;2;0.96;0.07;0.03;0.11;0.11;0.31;0.24",
"193;""Bryan Cristante"";""Roma"";36;2951;1;1;2.51;1.7;0.08;0.05;0.13;0.11;0.3;0.24",
"194;""Lorenzo De Silvestri"";""Bologna"";15;654;1;0;0.97;0.26;0.13;0.04;0.17;0.17;0.25;0.15",
"195;""Karol Linetty"";""Torino"";32;1885;1;0;1.03;0.82;0.05;0.04;0.09;0.09;0.35;0.29",
"196;""Fabio Quagliarella"";""Sampdoria"";23;773;1;1;2.73;0.54;0.32;0.06;0.38;0.38;0.45;0.11",
"197;""Juan Jesus"";""Napoli"";15;920;1;0;0.58;0.04;0.06;0;0.06;0.06;0.49;0.49",
"198;""Leandro Paredes"";""Juventus"";25;943;1;0;0.59;1.73;0.06;0.16;0.22;0.22;0.36;0.32",
"199;""Leonardo Bonucci"";""Juventus"";16;871;1;0;1.41;0.25;0.15;0.03;0.17;0.09;0.38;0.36",
"200;""Gianmarco Ferrari"";""Sassuolo"";33;2204;1;0;0.9;0.36;0.04;0.01;0.05;0.05;0.26;0.25",
"201;""Elseid Hysaj"";""Lazio"";34;1981;1;1;0.45;1;0.02;0.05;0.07;0.07;0.35;0.32",
"202;""Alfred Duncan"";""Fiorentina"";25;1112;1;0;0.37;0.75;0.03;0.06;0.09;0.09;0.29;0.24",
"203;""Leonardo Spinazzola"";""Roma"";26;1647;1;4;0.73;2.77;0.04;0.15;0.19;0.19;0.5;0.36",
"204;""Stefan de Vrij"";""Inter"";27;1938;1;0;1.5;0.14;0.07;0.01;0.08;0.08;0.3;0.3",
"205;""Davide Calabria"";""AC Milan"";25;1704;1;4;0.97;2.11;0.05;0.11;0.16;0.16;0.53;0.41",
"206;""Mattia Destro"";""Empoli"";17;546;1;0;1.91;0.51;0.31;0.08;0.4;0.4;0.31;0.01",
"207;""Isaac Success"";""Udinese"";30;1844;1;6;3.41;3.68;0.17;0.18;0.35;0.35;0.47;0.24",
"208;""Zlatan Ibrahimovic"";""AC Milan"";4;146;1;0;1.01;0.6;0.62;0.37;0.99;0.52;0.75;0.26",
"209;""Roberto Soriano"";""Bologna"";27;1323;1;3;0.65;2.38;0.04;0.16;0.21;0.21;0.42;0.25",
"210;""Matteo Bianchetti"";""Cremonese"";25;2128;1;0;1.23;0.53;0.05;0.02;0.07;0.07;0.13;0.1",
"211;""Kevin Lasagna"";""Verona"";26;1573;1;2;5.46;1.44;0.31;0.08;0.39;0.39;0.41;0.08",
"212;""Paolo Ghiglione"";""Cremonese"";15;713;1;1;0.63;0.61;0.08;0.08;0.16;0.16;0.29;0.18",
"213;""Jesé"";""Sampdoria"";11;187;1;1;0.37;0.68;0.18;0.33;0.5;0.5;0.51;0.01",
"214;""Alexis Blin"";""Lecce"";35;2376;1;0;2.98;1;0.11;0.04;0.15;0.15;0.26;0.16",
"215;""Jean-Daniel Akpa-Akpro"";""Empoli"";24;1387;1;1;1.63;1.33;0.11;0.09;0.19;0.19;0.24;0.13",
"216;""Koffi Djidji"";""Torino"";34;2425;1;0;0.46;0.14;0.02;0.01;0.02;0.02;0.23;0.22",
