"number;""player"";""team"";""apps"";""min"";""goals"";""a"";""xG"";""xA"";""xG90"";""xA90"";""xG90xA90"";""NPxG90xA90"";""xGChain90"";""xGBuildup90""",
"63;""Alexis Sánchez"";""Inter"";27;833;5;2;4.88;2.03;0.53;0.22;0.75;0.75;1.23;0.64",
"64;""Leonardo Pavoletti"";""Cagliari"";33;1486;5;1;5.78;0.98;0.35;0.06;0.41;0.41;0.48;0.11",
"65;""Luis Alberto"";""Lazio"";34;2374;5;10;4.23;8.96;0.16;0.34;0.5;0.5;0.63;0.36",
"66;""Lucas Torreira"";""Fiorentina"";31;2224;5;1;5.71;1.88;0.23;0.08;0.31;0.31;0.6;0.38",
"67;""Leonardo Bonucci"";""Juventus"";24;2003;5;1;5.71;0.79;0.26;0.04;0.29;0.19;0.26;0.24",
"68;""Moise Kean"";""Juventus"";32;1078;5;1;6.98;0.19;0.58;0.02;0.6;0.6;0.56;0.07",
"69;""Federico Di Francesco"";""Empoli"";26;1382;5;0;2.32;0.94;0.15;0.06;0.21;0.21;0.31;0.11",
"70;""Sasa Lukic"";""Torino"";35;2989;5;4;4.58;3.61;0.14;0.11;0.25;0.18;0.46;0.33",
"71;""Rey Manaj"";""Spezia"";30;1767;5;0;7;1.02;0.36;0.05;0.41;0.29;0.3;0.09",
"72;""Theo Hernández"";""AC Milan"";32;2716;5;6;5.3;5.66;0.18;0.19;0.36;0.31;0.45;0.29",
"73;""Milan Djuric"";""Salernitana"";33;2182;5;3;6.13;3.86;0.25;0.16;0.41;0.38;0.36;0.09",
"74;""Sandro Tonali"";""AC Milan"";36;2623;5;2;4.6;4.48;0.16;0.15;0.31;0.31;0.47;0.24",
"75;""Hirving Lozano"";""Napoli"";30;1629;5;5;6.35;2.94;0.35;0.16;0.51;0.51;0.63;0.19",
"76;""Iyenoma Destiny Udogie"";""Udinese"";35;2504;5;4;3.52;2.06;0.13;0.07;0.2;0.2;0.37;0.23",
"77;""Junior Messias"";""AC Milan"";26;1430;5;2;4.32;2.06;0.27;0.13;0.4;0.4;0.5;0.17",
"78;""Aaron Hickey"";""Bologna"";36;2853;5;1;0.73;1.63;0.02;0.05;0.07;0.07;0.25;0.2",
"79;""Denzel Dumfries"";""Inter"";33;2029;5;4;6.44;4.68;0.29;0.21;0.49;0.49;0.75;0.32",
"80;""Jordan Veretout"";""Roma"";36;2333;4;8;4.34;5.98;0.17;0.23;0.4;0.34;0.42;0.26",
"81;""Juan Cuadrado"";""Juventus"";33;2503;4;4;2.44;6.27;0.09;0.23;0.31;0.31;0.55;0.4",
"82;""Giacomo Bonaventura"";""Fiorentina"";31;2315;4;5;5.09;2.51;0.2;0.1;0.3;0.3;0.47;0.22",
"83;""Cristiano Biraghi"";""Fiorentina"";37;3189;4;1;3.62;5.8;0.1;0.16;0.27;0.22;0.34;0.26",
"84;""Fabio Quagliarella"";""Sampdoria"";33;1652;4;3;4.05;2.18;0.22;0.12;0.34;0.3;0.37;0.15",
"85;""Nikola Kalinic"";""Verona"";14;401;4;1;3.86;0.98;0.87;0.22;1.09;1.09;1.15;0.09",
"86;""Francesco Acerbi"";""Lazio"";30;2535;4;0;3.02;0.28;0.11;0.01;0.12;0.12;0.3;0.28",
"87;""Alessandro Deiola"";""Cagliari"";33;2171;4;1;2.42;1.02;0.1;0.04;0.14;0.14;0.29;0.17",
"88;""Marco Faraoni"";""Verona"";32;2590;4;6;3.28;2.5;0.11;0.09;0.2;0.2;0.39;0.27",
"89;""Davide Frattesi"";""Sassuolo"";36;2930;4;3;6.17;4.11;0.19;0.13;0.32;0.32;0.47;0.24",
"90;""Adrien Tameze"";""Verona"";38;2566;4;2;1.05;2.21;0.04;0.08;0.11;0.11;0.31;0.24",
"91;""Ignacio Pussetto"";""Udinese"";28;1197;4;4;5.16;2.14;0.39;0.16;0.55;0.49;0.41;0.11",
"92;""Amir Rrahmani"";""Napoli"";33;2928;4;0;3.78;0.21;0.12;0.01;0.12;0.12;0.32;0.31",
"93;""Gastón Pereiro"";""Cagliari"";29;946;4;2;1.66;1.94;0.16;0.18;0.34;0.34;0.49;0.19",
"94;""Tommaso Pobega"";""Torino"";33;2237;4;3;4.02;2.34;0.16;0.09;0.26;0.26;0.31;0.17",
"95;""Teun Koopmeiners"";""Atalanta"";30;2126;4;1;1.77;5.73;0.08;0.24;0.32;0.32;0.63;0.43",
"96;""Chris Smalling"";""Roma"";27;2087;3;0;2.34;0.52;0.1;0.02;0.12;0.12;0.12;0.12",
"97;""Manuel Locatelli"";""Juventus"";31;2167;3;4;2.31;1.61;0.1;0.07;0.16;0.16;0.45;0.31",
"98;""Lorenzo De Silvestri"";""Bologna"";31;2303;3;2;2.26;1.83;0.09;0.07;0.16;0.16;0.23;0.16",
"99;""Keita"";""Cagliari"";26;1229;3;1;4.3;1.08;0.31;0.08;0.39;0.39;0.4;0.05",
"100;""Milan Skriniar"";""Inter"";35;3150;3;0;3.52;0.72;0.1;0.02;0.12;0.12;0.52;0.51",
"101;""Stephan El Shaarawy"";""Roma"";27;1013;3;0;2.63;3.16;0.23;0.28;0.51;0.51;0.84;0.46",
"102;""Riccardo Saponara"";""Fiorentina"";29;1278;3;3;1.83;3.08;0.13;0.22;0.35;0.35;0.63;0.34",
"103;""Kalidou Koulibaly"";""Napoli"";27;2411;3;3;1.47;1.38;0.05;0.05;0.11;0.11;0.26;0.23",
"104;""Nicolò Barella"";""Inter"";36;2953;3;12;4.98;9.14;0.15;0.28;0.43;0.43;0.88;0.53",
"105;""Josip Ilicic"";""Atalanta"";20;838;3;4;2.98;3.47;0.32;0.37;0.69;0.61;0.96;0.53",
"106;""Matteo Politano"";""Napoli"";33;1685;3;4;3.35;3.52;0.18;0.19;0.37;0.37;0.35;0.11",
"107;""Andrea Petagna"";""Napoli"";24;571;3;1;1.58;1.98;0.25;0.31;0.56;0.56;0.66;0.12",
"108;""Marko Pjaca"";""Torino"";24;1134;3;0;1.68;0.99;0.13;0.08;0.21;0.21;0.35;0.2",
"109;""Marten de Roon"";""Atalanta"";30;2546;3;0;1.89;0.58;0.07;0.02;0.09;0.09;0.44;0.4",
"110;""Roberto Pereyra"";""Udinese"";24;1809;3;5;5.21;3.97;0.26;0.2;0.46;0.38;0.62;0.28",
"111;""Patrick Cutrone"";""Empoli"";28;1395;3;0;4.38;0.62;0.28;0.04;0.32;0.32;0.41;0.1",
"112;""Weston McKennie"";""Juventus"";21;1367;3;0;3.06;1.25;0.2;0.08;0.28;0.28;0.34;0.15",
"113;""Eldor Shomurodov"";""Roma"";28;716;3;4;4.57;2.91;0.57;0.37;0.94;0.94;1.07;0.18",
"114;""Manuel Lazzari"";""Lazio"";31;1643;3;3;0.83;2.66;0.05;0.15;0.19;0.19;0.38;0.26",
"115;""Abdelhamid Sabiri"";""Sampdoria"";14;887;3;2;1.37;1.57;0.14;0.16;0.3;0.3;0.46;0.24",
"116;""Brahim Diaz"";""AC Milan"";31;1900;3;3;4.58;2.49;0.22;0.12;0.33;0.33;0.54;0.22",
"117;""Riccardo Sottil"";""Fiorentina"";24;1238;3;2;2.65;2.34;0.19;0.17;0.36;0.36;0.41;0.16",
"118;""Bremer"";""Torino"";33;2897;3;1;5.61;0.38;0.17;0.01;0.19;0.19;0.27;0.24",
"119;""Mattias Svanberg"";""Bologna"";36;2586;3;3;2.1;2.55;0.07;0.09;0.16;0.16;0.28;0.18",
"120;""Krzysztof Piatek"";""Fiorentina"";14;733;3;0;3.73;1.12;0.46;0.14;0.6;0.5;0.5;0.04",
"121;""Ibañez"";""Roma"";34;2884;3;0;1.76;0.45;0.05;0.01;0.07;0.07;0.26;0.25",
"122;""Wilfried Stephane Singo"";""Torino"";35;2634;3;4;2.9;2.65;0.1;0.09;0.19;0.19;0.4;0.26",
"123;""Matthijs de Ligt"";""Juventus"";31;2680;3;1;2.4;1.74;0.08;0.06;0.14;0.14;0.3;0.27",
"124;""Eljif Elmas"";""Napoli"";37;1572;3;5;4.01;1.91;0.23;0.11;0.34;0.34;0.55;0.31",
"125;""Morten Thorsby"";""Sampdoria"";35;2965;3;1;3.72;1.08;0.11;0.03;0.15;0.15;0.19;0.09",
"126;""Kevin Agudelo"";""Spezia"";23;1235;3;1;2.35;0.86;0.17;0.06;0.23;0.23;0.36;0.17",
"127;""Simone Bastoni"";""Spezia"";31;2305;3;3;1.78;4.57;0.07;0.18;0.25;0.25;0.32;0.21",
"128;""Domen Crnigoj"";""Venezia"";34;1902;3;1;2.12;1.15;0.1;0.05;0.15;0.15;0.25;0.14",
"129;""Matteo Darmian"";""Inter"";25;1496;2;1;0.99;2.53;0.06;0.15;0.21;0.21;0.55;0.38",
"130;""Maya Yoshida"";""Sampdoria"";26;1820;2;3;1;1.58;0.05;0.08;0.13;0.13;0.14;0.12",
"131;""Fernando Forestieri"";""Udinese"";4;47;2;1;1.11;0.06;2.13;0.11;2.24;2.24;0.59;0.32",
"132;""Bryan Cristante"";""Roma"";34;2669;2;0;1.81;2.41;0.06;0.08;0.14;0.14;0.37;0.32",
"133;""Filip Djuricic"";""Sassuolo"";12;682;2;1;2.57;1.67;0.34;0.22;0.56;0.56;0.66;0.23",
"134;""Dennis Praet"";""Torino"";23;1554;2;2;2.25;4.88;0.13;0.28;0.41;0.41;0.54;0.21",
"135;""Alessandro Florenzi"";""AC Milan"";24;1141;2;0;0.82;0.87;0.06;0.07;0.13;0.13;0.3;0.24",
"136;""Federico Dimarco"";""Inter"";32;1416;2;2;3.79;5.91;0.24;0.38;0.62;0.57;0.77;0.54",
"137;""Federico Chiesa"";""Juventus"";14;867;2;2;2.47;1.07;0.26;0.11;0.37;0.37;0.44;0.13",
"138;""Gregoire Defrel"";""Sassuolo"";38;1313;2;2;4.33;2.31;0.3;0.16;0.45;0.45;0.5;0.13",
"139;""Alfred Duncan"";""Fiorentina"";33;1939;2;2;1.31;1.54;0.06;0.07;0.13;0.13;0.31;0.24",
"140;""Roberto Gagliardini"";""Inter"";18;622;2;2;1.31;1.5;0.19;0.22;0.41;0.41;0.94;0.7",
"141;""Marcelo Brozovic"";""Inter"";35;2970;2;1;1.25;2.19;0.04;0.07;0.1;0.1;0.76;0.7",
"142;""Davide Calabria"";""AC Milan"";26;2135;2;3;3.9;1.87;0.16;0.08;0.24;0.24;0.46;0.29",
"143;""Isaac Success"";""Udinese"";22;904;2;7;2.48;4.07;0.25;0.41;0.65;0.65;0.83;0.27",
"144;""Nicola Sansone"";""Bologna"";27;861;2;3;2.59;2.99;0.27;0.31;0.58;0.58;0.63;0.13",
"145;""Ante Rebic"";""AC Milan"";24;839;2;2;2.89;5.08;0.31;0.55;0.85;0.85;0.82;0.14",
"146;""Kevin Lasagna"";""Verona"";28;1151;2;4;4.08;2.26;0.32;0.18;0.5;0.5;0.52;0.09",
"147;""Mohamed Fares"";""Genoa"";9;585;2;1;1.21;0.53;0.19;0.08;0.27;0.27;0.26;0.14",
"148;""Simone Romagnoli"";""Empoli"";19;1497;2;0;1.82;0.72;0.11;0.04;0.15;0.15;0.2;0.2",
"149;""Martin Erlic"";""Spezia"";30;2588;2;0;2.75;0.45;0.1;0.02;0.11;0.11;0.13;0.12",
"150;""Aleksey Miranchuk"";""Atalanta"";19;764;2;5;1.72;3.32;0.2;0.39;0.59;0.59;0.8;0.27",
"151;""Maxime Lopez"";""Sassuolo"";35;2948;2;2;1.1;2.78;0.03;0.08;0.12;0.12;0.58;0.5",
"152;""Mamadou Coulibaly"";""Salernitana"";12;815;2;0;1.23;0.23;0.14;0.03;0.16;0.16;0.51;0.37",
"153;""Sérgio Oliveira"";""Roma"";14;923;2;1;1.28;1.59;0.12;0.16;0.28;0.21;0.29;0.16",
"154;""Nicolo Zaniolo"";""Roma"";28;1998;2;2;6.11;2.61;0.28;0.12;0.39;0.39;0.48;0.2",
"155;""Rodrigo Becão"";""Udinese"";35;3137;2;1;1.58;0.79;0.05;0.02;0.07;0.07;0.22;0.19",
"156;""Ismael Bennacer"";""AC Milan"";31;1517;2;1;0.69;1.6;0.04;0.09;0.14;0.14;0.4;0.32",
"157;""Leo Stulac"";""Empoli"";23;821;2;2;0.26;0.37;0.03;0.04;0.07;0.07;0.27;0.24",
"158;""Liam Henderson"";""Empoli"";38;2021;2;3;2.01;3.28;0.09;0.15;0.24;0.24;0.3;0.18",
"159;""Andrea La Mantia"";""Empoli"";18;469;2;1;1.62;0.81;0.31;0.15;0.47;0.47;0.32;0.09",
"160;""Lazar Samardzic"";""Udinese"";22;433;2;2;1.01;1.91;0.21;0.4;0.61;0.61;0.56;0.32",
"161;""Pablo Marí"";""Udinese"";15;1343;2;0;0.64;0.96;0.04;0.06;0.11;0.11;0.16;0.13",
"162;""Giulio Maggiore"";""Spezia"";35;2869;2;3;4.15;2.76;0.13;0.09;0.22;0.22;0.34;0.17",
"163;""M&#039;Bala Nzola"";""Spezia"";21;1048;2;1;2.82;1.49;0.24;0.13;0.37;0.37;0.49;0.16",
"164;""Filippo Bandinelli"";""Empoli"";35;1985;2;3;1.98;4.35;0.09;0.2;0.29;0.29;0.39;0.17",
"165;""Pietro Ceccaroni"";""Venezia"";35;3123;2;1;2.26;0.77;0.07;0.02;0.09;0.09;0.14;0.13",
"166;""Youssef Maleh"";""Fiorentina"";28;998;2;3;2.41;1.68;0.22;0.15;0.37;0.37;0.6;0.27",
"167;""Arthur Theate"";""Bologna"";31;2429;2;1;1.41;0.3;0.05;0.01;0.06;0.06;0.24;0.23",
"168;""Felix Afena-Gyan"";""Roma"";17;654;2;0;1.91;0.78;0.26;0.11;0.37;0.37;0.46;0.14",
"169;""Arthur Cabral"";""Fiorentina"";14;756;2;2;3.92;0.41;0.47;0.05;0.52;0.52;0.41;0.09",
"170;""Éderson"";""Salernitana"";15;1158;2;1;2.31;0.89;0.18;0.07;0.25;0.25;0.27;0.12",
"171;""Arturo Vidal"";""Inter"";28;674;1;2;1.68;2.45;0.22;0.33;0.55;0.55;1.37;0.85",
"172;""Kaan Ayhan"";""Sassuolo"";23;1332;1;0;0.23;0.03;0.02;0;0.02;0.02;0.41;0.41",
"173;""Albin Ekdal"";""Sampdoria"";26;1641;1;0;0.74;0.34;0.04;0.02;0.06;0.06;0.09;0.06",
"174;""Federico Fazio"";""Salernitana"";16;1438;1;0;1.25;0.4;0.08;0.02;0.1;0.1;0.14;0.13",
"175;""Darko Lazovic"";""Verona"";34;2794;1;7;3.53;7.32;0.11;0.24;0.35;0.35;0.49;0.21",
"176;""Alessio Romagnoli"";""AC Milan"";19;1404;1;0;0.79;0.09;0.05;0.01;0.06;0.06;0.23;0.23",
"177;""Mattia De Sciglio"";""Juventus"";20;1154;1;2;0.46;2.61;0.04;0.2;0.24;0.24;0.41;0.24",
"178;""Davide Zappacosta"";""Atalanta"";34;2356;1;5;2.22;4.73;0.08;0.18;0.27;0.27;0.57;0.41",
"179;""Patric"";""Lazio"";24;1658;1;1;1.03;0.54;0.06;0.03;0.09;0.09;0.3;0.26",
"180;""Danilo Cataldi"";""Lazio"";32;1725;1;2;0.31;3.34;0.02;0.17;0.19;0.19;0.33;0.28",
"181;""Jacopo Sala"";""Spezia"";18;904;1;0;0.08;0.43;0.01;0.04;0.05;0.05;0.18;0.14",
"182;""Juan Jesus"";""Napoli"";21;1268;1;0;0.26;0.21;0.02;0.01;0.03;0.03;0.26;0.26",
"183;""Ilija Nestorovski"";""Udinese"";7;178;1;1;0.88;0.77;0.44;0.39;0.83;0.83;1.1;0.27",
"184;""Ivan Radovanovic"";""Salernitana"";14;1058;1;1;1.03;1;0.09;0.09;0.17;0.17;0.24;0.16",
"185;""Gianmarco Ferrari"";""Sassuolo"";36;3132;1;0;2.41;1.02;0.07;0.03;0.1;0.1;0.38;0.37",
"186;""Simy"";""Salernitana"";19;839;1;1;2.95;0.74;0.32;0.08;0.4;0.4;0.41;0.08",
"187;""Federico Ceccherini"";""Verona"";34;2402;1;0;2.08;0.51;0.08;0.02;0.1;0.1;0.26;0.19",
"188;""Elseid Hysaj"";""Lazio"";29;2034;1;0;0.58;0.94;0.03;0.04;0.07;0.07;0.31;0.27",
"189;""José Callejón"";""Fiorentina"";30;1302;1;2;1.72;2.84;0.12;0.2;0.32;0.32;0.51;0.27",
"190;""Nicola Murru"";""Sampdoria"";22;994;1;0;0.19;0.77;0.02;0.07;0.09;0.09;0.13;0.05",
"191;""Matías Vecino"";""Inter"";17;353;1;0;1.1;1.16;0.28;0.3;0.58;0.58;1.49;1.13",
"192;""Federico Bernardeschi"";""Juventus"";28;1489;1;2;1.46;1.75;0.09;0.11;0.19;0.19;0.38;0.24",
"193;""Milan Badelj"";""Genoa"";34;2868;1;0;0.83;2.13;0.03;0.07;0.09;0.09;0.24;0.16",
"194;""Alex Ferrari"";""Sampdoria"";23;1657;1;0;0.51;0.02;0.03;0;0.03;0.03;0.16;0.15",
"195;""Stefano Sensi"";""Inter","Sampdoria"";20;923;1;0;2.01;0.96;0.2;0.09;0.29;0.29;0.42;0.14"
"196;""Rafael Toloi"";""Atalanta"";20;1441;1;1;1.25;0.57;0.08;0.04;0.11;0.11;0.39;0.33",
"197;""Mattia Caldara"";""Venezia"";31;2703;1;0;1.8;0.1;0.06;0;0.06;0.06;0.11;0.1",
"198;""Andrea Conti"";""AC Milan","Sampdoria"";8;231;1;0;0.4;0;0.16;0;0.16;0.16;0.04;0.02"
"199;""Remo Freuler"";""Atalanta"";29;2398;1;3;1.49;1.65;0.06;0.06;0.12;0.12;0.49;0.42",
"200;""Danilo D&#039;Ambrosio"";""Inter"";20;973;1;1;1.99;0.1;0.18;0.01;0.19;0.19;0.63;0.52",
"201;""Luca Ceppitelli"";""Cagliari"";24;1440;1;1;0.3;0.11;0.02;0.01;0.03;0.03;0.21;0.2",
"202;""Fabio Depaoli"";""Sampdoria","Verona"";24;792;1;1;0.68;0.55;0.08;0.06;0.14;0.14;0.32;0.23"
"203;""Berat Gjimshiti"";""Atalanta"";31;2250;1;1;1.79;2.37;0.07;0.09;0.17;0.17;0.26;0.23",
"204;""Martín Cáceres"";""Cagliari"";14;827;1;1;0.23;1.03;0.03;0.11;0.14;0.14;0.29;0.22",
"205;""Felipe Caicedo"";""Genoa","Inter"";12;289;1;2;1.27;0.91;0.39;0.28;0.68;0.68;0.65;0"
"206;""Danilo"";""Juventus"";22;1895;1;1;0.86;1.33;0.04;0.06;0.1;0.1;0.39;0.37",
"207;""Álvaro Odriozola"";""Fiorentina"";25;1731;1;1;1.54;3.06;0.08;0.16;0.24;0.24;0.5;0.35",
"208;""Jean-Victor Makengo"";""Udinese"";33;2364;1;3;3.08;2.19;0.12;0.08;0.2;0.2;0.36;0.18",
"209;""Kelvin Adou"";""Spezia"";32;2656;1;1;3;1.32;0.1;0.04;0.15;0.15;0.24;0.14",
"210;""Tolgay Arslan"";""Udinese"";30;1689;1;1;1.16;1.5;0.06;0.08;0.14;0.14;0.27;0.16",
"211;""José Luis Palomino"";""Atalanta"";34;2677;1;0;1.68;0.28;0.06;0.01;0.07;0.07;0.34;0.33",
"212;""Pietro Pellegri"";""AC Milan","Torino"";15;322;1;0;0.49;0.22;0.14;0.06;0.2;0.2;0.25;0.1"
"213;""Alessandro Bastoni"";""Inter"";31;2338;1;3;0.22;2.33;0.01;0.09;0.1;0.1;0.51;0.49",
"214;""Sofian Kiyine"";""Venezia"";26;1236;1;0;1.86;2.8;0.14;0.2;0.34;0.28;0.38;0.26",
"215;""Grigoris Kastanos"";""Salernitana"";27;1343;1;1;1.46;1.54;0.1;0.1;0.2;0.2;0.3;0.2",
"216;""Filippo Melegoni"";""Genoa"";25;951;1;0;0.54;1.18;0.05;0.11;0.16;0.16;0.22;0.11",
