Rank,Player,Rating
183,Harrison Reed,6.68
183,Rayan Ait Nouri,6.68
183,Leander Dendoncker,6.68
186,David McGoldrick,6.68
187,Lucas Moura,6.66
188,Charlie Taylor,6.66
189,Mason Holgate,6.66
189,Ezri Konsa,6.66
191,Oliver Norwood,6.66
192,Steven Bergwijn,6.65
193,Jacob Murphy,6.65
193,Ethan Ampadu,6.65
195,Mohamed Elneny,6.64
196,Mario Lemina,6.64
196,Joelinton,6.64
196,Jordan Pickford,6.64
199,Nathan Redmond,6.64
200,John Fleck,6.64
201,Chris Wood,6.64
202,James Milner,6.63
202,Alex Iwobi,6.63
204,Alisson Becker,6.63
205,Edouard Mendy,6.63
206,Isaac Hayden,6.63
207,Curtis Jones,6.62
208,Ainsley Maitland-Niles,6.61
208,Ben White,6.61
210,Bobby Reid,6.60
210,Sean Longstaff,6.60
212,Theo Walcott,6.59
213,Kyle Bartley,6.58
214,Illan Meslier,6.58
215,Chris Basham,6.58
215,Adam Lallana,6.58
217,Neal Maupay,6.57
218,Conor Coady,6.57
219,Hugo Lloris,6.56
220,Jeffrey Schlupp,6.56
221,Aleksandar Mitrovic,6.56
222,Tyler Roberts,6.55
222,Nampalys Mendy,6.55
224,Johann Berg Gudmundsson,6.54
225,Jan Bednarek,6.53
226,Ivan Cavaleiro,6.53
227,Federico Fernández,6.53
228,Jairo Riedewald,6.52
229,Cheikhou Kouyaté,6.52
230,Ben Osborn,6.52
231,Ayoze Pérez,6.51
232,Moussa Sissoko,6.50
233,Robert Sánchez,6.49
234,André Gomes,6.49
235,Patrick van Aanholt,6.48
236,Ciaran Clark,6.47
237,Alphonse Areola,6.47
237,Lukasz Fabianski,6.47
237,Karl Darlow,6.47
240,Ruben Loftus-Cheek,6.47
241,Sam Johnstone,6.47
242,Joel Ward,6.46
242,Robert Brady,6.46
244,Ashley Barnes,6.45
244,Alexis Mac Allister,6.45
246,George Baldock,6.43
246,Moussa Djenepo,6.43
248,Callum Robinson,6.42
249,Jamaal Lascelles,6.42
249,John Egan,6.42
251,Erik Lamela,6.40
252,Aaron Ramsdale,6.40
253,Darnell Furlong,6.39
253,Oli McBurnie,6.39
255,Bernd Leno,6.39
256,Jordan Ayew,6.38
256,Enda Stevens,6.38
258,Matthew Phillips,6.37
258,Gary Cahill,6.37
258,Ryan Bertrand,6.37
258,Fabio Silva,6.37
258,David de Gea,6.37
263,Matej Vydra,6.35
264,Dara O'Shea,6.34
264,John Lundstram,6.34
266,Kasper Schmeichel,6.34
267,Jeff Hendrick,6.31
268,Grady Diangana,6.26
269,Alex McCarthy,6.26
270,Jay Rodriguez,6.25
271,Jamal Lewis,6.23
272,Rui Patricio,6.22
273,Semi Ajayi,6.16
274,Vicente Guaita,6.13
275,Romaine Sawyers,6.08
276,Oliver Burke,6.07
277,Rhian Brewster,6.00
