Rank,Player,Rating
148,Luis Sinisterra,6.91
150,Daniel Burn,6.90
151,Emiliano Martinez,6.90
152,Max Kilman,6.90
153,Toti Gomes,6.90
154,Andreas Pereira,6.89
155,Igor Julio,6.89
156,Moussa Diaby,6.89
156,Anthony Elanga,6.89
158,David Raya,6.88
159,Andre Onana,6.88
160,Tom Cairney,6.88
160,Antoine Semenyo,6.88
160,Sander Berge,6.88
160,Scott McTominay,6.88
164,Craig Dawson,6.87
165,Timothy Castagne,6.86
165,Wilson Odobert,6.86
165,Lucas Digne,6.86
168,Jonny Evans,6.85
168,Neco Williams,6.85
170,Fabian Schär,6.85
170,Jack Harrison,6.85
172,Ezri Konsa,6.85
173,Miguel Almiron,6.84
173,Chris Richards,6.84
175,Axel Disasi,6.84
176,Rodrigo Muniz,6.84
177,Antony,6.84
178,Rasmus Højlund,6.83
179,Takehiro Tomiyasu,6.83
179,Edson Álvarez,6.83
181,Danilo,6.82
182,Vini Souza,6.82
183,Ryan Gravenberch,6.81
184,Oliver Norwood,6.81
185,Harry Wilson,6.80
185,Dominic Calvert-Lewin,6.80
187,Marc Guehi,6.79
188,Dango Ouattara,6.79
189,Harvey Barnes,6.79
190,Oli McBurnie,6.79
191,Calvin Bassey,6.79
192,José Sá,6.79
193,Murillo,6.78
193,Will Hughes,6.78
195,Danny Welbeck,6.77
195,Carlton Morris,6.77
197,Matty Cash,6.77
198,Raphaël Varane,6.76
199,Billy Gilmour,6.75
200,Odsonne Edouard,6.75
201,Issa Kaboré,6.74
202,Djordje Petrovic,6.73
202,Vladimir Coufal,6.73
204,Joel Veltman,6.72
204,Valentino Livramento,6.72
206,Adam Smith,6.71
206,Frank Onyeka,6.71
208,Jeffrey Schlupp,6.70
208,Alisson Becker,6.70
208,Justin Kluivert,6.70
208,Reece Burke,6.70
212,Neto,6.69
213,Kristoffer Vassbakk Ajer,6.69
213,Nathan Collins,6.69
215,Dara O'Shea,6.68
215,Jacob Bruun Larsen,6.68
217,Edward Nketiah,6.67
218,Raul Jiménez,6.67
218,Ashley Young,6.67
220,Lloyd Kelly,6.67
221,Tommy Doyle,6.67
221,Ilya Zabarnyi,6.67
221,Johann Berg Gudmundsson,6.67
224,Mikkel Damsgaard,6.66
225,James Trafford,6.66
226,Christian Eriksen,6.65
227,Alex Scott,6.65
228,Philip Billing,6.65
229,Ryan Yates,6.64
230,Orel Mangala,6.64
231,Harry Toffolo,6.63
232,Keane Lewis-Potter,6.63
232,Lyle Foster,6.63
232,James McAtee,6.63
235,Sasa Lukic,6.62
235,Pierre-Emile Højbjerg,6.62
237,Bernd Leno,6.62
238,Rodrigo Bentancur,6.62
238,Charlie Taylor,6.62
238,Facundo Buonanotte,6.62
241,Michail Antonio,6.61
242,Martin Dubravka,6.61
243,Matt Doherty,6.61
243,Neal Maupay,6.61
245,Joel Ward,6.60
245,Harrison Reed,6.60
245,Curtis Jones,6.60
248,Bobby Reid,6.60
248,Zeki Amdouni,6.60
250,Elijah Adebayo,6.59
251,Jayden Bogle,6.59
252,Jordan Clark,6.58
253,Amari'i Bell,6.58
253,Mads Roerslev,6.58
255,Tahith Chong,6.57
255,Moussa Niakhaté,6.57
257,Mark Flekken,6.56
258,Nayef Aguerd,6.56
259,Sam Johnstone,6.56
260,Carlos Baleba,6.56
261,Andros Townsend,6.55
262,Milos Kerkez,6.54
262,Teden Mengi,6.54
262,Kurt Zouma,6.54
262,Bart Verbruggen,6.54
266,Evan Ferguson,6.52
267,Gabriel Osho,6.50
268,Cameron Archer,6.49
268,Jacob Brown,6.49
270,Jean-Ricner Bellegarde,6.48
271,Thomas Kaminski,6.46
272,Diego Carlos,6.45
273,Vitinho,6.44
274,Ben Osborn,6.43
275,Yehor Yarmoliuk,6.39
276,Wesley Foderingham,6.39
277,Jack Robinson,6.38
278,Beto,6.35
278,Andre Brooks,6.35
280,Adam Lallana,6.29
281,Nicolo Zaniolo,6.26
282,Auston Trusty,6.25
283,Pelly-Ruddock Mpanzu,6.21
284,Anel Ahmedhodzic,6.19
