Rank,Player,Rating
157,Valentino Livramento,6.87
158,Jean-Philippe Mateta,6.86
159,Keane Lewis-Potter,6.86
160,Adama Traoré,6.86
161,Manuel Akanji,6.86
162,Boubacar Kamara,6.85
162,Sasa Lukic,6.85
164,Harry Maguire,6.84
164,Andrew Robertson,6.84
166,Ezri Konsa,6.84
167,Daniel Burn,6.83
168,Manuel Ugarte,6.82
168,Sander Berge,6.82
170,Bernd Leno,6.82
171,John McGinn,6.81
171,Timothy Castagne,6.81
173,Jørgen Strand Larsen,6.81
173,Max Kilman,6.81
175,Matthijs de Ligt,6.80
176,Ashley Young,6.80
177,James Ward-Prowse,6.80
178,Nicolás Dominguez,6.79
179,Myles Lewis-Skelly,6.79
180,Andre Onana,6.78
181,Jefferson Lerma,6.77
182,Ryan Yates,6.76
182,Malo Gusto,6.76
184,Curtis Jones,6.75
185,Jean-Ricner Bellegarde,6.75
185,Emerson,6.75
187,Ian Maatsen,6.74
187,Jamie Vardy,6.74
189,Diogo Jota,6.74
189,Ryan Manning,6.74
189,Djed Spence,6.74
192,Lucas Paquetá,6.73
192,Jacob Ramsey,6.73
194,Andreas Pereira,6.73
194,Bilal El Khannouss,6.73
196,Liam Delap,6.73
197,Georginio Rutter,6.72
197,Vitaly Janelt,6.72
199,Will Hughes,6.72
199,Alejandro Garnacho,6.72
201,Lucas Bergvall,6.70
201,Konstantinos Mavropanos,6.70
201,Simon Adingra,6.70
204,Mads Hermansen,6.69
205,Chris Richards,6.68
206,Pape Sarr,6.68
207,Ethan Pinnock,6.68
208,Julio Enciso,6.67
209,Yehor Yarmoliuk,6.66
209,Alex Scott,6.66
211,Mathias Jensen,6.65
212,Dominic Solanke,6.65
213,Abdoulaye Doucouré,6.65
214,Facundo Buonanotte,6.65
215,Sam Morsy,6.64
216,Beto,6.64
217,Jan Bednarek,6.64
218,Leon Bailey,6.63
219,Joe Aribo,6.62
220,Aaron Ramsdale,6.62
220,Bart Verbruggen,6.62
222,Pau Torres,6.61
223,Jean-Clair Todibo,6.60
223,Kobbie Mainoo,6.60
223,Darwin Nunez,6.60
223,Kyle Walker-Peters,6.60
227,Stephy Mavididi,6.60
228,James Justin,6.59
228,Lewis Dunk,6.59
228,Christopher Nkunku,6.59
228,Tom Cairney,6.59
228,Jens-Lys Cajuste,6.59
228,Yves Bissouma,6.59
228,Sepp van den Berg,6.59
228,Kristoffer Vassbakk Ajer,6.59
236,Leif Davis,6.59
237,Jota Silva,6.58
237,David Brooks,6.58
237,Omari Hutchinson,6.58
240,Jack Clarke,6.57
240,Harry Winks,6.57
242,Rodrigo Muniz,6.56
243,Lesley Ugochukwu,6.56
243,Pablo Sarabia,6.56
243,Dara O'Shea,6.56
246,Daichi Kamada,6.55
246,Jesper Lindstrøm,6.55
248,Adam Smith,6.54
248,Jordan Ayew,6.54
250,Flynn Downes,6.53
250,Edson Álvarez,6.53
252,Alphonse Areola,6.53
253,Jhon Duran,6.52
254,Rodrigo Gomes,6.51
254,Boubakary Soumaré,6.51
256,Dominic Calvert-Lewin,6.50
257,Jacob Greaves,6.47
257,Tyler Dibling,6.47
259,Leny Yoro,6.45
260,Edward Nketiah,6.45
261,Carlos Soler,6.45
261,Taylor Harwood-Bellis,6.45
263,Jack Harrison,6.44
263,Morato,6.44
265,Victor Kristiansen,6.42
265,Kamaldeen Sulemana,6.42
267,Goncalo Guedes,6.41
268,Santiago Bueno,6.39
269,Wout Faes,6.37
269,Ben Johnson,6.37
271,Axel Tuanzebe,6.36
272,Paul Onuachu,6.35
273,Joseph Willock,6.34
274,Joshua Zirkzee,6.33
274,Yukinari Sugawara,6.33
276,Vladimir Coufal,6.32
277,Adam Armstrong,6.30
277,Jack Taylor,6.30
279,George Hirst,6.29
280,Oliver Skipp,6.25
280,Rasmus Højlund,6.25
282,Cameron Archer,6.18
283,Archie Gray,6.17
284,Conor Coady,6.15
