"number;""player"";""team"";""apps"";""min"";""goals"";""a"";""xG"";""xA"";""xG90"";""xA90"";""xG90xA90"";""NPxG90xA90"";""xGChain90"";""xGBuildup90""",
"20;""James Maddison"";""Leicester"";30;2485;10;9;8.49;7.77;0.31;0.28;0.59;0.53;0.56;0.23",
"21;""Taiwo Awoniyi"";""Nottingham Forest"";27;1426;10;1;8.05;1.03;0.51;0.06;0.57;0.57;0.48;0.05",
"22;""Alexis Mac Allister"";""Brighton"";35;2882;10;2;11.53;3.93;0.36;0.12;0.48;0.34;0.62;0.4",
"23;""Eberechi Eze"";""Crystal Palace"";38;2657;10;4;6.83;4.62;0.23;0.16;0.39;0.36;0.38;0.15",
"24;""Pascal Groß"";""Brighton"";37;3261;9;8;5.95;11.25;0.16;0.31;0.47;0.47;0.7;0.41",
"25;""James Ward-Prowse"";""Southampton"";38;3378;9;4;5.41;6.06;0.14;0.16;0.31;0.22;0.28;0.23",
"26;""Bryan Mbeumo"";""Brentford"";38;2991;9;8;10.1;7.66;0.3;0.23;0.53;0.51;0.53;0.16",
"27;""Darwin Núñez"";""Liverpool"";29;1702;9;3;14.37;5.65;0.76;0.3;1.06;1.06;1.07;0.18",
"28;""Julián Álvarez"";""Manchester City"";31;1416;9;0;7.75;2.05;0.49;0.13;0.62;0.57;0.88;0.37",
"29;""Ilkay Gündogan"";""Manchester City"";31;2369;8;4;7.84;3.44;0.3;0.13;0.43;0.4;0.9;0.59",
"30;""Danny Ings"";""Aston Villa","West Ham"";35;1562;8;2;8.26;1.46;0.48;0.08;0.56;0.47;0.49;0.05"
"31;""Bruno Fernandes"";""Manchester United"";37;3326;8;8;9.39;17.27;0.25;0.47;0.72;0.68;0.96;0.48",
"32;""Leandro Trossard"";""Arsenal","Brighton"";36;2263;8;12;7.07;6.36;0.28;0.25;0.53;0.53;0.65;0.27"
"33;""Brennan Johnson"";""Nottingham Forest"";38;2952;8;3;8.27;3.74;0.25;0.11;0.37;0.3;0.37;0.09",
"34;""Granit Xhaka"";""Arsenal"";37;3039;7;7;5.79;4.8;0.17;0.14;0.31;0.31;0.62;0.42",
"35;""Kevin De Bruyne"";""Manchester City"";32;2448;7;16;4.76;16.32;0.17;0.6;0.77;0.77;1.07;0.61",
"36;""Wilfried Zaha"";""Crystal Palace"";27;2308;7;2;7.8;2.76;0.3;0.11;0.41;0.35;0.46;0.16",
"37;""Kai Havertz"";""Chelsea"";35;2613;7;1;12.78;3.57;0.44;0.12;0.56;0.54;0.61;0.18",
"38;""Yoane Wissa"";""Brentford"";38;1583;7;3;5.21;2.64;0.3;0.15;0.45;0.45;0.64;0.24",
"39;""Philip Billing"";""Bournemouth"";36;2822;7;1;4.89;3.46;0.16;0.11;0.27;0.27;0.32;0.11",
"40;""Dwight McNeil"";""Everton"";36;2512;7;3;3.87;7.44;0.14;0.27;0.41;0.41;0.35;0.09",
"41;""Diogo Jota"";""Liverpool"";22;1132;7;4;6.44;1.78;0.51;0.14;0.65;0.65;0.65;0.31",
"42;""Kaoru Mitoma"";""Brighton"";33;2306;7;5;9.25;7.04;0.36;0.27;0.64;0.64;0.82;0.36",
"43;""Cody Gakpo"";""Liverpool"";21;1483;7;2;6.55;2.98;0.4;0.18;0.58;0.58;0.74;0.27",
"44;""Joelinton"";""Newcastle United"";32;2677;6;1;6.25;3.12;0.21;0.1;0.31;0.31;0.41;0.24",
"45;""Danny Welbeck"";""Brighton"";31;1868;6;3;9.55;5.1;0.46;0.25;0.71;0.71;0.78;0.26",
"46;""Anthony Martial"";""Manchester United"";21;987;6;2;7.33;1.76;0.67;0.16;0.83;0.76;0.89;0.25",
"47;""Raheem Sterling"";""Chelsea"";28;1919;6;3;7.41;4.86;0.35;0.23;0.58;0.58;0.64;0.14",
"48;""Dominic Solanke"";""Bournemouth"";33;2874;6;7;9.32;3.96;0.29;0.12;0.42;0.42;0.44;0.1",
"49;""Jarrod Bowen"";""West Ham"";38;3245;6;5;10;6.91;0.28;0.19;0.47;0.43;0.42;0.1",
"50;""Said Benrahma"";""West Ham"";35;2070;6;3;6.35;4.76;0.28;0.21;0.48;0.35;0.36;0.11",
"51;""Solly March"";""Brighton"";33;2745;6;7;8.07;9.57;0.26;0.31;0.58;0.58;0.73;0.3",
"52;""Douglas Luiz"";""Aston Villa"";37;2947;6;6;3.19;4.57;0.1;0.14;0.24;0.24;0.49;0.35",
"53;""Jadon Sancho"";""Manchester United"";26;1710;6;3;3.79;4.79;0.2;0.25;0.45;0.45;0.79;0.41",
"54;""Rúben Neves"";""Wolverhampton Wanderers"";35;3022;6;1;5.01;1.84;0.15;0.05;0.2;0.14;0.31;0.24",
"55;""Daniel Podence"";""Wolverhampton Wanderers"";32;1769;6;0;3.72;2.42;0.19;0.12;0.31;0.31;0.39;0.15",
"56;""Jacob Ramsey"";""Aston Villa"";35;2675;6;7;5.23;5.73;0.18;0.19;0.37;0.37;0.48;0.23",
"57;""Evan Ferguson"";""Brighton"";19;950;6;2;5.67;0.69;0.54;0.07;0.6;0.6;0.8;0.26",
"58;""Michail Antonio"";""West Ham"";33;1847;5;3;7.2;1.66;0.35;0.08;0.43;0.43;0.29;0.06",
"59;""Kelechi Iheanacho"";""Leicester"";28;1120;5;5;6.13;3.71;0.49;0.3;0.79;0.73;0.72;0.15",
"60;""Jack Grealish"";""Manchester City"";28;2083;5;7;5;7.46;0.22;0.32;0.54;0.54;0.8;0.36",
"61;""Willian"";""Fulham"";27;2174;5;5;3.38;5.04;0.14;0.21;0.35;0.35;0.4;0.16",
"62;""Riyad Mahrez"";""Manchester City"";30;1941;5;10;5.86;6.16;0.27;0.29;0.56;0.52;0.85;0.54",
"63;""Abdoulaye Doucouré"";""Everton"";25;1519;5;2;3.21;2.47;0.19;0.15;0.34;0.34;0.34;0.1",
"64;""Jefferson Lerma"";""Bournemouth"";37;3263;5;0;3.16;2.63;0.09;0.07;0.16;0.16;0.21;0.15",
"65;""Emiliano Buendía"";""Aston Villa"";38;2446;5;2;5.63;4.37;0.21;0.16;0.37;0.37;0.56;0.28",
"66;""Odsonne Edouard"";""Crystal Palace"";35;1819;5;2;5.54;1.27;0.27;0.06;0.34;0.34;0.37;0.14",
"67;""Rodrigo Bentancur"";""Tottenham"";18;1516;5;2;2.44;0.64;0.14;0.04;0.18;0.18;0.51;0.4",
"68;""Morgan Gibbs-White"";""Nottingham Forest","Wolverhampton Wanderers"";37;3170;5;8;6.66;7.81;0.19;0.22;0.41;0.37;0.39;0.13"
"69;""Mathias Jensen"";""Brentford"";37;2898;5;6;1.93;3.59;0.06;0.11;0.17;0.17;0.3;0.2",
"70;""Carlos Vinicius"";""Fulham"";28;1079;5;2;3.59;0.52;0.3;0.04;0.34;0.34;0.42;0.12",
"71;""Che Adams"";""Southampton"";28;2019;5;3;7.31;2.73;0.33;0.12;0.45;0.45;0.53;0.18",
"72;""Jack Harrison"";""Leeds"";36;2793;5;7;5.01;5.01;0.16;0.16;0.32;0.32;0.38;0.15",
"73;""Marcus Tavernier"";""Bournemouth"";23;1770;5;4;3.93;2.7;0.2;0.14;0.34;0.34;0.38;0.14",
"74;""Deniz Undav"";""Brighton"";22;594;5;0;5.55;1.17;0.84;0.18;1.02;1.02;1.1;0.23",
"75;""Luis Sinisterra"";""Leeds"";19;891;5;0;3.36;0.39;0.34;0.04;0.38;0.38;0.54;0.25",
"76;""Pierre-Emile Højbjerg"";""Tottenham"";35;3137;4;5;1.53;3.2;0.04;0.09;0.14;0.14;0.45;0.34",
"77;""Jordan Ayew"";""Crystal Palace"";38;2738;4;3;2.75;3.05;0.09;0.1;0.19;0.19;0.24;0.11",
"78;""Demarai Gray"";""Everton"";33;2520;4;1;6.33;3.61;0.23;0.13;0.35;0.3;0.33;0.11",
"79;""Patrick Bamford"";""Leeds"";28;1523;4;2;9.77;1.04;0.58;0.06;0.64;0.55;0.53;0.06",
"80;""Andreas Pereira"";""Fulham"";33;2765;4;6;6.43;4.84;0.21;0.16;0.37;0.34;0.33;0.14",
"81;""Casemiro"";""Manchester United"";28;2127;4;3;3.14;3.87;0.13;0.16;0.3;0.3;0.8;0.59",
"82;""Bernardo Silva"";""Manchester City"";34;2194;4;5;2.26;3.92;0.09;0.16;0.25;0.25;0.72;0.54",
"83;""Leon Bailey"";""Aston Villa"";33;2031;4;4;4.78;5.53;0.21;0.25;0.46;0.46;0.58;0.16",
"84;""Declan Rice"";""West Ham"";37;3268;4;1;2.23;2.34;0.06;0.06;0.13;0.1;0.3;0.24",
"85;""Jacob Murphy"";""Newcastle United"";36;1215;4;2;3.7;2.68;0.27;0.2;0.47;0.47;0.75;0.3",
"86;""Eddie Nketiah"";""Arsenal"";30;1017;4;1;9.22;1.48;0.82;0.13;0.95;0.95;0.9;0.16",
"87;""Bobby Reid"";""Fulham"";36;2511;4;1;4.23;1.5;0.15;0.05;0.21;0.21;0.29;0.14",
"88;""Lucas Paquetá"";""West Ham"";28;2209;4;3;5.05;2.87;0.21;0.12;0.32;0.29;0.39;0.18",
"89;""João Félix"";""Chelsea"";16;953;4;0;4.29;0.65;0.41;0.06;0.47;0.47;0.53;0.19",
"90;""Anthony Gordon"";""Everton","Newcastle United"";32;1564;4;0;5.55;1.41;0.32;0.08;0.4;0.4;0.44;0.1"
"91;""Bruno Guimarães"";""Newcastle United"";32;2762;4;5;2.73;3.81;0.09;0.12;0.21;0.21;0.54;0.44",
"92;""Crysencio Summerville"";""Leeds"";28;1391;4;2;3.56;1.42;0.23;0.09;0.32;0.32;0.39;0.1",
"93;""Patson Daka"";""Leicester"";30;1164;4;4;4.06;2.73;0.31;0.21;0.53;0.53;0.64;0.12",
"94;""Josh Dasilva"";""Brentford"";36;1374;4;2;1.59;2.08;0.1;0.14;0.24;0.24;0.45;0.25",
"95;""Luis Díaz"";""Liverpool"";17;997;4;2;3.57;1.96;0.32;0.18;0.5;0.5;0.86;0.42",
"96;""Manor Solomon"";""Fulham"";19;536;4;0;1.04;0.32;0.18;0.05;0.23;0.23;0.24;0.12",
"97;""Kieffer Moore"";""Bournemouth"";27;1273;4;0;4.82;0.53;0.34;0.04;0.38;0.38;0.4;0.12",
"98;""Julio Enciso"";""Brighton"";20;798;4;2;4.21;1.78;0.48;0.2;0.68;0.68;0.98;0.33",
"99;""Antony"";""Manchester United"";25;1841;4;2;5.86;2.37;0.29;0.12;0.4;0.4;0.68;0.35",
"100;""Carlos Alcaraz"";""Southampton"";18;1050;4;2;1.9;0.81;0.16;0.07;0.23;0.23;0.33;0.13",
"101;""Jamie Vardy"";""Leicester"";37;1832;3;4;6.64;1.74;0.33;0.09;0.41;0.37;0.43;0.07",
"102;""Jeffrey Schlupp"";""Crystal Palace"";34;2562;3;1;3.45;2.3;0.12;0.08;0.2;0.2;0.24;0.15",
"103;""Virgil van Dijk"";""Liverpool"";32;2839;3;1;3.12;1.17;0.1;0.04;0.14;0.14;0.45;0.44",
"104;""Harrison Reed"";""Fulham"";37;2911;3;4;2.18;3.51;0.07;0.11;0.18;0.18;0.31;0.17",
"105;""Ben Mee"";""Brentford"";37;3278;3;1;3.22;1.68;0.09;0.05;0.13;0.13;0.19;0.13",
"106;""Thomas Partey"";""Arsenal"";33;2484;3;0;2.23;1.93;0.08;0.07;0.15;0.15;0.65;0.6",
"107;""Pablo Fornals"";""West Ham"";32;1507;3;1;1.73;2.02;0.1;0.12;0.22;0.22;0.37;0.17",
"108;""Chris Wood"";""Newcastle United","Nottingham Forest"";25;808;3;0;3.43;0.36;0.38;0.04;0.42;0.34;0.4;0.12"
"109;""Gabriel"";""Arsenal"";38;3416;3;0;4.34;0.17;0.11;0;0.12;0.12;0.36;0.35",
"110;""Youri Tielemans"";""Leicester"";31;2365;3;2;2.24;4.53;0.09;0.17;0.26;0.2;0.54;0.43",
"111;""Gianluca Scamacca"";""West Ham"";16;940;3;0;2.54;1.13;0.24;0.11;0.35;0.35;0.34;0.05",
"112;""Reiss Nelson"";""Arsenal"";11;174;3;2;1.9;1.21;0.98;0.62;1.61;1.61;1.76;0.35",
"113;""Joe Willock"";""Newcastle United"";35;2634;3;6;7.27;7.39;0.25;0.25;0.5;0.5;0.61;0.19",
"114;""Curtis Jones"";""Liverpool"";18;1059;3;1;1.27;1.01;0.11;0.09;0.19;0.19;0.57;0.42",
"115;""Pedro Porro"";""Tottenham"";15;1154;3;3;1.4;2.53;0.11;0.2;0.31;0.31;0.46;0.22",
"116;""Mason Mount"";""Chelsea"";24;1682;3;2;2.14;3;0.11;0.16;0.27;0.27;0.39;0.23",
"117;""Hee-Chan Hwang"";""Wolverhampton Wanderers"";27;1117;3;1;2.16;0.88;0.17;0.07;0.25;0.25;0.3;0.07",
"118;""Conor Gallagher"";""Chelsea"";35;1590;3;1;2.54;2.63;0.14;0.15;0.29;0.29;0.47;0.2",
"119;""Ethan Pinnock"";""Brentford"";30;2700;3;0;3.59;0.62;0.12;0.02;0.14;0.14;0.17;0.14",
"120;""Vitaly Janelt"";""Brentford"";35;2206;3;1;2.19;1.46;0.09;0.06;0.15;0.15;0.31;0.22",
"121;""Alejandro Garnacho"";""Manchester United"";19;555;3;2;3.88;1.14;0.63;0.19;0.81;0.81;1.06;0.28",
"122;""João Palhinha"";""Fulham"";35;3124;3;0;2.7;0.28;0.08;0.01;0.09;0.09;0.17;0.16",
"123;""Jaidon Anthony"";""Bournemouth"";30;1204;3;1;1.76;0.91;0.13;0.07;0.2;0.2;0.28;0.16",
"124;""Rasmus Kristensen"";""Leeds"";26;1964;3;1;0.79;1.29;0.04;0.06;0.1;0.1;0.19;0.14",
"125;""Danilo"";""Nottingham Forest"";13;999;3;2;1.66;0.81;0.15;0.07;0.22;0.22;0.27;0.07",
"126;""Adam Lallana"";""Brighton"";16;742;2;1;1.19;0.97;0.14;0.12;0.26;0.26;0.42;0.23",
"127;""Alex Iwobi"";""Everton"";38;3388;2;7;2.75;6.13;0.07;0.16;0.24;0.24;0.36;0.2",
"128;""Theo Walcott"";""Southampton"";20;1149;2;2;3.13;1.81;0.24;0.14;0.39;0.39;0.38;0.08",
"129;""John Stones"";""Manchester City"";23;1852;2;2;1.32;1.45;0.06;0.07;0.13;0.13;0.56;0.56",
"130;""Eric Dier"";""Tottenham"";33;2815;2;1;1.47;1.62;0.05;0.05;0.1;0.1;0.38;0.35",
"131;""Ben Davies"";""Tottenham"";31;2295;2;2;0.99;2.47;0.04;0.1;0.14;0.14;0.34;0.3",
"132;""Bertrand Traoré"";""Aston Villa"";8;216;2;0;0.86;0.07;0.36;0.03;0.39;0.39;0.8;0.46",
"133;""Ben Chilwell"";""Chelsea"";23;1418;2;2;1.47;1.99;0.09;0.13;0.22;0.22;0.29;0.22",
"134;""Adama Traoré"";""Wolverhampton Wanderers"";34;1452;2;1;1.42;3.15;0.09;0.2;0.28;0.28;0.38;0.1",
"135;""Kurt Zouma"";""West Ham"";25;1990;2;0;2.13;0.06;0.1;0;0.1;0.1;0.12;0.11",
"136;""Kalidou Koulibaly"";""Chelsea"";23;1809;2;1;1.05;0.31;0.05;0.02;0.07;0.07;0.37;0.36",
"137;""Jorginho"";""Arsenal","Chelsea"";32;2138;2;1;1.8;0.56;0.08;0.02;0.1;0.03;0.47;0.45"
"138;""Trent Alexander-Arnold"";""Liverpool"";37;2954;2;9;1.88;13.22;0.06;0.4;0.46;0.46;0.67;0.49",
"139;""João Cancelo"";""Manchester City"";17;1289;2;1;0.59;0.84;0.04;0.06;0.1;0.1;0.57;0.51",
"140;""Rodri"";""Manchester City"";36;2938;2;6;4.12;4.54;0.13;0.14;0.27;0.27;0.82;0.71",
"141;""Adam Armstrong"";""Southampton"";30;1333;2;1;2.44;1.73;0.16;0.12;0.28;0.28;0.32;0.09",
"142;""Dominic Calvert-Lewin"";""Everton"";17;1197;2;1;6.5;1.24;0.49;0.09;0.58;0.52;0.6;0.15",
"143;""Daniel James"";""Fulham","Leeds"";24;790;2;1;2.12;1.59;0.24;0.18;0.42;0.42;0.52;0.17"
"144;""Harry Wilson"";""Fulham"";29;1087;2;3;1.87;1.39;0.15;0.11;0.27;0.27;0.46;0.23",
"145;""Jean-Philippe Mateta"";""Crystal Palace"";29;717;2;0;3.31;0.41;0.42;0.05;0.47;0.47;0.58;0.17",
"146;""Timothy Castagne"";""Leicester"";37;3257;2;3;1.93;3.17;0.05;0.09;0.14;0.14;0.32;0.24",
"147;""Romain Perraud"";""Southampton"";29;1842;2;2;1.21;2.27;0.06;0.11;0.17;0.17;0.22;0.13",
"148;""Yerry Mina"";""Everton"";7;606;2;0;1.66;0.08;0.25;0.01;0.26;0.26;0.11;0.02",
"149;""Dejan Kulusevski"";""Tottenham"";30;2120;2;7;2.61;5.48;0.11;0.23;0.34;0.34;0.42;0.17",
"150;""Fred"";""Manchester United"";35;1207;2;2;2.25;2.55;0.17;0.19;0.36;0.36;0.91;0.61",
"151;""Tom Cairney"";""Fulham"";33;929;2;0;1.55;1.62;0.15;0.16;0.31;0.31;0.57;0.34",
"152;""Ryan Sessegnon"";""Tottenham"";17;810;2;0;2.12;1.04;0.24;0.12;0.35;0.35;0.48;0.23",
"153;""William Saliba"";""Arsenal"";27;2418;2;1;0.82;1.12;0.03;0.04;0.07;0.07;0.36;0.35",
"154;""Stuart Armstrong"";""Southampton"";32;1408;2;1;2.11;2.61;0.13;0.17;0.3;0.3;0.44;0.15",
"155;""Naif Aguerd"";""West Ham"";18;1600;2;0;2.51;0.63;0.14;0.04;0.18;0.18;0.08;0.07",
"156;""Matheus Cunha"";""Wolverhampton Wanderers"";17;978;2;0;1.59;0.87;0.15;0.08;0.23;0.23;0.25;0.06",
"157;""Ben White"";""Arsenal"";38;3094;2;5;0.98;4.29;0.03;0.12;0.15;0.15;0.53;0.44",
"158;""Emerson"";""Tottenham"";26;1733;2;1;1.75;0.48;0.09;0.03;0.12;0.12;0.4;0.29",
"159;""Tomas Soucek"";""West Ham"";36;2839;2;3;3.83;1.93;0.12;0.06;0.18;0.18;0.27;0.19",
"160;""Luke Ayling"";""Leeds"";29;2030;2;1;2.71;1.82;0.12;0.08;0.2;0.2;0.31;0.2",
"161;""Pascal Struijk"";""Leeds"";29;2217;2;1;1.34;2.18;0.05;0.09;0.14;0.14;0.2;0.14",
"162;""Emmanuel Dennis"";""Nottingham Forest"";19;705;2;2;1.55;0.54;0.2;0.07;0.27;0.27;0.27;0.12",
"163;""Fabio Carvalho"";""Liverpool"";13;330;2;0;1.16;0.1;0.32;0.03;0.34;0.34;0.39;0.2",
"164;""Kamaldeen Sulemana"";""Southampton"";18;950;2;1;1.68;1.43;0.16;0.14;0.29;0.29;0.33;0.06",
"165;""Kiernan Dewsbury-Hall"";""Leicester"";31;2334;2;2;1.85;3.07;0.07;0.12;0.19;0.19;0.37;0.2",
"166;""Matias Viña"";""Bournemouth"";12;453;2;0;0.75;0.16;0.15;0.03;0.18;0.18;0.33;0.19",
"167;""Michael Olise"";""Crystal Palace"";37;2774;2;11;2.66;7.17;0.09;0.23;0.32;0.32;0.28;0.11",
"168;""Joe Ayodele-Aribo"";""Southampton"";21;1224;2;0;2.05;0.99;0.15;0.07;0.22;0.22;0.28;0.07",
"169;""Marcos Senesi"";""Bournemouth"";31;2508;2;0;2.07;0.51;0.07;0.02;0.09;0.09;0.15;0.14",
"170;""Wilfried Gnonto"";""Leeds"";24;1344;2;4;1.83;2.92;0.12;0.2;0.32;0.32;0.35;0.13",
"171;""Fabian Schär"";""Newcastle United"";36;3223;1;3;5.09;2.43;0.14;0.07;0.21;0.21;0.28;0.25",
"172;""Allan Saint-Maximin"";""Newcastle United"";25;1101;1;5;1.61;4.72;0.13;0.39;0.52;0.52;0.68;0.26",
"173;""Pierre-Emerick Aubameyang"";""Chelsea"";15;542;1;0;2.12;0.34;0.35;0.06;0.41;0.41;0.47;0.08",
"174;""Joel Matip"";""Liverpool"";14;1095;1;0;0.65;0.32;0.05;0.03;0.08;0.08;0.46;0.45",
"175;""Ivan Perisic"";""Tottenham"";34;2107;1;8;3.02;6.62;0.13;0.28;0.41;0.41;0.42;0.26",
"176;""Philippe Coutinho"";""Aston Villa"";20;750;1;0;1.39;0.39;0.17;0.05;0.21;0.21;0.34;0.17",
"177;""Joel Ward"";""Crystal Palace"";28;2251;1;0;1.47;0.34;0.06;0.01;0.07;0.07;0.16;0.15",
"178;""James Tomkins"";""Crystal Palace"";6;340;1;0;0.73;0;0.19;0;0.19;0.19;0.03;0.02",
"179;""Cheikhou Kouyaté"";""Nottingham Forest"";21;871;1;0;0.19;0.99;0.02;0.1;0.12;0.12;0.21;0.18",
"180;""Manuel Lanzini"";""West Ham"";10;230;1;0;0.64;0.34;0.25;0.13;0.38;0.38;0.46;0.07",
"181;""Nathan Aké"";""Manchester City"";26;1874;1;0;1.34;1.09;0.06;0.05;0.12;0.12;0.66;0.65",
"182;""Seamus Coleman"";""Everton"";23;1686;1;0;0.27;1.46;0.01;0.08;0.09;0.09;0.22;0.14",
"183;""Ashley Young"";""Aston Villa"";29;2044;1;0;0.39;0.78;0.02;0.03;0.05;0.05;0.28;0.25",
"184;""Christian Eriksen"";""Manchester United"";28;2094;1;8;4.87;4.56;0.21;0.2;0.41;0.41;0.69;0.46",
"185;""Kieran Trippier"";""Newcastle United"";38;3368;1;7;0.87;13.46;0.02;0.36;0.38;0.38;0.47;0.39",
"186;""Marc Albrighton"";""Leicester"";6;232;1;0;0.44;0.57;0.17;0.22;0.39;0.39;0.81;0.65",
"187;""Diego Costa"";""Wolverhampton Wanderers"";23;1254;1;0;2.98;0.6;0.21;0.04;0.26;0.26;0.24;0.04",
"188;""Craig Dawson"";""West Ham","Wolverhampton Wanderers"";25;2148;1;0;1.52;0.11;0.06;0;0.07;0.07;0.14;0.14"
"189;""Kyle Walker-Peters"";""Southampton"";31;2659;1;0;0.67;1.84;0.02;0.06;0.08;0.08;0.25;0.19",
"190;""Alex Oxlade-Chamberlain"";""Liverpool"";9;338;1;0;1.49;0.79;0.4;0.21;0.61;0.61;0.65;0.15",
"191;""Luke Shaw"";""Manchester United"";31;2570;1;2;0.97;3.83;0.03;0.13;0.17;0.17;0.44;0.36",
"192;""Tyrone Mings"";""Aston Villa"";35;3150;1;2;1.21;1.17;0.03;0.03;0.07;0.07;0.33;0.3",
"193;""Dennis Praet"";""Leicester"";22;609;1;0;0.91;0.5;0.13;0.07;0.21;0.21;0.36;0.17",
"194;""Emerson"";""West Ham"";22;1331;1;0;1.01;0.82;0.07;0.06;0.12;0.12;0.2;0.12",
"195;""Michael Keane"";""Everton"";12;982;1;2;1.33;1.05;0.12;0.1;0.22;0.22;0.11;0.04",
"196;""James Tarkowski"";""Everton"";38;3420;1;1;3.02;3.46;0.08;0.09;0.17;0.17;0.16;0.16",
"197;""Rob Holding"";""Arsenal"";14;556;1;0;0.37;0;0.06;0;0.06;0.06;0.53;0.52",
"198;""Nampalys Mendy"";""Leicester"";19;743;1;0;0.09;0.03;0.01;0;0.01;0.01;0.35;0.34",
"199;""Pontus Jansson"";""Brentford"";12;724;1;0;0.2;0;0.02;0;0.02;0.02;0.23;0.22",
"200;""Lucas Digne"";""Aston Villa"";28;1494;1;0;0.5;1.57;0.03;0.09;0.12;0.12;0.27;0.19",
"201;""Pablo Sarabia"";""Wolverhampton Wanderers"";13;788;1;0;2.54;0.77;0.29;0.09;0.38;0.38;0.41;0.16",
"202;""Mateo Kovacic"";""Chelsea"";27;1700;1;2;1.33;1.79;0.07;0.09;0.17;0.17;0.43;0.31",
"203;""Jonny"";""Wolverhampton Wanderers"";18;1257;1;0;0.19;0.58;0.01;0.04;0.05;0.05;0.3;0.26",
"204;""Cristiano Ronaldo"";""Manchester United"";10;517;1;0;2.14;0.31;0.37;0.05;0.43;0.43;0.51;0.16",
"205;""Christian Pulisic"";""Chelsea"";24;779;1;1;1.87;0.44;0.22;0.05;0.27;0.27;0.42;0.19",
"206;""Oleksandr Zinchenko"";""Arsenal"";27;2179;1;2;1.18;1.96;0.05;0.08;0.13;0.13;0.68;0.61",
"207;""Issa Diop"";""Fulham"";25;2004;1;0;0.19;0.53;0.01;0.02;0.03;0.03;0.14;0.14",
"208;""Lucas Moura"";""Tottenham"";15;117;1;0;0.74;0.23;0.57;0.18;0.75;0.75;0.83;0.3",
"209;""Ricardo Pereira"";""Leicester"";10;450;1;1;0.08;0.42;0.02;0.08;0.1;0.1;0.3;0.24",
"210;""Serge Aurier"";""Nottingham Forest"";24;1958;1;0;0.67;0.8;0.03;0.04;0.07;0.07;0.14;0.13",
"211;""Neal Maupay"";""Everton"";27;1101;1;0;5.43;0.35;0.44;0.03;0.47;0.47;0.37;0.13",
"212;""Marc Roca"";""Leeds"";32;2375;1;2;2.09;3.22;0.08;0.12;0.2;0.2;0.26;0.18",
"213;""Estupiñán"";""Brighton"";35;2707;1;5;2.32;5.64;0.08;0.19;0.26;0.26;0.6;0.42",
"214;""Caglar Söyüncü"";""Leicester"";7;527;1;0;0.34;0.12;0.06;0.02;0.08;0.08;0.23;0.23",
"215;""Scott McTominay"";""Manchester United"";24;1133;1;0;1.8;1.08;0.14;0.09;0.23;0.23;0.48;0.28",
